cluster_id,cluster_decision,member_count,leader_candidate_id,leader_shadow_rank,leader_expression,semantic_pairs,dominant_fields,dominant_operators,leader_min_oos_floor_sortino,leader_stress_floor_sortino,leader_test_sortino
a7shadow2_cluster_01,KEEP_CLUSTER_LEADER_HOLD_OVERLAP_VARIANTS,2,a7shadow2_c007,7,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",open_interest|funding_state:1|funding_dense|open_interest:1,funding_rate_delta_state_24h:2|open_interest_value_last:2,mean:2|zscore:2|csrank:2|tsrank:2|safediv:2,8.633900693694594,2.390686280165006,10.216245843420882
a7shadow2_cluster_02,KEEP_CLUSTER_LEADER_HOLD_OVERLAP_VARIANTS,3,a7shadow2_c002,2,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",open_interest|premium:3,open_interest_mean:3|premium_close_bps:3,mul:3|csrank:3|sign:2|mean:2|decay:1,1.9038409869878905,3.8769944978553337,2.9251446047230125
a7shadow2_cluster_03,KEEP_CLUSTER_LEADER_HOLD_OVERLAP_VARIANTS,2,a7shadow2_c003,3,"TSRank(open_interest_mean,504)",open_interest:2,open_interest_mean:2,tsrank:2|csrank:1,1.781994350944033,0.13792916060062388,3.891615500928222
a7shadow2_cluster_04,KEEP_UNIQUE_MECHANISM_REVIEW,1,a7shadow2_c006,6,"Mul(open_interest_last,Mean(premium_close_bps,504))",open_interest|premium:1,open_interest_last:1|premium_close_bps:1,mul:1|mean:1,1.3646549978752314,6.105075206711021,2.5037565195685585
a7shadow2_cluster_05,KEEP_UNIQUE_MECHANISM_REVIEW,1,a7shadow2_c009,9,"Mul(Decay(premium_abs_state,336),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",basis|premium:1,mark_trade_basis_bps:1|premium_abs_state:1,mul:1|mean:1|zscore:1|decay:1|abs:1,0.8522200631450245,6.497715977476842,5.510858270897706
