split,n_dates,avg_n_obs,valid_rows,valid_row_share,mean_spread_24h,spread_tstat,positive_spread_rate,candidate_id,variant
train_2024,8737,180.43138377017283,3773762,0.9916534512320901,0.0019457635111696325,14.228016952989185,0.569531875929953,a7al2k_046e806368e99c76,original
validation_2025H1,4320,180.83078703703703,3773762,0.9916534512320901,0.0012886564146032651,7.390587670385017,0.5537037037037037,a7al2k_046e806368e99c76,original
test_2025H2,4392,181.0,3773762,0.9916534512320901,0.0019117069408947384,10.445055044185755,0.5824225865209471,a7al2k_046e806368e99c76,original
recent_oos_2026JanApr,2856,181.0,3773762,0.9916534512320901,0.0018654298451999084,8.383560644346602,0.5836834733893558,a7al2k_046e806368e99c76,original
known_may2026_stress,576,181.0,3773762,0.9916534512320901,-0.0016492308811672076,-3.296799615206216,0.5225694444444444,a7al2k_046e806368e99c76,original
train_2024,8736,180.4313186813187,3773581,0.9916058888064064,0.0019598947667496054,14.30454029987456,0.5697115384615384,a7al2k_046e806368e99c76,one_bar_lag
validation_2025H1,4320,180.83078703703703,3773581,0.9916058888064064,0.001268004464202431,7.258083546088783,0.5532407407407407,a7al2k_046e806368e99c76,one_bar_lag
test_2025H2,4392,181.0,3773581,0.9916058888064064,0.0019168173683139593,10.463217456832036,0.5833333333333334,a7al2k_046e806368e99c76,one_bar_lag
recent_oos_2026JanApr,2856,181.0,3773581,0.9916058888064064,0.0018383973410211693,8.275845238473016,0.5843837535014006,a7al2k_046e806368e99c76,one_bar_lag
known_may2026_stress,576,181.0,3773581,0.9916058888064064,-0.0016329844217490305,-3.268000548507483,0.5208333333333334,a7al2k_046e806368e99c76,one_bar_lag
train_2024,8760,180.04349315068492,3769436,0.9905166829806663,0.00010951926030373867,0.8011823664651587,0.5098173515981735,a7al2k_046e806368e99c76,time_shuffle
validation_2025H1,4320,180.51643518518517,3769436,0.9905166829806663,-5.608439268521027e-05,-0.34911306242866524,0.5078703703703704,a7al2k_046e806368e99c76,time_shuffle
test_2025H2,4392,180.54121129326046,3769436,0.9905166829806663,3.1177464605556125e-05,0.1872726481267734,0.5031876138433515,a7al2k_046e806368e99c76,time_shuffle
recent_oos_2026JanApr,2856,180.49789915966386,3769436,0.9905166829806663,0.0005392488560811877,2.412042067758766,0.521358543417367,a7al2k_046e806368e99c76,time_shuffle
known_may2026_stress,576,180.52951388888889,3769436,0.9905166829806663,0.0005721729971060927,1.3228874004778406,0.546875,a7al2k_046e806368e99c76,time_shuffle
train_2024,8737,179.97024150165961,3769733,0.9905947274029208,0.0003649821025732848,2.8593419767526664,0.5118461714547328,a7al2k_046e806368e99c76,symbol_shuffle
validation_2025H1,4320,180.83078703703703,3769733,0.9905947274029208,0.0003518506404025501,2.40292265475333,0.49560185185185185,a7al2k_046e806368e99c76,symbol_shuffle
test_2025H2,4392,181.0,3769733,0.9905947274029208,0.0003078369554079166,1.9552635348325715,0.5305100182149363,a7al2k_046e806368e99c76,symbol_shuffle
recent_oos_2026JanApr,2856,181.0,3769733,0.9905947274029208,4.2327499251019374e-05,0.24181374417802606,0.5178571428571429,a7al2k_046e806368e99c76,symbol_shuffle
known_may2026_stress,576,181.0,3769733,0.9905947274029208,-0.0012350096716052083,-3.9619756902225998,0.3923611111111111,a7al2k_046e806368e99c76,symbol_shuffle
train_2024,8760,180.51906392694065,3779411,0.9931378719099204,9.333477112782914e-05,0.6862960504979991,0.5028538812785388,a7al2k_046e806368e99c76,same_family_random
validation_2025H1,4320,181.0,3779411,0.9931378719099204,-9.706642252935e-05,-0.6149734353997661,0.4976851851851852,a7al2k_046e806368e99c76,same_family_random
test_2025H2,4392,181.0,3779411,0.9931378719099204,0.00022258906257913402,1.3656499946181777,0.50591985428051,a7al2k_046e806368e99c76,same_family_random
recent_oos_2026JanApr,2856,181.0,3779411,0.9931378719099204,-8.978385079680318e-05,-0.41097668200189386,0.5014005602240896,a7al2k_046e806368e99c76,same_family_random
known_may2026_stress,576,181.0,3779411,0.9931378719099204,-0.0006121096004517449,-1.4015399249175782,0.484375,a7al2k_046e806368e99c76,same_family_random
train_2024,8737,180.4524436305368,3773946,0.9917018019852715,0.0006690779213459663,4.7691060634255145,0.5348517797871123,a7al2k_046e806368e99c76,wrong_lag_future_24h
validation_2025H1,4320,180.83078703703703,3773946,0.9917018019852715,0.000590427439700343,3.494579306730792,0.5256944444444445,a7al2k_046e806368e99c76,wrong_lag_future_24h
test_2025H2,4392,181.0,3773946,0.9917018019852715,0.0015166521454323852,8.742366702965338,0.5739981785063752,a7al2k_046e806368e99c76,wrong_lag_future_24h
recent_oos_2026JanApr,2856,181.0,3773946,0.9917018019852715,0.0006450132761480481,3.0805957073129155,0.5430672268907563,a7al2k_046e806368e99c76,wrong_lag_future_24h
known_may2026_stress,576,181.0,3773946,0.9917018019852715,-0.0021205835395692037,-4.282323808809345,0.5086805555555556,a7al2k_046e806368e99c76,wrong_lag_future_24h
train_2024,8569,180.42023573345782,3743354,0.983662963717227,0.0014208914676201183,10.205368620160286,0.56144240868246,a7al2k_046e806368e99c76,wrong_lag_stale_168h
validation_2025H1,4320,180.83078703703703,3743354,0.983662963717227,0.0007544551808005128,4.648718541225049,0.5310185185185186,a7al2k_046e806368e99c76,wrong_lag_stale_168h
test_2025H2,4392,181.0,3743354,0.983662963717227,0.0010492518244702605,6.013823260172267,0.5407559198542805,a7al2k_046e806368e99c76,wrong_lag_stale_168h
recent_oos_2026JanApr,2856,181.0,3743354,0.983662963717227,0.0008976828296519422,4.178353264938002,0.5535714285714286,a7al2k_046e806368e99c76,wrong_lag_stale_168h
known_may2026_stress,576,181.0,3743354,0.983662963717227,-0.0017637789573388398,-3.7407243793903238,0.4878472222222222,a7al2k_046e806368e99c76,wrong_lag_stale_168h
train_2024,8737,180.46572049902713,3774362,0.9918111167315942,0.001732131158282524,12.764602501833878,0.5626645301590935,a7al2k_0a247ec03472983b,original
validation_2025H1,4320,180.90023148148148,3774362,0.9918111167315942,0.0012293800054126033,7.337213691450087,0.555787037037037,a7al2k_0a247ec03472983b,original
test_2025H2,4392,181.0,3774362,0.9918111167315942,0.0015918458677626282,8.740345587144514,0.5673952641165756,a7al2k_0a247ec03472983b,original
recent_oos_2026JanApr,2856,181.0,3774362,0.9918111167315942,0.0018851734349219084,8.551048820290593,0.6064425770308123,a7al2k_0a247ec03472983b,original
known_may2026_stress,576,181.0,3774362,0.9918111167315942,-0.0016677113318432453,-3.659796565774215,0.5034722222222222,a7al2k_0a247ec03472983b,original
train_2024,8736,180.46565934065933,3774181,0.9917635543059105,0.0017245018372656683,12.694757059872183,0.5621565934065934,a7al2k_0a247ec03472983b,one_bar_lag
validation_2025H1,4320,180.90023148148148,3774181,0.9917635543059105,0.001223853229221015,7.309375475466539,0.5569444444444445,a7al2k_0a247ec03472983b,one_bar_lag
test_2025H2,4392,181.0,3774181,0.9917635543059105,0.0015963041489406753,8.759369997439023,0.5678506375227687,a7al2k_0a247ec03472983b,one_bar_lag
recent_oos_2026JanApr,2856,181.0,3774181,0.9917635543059105,0.0018649255827003976,8.458575750935438,0.6050420168067226,a7al2k_0a247ec03472983b,one_bar_lag
known_may2026_stress,576,181.0,3774181,0.9917635543059105,-0.001669427790855051,-3.6725251894580637,0.5017361111111112,a7al2k_0a247ec03472983b,one_bar_lag
train_2024,8760,180.0732876712329,3770208,0.9907195459233614,0.00017914050305142844,1.3005109711178464,0.5020547945205479,a7al2k_0a247ec03472983b,time_shuffle
validation_2025H1,4320,180.5537037037037,3770208,0.9907195459233614,-7.896562250702332e-05,-0.48745963164091444,0.49722222222222223,a7al2k_0a247ec03472983b,time_shuffle
test_2025H2,4392,180.57741347905284,3770208,0.9907195459233614,-0.00029722796128068657,-1.8190626076186476,0.4972677595628415,a7al2k_0a247ec03472983b,time_shuffle
recent_oos_2026JanApr,2856,180.5595238095238,3770208,0.9907195459233614,0.00038132682523472797,1.6660206808683513,0.5147058823529411,a7al2k_0a247ec03472983b,time_shuffle
known_may2026_stress,576,180.55555555555554,3770208,0.9907195459233614,1.4302425243759537e-05,0.03595002232403543,0.5086805555555556,a7al2k_0a247ec03472983b,time_shuffle
train_2024,8737,180.0045782305139,3770333,0.9907523929024248,-9.172369699247744e-05,-0.6842185977849787,0.4961657319446034,a7al2k_0a247ec03472983b,symbol_shuffle
validation_2025H1,4320,180.90023148148148,3770333,0.9907523929024248,-0.0005517990638965748,-3.683175872593114,0.48009259259259257,a7al2k_0a247ec03472983b,symbol_shuffle
test_2025H2,4392,181.0,3770333,0.9907523929024248,0.0010155017831658265,6.7514558369236175,0.5448542805100182,a7al2k_0a247ec03472983b,symbol_shuffle
recent_oos_2026JanApr,2856,181.0,3770333,0.9907523929024248,-0.001220514275276371,-5.884850107980105,0.4726890756302521,a7al2k_0a247ec03472983b,symbol_shuffle
known_may2026_stress,576,181.0,3770333,0.9907523929024248,-0.001177591221602593,-2.8404691959409116,0.5017361111111112,a7al2k_0a247ec03472983b,symbol_shuffle
train_2024,8760,180.51906392694065,3779411,0.9931378719099204,9.604349489757902e-06,0.07017306032993552,0.4960045662100457,a7al2k_0a247ec03472983b,same_family_random
validation_2025H1,4320,181.0,3779411,0.9931378719099204,0.00013784329700420383,0.8608905585427759,0.50625,a7al2k_0a247ec03472983b,same_family_random
test_2025H2,4392,181.0,3779411,0.9931378719099204,-3.3849854601237576e-05,-0.20804339921166473,0.4972677595628415,a7al2k_0a247ec03472983b,same_family_random
recent_oos_2026JanApr,2856,181.0,3779411,0.9931378719099204,-4.71918896453909e-05,-0.21770964325933947,0.5003501400560224,a7al2k_0a247ec03472983b,same_family_random
known_may2026_stress,576,181.0,3779411,0.9931378719099204,0.00013107133516865582,0.30454915316809583,0.5138888888888888,a7al2k_0a247ec03472983b,same_family_random
