candidate_id,split,n_dates,mean_spread,hourly_tstat_naive,newey_west_tstat_lag24,block_bootstrap_tstat_block24
a7al2q_1378ff7d2322adee,validation_2025H1,4319,0.0013906428607702327,7.998566627767895,1.9992369278620534,2.0436126748948045
a7al2q_1378ff7d2322adee,test_2025H2,4391,0.0018826422219087235,10.214826352892286,2.511305481920649,2.473073805833658
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,2855,0.002024193887987528,8.802662587106939,2.2035933680120774,2.3925975505937935
a7al2q_1378ff7d2322adee,known_may2026_stress,575,-0.0018416078638702508,-3.6963421497754934,-1.0669371258145979,-1.042474276789074
a7al2q_f00f22bbcc48dc2c,validation_2025H1,4319,0.0012416904062501062,7.143844334313657,1.7864852424571187,1.817285691599947
a7al2q_f00f22bbcc48dc2c,test_2025H2,4391,0.0018574017309632572,10.106574912517338,2.486435760735903,2.436559844430928
a7al2q_f00f22bbcc48dc2c,recent_oos_2026JanApr,2855,0.0018294661333293964,8.215410268790635,2.0691100202438624,2.232502583791409
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,575,-0.0015384451319815588,-3.166055028538925,-0.9255694537743125,-0.9087884693223239
a7al2q_d6f7ebc0dbbdda7a,validation_2025H1,4319,0.0012726986952293407,7.285897541767609,1.8208163511062911,1.8551019295171591
a7al2q_d6f7ebc0dbbdda7a,test_2025H2,4391,0.00191434879703581,10.448311503241715,2.558971896811548,2.526602133342567
a7al2q_d6f7ebc0dbbdda7a,recent_oos_2026JanApr,2855,0.0018512648124978139,8.344863316726896,2.102658714642868,2.264981464343383
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,575,-0.001655726431518064,-3.3111863591221673,-0.9637596721907485,-0.9434110909111839
a7al2q_6671d1fac5e57efe,validation_2025H1,4319,0.0012287183664675678,7.339832381077228,1.8448937363650741,1.880641657146016
a7al2q_6671d1fac5e57efe,test_2025H2,4391,0.0015937952093695964,8.74443999427619,2.1559068408404847,2.085303566701159
a7al2q_6671d1fac5e57efe,recent_oos_2026JanApr,2855,0.001878608837480699,8.53410490461121,2.1668637536236948,2.3164596121075105
a7al2q_6671d1fac5e57efe,known_may2026_stress,575,-0.0016880677192310993,-3.710198473124513,-1.0496267794536867,-1.0305009924034332
