candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay,decision,reasons,warnings,label_t1_positive_premay_splits,label_t2_positive_premay_splits,one_bar_lag_positive_premay_splits,timevarying_latent_positive_premay_splits,timevarying_latent_audited,net_2bps_positive_premay_splits,net_5bps_positive_premay_splits,net_10bps_positive_premay_splits,control_ratio_premay_max_by_split,recent_net_mean_spread_10bps,recent_turnover,recent_newey_west_tstat_lag24,selector_score_no_may
a7al2q_1378ff7d2322adee,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,24,8,24|8,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::24|8,,local_mutation,0024b4ba9e3b7dd9,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.5977895485931952,0.0020192349055928,0.0049589823946907,,13.921445356999644
a7al2q_f00f22bbcc48dc2c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,48,96,48|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::48|96,,local_mutation,0034c35fee8a3080,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.7371290356519459,0.0018263690736925,0.0030970596368328,,13.589240038040616
a7al2q_d6f7ebc0dbbdda7a,"Sub(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,index_close,48,12,48|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|index_close::48|12,a7al2k_046e806368e99c76,seed_exact,13d8427a6de9f020,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.8138625769990896,0.0018480018389518,0.0032629735459489,,13.534139261952776
a7al2q_6671d1fac5e57efe,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,index_close,168,336,168|336,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|index_close::168|336,a7al2k_0a247ec03472983b,seed_exact,2fb22eef8827a158,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.8901761602600439,0.0018767100449652,0.0018987925154392,,13.486533884705215
