candidate_id,split,rank,raw_latent_state_id,abs_contribution,abs_contribution_share
a7al2q_1378ff7d2322adee,validation_2025H1,1,lv_06020f9b07,53.2172530378579,0.16975445659296656
a7al2q_1378ff7d2322adee,validation_2025H1,2,lv_04c5ba0d83,42.62725132537257,0.1359740586317513
a7al2q_1378ff7d2322adee,validation_2025H1,3,lv_3b49ac5b71,27.827579438710636,0.0887654915701015
a7al2q_1378ff7d2322adee,validation_2025H1,4,lv_231f4a30f4,19.333689004889425,0.06167135061683227
a7al2q_1378ff7d2322adee,validation_2025H1,5,lv_4fb8ef3adb,12.10089461570897,0.038599902710444674
a7al2q_1378ff7d2322adee,validation_2025H1,6,lv_39df6193ca,10.40083475616825,0.033176985871303244
a7al2q_1378ff7d2322adee,validation_2025H1,7,lv_55243c3046,10.029191243317383,0.03199150298804694
a7al2q_1378ff7d2322adee,validation_2025H1,8,lv_1c45188236,8.974041897003799,0.02862574670257189
a7al2q_1378ff7d2322adee,validation_2025H1,9,lv_96c26a261d,7.617255065225547,0.024297815473630715
a7al2q_1378ff7d2322adee,validation_2025H1,10,lv_88725ec87a,6.492067870694433,0.020708649745044244
a7al2q_1378ff7d2322adee,validation_2025H1,11,lv_28e72bcb07,6.4343315331986535,0.020524480137674772
a7al2q_1378ff7d2322adee,validation_2025H1,12,lv_69eca819b6,6.31250720435047,0.02013588017125571
a7al2q_1378ff7d2322adee,test_2025H2,1,lv_04c5ba0d83,57.04514956070091,0.20351023473946656
a7al2q_1378ff7d2322adee,test_2025H2,2,lv_06020f9b07,40.75784264588137,0.14540479231299683
a7al2q_1378ff7d2322adee,test_2025H2,3,lv_231f4a30f4,22.77120748041697,0.0812369467926383
a7al2q_1378ff7d2322adee,test_2025H2,4,lv_3b49ac5b71,14.451039854908075,0.05155450613679825
a7al2q_1378ff7d2322adee,test_2025H2,5,lv_1c45188236,13.411614405668853,0.04784632553252515
a7al2q_1378ff7d2322adee,test_2025H2,6,lv_df179999cb,8.933658241157964,0.03187108631919044
a7al2q_1378ff7d2322adee,test_2025H2,7,lv_96c26a261d,8.780827452815151,0.031325858024575
a7al2q_1378ff7d2322adee,test_2025H2,8,lv_09a7839df2,7.172058324049556,0.025586527239083577
a7al2q_1378ff7d2322adee,test_2025H2,9,lv_971bea937b,7.118590897505019,0.02539578063554605
a7al2q_1378ff7d2322adee,test_2025H2,10,lv_1474e8a39c,6.708902641070535,0.023934205832446168
a7al2q_1378ff7d2322adee,test_2025H2,11,lv_55243c3046,6.195003126928795,0.02210085432822762
a7al2q_1378ff7d2322adee,test_2025H2,12,lv_235777120f,6.113514408385055,0.021810140948261662
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,1,lv_04c5ba0d83,26.652196822112085,0.16350147567758833
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,2,lv_1c45188236,19.505517047042567,0.11965921017061903
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,3,lv_231f4a30f4,14.80978796814548,0.09085263040137229
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,4,lv_971bea937b,11.627984825037284,0.07133343231477522
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,5,lv_06020f9b07,10.70460513293107,0.06566883576096218
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,6,lv_1474e8a39c,9.101686369086536,0.05583551563995655
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,7,lv_f4eec9cde6,8.618562766880451,0.05287172911149179
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,8,lv_fdbc06969e,8.480237028235054,0.05202315131718588
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,9,lv_f93252378d,7.047495504827227,0.04323380629976559
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,10,lv_55243c3046,6.409218687191728,0.03931821156396441
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,11,lv_6c171a5bf2,4.534983830939585,0.027820466488430565
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,12,lv_e626529216,3.3368575281792014,0.020470400005845896
a7al2q_1378ff7d2322adee,known_may2026_stress,1,__missing__,27.725280198667154,1.0
a7al2q_f00f22bbcc48dc2c,validation_2025H1,1,lv_06020f9b07,53.56856691918514,0.17091503907182357
a7al2q_f00f22bbcc48dc2c,validation_2025H1,2,lv_04c5ba0d83,42.481346720087984,0.13554032620363346
a7al2q_f00f22bbcc48dc2c,validation_2025H1,3,lv_3b49ac5b71,27.86341412100868,0.08890057709311296
a7al2q_f00f22bbcc48dc2c,validation_2025H1,4,lv_231f4a30f4,19.46557700888423,0.06210656820534648
a7al2q_f00f22bbcc48dc2c,validation_2025H1,5,lv_4fb8ef3adb,12.270141106793108,0.03914892197598168
a7al2q_f00f22bbcc48dc2c,validation_2025H1,6,lv_39df6193ca,10.286718248746533,0.0328206437565849
a7al2q_f00f22bbcc48dc2c,validation_2025H1,7,lv_55243c3046,9.98413958364345,0.031855240958962694
a7al2q_f00f22bbcc48dc2c,validation_2025H1,8,lv_1c45188236,9.052069249679061,0.02888139180246869
a7al2q_f00f22bbcc48dc2c,validation_2025H1,9,lv_96c26a261d,7.605425353632525,0.024265752216873264
a7al2q_f00f22bbcc48dc2c,validation_2025H1,10,lv_88725ec87a,6.501182209326496,0.02074257116111376
a7al2q_f00f22bbcc48dc2c,validation_2025H1,11,lv_28e72bcb07,6.393222581522562,0.02039811684647574
