candidate_id,cell,family,field_families,mini_replay_label,reasons,warnings,pass_variants,net_2bps_pass_variants,neutralized_pass_variant_count,recent_original_turnover,recent_beta_residual_alpha,control_dominance_ratio_premay_max
a7al2k_01759e5da72c472c,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,A7AL2O_MINI_REPLAY_DIAGNOSTIC_PASS,,,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,8,0.023053958425475453,0.0021088805611539944,0.9463423387869327
a7al2k_0cf817ef95787b3d,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,A7AL2O_MINI_REPLAY_DIAGNOSTIC_PASS,,,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,8,0.0705655069045162,0.004067255541977077,1.0410827975387633
a7al2k_134ec76b5d7444f9,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity|price,A7AL2O_MINI_REPLAY_DIAGNOSTIC_PASS,,a7al2n:train_oriented_spread_nonpositive,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|neutral_dominant_latent_state|exclude_meme|exclude_multiplier|exclude_major,8,0.044541500810850655,0.0022280085920448273,1.0686937965431353
a7al2k_01298a6b5902f416,J0_oi_derived_state,derived_oi_price_state,open_interest,A7AL2O_MINI_REPLAY_DIAGNOSTIC_PASS,,dominant_latent_state_proxy_fragile|a7al2n:train_oriented_spread_nonpositive,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,7,0.008661359280554327,0.0015796302062718638,0.9323783682029959
