decision,label_family,count
A7FF43_NUMERIC_CLUE,L0_raw_forward_return,16
A7FF43_NUMERIC_CLUE,L1_cross_sectional_relative_return,13
A7FF43_NUMERIC_CLUE,L3_liquidity_tier_relative_return,16
A7FF43_NUMERIC_CLUE,L5_vol_adjusted_return,15
A7FF43_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,10
HOLD_A7FF43_CONTROL_DOMINATED,L0_raw_forward_return,6
HOLD_A7FF43_CONTROL_DOMINATED,L1_cross_sectional_relative_return,9
HOLD_A7FF43_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,8
HOLD_A7FF43_CONTROL_DOMINATED,L5_vol_adjusted_return,11
HOLD_A7FF43_CONTROL_DOMINATED,L7_ranked_future_return,7
HOLD_A7FF43_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,5
HOLD_A7FF43_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,18
HOLD_A7FF43_PRE_MAY_UNSTABLE,L0_raw_forward_return,26
HOLD_A7FF43_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,26
HOLD_A7FF43_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,24
HOLD_A7FF43_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,17
HOLD_A7FF43_PRE_MAY_UNSTABLE,L7_ranked_future_return,13
