decision,label_family,count
HOLD_A7LS18a7ls18_s058_PRE_MAY_UNSTABLE,L0_raw_forward_return,1729
HOLD_A7LS18a7ls18_s097_PRE_MAY_UNSTABLE,L0_raw_forward_return,1728
HOLD_A7LS18a7ls18_s097_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1728
HOLD_A7LS18a7ls18_s100_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1727
HOLD_A7LS18a7ls18_s131_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1727
HOLD_A7LS18a7ls18_s099_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1724
HOLD_A7LS18a7ls18_s074_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1723
HOLD_A7LS18a7ls18_s074_PRE_MAY_UNSTABLE,L0_raw_forward_return,1723
HOLD_A7LS18a7ls18_s107_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1722
HOLD_A7LS18a7ls18_s097_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1721
HOLD_A7LS18a7ls18_s092_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1721
HOLD_A7LS18a7ls18_s112_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1721
HOLD_A7LS18a7ls18_s007_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1720
HOLD_A7LS18a7ls18_s071_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1720
HOLD_A7LS18a7ls18_s087_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1720
HOLD_A7LS18a7ls18_s127_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1720
HOLD_A7LS18a7ls18_s072_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1718
HOLD_A7LS18a7ls18_s031_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1718
HOLD_A7LS18a7ls18_s094_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1717
HOLD_A7LS18a7ls18_s119_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1717
HOLD_A7LS18a7ls18_s044_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1717
HOLD_A7LS18a7ls18_s044_PRE_MAY_UNSTABLE,L0_raw_forward_return,1717
HOLD_A7LS18a7ls18_s047_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1717
HOLD_A7LS18a7ls18_s119_PRE_MAY_UNSTABLE,L0_raw_forward_return,1717
HOLD_A7LS18a7ls18_s031_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1715
HOLD_A7LS18a7ls18_s056_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1714
HOLD_A7LS18a7ls18_s020_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1713
HOLD_A7LS18a7ls18_s020_PRE_MAY_UNSTABLE,L0_raw_forward_return,1713
HOLD_A7LS18a7ls18_s109_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1712
HOLD_A7LS18a7ls18_s102_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1710
HOLD_A7LS18a7ls18_s075_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1709
HOLD_A7LS18a7ls18_s073_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1709
HOLD_A7LS18a7ls18_s056_PRE_MAY_UNSTABLE,L0_raw_forward_return,1707
HOLD_A7LS18a7ls18_s056_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1707
HOLD_A7LS18a7ls18_s031_PRE_MAY_UNSTABLE,L0_raw_forward_return,1706
HOLD_A7LS18a7ls18_s031_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1706
HOLD_A7LS18a7ls18_s075_PRE_MAY_UNSTABLE,L0_raw_forward_return,1705
HOLD_A7LS18a7ls18_s075_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1705
HOLD_A7LS18a7ls18_s023_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1703
HOLD_A7LS18a7ls18_s023_PRE_MAY_UNSTABLE,L0_raw_forward_return,1703
HOLD_A7LS18a7ls18_s122_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1702
HOLD_A7LS18a7ls18_s114_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1702
HOLD_A7LS18a7ls18_s131_PRE_MAY_UNSTABLE,L0_raw_forward_return,1702
HOLD_A7LS18a7ls18_s063_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1702
HOLD_A7LS18a7ls18_s063_PRE_MAY_UNSTABLE,L0_raw_forward_return,1702
HOLD_A7LS18a7ls18_s122_PRE_MAY_UNSTABLE,L0_raw_forward_return,1702
HOLD_A7LS18a7ls18_s131_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1702
HOLD_A7LS18a7ls18_s059_PRE_MAY_UNSTABLE,L0_raw_forward_return,1701
HOLD_A7LS18a7ls18_s059_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1701
HOLD_A7LS18a7ls18_s018_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1700
HOLD_A7LS18a7ls18_s018_PRE_MAY_UNSTABLE,L0_raw_forward_return,1700
HOLD_A7LS18a7ls18_s014_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1700
HOLD_A7LS18a7ls18_s076_PRE_MAY_UNSTABLE,L0_raw_forward_return,1700
HOLD_A7LS18a7ls18_s076_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1700
HOLD_A7LS18a7ls18_s059_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1700
HOLD_A7LS18a7ls18_s058_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1700
HOLD_A7LS18a7ls18_s020_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1699
HOLD_A7LS18a7ls18_s119_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1699
HOLD_A7LS18a7ls18_s056_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1699
HOLD_A7LS18a7ls18_s075_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1698
HOLD_A7LS18a7ls18_s019_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1697
HOLD_A7LS18a7ls18_s019_PRE_MAY_UNSTABLE,L0_raw_forward_return,1697
HOLD_A7LS18a7ls18_s099_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1696
HOLD_A7LS18a7ls18_s130_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1696
HOLD_A7LS18a7ls18_s129_PRE_MAY_UNSTABLE,L0_raw_forward_return,1695
HOLD_A7LS18a7ls18_s129_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1695
HOLD_A7LS18a7ls18_s020_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1694
HOLD_A7LS18a7ls18_s061_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1694
HOLD_A7LS18a7ls18_s126_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1693
HOLD_A7LS18a7ls18_s074_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1691
HOLD_A7LS18a7ls18_s022_PRE_MAY_UNSTABLE,L0_raw_forward_return,1690
HOLD_A7LS18a7ls18_s022_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1690
HOLD_A7LS18a7ls18_s132_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1690
HOLD_A7LS18a7ls18_s019_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1690
HOLD_A7LS18a7ls18_s007_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1689
HOLD_A7LS18a7ls18_s017_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1689
HOLD_A7LS18a7ls18_s124_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1689
HOLD_A7LS18a7ls18_s017_PRE_MAY_UNSTABLE,L0_raw_forward_return,1689
HOLD_A7LS18a7ls18_s048_PRE_MAY_UNSTABLE,L0_raw_forward_return,1688
HOLD_A7LS18a7ls18_s048_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1688
HOLD_A7LS18a7ls18_s050_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1687
HOLD_A7LS18a7ls18_s125_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1686
HOLD_A7LS18a7ls18_s125_PRE_MAY_UNSTABLE,L0_raw_forward_return,1686
HOLD_A7LS18a7ls18_s063_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1686
HOLD_A7LS18a7ls18_s120_PRE_MAY_UNSTABLE,L0_raw_forward_return,1685
HOLD_A7LS18a7ls18_s108_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1685
HOLD_A7LS18a7ls18_s120_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1685
HOLD_A7LS18a7ls18_s113_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1685
HOLD_A7LS18a7ls18_s073_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1684
HOLD_A7LS18a7ls18_s073_PRE_MAY_UNSTABLE,L0_raw_forward_return,1684
HOLD_A7LS18a7ls18_s097_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1684
HOLD_A7LS18a7ls18_s108_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1684
HOLD_A7LS18a7ls18_s108_PRE_MAY_UNSTABLE,L0_raw_forward_return,1684
HOLD_A7LS18a7ls18_s017_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1684
HOLD_A7LS18a7ls18_s037_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1684
HOLD_A7LS18a7ls18_s001_PRE_MAY_UNSTABLE,L0_raw_forward_return,1683
HOLD_A7LS18a7ls18_s013_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1683
HOLD_A7LS18a7ls18_s091_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1683
HOLD_A7LS18a7ls18_s001_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1683
HOLD_A7LS18a7ls18_s111_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1683
HOLD_A7LS18a7ls18_s050_PRE_MAY_UNSTABLE,L0_raw_forward_return,1682
HOLD_A7LS18a7ls18_s041_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1682
HOLD_A7LS18a7ls18_s050_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1682
HOLD_A7LS18a7ls18_s089_PRE_MAY_UNSTABLE,L0_raw_forward_return,1682
HOLD_A7LS18a7ls18_s089_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1682
HOLD_A7LS18a7ls18_s013_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1680
HOLD_A7LS18a7ls18_s013_PRE_MAY_UNSTABLE,L0_raw_forward_return,1680
HOLD_A7LS18a7ls18_s126_PRE_MAY_UNSTABLE,L0_raw_forward_return,1680
HOLD_A7LS18a7ls18_s126_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1680
HOLD_A7LS18a7ls18_s128_PRE_MAY_UNSTABLE,L0_raw_forward_return,1679
HOLD_A7LS18a7ls18_s128_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1679
HOLD_A7LS18a7ls18_s122_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1679
HOLD_A7LS18a7ls18_s015_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1678
HOLD_A7LS18a7ls18_s015_PRE_MAY_UNSTABLE,L0_raw_forward_return,1678
HOLD_A7LS18a7ls18_s000_PRE_MAY_UNSTABLE,L0_raw_forward_return,1678
HOLD_A7LS18a7ls18_s000_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1678
HOLD_A7LS18a7ls18_s009_PRE_MAY_UNSTABLE,L0_raw_forward_return,1677
HOLD_A7LS18a7ls18_s009_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1677
HOLD_A7LS18a7ls18_s009_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1677
HOLD_A7LS18a7ls18_s132_PRE_MAY_UNSTABLE,L0_raw_forward_return,1675
HOLD_A7LS18a7ls18_s049_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1675
HOLD_A7LS18a7ls18_s072_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1675
HOLD_A7LS18a7ls18_s132_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1675
HOLD_A7LS18a7ls18_s076_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1675
HOLD_A7LS18a7ls18_s072_PRE_MAY_UNSTABLE,L0_raw_forward_return,1675
HOLD_A7LS18a7ls18_s049_PRE_MAY_UNSTABLE,L0_raw_forward_return,1675
HOLD_A7LS18a7ls18_s030_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1674
HOLD_A7LS18a7ls18_s124_PRE_MAY_UNSTABLE,L0_raw_forward_return,1674
HOLD_A7LS18a7ls18_s124_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1674
HOLD_A7LS18a7ls18_s146_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1674
HOLD_A7LS18a7ls18_s030_PRE_MAY_UNSTABLE,L0_raw_forward_return,1674
HOLD_A7LS18a7ls18_s127_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1673
HOLD_A7LS18a7ls18_s030_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1673
HOLD_A7LS18a7ls18_s048_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1672
HOLD_A7LS18a7ls18_s062_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1672
