candidate_id,base_candidate_id,object_type,control_mode,lane,production_family,expression,horizon,active_hours__fresh_may_2026,active_hours__recent_oos_2025H2_2026Apr,active_hours__train_2024,active_hours__validation_2025H1,gross_exposure_mean__fresh_may_2026,gross_exposure_mean__recent_oos_2025H2_2026Apr,gross_exposure_mean__train_2024,gross_exposure_mean__validation_2025H1,lag1_net_sum_10bps__fresh_may_2026,lag1_net_sum_10bps__recent_oos_2025H2_2026Apr,lag1_net_sum_10bps__train_2024,lag1_net_sum_10bps__validation_2025H1,mean_ic__fresh_may_2026,mean_ic__recent_oos_2025H2_2026Apr,mean_ic__train_2024,mean_ic__validation_2025H1,net_sum_10bps__fresh_may_2026,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_10bps__train_2024,net_sum_10bps__validation_2025H1,net_sum_20bps__fresh_may_2026,net_sum_20bps__recent_oos_2025H2_2026Apr,net_sum_20bps__train_2024,net_sum_20bps__validation_2025H1,turnover_mean__fresh_may_2026,turnover_mean__recent_oos_2025H2_2026Apr,turnover_mean__train_2024,turnover_mean__validation_2025H1
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,0.4140594754574801,-0.622053654924577,-6.452315167275768,-0.5206800585340221,-0.035651511985079445,-0.015527176634042872,-0.005752626608453112,-0.02551065939113383,0.3471686172145301,-0.6101179499337321,-6.971495234882359,-0.443550193230684,0.24250195054786344,-2.479284616600398,-9.228161901549026,-1.7102168598973502,0.20726072607260723,0.25619060672514615,0.25690649666059506,0.29158993247391035
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_row_shuffle_0661d8e3e777,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.5008514056929714,-5.122764865078146,-7.430888470830772,-3.2143021664585625,0.009719089431241045,0.001282376685947059,-0.0018270482493491099,0.002264131799638834,-0.4963381691146984,-5.244592080362617,-7.608326086763714,-3.08840739859495,-0.8610048357813651,-10.737758747029284,-14.175992753430382,-6.346740731928284,0.7221122112211221,0.7529011330409356,0.7476851851851852,0.7500767341927562
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_sign_flip_6bc946efe30e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.622726142124147,-3.1261650940787895,1.9398762985717968,-2.011986608132645,0.03565151198507965,0.015527176634043006,0.005752626608453218,0.025510659391133967,-0.5565019505478634,-3.1282153833996014,2.4581619015490244,-2.0897831401026497,-0.6611686172145299,-4.997382050066268,0.20149523488235932,-3.3564498067693167,0.20726072607260723,0.25619060672514615,0.25690649666059506,0.29158993247391035
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_time_shuffle_20d00b2ee993,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7276,8760,4341,0.9504950495049505,0.9972587719298246,0.9972677595628415,0.9993093922651933,-0.179355168147188,-5.062982504909678,-8.125558482656281,-1.2980039922366342,-0.0057682928162098475,0.00015778527746261522,0.0017822346300818206,-0.014479771768905384,-0.19520605791516596,-5.299319673905682,-8.144123268483545,-1.021003115618232,-0.5537060579151659,-10.710486340572348,-14.645289935150211,-4.2506697822848984,0.7099009900990099,0.7416620979532162,0.7401146023072251,0.7434775936157152
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_wrong_lag_30d43e9a280c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7292,8717,4344,0.9504950495049505,0.9994517543859649,0.9923724954462659,1.0,0.3458280415902749,-2.1280218152208463,-5.479839283314241,-1.08854031163524,-0.04188370790830346,-0.00773010638313934,-0.001385249427321371,-0.018962695243465763,0.4200979026063445,-2.033133143440562,-5.091446618449385,-1.2526545894960492,0.3159312359396777,-3.9042998101072275,-7.339113285116051,-2.5174879228293823,0.20627062706270624,0.2564647295321637,0.25588190649666065,0.2911678944137508
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,480,7294,8750,4344,0.9504950495049505,0.9997258771929824,0.9961293260473588,1.0,0.6322446666236874,-0.30223649860691404,-5.802803064445792,0.34850888054243145,-0.03406177156177155,-0.01308528744012632,-0.008909774537380804,-0.030265156072243764,0.554666651877613,-0.3419637710316344,-6.2223649502162255,0.26471468581054447,0.503166651877613,-1.448797104364967,-7.541531616882892,-0.4884519808561223,0.10198019801980197,0.15170413011695905,0.15017835458409226,0.17338090853284222
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022__ctrl_row_shuffle_dc4a820be552,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,480,7294,8750,4344,0.9504950495049505,0.9997258771929824,0.9961293260473588,1.0,-0.19921905443205387,-4.587212027044919,-8.590317468757746,-2.362056821274537,-0.023419455033846185,-0.00494467061113079,9.42412538763246e-05,-0.0022552849087005417,-0.2225505145525774,-5.045085978642156,-8.447283979795067,-2.6769971358576474,-0.5872171812192442,-10.481252645308821,-15.0026173131284,-5.9386638025243155,0.722112211221122,0.7450886330409356,0.7462811171827565,0.7508440761203192
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022__ctrl_sign_flip_d26b8de9e9c8,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,480,7294,8750,4344,0.9504950495049505,0.9997258771929824,0.9961293260473588,1.0,-0.7352446666236874,-1.9281465449577841,3.16189631840927,-1.8551755472090987,0.03406177156177162,0.01308528744012646,0.008909774537380883,0.030265156072243882,-0.6576666518776131,-1.8717028956350332,3.5840316168828905,-1.7710480191438784,-0.7091666518776129,-2.9785362289683652,2.2648649502162255,-2.524214685810545,0.10198019801980197,0.15170413011695905,0.15017835458409226,0.17338090853284222
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022__ctrl_time_shuffle_90d7d3ba5962,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,480,7287,8755,4334,0.9504950495049505,0.998766447368421,0.9966985428051002,0.9976979742173112,-0.3446024784275483,-4.355238239349298,-7.165864887166135,-3.9868536427118424,-0.01606230553718491,-0.004900452890845194,-0.004015188561716627,0.003205083070666723,-0.363766092563915,-4.303350753394648,-6.875873292208074,-3.3899957158416942,-0.719766092563915,-9.731850753394648,-13.412039958874741,-6.634495715841695,0.7049504950495049,0.7440378289473685,0.7440991196114147,0.7468922651933702
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022__ctrl_wrong_lag_09aaa946d27b,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,480,7292,8716,4344,0.9504950495049505,0.9994517543859649,0.9922586520947176,1.0,0.8847446121686076,-1.2131592051225852,-5.64660709080812,-1.0301491087661954,-0.07152418772344937,-0.008137696968566057,-0.002428477099448622,-0.024386113807053963,0.9533063227570636,-1.2089555498457867,-5.277715049457656,-1.0469614228684192,0.8991396560903969,-2.3161222165124533,-6.589548382790989,-1.8012947562017523,0.10726072607260725,0.15174981725146197,0.14934350333940496,0.17364947820748924
