candidate_id,base_candidate_id,object_type,control_mode,lane,production_family,expression,horizon,active_hours__fresh_may_2026,active_hours__recent_oos_2025H2_2026Apr,active_hours__train_2024,active_hours__validation_2025H1,gross_exposure_mean__fresh_may_2026,gross_exposure_mean__recent_oos_2025H2_2026Apr,gross_exposure_mean__train_2024,gross_exposure_mean__validation_2025H1,lag1_net_sum_10bps__fresh_may_2026,lag1_net_sum_10bps__recent_oos_2025H2_2026Apr,lag1_net_sum_10bps__train_2024,lag1_net_sum_10bps__validation_2025H1,mean_ic__fresh_may_2026,mean_ic__recent_oos_2025H2_2026Apr,mean_ic__train_2024,mean_ic__validation_2025H1,net_sum_10bps__fresh_may_2026,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_10bps__train_2024,net_sum_10bps__validation_2025H1,net_sum_20bps__fresh_may_2026,net_sum_20bps__recent_oos_2025H2_2026Apr,net_sum_20bps__train_2024,net_sum_20bps__validation_2025H1,turnover_mean__fresh_may_2026,turnover_mean__recent_oos_2025H2_2026Apr,turnover_mean__train_2024,turnover_mean__validation_2025H1
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,0.08012446363076953,-0.12135304106541023,-3.3721273839941452,0.33979101540697343,-0.042270593669614207,-0.01685693251707671,-0.005377841464458017,-0.029248572045041263,0.08289086362285597,-0.2700535173705809,-3.7790882482431445,0.3210035403571265,0.03789086362285593,-1.1977201840372473,-4.918754914909808,-0.36499645964287364,0.08910891089108909,0.1271472953216374,0.1297434729811779,0.15791896869244937
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e__ctrl_row_shuffle_259e16d998ed,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.3724641986117853,-5.62276420059893,-7.612067567496504,-3.511095656234762,0.0169379125488981,0.0004516461366239667,0.00038085060205728235,0.007383463089298376,-0.38454419938349693,-5.32813268643644,-7.812955636046483,-3.7455026495484423,-0.7420441993834967,-10.786966019769773,-14.384955636046485,-7.005835982881775,0.7079207920792079,0.7481953581871346,0.7481785063752276,0.7505371393492941
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e__ctrl_sign_flip_e22da61300a5,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.17012446363076958,-1.7368166276317263,1.093521848623506,-1.7117910154069742,0.04227059366961424,0.01685693251707684,0.0053778414644581165,0.02924857204504141,-0.17289086362285605,-1.585279815962753,1.4997549149098093,-1.6930035403571275,-0.21789086362285592,-2.512946482629419,0.36008824824314223,-2.379003540357126,0.08910891089108909,0.1271472953216374,0.1297434729811779,0.15791896869244937
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e__ctrl_time_shuffle_d873e9d50404,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,480,7284,8754,4339,0.9504950495049505,0.9983552631578947,0.9965846994535519,0.9988489871086557,-0.43120869848497384,-5.485788291214954,-5.392987915707286,-4.223274217648428,-0.029460493496117218,-0.000955159259028169,-0.008116529381799343,0.003746103667896375,-0.3666403241940658,-5.58376223963416,-5.8712204415524045,-4.458255207805143,-0.723973657527399,-10.998428906300825,-12.361553774885738,-7.684921874471811,0.7075907590759075,0.7421418128654971,0.738881299332119,0.7427869858809085
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e__ctrl_wrong_lag_95efd9eb2825,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_6950a9e4714e,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,480,7292,8717,4344,0.9504950495049505,0.9994517543859649,0.9923724954462659,1.0,0.3213231137407486,-1.672841281828193,-3.367754686308852,-0.9090661282948977,-0.030177599750761286,-0.005202179891133204,-0.0016403799018908528,-0.01984157717676039,0.3359411495862533,-1.5919490886851841,-3.0305240239957945,-0.9372271908284063,0.2916078162529199,-2.52211575535185,-4.165524023995794,-1.623560524161739,0.08778877887788777,0.12748994883040934,0.12921220400728597,0.15799570288520562
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.29887940964919646,-0.7779935799694513,4.3544096924414,-1.3887334290920044,-0.012011627176259464,0.0025708733895859516,0.0013322303494405308,-0.00506931718590537,-0.25674523023440005,-0.8365821591460803,4.581651642747028,-1.4263954784584805,-0.3740785635677333,-2.6292488258127458,2.482484976080361,-2.6420621451251467,0.23234323432343235,0.24570540935672514,0.2389761687917426,0.27984960098219763
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3__ctrl_row_shuffle_46c75ce5a384,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.3004392542092203,-5.834469945077226,-6.241224161978592,-3.1623218858289475,-0.0017711136008754355,-0.0003426558754968605,0.0007111822175008342,-0.003592426763482631,-0.31478589832361703,-5.471966582882686,-6.231993882915841,-2.959538530401036,-0.6714525649902836,-10.94129991621602,-12.812993882915842,-6.2347051970677025,0.7062706270627063,0.7496345029239767,0.7492030965391621,0.7539518109269491
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3__ctrl_sign_flip_3f17bd545837,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,0.06487940964919653,-2.793277192435008,-8.551160162783356,-1.043266570907997,0.01201162717625959,-0.0025708733895858163,-0.001332230349440427,0.005069317185905483,0.022078563567733356,-2.7487511741872535,-8.779984976080364,-1.004937854874853,-0.09525476976559999,-4.541417840853921,-10.87915164274703,-2.220604521541519,0.23234323432343235,0.24570540935672514,0.2389761687917426,0.27984960098219763
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3__ctrl_time_shuffle_6ab1599500cb,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,479,7285,8761,4332,0.9485148514851485,0.9984923245614035,0.9973816029143898,0.9972375690607734,-0.34113758692756213,-4.912391608462748,-8.476791742762355,-2.7136754426908496,-0.004160919705948242,0.0004028448572831117,-0.0034221599128104224,0.0029999903114686093,-0.3443411260525532,-5.179039309339107,-8.217203657519521,-2.6944805892517802,-0.7038411260525532,-10.599539309339107,-14.719703657519524,-5.919647255918447,0.7118811881188118,0.7429413377192983,0.7402663934426229,0.7424416820135051
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3__ctrl_wrong_lag_2eef785bcada,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,480,7292,8717,4344,0.9504950495049505,0.9994517543859649,0.9923724954462659,1.0,-0.7193552771545311,0.10280345796384349,4.474315824241324,-0.17435986868613101,-0.056532469318801445,0.006849101952862607,0.009464851958084964,-0.005060391285913171,-0.7636278616464665,-0.04495203422989058,4.162135171950313,-0.35664835434571834,-0.8806278616464664,-1.8399520342298903,2.0714685052836472,-1.5699816876790516,0.23168316831683167,0.2460252192982456,0.2380085003035823,0.27931246163290363
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,1.168956867548397,0.45400409148574306,-3.4240758706921675,-0.05797297991196215,-0.05811462310681716,-0.02032949118671431,-0.004000256575006231,-0.032927764791852804,1.1404761753444936,0.314640655087318,-4.030018353915824,-0.2497944263867502,1.0923095086778272,-0.5706926782460149,-5.14068502058249,-0.9146277597200834,0.09537953795379536,0.12134502923976608,0.12644201578627806,0.15304634745242482
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c__ctrl_row_shuffle_042bd5742150,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.13969819699185418,-5.697165525566184,-5.573143009529972,-4.875142085979253,-0.024432941803435953,-0.0012233582375376325,-0.0030760703619046722,0.0035366273671617,-0.1055342549153989,-5.827222652345921,-5.6419122091859695,-4.935086271953762,-0.46703425491539896,-11.307389319012588,-12.21291220918597,-8.175586271953762,0.7158415841584158,0.7511193347953217,0.7480646630236795,0.7459714548802947
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c__ctrl_sign_flip_04808d8008ed,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-1.2646235342150638,-2.219211371295026,1.2046376702271302,-1.271360353421371,0.05811462310681728,0.020329491186714427,0.004000256575006302,0.032927764791852894,-1.236809508677827,-2.0853073217539855,1.8086850205824905,-1.0798722402799161,-1.2849761753444937,-2.970640655087319,0.6980183539158227,-1.7447055736132508,0.09537953795379536,0.12134502923976608,0.12644201578627806,0.15304634745242482
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c__ctrl_time_shuffle_1c71ce81b71c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,479,7283,8760,4335,0.9485148514851485,0.9982182017543859,0.9972677595628415,0.9979281767955801,-0.3778293253958634,-3.844566767836552,-7.839667433323667,-3.0720596714499795,0.022666927960445577,-0.006144231170342838,-0.0026947087845722445,0.00042902731669679884,-0.38415021334841426,-3.8181879589455185,-7.962108520316307,-3.2086828496642474,-0.7348168800150809,-9.072854625612184,-14.296108520316308,-6.344016182997581,0.6943894389438944,0.7202119883040935,0.7210837887067395,0.7217618170656844
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c__ctrl_wrong_lag_1a78c8cb89f8,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,480,7292,8717,4344,0.9504950495049505,0.9994517543859649,0.9923724954462659,1.0,0.6918427054129541,-0.25706958342398534,-4.437652340341629,1.372572160035062,-0.028866717381831903,-0.01566054734844919,-0.0036275198537211862,-0.029392580749567042,0.7453373014123463,-0.15519091835503418,-4.328076803894587,1.4296887946362562,0.6966706347456796,-1.0433575850217007,-5.434576803894585,0.7646887946362559,0.09636963696369637,0.12173336988304093,0.1259676684881603,0.15308471454880296
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.4839266902189097,-1.4681257298330184,3.775948596922753,-1.5534432877393238,-0.011388499738502233,0.0018019450627341923,0.0010705353040570014,-0.0060464933613837875,-0.4416968210772691,-1.496481394884897,4.213332735497723,-1.5835619532397214,-0.550196821077269,-3.414648061551563,1.9279994021643891,-2.869228619906387,0.21485148514851485,0.262906615497076,0.2601700060716454,0.29596378146101904
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7__ctrl_row_shuffle_1814fb4fe370,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-0.5468523565041634,-5.343305315552439,-5.698318328741692,-4.201804627713784,0.002566612129666353,0.004351042750822457,-0.00023981548413139688,-0.0002422747291901771,-0.5731654488560871,-5.3022930221157605,-5.604737559410687,-4.222228100824858,-0.9329987821894205,-10.781459688782427,-12.162237559410688,-7.480394767491525,0.7125412541254126,0.7509822733918129,0.7465277777777778,0.7500383670963782
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7__ctrl_sign_flip_11f2478eeb9d,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,0.267260023552243,-2.354478375904774,-8.34362622512098,-1.0178900455940103,0.011388499738502403,-0.001801945062734034,-0.0010705353040568958,0.006046493361383913,0.22469682107726907,-2.3398519384484366,-8.78399940216439,-0.9877713800936126,0.11619682107726909,-4.258018605115103,-11.069332735497724,-2.273438046760279,0.21485148514851485,0.262906615497076,0.2601700060716454,0.29596378146101904
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7__ctrl_time_shuffle_6403b59ce8ba,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,479,7286,8757,4335,0.9485148514851485,0.9986293859649122,0.9969262295081968,0.9979281767955801,-0.3684608849613151,-5.916215844463416,-6.523092444789151,-1.1440629893750545,-0.0018493953674852863,-0.002302309361489469,-0.0030497958745182405,0.004636544636270771,-0.3671715688641899,-5.8375160941079205,-6.741061789213444,-1.2740552983640585,-0.7196715688641899,-11.258682760774587,-13.25872845588011,-4.512721965030725,0.698019801980198,0.7430327119883041,0.7419930176077716,0.7455494168201351
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7__ctrl_wrong_lag_d37dc3633eb3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_9435fe5cfbe7,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,480,7292,8717,4344,0.9504950495049505,0.9994517543859649,0.9923724954462659,1.0,-0.747265549620167,-0.20162996635320596,3.913860627092843,-0.2835380787021538,-0.0674716334072252,0.008247323114572002,0.009055717931614474,-0.004723930076820172,-0.7671085347727247,-0.3695332096505304,3.591588400625942,-0.3144335294854129,-0.8749418681060581,-2.291366542983863,1.314921733959277,-1.5967668628187464,0.21353135313531352,0.2634091739766082,0.2591833636915604,0.2951964395334561
a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_a1ceb1ae0ac4,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_a1ceb1ae0ac4,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,480,7294,8751,4344,0.9504950495049505,0.9997258771929824,0.9962431693989071,1.0,-1.0207722081188488,-0.9479605257153367,3.3585711438534434,-0.599880405959784,-0.029406885292494068,-0.0016710854116593493,0.0006054115695533725,-0.015083801622380709,-0.9343594039170084,-0.9929587997718589,3.4530541497507867,-0.7098100136321492,-0.9763594039170084,-1.9131254664385247,2.269220816417454,-1.404476680298815,0.08316831683168317,0.12611933479532164,0.13477155434122645,0.15991405770411293
