split,rows,active_hours,mean_ic,net_sum_10bps,net_sum_20bps,lag1_net_sum_10bps,turnover_mean,gross_exposure_mean,candidate_id,base_candidate_id,object_type,control_mode,lane,production_family,expression,horizon,orientation,base_train_ic
fresh_may_2026,505,478,-0.011894451007179542,-0.4180243163659919,-0.776524316365992,-0.4933463652183656,0.70990099009901,0.9465346534653465,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_time_shuffle_216021347827,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
train_2024,8784,8717,-0.0015621480689704595,-4.960505942385691,-7.005505942385689,-5.20914477498661,0.2328096539162113,0.9923724954462659,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_wrong_lag_11aa3c7437d0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
validation_2025H1,4344,4344,-0.01854500220768919,-0.9435376566427187,-2.120537656642718,-0.9715572372741033,0.27094843462246776,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_wrong_lag_11aa3c7437d0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7292,-0.008694378826956355,-1.8701382060723062,-3.6113048727389727,-2.084240080324183,0.23864674707602337,0.9994517543859649,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_wrong_lag_11aa3c7437d0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
fresh_may_2026,505,480,-0.039261262764668396,0.3748478673025845,0.2628478673025845,0.33400705830203414,0.22178217821782178,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_wrong_lag_11aa3c7437d0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
train_2024,8784,8751,0.006136982856772522,2.7333873972614957,0.6813873972614963,2.475177018931241,0.2336065573770492,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_sign_flip_10c0c9bcf996,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
validation_2025H1,4344,4344,0.024041702318080338,-2.133958078431789,-3.3126247450984563,-2.218046021195964,0.27133210558624926,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_sign_flip_10c0c9bcf996,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,0.01632242561670951,-3.2225735598270315,-4.963406893160364,-3.4126642440477952,0.23860105994152045,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_sign_flip_10c0c9bcf996,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
fresh_may_2026,505,480,0.03166519702178242,-0.4326440237227704,-0.5451440237227705,-0.4785559280045584,0.22277227722772278,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6__ctrl_sign_flip_10c0c9bcf996,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_b03d7c15bfc6,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,-1.0,
train_2024,8784,8751,-0.0025619449685270372,-6.45421999026787,-13.009386656934536,-6.345004876437914,0.7462621432908317,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_row_shuffle_6a467a9360dc,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
validation_2025H1,4344,4344,0.002282708083813086,-3.9545472274449844,-7.207713894111652,-3.9178117404366812,0.7488873542050337,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_row_shuffle_6a467a9360dc,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,-0.0018963761766064696,-4.972414231469495,-10.464747564802828,-4.850822138790366,0.7527869152046784,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_row_shuffle_6a467a9360dc,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
fresh_may_2026,505,456,-0.014384738068948567,-0.4875597345811947,-0.8330597345811948,-0.45355355472400544,0.6841584158415842,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_row_shuffle_6a467a9360dc,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
train_2024,8784,8759,0.00017564351392417992,-12.153541784183316,-18.666041784183314,-11.783528032483712,0.7414048269581056,0.9971539162112932,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_time_shuffle_8180ae3b02c6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
validation_2025H1,4344,4333,-0.008485859859042355,-1.7254254723453837,-4.954425472345385,-1.6563184056782245,0.7433241252302025,0.9974677716390423,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_time_shuffle_8180ae3b02c6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7286,-0.005046559260119464,-3.9762166847678118,-9.38738335143448,-3.751148736557408,0.7416620979532165,0.9986293859649122,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_time_shuffle_8180ae3b02c6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
fresh_may_2026,505,455,-0.003996003996003916,-0.2884879624297,-0.6268212957630335,-0.34197998072492797,0.66996699669967,0.900990099009901,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_time_shuffle_8180ae3b02c6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
train_2024,8784,8717,-0.001323673458582216,-4.106145668572365,-6.151145668572365,-3.6222287814512804,0.2328096539162113,0.9923724954462659,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_wrong_lag_1e5ef613df56,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
validation_2025H1,4344,4344,-0.018704361936406084,-1.6920691503275826,-2.869069150327582,-1.7925597731169793,0.27094843462246776,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_wrong_lag_1e5ef613df56,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7292,-0.008859215386916919,-1.9637289271855067,-3.7048955938521733,-2.1373803163873633,0.23864674707602337,0.9994517543859649,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_wrong_lag_1e5ef613df56,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
fresh_may_2026,505,456,-0.041237271500429246,0.6654957892623075,0.5598291225956407,0.6584173743962123,0.20924092409240921,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_wrong_lag_1e5ef613df56,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
train_2024,8784,8751,0.001284168922153214,5.43320440844712,3.381204408447121,5.420131322062126,0.2336065573770492,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_sign_flip_bd19dd8a432f,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
validation_2025H1,4344,4344,0.033696506072196736,-2.834567488163422,-4.013234154830089,-2.9344829098045007,0.27133210558624926,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_sign_flip_bd19dd8a432f,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,0.007742737109339838,-2.9929244861567055,-4.733757819490039,-2.951501559025872,0.23860105994152045,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_sign_flip_bd19dd8a432f,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
fresh_may_2026,505,456,0.03557845663108836,-0.6942539526796794,-0.7985872860130129,-0.6877676231637855,0.2066006600660066,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297__ctrl_sign_flip_bd19dd8a432f,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_dc061411a297,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,-1.0,
train_2024,8784,8751,-0.0018270482493491099,-7.608326086763714,-14.175992753430382,-7.430888470830772,0.7476851851851852,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_row_shuffle_0661d8e3e777,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
validation_2025H1,4344,4344,0.002264131799638834,-3.08840739859495,-6.346740731928284,-3.2143021664585625,0.7500767341927562,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_row_shuffle_0661d8e3e777,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,0.001282376685947059,-5.244592080362617,-10.737758747029284,-5.122764865078146,0.7529011330409356,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_row_shuffle_0661d8e3e777,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
fresh_may_2026,505,480,0.009719089431241045,-0.4963381691146984,-0.8610048357813651,-0.5008514056929714,0.7221122112211221,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_row_shuffle_0661d8e3e777,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
train_2024,8784,8760,0.0017822346300818206,-8.144123268483545,-14.645289935150211,-8.125558482656281,0.7401146023072251,0.9972677595628415,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_time_shuffle_20d00b2ee993,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
validation_2025H1,4344,4341,-0.014479771768905384,-1.021003115618232,-4.2506697822848984,-1.2980039922366342,0.7434775936157152,0.9993093922651933,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_time_shuffle_20d00b2ee993,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7276,0.00015778527746261522,-5.299319673905682,-10.710486340572348,-5.062982504909678,0.7416620979532162,0.9972587719298246,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_time_shuffle_20d00b2ee993,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
fresh_may_2026,505,480,-0.0057682928162098475,-0.19520605791516596,-0.5537060579151659,-0.179355168147188,0.7099009900990099,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_time_shuffle_20d00b2ee993,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
train_2024,8784,8717,-0.001385249427321371,-5.091446618449385,-7.339113285116051,-5.479839283314241,0.25588190649666065,0.9923724954462659,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_wrong_lag_30d43e9a280c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
validation_2025H1,4344,4344,-0.018962695243465763,-1.2526545894960492,-2.5174879228293823,-1.08854031163524,0.2911678944137508,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_wrong_lag_30d43e9a280c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7292,-0.00773010638313934,-2.033133143440562,-3.9042998101072275,-2.1280218152208463,0.2564647295321637,0.9994517543859649,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_wrong_lag_30d43e9a280c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
fresh_may_2026,505,480,-0.04188370790830346,0.4200979026063445,0.3159312359396777,0.3458280415902749,0.20627062706270624,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_wrong_lag_30d43e9a280c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
train_2024,8784,8751,0.005752626608453218,2.4581619015490244,0.20149523488235932,1.9398762985717968,0.25690649666059506,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_sign_flip_6bc946efe30e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
validation_2025H1,4344,4344,0.025510659391133967,-2.0897831401026497,-3.3564498067693167,-2.011986608132645,0.29158993247391035,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_sign_flip_6bc946efe30e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,0.015527176634043006,-3.1282153833996014,-4.997382050066268,-3.1261650940787895,0.25619060672514615,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_sign_flip_6bc946efe30e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
fresh_may_2026,505,480,0.03565151198507965,-0.5565019505478634,-0.6611686172145299,-0.622726142124147,0.20726072607260723,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63__ctrl_sign_flip_6bc946efe30e,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_1abb8dedbf63,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",24,-1.0,
train_2024,8784,8751,0.002776905416603776,-7.909829594648942,-14.486662927982275,-8.048406019927299,0.7487287492410444,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_row_shuffle_b454ba7ef8be,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
validation_2025H1,4344,4344,0.0017723988718464211,-3.001951580069628,-6.242951580069628,-2.9863425042345444,0.7460865561694291,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_row_shuffle_b454ba7ef8be,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7294,-7.669873312819683e-06,-5.385030007814903,-10.849363341148237,-5.538947194237175,0.7489491959064327,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_row_shuffle_b454ba7ef8be,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
fresh_may_2026,505,456,0.010735735827622068,-0.4189288089953751,-0.7627621423287084,-0.41444083015101474,0.680858085808581,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_row_shuffle_b454ba7ef8be,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,row_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
train_2024,8784,8761,-0.004359677817356008,-3.796230441239352,-10.312063774572687,-3.5953292571488684,0.7417843047966,0.9973816029143898,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_time_shuffle_74ed3baab8b9,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
validation_2025H1,4344,4338,-0.006196461938302979,-2.1613832186803714,-5.367716552013704,-1.9984338723940906,0.7381062001227746,0.9986187845303868,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_time_shuffle_74ed3baab8b9,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7278,-0.0005618614382362511,-5.864831733472627,-11.305331733472627,-6.115650923861658,0.7456825657894737,0.9975328947368421,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_time_shuffle_74ed3baab8b9,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
fresh_may_2026,505,456,-0.015333084182088985,-0.14782784703677862,-0.4824945137034453,-0.2014473306349411,0.6627062706270628,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_time_shuffle_74ed3baab8b9,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,time_shuffle,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
train_2024,8784,8717,-0.0023818099991094925,-3.9696519555104235,-6.217318622177086,-3.8045624584456172,0.25588190649666065,0.9923724954462659,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_wrong_lag_817c673d3cab,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
validation_2025H1,4344,4344,-0.0208937011423199,-1.8265517673151435,-3.091385100648476,-1.8511613483228957,0.2911678944137508,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_wrong_lag_817c673d3cab,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
recent_oos_2025H2_2026Apr,7296,7292,-0.01000042195873238,-1.4598770296541574,-3.3310436963208216,-1.616475867180411,0.2564647295321637,0.9994517543859649,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_wrong_lag_817c673d3cab,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
fresh_may_2026,505,456,-0.04141990173736783,0.7025906029684179,0.6047572696350847,0.6838825222035182,0.19372937293729373,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_wrong_lag_817c673d3cab,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,wrong_lag,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
train_2024,8784,8751,0.002239104741675935,5.067011960759864,2.8103452940931946,4.938788878262672,0.25690649666059506,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc__ctrl_sign_flip_d0559b044061,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4460d86335bc,control,sign_flip,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(premium_index))",48,-1.0,
