blueprint_id,expression,semantic_pair,motif,skeleton_key,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ff7e_15ba28d7f1306b75,mark_index_basis_bps,basis_premium_like,single,skel_ca36cd3eaf5a3a94,True,0.9997127262280954,0.9874102011494252,True,-2236.5719900454283,175.57105506924574,15.280127979862662,
a7ff7e_2352f4afc86f9d62,ZScore(mark_index_basis_bps),basis_premium_like,single,skel_f6a3f0b03e9258f2,True,0.9997127262280954,1.0,True,-9.685724762082774,8.753356973600026,0.9947780321927768,
a7ff7e_39970113ca76e295,"Delta(mark_index_basis_bps,48)",basis_premium_like,single,skel_1d39996e97d5ace0,True,0.9859235851766733,0.997732736013986,True,-2255.5612101485644,2236.7516029886956,19.135514429962974,
a7ff7e_3ea8e79c7504f184,"Delta(mark_index_basis_bps,4)",basis_premium_like,single,skel_1d39996e97d5ace0,True,0.9985636311404769,0.9983607834675873,True,-2232.507923890864,2123.9480092613157,16.668618582856684,
a7ff7e_436b541b33d083e6,CSRank(mark_index_basis_bps),basis_premium_like,single,skel_f6a3f0b03e9258f2,True,0.9997127262280954,1.0,True,0.010416666666666666,1.0,0.2886503370765689,
a7ff7e_454b18e00e63d958,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,skel_1d39996e97d5ace0,True,0.9962654409652398,0.9984290897731641,True,-2243.854339580373,2074.5076036970345,17.29222015576861,
a7ff7e_5aa0e7a95e8f0f7f,Abs(ZScore(mark_index_basis_bps)),basis_premium_like,single,skel_8fddb793850a1493,True,0.9997127262280954,1.0,True,2.945656967703727e-06,9.685724762082774,0.7392740808086117,
a7ff7e_5aac42554cb19c48,"Delta(mark_index_basis_bps,1)",basis_premium_like,single,skel_1d39996e97d5ace0,True,0.9994254524561907,0.9985478346268085,True,-2248.424744016522,1862.7352586359634,14.528202952726959,
a7ff7e_7e69ae852cf37229,"Clip(ZScore(mark_index_basis_bps),-3,3)",basis_premium_like,single,skel_8a3e91f81074ce44,True,0.9997127262280954,1.0,True,-5.0,5.0,0.9575647842145787,
a7ff7e_81f0e048570af6db,"Decay(mark_index_basis_bps,24)",basis_premium_like,single,skel_1d39996e97d5ace0,True,0.993105429474289,1.0,True,-362.0055167380312,54.9415350240351,10.032162333809133,
