second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,blueprint_id
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,delta_1h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_trade_quote_volume_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,delta_1h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_trade_quote_volume_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,delta_4h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_trade_quote_volume_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,shock_24h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_trade_quote_volume_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,shock_24h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_trade_quote_volume_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,tsrank_72h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_trade_quote_volume_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_quote_volume,liquidity,tsrank_72h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_trade_quote_volume_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,delta_1h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_trade_count_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,delta_4h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_trade_count_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,delta_4h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_trade_count_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,shock_24h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_trade_count_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,shock_24h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_trade_count_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,trade_count,liquidity,tsrank_72h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_trade_count_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_liquidity_rank_active_universe_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_liquidity_rank_active_universe_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_4h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_liquidity_rank_active_universe_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_4h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_liquidity_rank_active_universe_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,shock_24h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_liquidity_rank_active_universe_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,tsrank_72h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_liquidity_rank_active_universe_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,tsrank_72h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_liquidity_rank_active_universe_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,delta_1h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_open_interest_last_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,delta_1h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_open_interest_last_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,delta_4h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_open_interest_last_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,shock_24h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_open_interest_last_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,shock_24h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_open_interest_last_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,tsrank_72h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_open_interest_last_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_last,open_interest,tsrank_72h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_open_interest_last_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,delta_1h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_open_interest_value_last_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,delta_4h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_open_interest_value_last_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,delta_4h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_open_interest_value_last_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,shock_24h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_open_interest_value_last_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,shock_24h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_open_interest_value_last_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_value_last,open_interest,tsrank_72h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_open_interest_value_last_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,delta_1h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_open_interest_change_24h_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,delta_1h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_open_interest_change_24h_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,delta_4h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_open_interest_change_24h_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,delta_4h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_open_interest_change_24h_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,shock_24h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_open_interest_change_24h_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,tsrank_72h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_open_interest_change_24h_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,open_interest_change_24h,open_interest,tsrank_72h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_tsrank_72h_SafeDiv_open_interest_change_24h_zscore_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_1h,delta_4h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_median_quote_volume_168h_delta_4h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_1h,tsrank_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_SafeDiv_median_quote_volume_168h_tsrank_168h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_4h,delta_24h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_SafeDiv_median_quote_volume_168h_delta_24h
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,shock_24h,level,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_median_quote_volume_168h_level
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,shock_24h,zscore_168h,SafeDiv,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_median_quote_volume_168h_zscore_168h
