blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.6646652401098144,0.2474737953713839,True,0.6269007657003582,2.3257390719032007,True,0.3898478213379182,0.3892478213379182,0.3882478213379182,94.93333333333334,A7FF25R3S00_NUMERIC_CLUE,700,-0.0150161408964404,-0.519621626564993,-0.1752877095373683,-1.634500348988936,0.48,712,-0.0557262408090269,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.1378316439477126,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.3902478213379182,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.4115168539325842,1.0,395.58315609780846,skel_1d39996e97d5ace0,0.9962654409652398,0.998429089773164,00
a7ff24r_145e2d58adad4f4a,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,4,-1.0,3,True,0.7876595208821017,0.0448436481681233,True,0.5132949817019827,2.2798809427841484,True,0.1368933136578774,0.1362933136578774,0.1352933136578774,95.46666666666668,A7FF25R3S00_NUMERIC_CLUE,705,-0.0111151225442438,-0.6323727099541567,-0.3420365438966887,-1.5037699113477712,0.4851063829787234,716,-0.0304804732348402,-1.4433504661553582,-0.5132949817019827,-2.372005742990132,0.4469273743016759,716,-0.0811604942348325,-2.666467132631713,-1.5890108381487391,-2.2798809427841484,0.4329608938547486,716,-0.1372933136578774,-4.06936977812584,-2.220906274981939,-2.385118799613069,0.4385474860335195,1.0,142.5056541369953,skel_c80f62c274b367a9,0.9965527147371444,0.9873852935524168,00
a7ff24r_0ba14c1c756fb529,"SafeDiv(Delta(mark_index_basis_bps,8),Abs(premium_close_bps))",basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,4,-1.0,3,True,0.934919006990504,0.0488342726674328,True,0.4611017652117514,0.8971895506405609,True,0.1202336224054361,0.1196336224054361,0.1186336224054361,57.825,A7FF25R3S00_NUMERIC_CLUE,708,-0.0265892532328585,-1.2445629959445752,-0.6573336140707176,-1.019452058687948,0.4576271186440678,716,-0.027335216713023,-1.018748538626283,-0.4611017652117514,-0.8971895506405609,0.4608938547486033,716,-0.0468798027820811,-1.6237815674637317,-0.5703115088385409,-1.895117202019421,0.4497206703910614,716,-0.1206336224054361,-2.888007860604297,-1.5995631274433115,-2.447467392965619,0.4581005586592179,1.0,125.69870339844567,skel_136259b72205469f,0.6623515752178493,0.9997289262769832,00
a7ff24r_8d906801b8dec4c0,"Mul(mark_index_basis_bps,Mean(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,L5_vol_adjusted_return,1,1.0,3,True,0.6009929984629782,0.0296296351470705,True,4.122855921207231,4.122855921207231,True,0.1135279894794139,0.1129279894794139,0.1119279894794139,95.86666666666666,A7FF25R3S00_NUMERIC_CLUE,717,0.0001081276458361,0.0101534892395351,0.0101534892395351,0.0101534892395351,0.5244072524407253,718,0.05020230521423,4.122855921207231,4.122855921207231,4.122855921207231,0.5947075208913649,716,0.0934716433583017,5.488337847654179,5.488337847654179,5.488337847654179,0.6089385474860335,707,0.1139279894794139,4.513615829748465,4.513615829748465,4.513615829748465,0.5671852899575672,1.0,119.32699648095098,skel_f8484b844efd270f,0.9994254524561909,0.8118981747628629,00
a7ff24r_48f9f812cd8214e5,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,gated_sign,L5_vol_adjusted_return,1,1.0,3,True,0.8368020176254247,0.0248872204168464,True,4.496317360055887,4.496317360055887,True,0.0954565233855903,0.0948565233855903,0.0938565233855903,95.86666666666666,A7FF25R3S00_NUMERIC_CLUE,712,0.013278407287529,1.3389682247934664,1.3389682247934664,1.3389682247934664,0.5337078651685393,719,0.0717533706102487,6.942543111272269,6.942543111272269,6.942543111272269,0.6258692628650904,719,0.1154250466865216,8.165801296541675,8.165801296541675,8.165801296541675,0.6467315716272601,719,0.0958565233855903,4.496317360055887,4.496317360055887,4.496317360055887,0.5702364394993046,1.0,101.0197213679649,skel_a2f58ee62d9e7ad2,0.997701809824763,0.956365774066609,00
a7ff24r_f695d065dec8c1ad,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,mul,L5_vol_adjusted_return,1,1.0,3,True,0.6439644446107133,0.0153524785307556,True,2.2838873152138603,2.2838873152138603,True,0.0430972482069441,0.0424972482069441,0.0414972482069441,95.86666666666666,A7FF25R3S00_NUMERIC_CLUE,711,0.0295484418720005,2.516761736818125,2.516761736818125,2.516761736818125,0.5246132208157525,719,0.0336112184922297,3.16321017310552,3.16321017310552,3.16321017310552,0.5438108484005564,719,0.0437648282783578,3.2224992856805925,3.2224992856805925,3.2224992856805925,0.5702364394993046,719,0.0434972482069441,2.2838873152138603,2.2838873152138603,2.2838873152138603,0.5396383866481224,1.0,48.85328376233343,skel_0994b3a36a4d53ba,0.9974145360528583,0.6638884888632872,00
a7ff24r_0140b036cf90c55c,"Mean(Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8))),4)",basis_premium_like|basis_premium_like,smooth_mul,L7_ranked_future_return,8,-1.0,3,True,0.5105429155411473,0.0379301264044943,True,1.1962836177050502,2.0447493605543685,True,0.0419434736527257,0.0413434736527257,0.0403434736527257,94.93333333333334,A7FF25R3S00_RANK_LABEL_DIAGNOSTIC_CLUE,702,-0.0201148174527804,-3.601300482286557,-1.3818896384565749,-2.0464243173752448,0.4572649572649572,712,-0.0360521028401997,-6.982102080324579,-2.5578051229736407,-3.1808313437928257,0.4073033707865168,712,-0.0187451232833957,-3.166497265376345,-1.1962836177050502,-2.0447493605543685,0.4606741573033708,712,-0.0423434736527257,-7.38555671822271,-2.711475361375987,-3.206556847445747,0.3637640449438202,0.0,46.83293073718462,skel_44a246af570899bb,0.9968399885090492,0.9997508405379444,00
a7ff24r_1897e3e44a9baba5,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,2)),ZScore(Mean(premium_close_bps,8))),4)",basis_premium_like|basis_premium_like,smooth_mul,L7_ranked_future_return,1,-1.0,3,True,0.7576681193799305,0.0102691334415082,True,1.8828614312880207,1.8828614312880207,True,0.022484149796528,0.021884149796528,0.020884149796528,95.86666666666666,A7FF25R3S00_RANK_LABEL_DIAGNOSTIC_CLUE,709,-0.0022318047066812,-0.4172349178936041,-0.4172349178936041,-0.4172349178936041,0.4950634696755994,719,-0.011671946633699,-2.263784033231867,-2.263784033231867,-2.263784033231867,0.4520166898470097,719,-0.0111582766702724,-1.8828614312880207,-1.8828614312880207,-1.8828614312880207,0.4812239221140473,719,-0.022884149796528,-4.077404823919368,-4.077404823919368,-4.077404823919368,0.4339360222531293,0.0,27.126481677148163,skel_23144da521f368b4,0.9968399885090492,1.0,00
a7ff24r_2fff7c49f91def0b,"Sub(CSRank(mark_index_basis_bps),CSRank(Delta(premium_close_bps,4)))",basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,4,-1.0,3,True,0.7535703239954334,0.1224660945641191,True,0.8571066286837772,1.2075244903203182,True,0.1617751786143772,0.1611751786143772,0.1601751786143772,95.46666666666668,A7FF25R3S01_NUMERIC_CLUE,712,-0.0004840488110734,-0.0264165296068744,-0.0867862102415246,-0.7753302724824551,0.5112359550561798,716,-0.03504184437754,-1.53708890257693,-0.8571066286837772,-1.2075244903203182,0.4776536312849162,716,-0.0828134807246573,-2.929819869042602,-1.368809104818017,-1.982736362205002,0.4497206703910614,716,-0.1621751786143772,-4.2791748876138485,-2.191685213524273,-3.7178567471986743,0.4608938547486033,1.0,167.42160829038184,skel_1a1b3fb29dff7328,0.9985636311404767,0.9766703826237054,01
a7ff24r_09dc2d7e51641cb0,"Sub(Delta(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1,-1.0,3,True,0.5907071269400184,0.0271568237159255,True,4.246742911243791,4.246742911243791,True,0.0856883894728411,0.0850883894728411,0.0840883894728411,95.86666666666666,A7FF25R3S01_NUMERIC_CLUE,711,-0.0053718369894258,-0.5496330521789868,-0.5496330521789868,-0.5496330521789868,0.4978902953586498,719,-0.0629902546863889,-5.911178167124973,-5.911178167124973,-5.911178167124973,0.4102920723226704,719,-0.1034562279062509,-7.638570792123531,-7.638570792123531,-7.638570792123531,0.3574408901251738,719,-0.0860883894728411,-4.246742911243791,-4.246742911243791,-4.246742911243791,0.4158553546592489,1.0,91.49768234590108,skel_0994b3a36a4d53ba,0.9974145360528583,0.997848862327189,01
a7ff24r_14bb4d389b4b94f0,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1,1.0,3,True,0.7985367202144482,0.0258772908214349,True,3.713591810108156,3.713591810108156,True,0.0802787228434061,0.0796787228434061,0.0786787228434061,95.86666666666666,A7FF25R3S01_NUMERIC_CLUE,712,0.0247355499054545,2.345966703342073,2.345966703342073,2.345966703342073,0.5575842696629213,719,0.0445686667005856,4.058438336364351,4.058438336364351,4.058438336364351,0.5660639777468707,719,0.0505816262648902,3.713591810108156,3.713591810108156,3.713591810108156,0.5563282336578581,719,0.0806787228434061,3.946381425144408,3.946381425144408,3.946381425144408,0.5577190542420027,1.0,85.88018612319173,skel_97ea9710bb50e137,0.997701809824763,1.0,01
a7ff24r_74bac53380235423,"Mean(Mul(Mean(mark_index_basis_bps,2),ZScore(Mean(premium_close_bps,12))),4)",basis_premium_like|basis_premium_like,smooth_mul,L7_ranked_future_return,8,-1.0,3,True,0.8782644231392951,0.0477702838899292,True,0.8508556442402527,1.5970162700189567,True,0.0505615259571369,0.0499615259571369,0.0489615259571369,94.93333333333334,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,698,-0.014237188926032,-2.484985963553255,-0.7828674349895961,-1.336468358238784,0.4684813753581662,712,-0.0317856260403662,-6.284066174472053,-2.2941834125016047,-3.424572973883283,0.4115168539325842,712,-0.0125300730857261,-2.0361863217249727,-0.8508556442402527,-1.5970162700189567,0.4592696629213483,712,-0.0509615259571369,-8.527865807406645,-3.005991010102152,-3.631775822670393,0.3651685393258427,0.0,55.08326153399762,skel_bb02868db9f6b779,0.9956908934214306,0.9998918061165608,01
a7ff24r_83fba2ff544d6c2c,"Sub(CSRank(mark_index_basis_bps),CSRank(ZScore(Mean(premium_close_bps,8))))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,4,-1.0,3,True,0.3502738516966862,0.0078346661299917,True,2.277401148507261,3.208588916254063,True,0.0248674741185128,0.0242674741185128,0.0232674741185128,95.46666666666668,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,709,-0.0170236130997326,-3.0062898113619845,-1.3804318335968864,-2.217610421626875,0.4555712270803949,716,-0.0325924882554596,-5.963949684515749,-2.987868809194913,-3.208588916254063,0.4064245810055866,716,-0.0391291673867398,-7.270477166571503,-3.465545888221044,-5.043283266729869,0.3910614525139664,716,-0.0252674741185128,-4.389010039505513,-2.277401148507261,-3.342907971333596,0.4469273743016759,0.0,29.917200266816188,skel_a923757a8885923c,0.997701809824763,0.9743287503599194,01
a7ff24r_de4d4f32c64589a1,"Sub(CSRank(Delta(mark_index_basis_bps,1)),CSRank(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,4,-1.0,3,True,0.5505385799339987,0.013675398215159,True,2.109830089098434,2.9796278425507605,True,0.0241413446176146,0.0235413446176146,0.0225413446176146,95.46666666666668,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,713,-0.0155883910694131,-2.788821275003352,-1.527806175404354,-1.6865627382902098,0.4474053295932679,716,-0.0323265332709074,-6.233317414733321,-2.793987475211475,-4.489323861586918,0.4036312849162011,716,-0.0262543086827304,-4.842136703888993,-2.459946799312795,-3.2190332738757546,0.435754189944134,716,-0.0245413446176146,-4.431304026950514,-2.109830089098434,-2.9796278425507605,0.4245810055865922,0.0,28.99080603768069,skel_af8c1327eb17d836,0.9988509049123816,0.9870817754769438,01
a7ff24r_09e584f1f393b596,"Sub(CSRank(Mean(mark_index_basis_bps,8)),CSRank(premium_close_bps))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,24,1.0,3,True,0.7265419372528834,0.0214093990068307,True,0.5594070231297141,-1.9856294982863012,True,0.023745671272108,0.023145671272108,0.022145671272108,92.8,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,689,0.0030185785344983,0.4954080302907908,0.0894222354038409,-1.8643487746254688,0.5355587808417998,696,0.0116884693438213,2.121868882970206,0.5594070231297141,-1.9856294982863012,0.5344827586206896,696,0.043962452137515,7.232634190271893,1.3002205678947625,0.5313417835085555,0.6005747126436781,696,0.024145671272108,4.075353528244387,0.9382196381300208,-0.5260176918547482,0.5689655172413793,0.0,28.419129334855164,skel_51c2bb588b20fa9e,0.997701809824763,0.9785578030521164,01
a7ff24r_c3947ce389442b47,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,12))),CSRank(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,1,1.0,3,True,0.9302514007005898,0.017279643327105,True,1.4623256014115975,1.4623256014115975,True,0.0206557417007347,0.0200557417007347,0.0190557417007347,95.86666666666666,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,708,0.0164165526795735,2.689849586658013,2.689849586658013,2.689849586658013,0.5550847457627118,719,0.008724245526662,1.4623256014115975,1.4623256014115975,1.4623256014115975,0.5271210013908206,719,0.0205439229452616,3.61526527243916,3.61526527243916,3.61526527243916,0.5424200278164116,719,0.0210557417007347,3.710234145960427,3.710234145960427,3.710234145960427,0.5660639777468707,0.0,25.12549030003416,skel_f4061a64df347a31,0.9965527147371444,0.9741820409339867,01
a7ff24r_e4dadb1d3812b09b,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,8))),CSRank(premium_close_bps))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,1,1.0,3,True,0.7760319285226722,0.0092288423760085,True,3.3257742860262107,3.3257742860262107,True,0.0194620345199795,0.0188620345199795,0.0178620345199795,95.86666666666666,A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0144646370067718,2.436324239631257,2.436324239631257,2.436324239631257,0.5379213483146067,719,0.0200945184342263,3.6197724027945,3.6197724027945,3.6197724027945,0.5326842837273992,719,0.0209593380343771,3.50076589921614,3.50076589921614,3.50076589921614,0.564673157162726,719,0.0198620345199795,3.3257742860262107,3.3257742860262107,3.3257742860262107,0.5507649513212796,0.0,24.08600259145691,skel_206e713fb3d9a164,0.997701809824763,0.9785578030521164,01
a7ff24r_1c490f81c21f5f03,"SafeDiv(Delta(mark_index_basis_bps,12),Abs(trade_return_1h))",basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,8,-1.0,3,True,0.99582926231859,0.1242861639265435,True,0.7115435866105484,2.0229102101863314,True,0.199453022157202,0.198853022157202,0.197853022157202,89.9125,A7FF25R3S02_NUMERIC_CLUE,700,-0.0171469728216755,-0.6471034116535491,-0.3313203309207572,-1.2694983183845043,0.4871428571428571,712,-0.0532272177403624,-2.160821903244662,-0.7926240571376946,-2.0229102101863314,0.4676966292134831,712,-0.0910152249388154,-2.853203047082966,-0.7115435866105484,-3.8760459996765175,0.4311797752808989,712,-0.199853022157202,-4.088527353699916,-1.3713701925799702,-3.5480687218694094,0.4297752808988764,1.0,204.8571928948835,skel_136259b72205469f,0.960448984966006,0.9987350409242302,02
