a7ff29_queue_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,score_no_may,skeleton_key,finite_share,nonzero_share
1,a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,1,-1.0,3,True,0.2378122862593981,0.0444863946379872,True,8.052334915629718,8.052334915629718,True,0.113555586040468,0.112955586040468,0.111955586040468,180.7486111111111,A7FF28A_NUMERIC_CLUE,707,-0.0266539325285435,-3.0002143371123537,-3.0002143371123537,-3.0002143371123537,0.4738330975954738,719,-0.0738814483898097,-9.954026030982146,-9.954026030982146,-9.954026030982146,0.3504867872044506,719,-0.0997863245924715,-9.90393986943054,-9.90393986943054,-9.90393986943054,0.3310152990264255,719,-0.113955586040468,-8.052334915629718,-8.052334915629718,-8.052334915629718,0.3866481223922114,271.63310396594,skel_1d39996e97d5ace0,0.9962654409652398,0.9989676728670018
2,a7ff24r_650915032f2a5979,"Mul(Delta(mark_index_basis_bps,12),Sign(realized_vol_24h))",basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.2728766985130318,0.0444863946379872,True,8.052334915629718,8.052334915629718,True,0.113555586040468,0.112955586040468,0.111955586040468,180.7486111111111,A7FF28A_NUMERIC_CLUE,707,-0.0266539325285435,-3.0002143371123537,-3.0002143371123537,-3.0002143371123537,0.4738330975954738,719,-0.0738814483898097,-9.954026030982146,-9.954026030982146,-9.954026030982146,0.3504867872044506,719,-0.0997863245924715,-9.90393986943054,-9.90393986943054,-9.90393986943054,0.3310152990264255,719,-0.113955586040468,-8.052334915629718,-8.052334915629718,-8.052334915629718,0.3866481223922114,271.6103790277254,skel_136259b72205469f,0.8239011778224649,0.9989193000300516
3,a7ff24r_bcc3435cf539d883,"Sub(mark_index_basis_bps,Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,sub,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.1508674481286142,0.0005102115522014,True,6.630659822439415,6.630659822439415,True,0.0008138273614812,0.0002138273614812,-0.0007861726385187,180.7486111111111,A7FF28A_NUMERIC_CLUE,708,-0.0003072661356212,-2.0562746472394906,-2.0562746472394906,-2.0562746472394906,0.4759887005649718,719,-0.0007180883234199,-7.941951005499078,-7.941951005499078,-7.941951005499078,0.3574408901251738,719,-0.0010292997821238,-8.975403678580292,-8.975403678580292,-8.975403678580292,0.3310152990264255,719,-0.0012138273614812,-6.630659822439415,-6.630659822439415,-6.630659822439415,0.3810848400556328,143.5541374024747,skel_f8484b844efd270f,0.9965527147371444,0.9993167582168184
4,a7ff24r_389e925b81a0c645,"Mean(Mul(Delta(mark_index_basis_bps,1),realized_vol_168h),4)",basis_premium_like|volatility_like,smooth_mul,L5_vol_adjusted_return,8,-1.0,3,True,0.6120477019308964,0.0565198033010598,True,0.8861943863260207,2.3538317618101248,True,0.1259364058425868,0.1253364058425868,0.1243364058425868,178.98888888888888,A7FF28A_NUMERIC_CLUE,708,-0.022317166468339,-0.9770032917474356,-0.2974074025969094,-1.5474006005136978,0.4943502824858757,712,-0.069344745159118,-3.0706087605037378,-1.2722594833386784,-2.3538317618101248,0.446629213483146,712,-0.0743312012148398,-2.621816085380265,-0.8861943863260207,-2.8261929025443906,0.4606741573033708,712,-0.1263364058425868,-3.0523363155809533,-1.371623018559568,-3.9010304049777695,0.4508426966292135,131.7243581406559,skel_8184698cb7b24c02,0.8261993679977018,0.9999097119234048
5,a7ff24r_c223ee324263786f,"SafeDiv(premium_close_bps,Abs(realized_vol_168h))",basis_premium_like|volatility_like,safe_div_abs,L5_vol_adjusted_return,1,-1.0,3,True,0.7212882306454783,0.0478024535751114,True,1.8134591382149143,1.8134591382149143,True,0.0751881173165411,0.0745881173165411,0.0735881173165411,180.7486111111111,A7FF28A_NUMERIC_CLUE,718,-0.0224730285332353,-1.585770703918695,-1.585770703918695,-1.585770703918695,0.4568245125348189,705,-0.0657306046832139,-4.534561585401535,-4.534561585401535,-4.534561585401535,0.3971631205673759,719,-0.030600792633658,-1.8134591382149143,-1.8134591382149143,-1.8134591382149143,0.4659248956884562,719,-0.0755881173165411,-3.9081114998241095,-3.9081114998241095,-3.9081114998241095,0.4269819193324061,80.86682908589565,skel_d9d4f69744bac825,0.8273484630853203,0.6751937538367097
6,a7ff24r_145e2d58adad4f4a,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,safe_div_abs,L1_cross_sectional_relative_return,1,-1.0,3,True,0.2263905120289567,0.0002344509822253,True,5.960951763462633,5.960951763462633,True,0.0002368948876815,-0.0003631051123184,-0.0013631051123184,180.7486111111111,A7FF28A_NUMERIC_CLUE,708,-0.0002322191134007,-1.7896502660403972,-1.7896502660403972,-1.7896502660403972,0.4576271186440678,719,-0.0005091695798029,-6.313252367004063,-6.313252367004063,-6.313252367004063,0.344923504867872,719,-0.0006963650699768,-8.058316628508164,-8.058316628508164,-8.058316628508164,0.3477051460361613,719,-0.0006368948876815,-5.960951763462633,-5.960951763462633,-5.960951763462633,0.3852573018080668,6.773609487971044,skel_c80f62c274b367a9,0.9965527147371444,0.9893356946848886
