subgraph_id,expression,subgraph_kind,node_type,operator,blueprint_ref_count,node_occurrence_count,root_ref_count,nonroot_ref_count,raw_inputs,raw_input_count,operator_path,operator_count_max,max_subgraph_depth,levels,candidate_roles,semantic_pairs,motifs,primary_semantics,secondary_semantics,formula_gen_gate,feature_factory_allowed,ordinary_alpha_eligible,requires_response_promotion,pit_policy,role_policy,kind_counts
sg_942719e3eaeb6b7e,trade_close,field_node,Field,,800,800,0,800,trade_close,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 800}"
sg_bf2a23c543a8666c,trade_return_1h,field_node,Field,,600,600,0,600,trade_return_1h,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 600}"
sg_4291a22427e334b8,top_long_short_account_ratio_last,field_node,Field,,500,600,0,600,top_long_short_account_ratio_last,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 600}"
sg_5ec44d1070bde14e,global_long_short_account_ratio_last,field_node,Field,,500,600,0,600,global_long_short_account_ratio_last,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 600}"
sg_db02f17291a64217,global_long_short_account_ratio_mean,field_node,Field,,500,600,0,600,global_long_short_account_ratio_mean,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 600}"
sg_3a07ca54de0856dd,trade_high,field_node,Field,,500,500,0,500,trade_high,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 500}"
sg_5d37f1760eeff781,age_x_volatility,field_node,Field,,500,500,0,500,age_x_volatility,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 500}"
sg_6652268ef12fea58,trade_low,field_node,Field,,500,500,0,500,trade_low,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 500}"
sg_567959f213f08921,index_close,field_node,Field,,400,400,0,400,index_close,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,taker_flow_like,basis_premium_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 400}"
sg_9beb42873fa4276e,mark_close,field_node,Field,,400,400,0,400,mark_close,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,taker_flow_like,basis_premium_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 400}"
sg_d487d281559b3122,trade_return_24h,field_node,Field,,400,400,0,400,trade_return_24h,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 400}"
sg_f47d93ffae40b208,mark_index_basis_bps,field_node,Field,,400,400,0,400,mark_index_basis_bps,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,taker_flow_like,basis_premium_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 400}"
sg_fd97299c93bc853d,mark_high,field_node,Field,,400,400,0,400,mark_high,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,taker_flow_like,basis_premium_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 400}"
sg_74d2f5404f501986,top_long_short_account_ratio_mean,field_node,Field,,300,360,0,360,top_long_short_account_ratio_mean,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 360}"
sg_3a5809605bffdb88,mark_low,field_node,Field,,200,200,0,200,mark_low,1,,0,1,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,taker_flow_like,basis_premium_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""field_node"": 200}"
sg_7529ad0e43640347,"CSRank(Delta(open_interest_last,8))",typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank>Delta,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_90e2651186d63932,CSRank(open_interest_last),typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_91422ef79c9e4ecb,"CSRank(Mean(open_interest_last,4))",typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank>Mean,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_97fb2a4b821b861d,"CSRank(Mean(open_interest_last,8))",typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank>Mean,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_bb38b9c3cc0df28d,"CSRank(Delta(open_interest_last,4))",typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank>Delta,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_f03e3ee3e486dbdc,"CSRank(ZScore(Mean(open_interest_last,4)))",typed_transform_subgraph,Transform,CSRank,180,180,0,180,open_interest_last,1,CSRank>ZScore>Mean,3,4,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 180}"
sg_3830e951f7d1f6e5,"Mean(trade_close,4)",typed_transform_subgraph,Transform,Mean,160,160,0,160,trade_close,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 160}"
sg_dc5c065706158f2d,"Mean(trade_close,8)",typed_transform_subgraph,Transform,Mean,160,160,0,160,trade_close,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 160}"
sg_f7c7de8546a28b6b,"Mean(trade_close,24)",typed_transform_subgraph,Transform,Mean,160,160,0,160,trade_close,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 160}"
sg_08f584b8e7b48d70,"CSRank(ZScore(Mean(open_interest_last,8)))",typed_transform_subgraph,Transform,CSRank,150,150,0,150,open_interest_last,1,CSRank>ZScore>Mean,3,4,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 150}"
sg_56b7487e255df927,"CSRank(Mean(open_interest_last,24))",typed_transform_subgraph,Transform,CSRank,150,150,0,150,open_interest_last,1,CSRank>Mean,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 150}"
sg_8fd665f11dd66728,"CSRank(ZScore(Mean(open_interest_last,24)))",typed_transform_subgraph,Transform,CSRank,150,150,0,150,open_interest_last,1,CSRank>ZScore>Mean,3,4,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 150}"
sg_a5c3822bd648acc6,"CSRank(Delta(open_interest_last,24))",typed_transform_subgraph,Transform,CSRank,150,150,0,150,open_interest_last,1,CSRank>Delta,2,3,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like,delta_x_divergence;signed_spread;spread_rank,open_interest_like,positioning_like;price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 150}"
sg_863ddfb3b5426571,"Mean(trade_return_1h,8)",typed_transform_subgraph,Transform,Mean,120,120,0,120,trade_return_1h,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_bda2edc65f1dddae,"Mean(trade_return_1h,24)",typed_transform_subgraph,Transform,Mean,120,120,0,120,trade_return_1h,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_fd38f41d40a6419a,"Mean(trade_return_1h,4)",typed_transform_subgraph,Transform,Mean,120,120,0,120,trade_return_1h,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,open_interest_like,price_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_148545e524901608,"Mean(top_long_short_account_ratio_last,4)",typed_transform_subgraph,Transform,Mean,100,120,0,120,top_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_1ca217487169ec85,"Mean(global_long_short_account_ratio_last,8)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_2e40b83f6f228b93,"Mean(global_long_short_account_ratio_last,4)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_680f5055f298bdd6,"Mean(global_long_short_account_ratio_mean,8)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_mean,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_683a34b97af636a5,"Mean(top_long_short_account_ratio_last,8)",typed_transform_subgraph,Transform,Mean,100,120,0,120,top_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_6f07454d3c4f3147,"Mean(top_long_short_account_ratio_last,24)",typed_transform_subgraph,Transform,Mean,100,120,0,120,top_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_839103ab34578d95,"Mean(global_long_short_account_ratio_mean,4)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_mean,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_a8e232d9904f5e6a,"Mean(global_long_short_account_ratio_mean,24)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_mean,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_e684d1a963cd3893,"Mean(global_long_short_account_ratio_last,24)",typed_transform_subgraph,Transform,Mean,100,120,0,120,global_long_short_account_ratio_last,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,open_interest_like,positioning_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 120}"
sg_0a394bd7dc1bf2b4,"Mean(trade_low,24)",typed_transform_subgraph,Transform,Mean,100,100,0,100,trade_low,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_0ffecae550a42adb,"Mean(trade_high,24)",typed_transform_subgraph,Transform,Mean,100,100,0,100,trade_high,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_2ea19b277f3eff89,"Mean(trade_high,8)",typed_transform_subgraph,Transform,Mean,100,100,0,100,trade_high,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_435b1037a5bf560a,"Mean(age_x_volatility,8)",typed_transform_subgraph,Transform,Mean,100,100,0,100,age_x_volatility,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_52451182eb2531d3,"Mean(trade_low,8)",typed_transform_subgraph,Transform,Mean,100,100,0,100,trade_low,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_5bd8237716dcb602,"Mean(age_x_volatility,24)",typed_transform_subgraph,Transform,Mean,100,100,0,100,age_x_volatility,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_9c0d0075d041a460,"Mean(trade_high,4)",typed_transform_subgraph,Transform,Mean,100,100,0,100,trade_high,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
sg_a6f6ddc6bd55e84c,"Mean(age_x_volatility,4)",typed_transform_subgraph,Transform,Mean,100,100,0,100,age_x_volatility,1,Mean,1,2,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,liquidity_like,volatility_like,feature_factory_reusable_subgraph,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""typed_transform_subgraph"": 100}"
