blueprint_id,parent_subgraph_id,child_subgraph_id,arg_index,parent_expression,child_expression
a7ff55r3_407a5119a4150a76,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_407a5119a4150a76,sg_53297babeed5aa87,sg_76e076b8d615620b,1,,"CSRank(Delta(global_long_short_account_ratio_mean,24))"
a7ff55r3_407a5119a4150a76,sg_76e076b8d615620b,sg_a5268d42770a2067,0,,"Delta(global_long_short_account_ratio_mean,24)"
a7ff55r3_407a5119a4150a76,sg_a5268d42770a2067,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_407a5119a4150a76,sg_a5268d42770a2067,sg_4d134bc072212ace,1,,24
a7ff55r3_091f5dac1e8ae1cf,sg_b860e535862b36ae,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_091f5dac1e8ae1cf,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_091f5dac1e8ae1cf,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_091f5dac1e8ae1cf,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_091f5dac1e8ae1cf,sg_b860e535862b36ae,sg_8783e58e66797e6e,1,,"Abs(Delta(global_long_short_account_ratio_mean,24))"
a7ff55r3_091f5dac1e8ae1cf,sg_8783e58e66797e6e,sg_a5268d42770a2067,0,,"Delta(global_long_short_account_ratio_mean,24)"
a7ff55r3_091f5dac1e8ae1cf,sg_a5268d42770a2067,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_091f5dac1e8ae1cf,sg_a5268d42770a2067,sg_4d134bc072212ace,1,,24
a7ff55r3_d650681bb0a04173,sg_83e413556d8c560e,sg_a2341c48d53b249f,0,,"Delta(ZScore(Mean(open_interest_last,4)),24)"
a7ff55r3_d650681bb0a04173,sg_a2341c48d53b249f,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_d650681bb0a04173,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_d650681bb0a04173,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_d650681bb0a04173,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_d650681bb0a04173,sg_a2341c48d53b249f,sg_4d134bc072212ace,1,,24
a7ff55r3_d650681bb0a04173,sg_83e413556d8c560e,sg_fe2614f888cbf124,1,,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_d650681bb0a04173,sg_fe2614f888cbf124,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_d650681bb0a04173,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_d650681bb0a04173,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_d650681bb0a04173,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_d650681bb0a04173,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_d650681bb0a04173,sg_fe2614f888cbf124,sg_36611ff230e60a42,1,,"CSRank(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_d650681bb0a04173,sg_36611ff230e60a42,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_d650681bb0a04173,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_d650681bb0a04173,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_745630d068339ded,sg_652a62af92c5753c,sg_fe2614f888cbf124,0,,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_745630d068339ded,sg_fe2614f888cbf124,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_745630d068339ded,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_745630d068339ded,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_745630d068339ded,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_745630d068339ded,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_745630d068339ded,sg_fe2614f888cbf124,sg_36611ff230e60a42,1,,"CSRank(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_745630d068339ded,sg_36611ff230e60a42,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_745630d068339ded,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_745630d068339ded,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_745630d068339ded,sg_652a62af92c5753c,sg_f957eefe012ce15e,1,,"Sign(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_745630d068339ded,sg_f957eefe012ce15e,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_745630d068339ded,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_745630d068339ded,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_09558e558b0332dc,sg_977cfafcee2e92fb,sg_fcf1762bdf0478e0,0,,"Mul(ZScore(Mean(open_interest_last,4)),Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_09558e558b0332dc,sg_fcf1762bdf0478e0,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_09558e558b0332dc,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_09558e558b0332dc,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_09558e558b0332dc,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_09558e558b0332dc,sg_fcf1762bdf0478e0,sg_a8e232d9904f5e6a,1,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_09558e558b0332dc,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_09558e558b0332dc,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_09558e558b0332dc,sg_977cfafcee2e92fb,sg_1b6453892473a467,1,,4
a7ff55r3_80cd0b4d8e61b90c,sg_fe2614f888cbf124,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_80cd0b4d8e61b90c,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_80cd0b4d8e61b90c,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_80cd0b4d8e61b90c,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_80cd0b4d8e61b90c,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_80cd0b4d8e61b90c,sg_fe2614f888cbf124,sg_36611ff230e60a42,1,,"CSRank(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_80cd0b4d8e61b90c,sg_36611ff230e60a42,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_80cd0b4d8e61b90c,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_80cd0b4d8e61b90c,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_6e64a4d4ba2b36d0,sg_28021b3993879cc7,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_6e64a4d4ba2b36d0,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_6e64a4d4ba2b36d0,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_6e64a4d4ba2b36d0,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_6e64a4d4ba2b36d0,sg_28021b3993879cc7,sg_6953ef4f0756a7f4,1,,"Abs(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_6e64a4d4ba2b36d0,sg_6953ef4f0756a7f4,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_6e64a4d4ba2b36d0,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_6e64a4d4ba2b36d0,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_38e2127fd2bcaed1,sg_2f42435e12e90a82,sg_a2341c48d53b249f,0,,"Delta(ZScore(Mean(open_interest_last,4)),24)"
a7ff55r3_38e2127fd2bcaed1,sg_a2341c48d53b249f,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_38e2127fd2bcaed1,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_38e2127fd2bcaed1,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_38e2127fd2bcaed1,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_38e2127fd2bcaed1,sg_a2341c48d53b249f,sg_4d134bc072212ace,1,,24
a7ff55r3_38e2127fd2bcaed1,sg_2f42435e12e90a82,sg_40aa044d1a5557bc,1,,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24))))"
a7ff55r3_38e2127fd2bcaed1,sg_40aa044d1a5557bc,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_38e2127fd2bcaed1,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_38e2127fd2bcaed1,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_38e2127fd2bcaed1,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_38e2127fd2bcaed1,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_38e2127fd2bcaed1,sg_40aa044d1a5557bc,sg_7b867e9e8648058e,1,,"CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_38e2127fd2bcaed1,sg_7b867e9e8648058e,sg_29dfd48ddedf8863,0,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_38e2127fd2bcaed1,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_38e2127fd2bcaed1,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_38e2127fd2bcaed1,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_30179dc7e1a74317,sg_8cbe7b5e14d7b935,sg_40aa044d1a5557bc,0,,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24))))"
a7ff55r3_30179dc7e1a74317,sg_40aa044d1a5557bc,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_30179dc7e1a74317,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_30179dc7e1a74317,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_30179dc7e1a74317,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_30179dc7e1a74317,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_30179dc7e1a74317,sg_40aa044d1a5557bc,sg_7b867e9e8648058e,1,,"CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_30179dc7e1a74317,sg_7b867e9e8648058e,sg_29dfd48ddedf8863,0,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_30179dc7e1a74317,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_30179dc7e1a74317,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_30179dc7e1a74317,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_30179dc7e1a74317,sg_8cbe7b5e14d7b935,sg_86d0fc174b1da2fa,1,,"Sign(ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_30179dc7e1a74317,sg_86d0fc174b1da2fa,sg_29dfd48ddedf8863,0,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_30179dc7e1a74317,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_30179dc7e1a74317,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_30179dc7e1a74317,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_9bcf24b2aa93b432,sg_2fdbe2bd5042b4f0,sg_a20297b558800c8b,0,,"Mul(ZScore(Mean(open_interest_last,4)),ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_9bcf24b2aa93b432,sg_a20297b558800c8b,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_9bcf24b2aa93b432,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_9bcf24b2aa93b432,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_9bcf24b2aa93b432,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_9bcf24b2aa93b432,sg_a20297b558800c8b,sg_29dfd48ddedf8863,1,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_9bcf24b2aa93b432,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_9bcf24b2aa93b432,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_9bcf24b2aa93b432,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_9bcf24b2aa93b432,sg_2fdbe2bd5042b4f0,sg_1b6453892473a467,1,,4
a7ff55r3_6a49255fd4ae8b33,sg_40aa044d1a5557bc,sg_f03e3ee3e486dbdc,0,,"CSRank(ZScore(Mean(open_interest_last,4)))"
a7ff55r3_6a49255fd4ae8b33,sg_f03e3ee3e486dbdc,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_6a49255fd4ae8b33,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_6a49255fd4ae8b33,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_6a49255fd4ae8b33,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_6a49255fd4ae8b33,sg_40aa044d1a5557bc,sg_7b867e9e8648058e,1,,"CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_6a49255fd4ae8b33,sg_7b867e9e8648058e,sg_29dfd48ddedf8863,0,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_6a49255fd4ae8b33,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_6a49255fd4ae8b33,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_6a49255fd4ae8b33,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_6ea7a166679129e7,sg_638104ff4b192ddd,sg_ea7430c41a204a35,0,,"ZScore(Mean(open_interest_last,4))"
a7ff55r3_6ea7a166679129e7,sg_ea7430c41a204a35,sg_9882c7f0f588c6a0,0,,"Mean(open_interest_last,4)"
a7ff55r3_6ea7a166679129e7,sg_9882c7f0f588c6a0,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_6ea7a166679129e7,sg_9882c7f0f588c6a0,sg_1b6453892473a467,1,,4
a7ff55r3_6ea7a166679129e7,sg_638104ff4b192ddd,sg_9689e5685960b7b2,1,,"Abs(ZScore(Mean(global_long_short_account_ratio_mean,24)))"
a7ff55r3_6ea7a166679129e7,sg_9689e5685960b7b2,sg_29dfd48ddedf8863,0,,"ZScore(Mean(global_long_short_account_ratio_mean,24))"
a7ff55r3_6ea7a166679129e7,sg_29dfd48ddedf8863,sg_a8e232d9904f5e6a,0,,"Mean(global_long_short_account_ratio_mean,24)"
a7ff55r3_6ea7a166679129e7,sg_a8e232d9904f5e6a,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_6ea7a166679129e7,sg_a8e232d9904f5e6a,sg_4d134bc072212ace,1,,24
a7ff55r3_c45d1a6719a9ba7b,sg_f04570d7df0e669b,sg_dd5bb6adc39cbacd,0,,"Delta(Delta(open_interest_last,8),24)"
a7ff55r3_c45d1a6719a9ba7b,sg_dd5bb6adc39cbacd,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_c45d1a6719a9ba7b,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_c45d1a6719a9ba7b,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_c45d1a6719a9ba7b,sg_dd5bb6adc39cbacd,sg_4d134bc072212ace,1,,24
a7ff55r3_c45d1a6719a9ba7b,sg_f04570d7df0e669b,sg_2cd6f2bcba49220c,1,,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(global_long_short_account_ratio_mean))"
a7ff55r3_c45d1a6719a9ba7b,sg_2cd6f2bcba49220c,sg_7529ad0e43640347,0,,"CSRank(Delta(open_interest_last,8))"
a7ff55r3_c45d1a6719a9ba7b,sg_7529ad0e43640347,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_c45d1a6719a9ba7b,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_c45d1a6719a9ba7b,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_c45d1a6719a9ba7b,sg_2cd6f2bcba49220c,sg_b4a7a323fc3f7abf,1,,CSRank(global_long_short_account_ratio_mean)
a7ff55r3_c45d1a6719a9ba7b,sg_b4a7a323fc3f7abf,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_1d59c0028d511096,sg_1ce522deafeba02c,sg_2cd6f2bcba49220c,0,,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(global_long_short_account_ratio_mean))"
a7ff55r3_1d59c0028d511096,sg_2cd6f2bcba49220c,sg_7529ad0e43640347,0,,"CSRank(Delta(open_interest_last,8))"
a7ff55r3_1d59c0028d511096,sg_7529ad0e43640347,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_1d59c0028d511096,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_1d59c0028d511096,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_1d59c0028d511096,sg_2cd6f2bcba49220c,sg_b4a7a323fc3f7abf,1,,CSRank(global_long_short_account_ratio_mean)
a7ff55r3_1d59c0028d511096,sg_b4a7a323fc3f7abf,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_1d59c0028d511096,sg_1ce522deafeba02c,sg_8fc954d795e6d355,1,,Sign(global_long_short_account_ratio_mean)
a7ff55r3_1d59c0028d511096,sg_8fc954d795e6d355,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_de154e1c01cb8a1c,sg_37cb2dae6a26b96c,sg_8df4ec94d03be15e,0,,"Mul(Delta(open_interest_last,8),global_long_short_account_ratio_mean)"
a7ff55r3_de154e1c01cb8a1c,sg_8df4ec94d03be15e,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_de154e1c01cb8a1c,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_de154e1c01cb8a1c,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_de154e1c01cb8a1c,sg_8df4ec94d03be15e,sg_db02f17291a64217,1,,global_long_short_account_ratio_mean
a7ff55r3_de154e1c01cb8a1c,sg_37cb2dae6a26b96c,sg_1b6453892473a467,1,,4
a7ff55r3_252861e025b85a59,sg_2cd6f2bcba49220c,sg_7529ad0e43640347,0,,"CSRank(Delta(open_interest_last,8))"
a7ff55r3_252861e025b85a59,sg_7529ad0e43640347,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_252861e025b85a59,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_252861e025b85a59,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_252861e025b85a59,sg_2cd6f2bcba49220c,sg_b4a7a323fc3f7abf,1,,CSRank(global_long_short_account_ratio_mean)
a7ff55r3_252861e025b85a59,sg_b4a7a323fc3f7abf,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_05865653d4909701,sg_4353b8be158f42e1,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_05865653d4909701,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_05865653d4909701,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_05865653d4909701,sg_4353b8be158f42e1,sg_ec1f4a8c774e2a95,1,,Abs(global_long_short_account_ratio_mean)
a7ff55r3_05865653d4909701,sg_ec1f4a8c774e2a95,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_abf946845d5cf130,sg_43eb73097d6b2447,sg_dd5bb6adc39cbacd,0,,"Delta(Delta(open_interest_last,8),24)"
a7ff55r3_abf946845d5cf130,sg_dd5bb6adc39cbacd,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_abf946845d5cf130,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_abf946845d5cf130,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_abf946845d5cf130,sg_dd5bb6adc39cbacd,sg_4d134bc072212ace,1,,24
a7ff55r3_abf946845d5cf130,sg_43eb73097d6b2447,sg_f8ebf605c7ba19be,1,,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Delta(global_long_short_account_ratio_mean,4)))"
a7ff55r3_abf946845d5cf130,sg_f8ebf605c7ba19be,sg_7529ad0e43640347,0,,"CSRank(Delta(open_interest_last,8))"
a7ff55r3_abf946845d5cf130,sg_7529ad0e43640347,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_abf946845d5cf130,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_abf946845d5cf130,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_abf946845d5cf130,sg_f8ebf605c7ba19be,sg_745396a00ae253f6,1,,"CSRank(Delta(global_long_short_account_ratio_mean,4))"
a7ff55r3_abf946845d5cf130,sg_745396a00ae253f6,sg_832f73f4ba7e97a2,0,,"Delta(global_long_short_account_ratio_mean,4)"
a7ff55r3_abf946845d5cf130,sg_832f73f4ba7e97a2,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_abf946845d5cf130,sg_832f73f4ba7e97a2,sg_1b6453892473a467,1,,4
a7ff55r3_9b61f8ab3cc66551,sg_b079d5a6aacddf4d,sg_f8ebf605c7ba19be,0,,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Delta(global_long_short_account_ratio_mean,4)))"
a7ff55r3_9b61f8ab3cc66551,sg_f8ebf605c7ba19be,sg_7529ad0e43640347,0,,"CSRank(Delta(open_interest_last,8))"
a7ff55r3_9b61f8ab3cc66551,sg_7529ad0e43640347,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_9b61f8ab3cc66551,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_9b61f8ab3cc66551,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_9b61f8ab3cc66551,sg_f8ebf605c7ba19be,sg_745396a00ae253f6,1,,"CSRank(Delta(global_long_short_account_ratio_mean,4))"
a7ff55r3_9b61f8ab3cc66551,sg_745396a00ae253f6,sg_832f73f4ba7e97a2,0,,"Delta(global_long_short_account_ratio_mean,4)"
a7ff55r3_9b61f8ab3cc66551,sg_832f73f4ba7e97a2,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_9b61f8ab3cc66551,sg_832f73f4ba7e97a2,sg_1b6453892473a467,1,,4
a7ff55r3_9b61f8ab3cc66551,sg_b079d5a6aacddf4d,sg_eb7a8620aa461516,1,,"Sign(Delta(global_long_short_account_ratio_mean,4))"
a7ff55r3_9b61f8ab3cc66551,sg_eb7a8620aa461516,sg_832f73f4ba7e97a2,0,,"Delta(global_long_short_account_ratio_mean,4)"
a7ff55r3_9b61f8ab3cc66551,sg_832f73f4ba7e97a2,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
a7ff55r3_9b61f8ab3cc66551,sg_832f73f4ba7e97a2,sg_1b6453892473a467,1,,4
a7ff55r3_cabddbe05d194751,sg_713ee103b5aa0aa4,sg_ddbae8f467d1ac47,0,,"Mul(Delta(open_interest_last,8),Delta(global_long_short_account_ratio_mean,4))"
a7ff55r3_cabddbe05d194751,sg_ddbae8f467d1ac47,sg_baf96e112aecc3a1,0,,"Delta(open_interest_last,8)"
a7ff55r3_cabddbe05d194751,sg_baf96e112aecc3a1,sg_78d6f5b9acd92892,0,,open_interest_last
a7ff55r3_cabddbe05d194751,sg_baf96e112aecc3a1,sg_fe5dbbcea5ce7e29,1,,8
a7ff55r3_cabddbe05d194751,sg_ddbae8f467d1ac47,sg_832f73f4ba7e97a2,1,,"Delta(global_long_short_account_ratio_mean,4)"
a7ff55r3_cabddbe05d194751,sg_832f73f4ba7e97a2,sg_db02f17291a64217,0,,global_long_short_account_ratio_mean
