subgraph_id,expression,subgraph_kind,node_type,operator,blueprint_ref_count,node_occurrence_count,root_ref_count,nonroot_ref_count,raw_inputs,raw_input_count,operator_path,operator_count_max,max_subgraph_depth,levels,candidate_roles,semantic_pairs,motifs,primary_semantics,secondary_semantics,formula_gen_gate,feature_factory_allowed,ordinary_alpha_eligible,requires_response_promotion,pit_policy,role_policy,kind_counts
sg_317e3aad374a4dda,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,24)),Abs(Delta(index_close,8)))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,index_close;taker_buy_quote_volume,2,SafeDiv>ZScore>Mean>Abs>Delta,5,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_318939861c81e205,"Mean(Mul(Mean(open_interest_mean,24),ZScore(Mean(trade_close,24))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,open_interest_mean;trade_close,2,Mean>Mul>Mean>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,smooth_mul,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_318abf9a27c03d41,"Mul(Sub(CSRank(Delta(open_interest_last,24)),CSRank(Delta(top_long_short_account_ratio_last,24))),Sign(Delta(top_long_short_account_ratio_last,24)))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;top_long_short_account_ratio_last,2,Mul>Sub>CSRank>Delta>CSRank>Delta>Sign>Delta,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3190db6a18926407,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,4))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;top_long_short_account_ratio_last,2,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Delta,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31928efa2709861f,"Mul(Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(Mean(global_long_short_account_ratio_last,8))),Sign(Mean(global_long_short_account_ratio_last,8)))",factor_candidate_root,Interaction,Mul,1,1,1,0,global_long_short_account_ratio_last;open_interest_last,2,Mul>Sub>CSRank>ZScore>Mean>CSRank>Mean>Sign>Mean,9,6,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3193d60c9e46b167,"Sub(CSRank(Delta(trade_count,24)),CSRank(Mean(trade_low,4)))",factor_candidate_root,Interaction,Sub,1,1,1,0,trade_count;trade_low,2,Sub>CSRank>Delta>CSRank>Mean,5,4,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3195c96ee97169ed,"SafeDiv(Delta(taker_buy_quote_volume,24),Abs(ZScore(Mean(mark_close,24))))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,mark_close;taker_buy_quote_volume,2,SafeDiv>Delta>Abs>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31a1f957b9fa2185,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,8))))",factor_candidate_root,Interaction,Mul,1,1,1,0,trade_count;trade_low,2,Mul>Delta>Mean>Abs>ZScore>Delta,6,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31a2c79dfa037a5f,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,24)),Abs(ZScore(Mean(mark_close,4))))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,mark_close;taker_buy_quote_volume,2,SafeDiv>ZScore>Mean>Abs>ZScore>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31a8cf894fcb67ce,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,24)))),Sign(ZScore(Mean(global_long_short_account_ratio_mean,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,global_long_short_account_ratio_mean;open_interest_last,2,Mul>Sub>CSRank>Delta>CSRank>ZScore>Mean>Sign>ZScore>Mean,10,6,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31b5d5fa88cdca62,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(ZScore(Mean(mark_low,8))))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,mark_low;taker_buy_quote_volume,2,SafeDiv>Delta>Abs>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31b84151794b0021,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(trade_return_24h,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;trade_return_24h,2,Mul>Delta>Delta>Sub>CSRank>Delta>CSRank>Mean,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31bc65e71ffc601a,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(trade_return_24h,8))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;trade_return_24h,2,Mul>Delta>Delta>Sub>CSRank>Delta>CSRank>Mean,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31be83746c463af2,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Sign(Mean(mark_close,8)))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_close;taker_buy_quote_volume,2,Mul>ZScore>Mean>Sign>Mean,5,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31c2e2a83a25e84a,"Mean(Mul(ZScore(Mean(open_interest_last,8)),ZScore(Mean(global_long_short_account_ratio_mean,24))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,global_long_short_account_ratio_mean;open_interest_last,2,Mean>Mul>ZScore>Mean>ZScore>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31c4728deb949c0e,"SafeDiv(taker_buy_quote_volume,Abs(ZScore(Mean(open_interest_value_last,8))))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,open_interest_value_last;taker_buy_quote_volume,2,SafeDiv>Abs>ZScore>Mean,4,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31c9a52eb72d2f04,"Mul(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Mean(top_long_short_account_ratio_last,4))),Sign(Mean(top_long_short_account_ratio_last,4)))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;top_long_short_account_ratio_last,2,Mul>Sub>CSRank>Mean>CSRank>Mean>Sign>Mean,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31ce82a1c323cc4b,"Mul(Delta(Delta(taker_buy_quote_volume,24),4),ZScore(Mean(open_interest_mean,4)))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_mean;taker_buy_quote_volume,2,Mul>Delta>Delta>ZScore>Mean,5,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31d99ff5c68516b6,"Mul(Delta(Mean(open_interest_mean,4),24),Sub(CSRank(Mean(open_interest_mean,4)),CSRank(Delta(trade_close,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_mean;trade_close,2,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Delta,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31dbc9cc92fa834e,"Sub(CSRank(Mean(trade_count,8)),CSRank(Mean(trade_high,4)))",factor_candidate_root,Interaction,Sub,1,1,1,0,trade_count;trade_high,2,Sub>CSRank>Mean>CSRank>Mean,5,4,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31e88b5b308bfc12,"SafeDiv(Mean(trade_count,4),Abs(Delta(trade_high,24)))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,trade_count;trade_high,2,SafeDiv>Mean>Abs>Delta,4,4,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31ec34b380b48920,"Mul(Delta(taker_buy_quote_volume,4),ZScore(Delta(mark_low,24)))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_low;taker_buy_quote_volume,2,Mul>Delta>ZScore>Delta,4,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31eef1abd908852e,"Mul(Neg(ZScore(Delta(trade_count,24))),Sign(ZScore(Mean(trade_low,4))))",factor_candidate_root,Interaction,Mul,1,1,1,0,trade_count;trade_low,2,Mul>Neg>ZScore>Delta>Sign>ZScore>Mean,7,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f17109e59db742,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(open_interest_value_last))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,open_interest_value_last;taker_buy_quote_volume,2,SafeDiv>Delta>Abs,3,3,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f19e246bc6d8fc,"Mul(Delta(Mean(taker_buy_quote_volume,4),4),ZScore(ZScore(Mean(mark_low,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_low;taker_buy_quote_volume,2,Mul>Delta>Mean>ZScore>ZScore>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f76f491358f8f7,"Sub(CSRank(ZScore(Mean(trade_count,4))),CSRank(Mean(trade_high,4)))",factor_candidate_root,Interaction,Sub,1,1,1,0,trade_count;trade_high,2,Sub>CSRank>ZScore>Mean>CSRank>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f7e641c5ffffd2,"SafeDiv(Delta(taker_buy_quote_volume,24),Abs(ZScore(Mean(open_interest_last,24))))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,open_interest_last;taker_buy_quote_volume,2,SafeDiv>Delta>Abs>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f8d3ce27ae83c2,"SafeDiv(Delta(open_interest_last,8),Abs(Delta(global_long_short_account_ratio_last,24)))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,global_long_short_account_ratio_last;open_interest_last,2,SafeDiv>Delta>Abs>Delta,4,4,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_31f8d6a01c7c542e,"Mul(Delta(Mean(open_interest_last,24),24),Sub(CSRank(Mean(open_interest_last,24)),CSRank(Mean(global_long_short_account_ratio_last,8))))",factor_candidate_root,Interaction,Mul,1,1,1,0,global_long_short_account_ratio_last;open_interest_last,2,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Mean,8,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3208ff2d850bde06,"Sub(CSRank(ZScore(Mean(trade_count,4))),CSRank(Delta(trade_high,4)))",factor_candidate_root,Interaction,Sub,1,1,1,0,trade_count;trade_high,2,Sub>CSRank>ZScore>Mean>CSRank>Delta,6,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_320e473f43c4bd5c,"Mul(Delta(Mean(taker_buy_quote_volume,24),4),ZScore(Mean(mark_high,4)))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_high;taker_buy_quote_volume,2,Mul>Delta>Mean>ZScore>Mean,5,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3214fd057af502c7,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,trade_count;trade_high,2,Mul>Delta>Mean>Abs>ZScore>Delta,6,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_321cad4f273f4193,"Mean(Mul(Mean(trade_count,8),ZScore(Mean(realized_vol_168h,24))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,realized_vol_168h;trade_count,2,Mean>Mul>Mean>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3221c04deecf9846,"Mean(Mul(Mean(open_interest_last,8),Delta(global_long_short_account_ratio_mean,4)),4)",factor_candidate_root,Transform,Mean,1,1,1,0,global_long_short_account_ratio_mean;open_interest_last,2,Mean>Mul>Mean>Delta,4,4,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_322f3399e176bb5c,"Mul(Delta(ZScore(Mean(open_interest_last,8)),24),Sub(CSRank(ZScore(Mean(open_interest_last,8))),CSRank(Mean(trade_return_1h,8))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;trade_return_1h,2,Mul>Delta>ZScore>Mean>Sub>CSRank>ZScore>Mean>CSRank>Mean,10,6,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_323eeb491a708623,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,4))))",factor_candidate_root,Interaction,Mul,1,1,1,0,trade_count;trade_low,2,Mul>Delta>ZScore>Mean>Abs>ZScore>Delta,7,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_323f1181896a6ee3,"Mul(Delta(trade_count,24),Abs(ZScore(Delta(age_x_volatility,4))))",factor_candidate_root,Interaction,Mul,1,1,1,0,age_x_volatility;trade_count,2,Mul>Delta>Abs>ZScore>Delta,5,5,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3243b1d84d930395,"Mul(Mean(taker_buy_quote_volume,4),Sign(Mean(mark_index_basis_bps,24)))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_index_basis_bps;taker_buy_quote_volume,2,Mul>Mean>Sign>Mean,4,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_324a7f10ca3feb99,"SafeDiv(Delta(taker_buy_quote_volume,24),Abs(index_close))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,index_close;taker_buy_quote_volume,2,SafeDiv>Delta>Abs,3,3,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_324f77bfc17b96ef,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(global_long_short_account_ratio_last,4)))),Sign(ZScore(Mean(global_long_short_account_ratio_last,4))))",factor_candidate_root,Interaction,Mul,1,1,1,0,global_long_short_account_ratio_last;open_interest_last,2,Mul>Sub>CSRank>Delta>CSRank>ZScore>Mean>Sign>ZScore>Mean,10,6,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_32568ff31ece2681,"Mean(Mul(Delta(trade_count,4),Delta(realized_vol_168h,8)),4)",factor_candidate_root,Transform,Mean,1,1,1,0,realized_vol_168h;trade_count,2,Mean>Mul>Delta>Delta,4,4,L2_repaired_typed_interaction,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3258aef761d45424,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,24)),Abs(open_interest_value_last))",factor_candidate_root,Interaction,SafeDiv,1,1,1,0,open_interest_value_last;taker_buy_quote_volume,2,SafeDiv>ZScore>Mean>Abs,4,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3259fb2b8b60c0cd,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Delta(trade_return_24h,8)))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;trade_return_24h,2,Mul>Neg>ZScore>Mean>Sign>Delta,6,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_326358a3ef0aab56,"Mul(Delta(Mean(taker_buy_quote_volume,4),4),ZScore(open_interest_last))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;taker_buy_quote_volume,2,Mul>Delta>Mean>ZScore,4,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3275c6dbec6a2098,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(open_interest_value_last,24))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_value_last;taker_buy_quote_volume,2,Mul>ZScore>ZScore>Mean>Delta,5,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_32773c2ecdbb3d54,"Mean(Mul(ZScore(Mean(open_interest_last,8)),ZScore(Mean(global_long_short_account_ratio_last,24))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,global_long_short_account_ratio_last;open_interest_last,2,Mean>Mul>ZScore>Mean>ZScore>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,open_interest_like,positioning_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3292ce3e44317e91,"Mean(Mul(Delta(open_interest_last,24),ZScore(Mean(trade_return_24h,4))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,open_interest_last;trade_return_24h,2,Mean>Mul>Delta>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,smooth_mul,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_3297f78ed38c590c,"Mean(Mul(Delta(taker_buy_quote_volume,4),ZScore(Mean(mark_low,8))),4)",factor_candidate_root,Transform,Mean,1,1,1,0,mark_low;taker_buy_quote_volume,2,Mean>Mul>Delta>ZScore>Mean,5,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_329f44ad5b73382c,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(trade_close))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_mean;trade_close,2,Mul>Neg>ZScore>Mean>Sign,5,5,L2_repaired_typed_interaction,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,open_interest_like,price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_32a1ba3caffeb842,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(mark_close,24)))",factor_candidate_root,Interaction,Mul,1,1,1,0,mark_close;taker_buy_quote_volume,2,Mul>Mean>Sign>Mean,4,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,taker_flow_like,basis_premium_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_32a538f1d38c5fae,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(ZScore(Mean(open_interest_last,24))))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_last;taker_buy_quote_volume,2,Mul>Delta>Delta>ZScore>ZScore>Mean,6,5,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
sg_32bbaa19a7689ae6,"Mul(Delta(Mean(taker_buy_quote_volume,8),4),ZScore(Delta(open_interest_value_mean,8)))",factor_candidate_root,Interaction,Mul,1,1,1,0,open_interest_value_mean;taker_buy_quote_volume,2,Mul>Delta>Mean>ZScore>Delta,5,4,L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1}"
