candidate_id,cell,family,expression,fields,field_families,operators,windows,feature_role,diagnostic_only,static_valid,static_reject_reasons,expression_key,skeleton_key,production_key,label_or_future_field_count,lineage_allowed_fields,base_field_count,overlay_field_count,selected_for_a7al2l_replay_preflight,selector_reason
a7al2k_0ed583ee337fd549,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_quote_volume,168)),Neg(ZScore(Mean(trade_quote_volume,48))))",trade_quote_volume,liquidity,Add|Delta|Mean|Neg|ZScore,48|168,derived_rolling,False,True,,expr-1ec088152fd3ca5d,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|168,0,1,1,0,True,selected_diversity_capped
a7al2k_11cff8a2122913de,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_volume,504)),Neg(ZScore(Mean(trade_volume,168))))",trade_volume,liquidity,Add|Delta|Mean|Neg|ZScore,168|504,derived_rolling,False,True,,expr-88551c87a05fdd60,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::168|504,0,1,1,0,True,selected_diversity_capped
a7al2k_00870205696c9eab,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,96)),Abs(ZScore(Mean(trade_volume,336))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,96|336,derived_rolling,False,True,,expr-c3835a771d3cf318,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|336,0,1,1,0,True,selected_diversity_capped
a7al2k_02de0fb33715848a,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Abs(ZScore(Mean(trade_count,48))),Abs(ZScore(Mean(trade_count,504))))",trade_count,liquidity,Abs|Mean|Sub|ZScore,48|504,derived_rolling,False,True,,expr-0967f85f4b514150,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|504,0,1,1,0,True,selected_diversity_capped
a7al2k_060620a27cb890a8,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,12)),Abs(ZScore(Mean(trade_volume,336))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,12|336,derived_rolling,False,True,,expr-6abe74f16eb1d498,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|336,0,1,1,0,True,selected_diversity_capped
a7al2k_023a2d627a0b22eb,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(ZScore(Mean(trade_quote_volume,720)),ZScore(Mean(trade_quote_volume,720)))",trade_quote_volume,liquidity,Mean|Sub|ZScore,720,derived_rolling,False,True,,expr-be4c7de3182e816a,skeleton-7762e3f46e546cc2,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::720,0,1,1,0,True,selected_diversity_capped
a7al2k_071e4599af392474,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_count,12)),ZScore(Delta(index_close,48)))",index_close|trade_count,liquidity|price,Delta|Mean|Mul|Rank|ZScore,12|48,derived_rolling,False,True,,expr-32ea42024824b8a8,skeleton-ded8d0d5aade90e2,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::12|48,0,2,2,0,True,selected_diversity_capped
a7al2k_24e23944d938eee7,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(kline_taker_buy_quote_share,96))",kline_taker_buy_quote_share,liquidity,Delta|Rank,96,derived_rolling,False,True,,expr-1fa479e322785c9d,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96,0,1,1,0,True,selected_diversity_capped
a7al2k_0097d25af2875cc8,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_volume,48))",trade_volume,liquidity,Delta|Rank,48,derived_rolling,False,True,,expr-dca2bcd0362643e1,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48,0,1,1,0,True,selected_diversity_capped
a7al2k_04da18b1c9dacc8b,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_quote_volume,72)),Sign(Delta(trade_quote_volume,720)))",trade_quote_volume,liquidity,Delta|Mean|Mul|Rank|Sign,72|720,derived_rolling,False,True,,expr-321a26bcbe64f7d2,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::72|720,0,1,1,0,True,selected_diversity_capped
a7al2k_0eb7e06c48d6e50f,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_quote_volume,24)),Sign(Delta(trade_quote_volume,48)))",trade_quote_volume,liquidity,Delta|Mean|Mul|Rank|Sign,24|48,derived_rolling,False,True,,expr-511e1590826740d8,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::24|48,0,1,1,0,True,selected_diversity_capped
a7al2k_0505415561457923,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_count,4))",trade_count,liquidity,Delta|Rank,4,derived_rolling,False,True,,expr-e31867f5ba13e922,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::4,0,1,1,0,True,selected_diversity_capped
a7al2k_0112fb8a50839382,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,24)),Abs(ZScore(Mean(trade_volume,48))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,24|48,derived_rolling,False,True,,expr-c7f260fe60db45ed,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::24|48,0,1,1,0,True,selected_diversity_capped
a7al2k_05217cdc43cd502d,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(kline_taker_buy_quote_share,72)),Sign(Delta(kline_taker_buy_quote_share,504)))",kline_taker_buy_quote_share,liquidity,Delta|Mean|Mul|Rank|Sign,72|504,derived_rolling,False,True,,expr-a4c5277e78615580,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::72|504,0,1,1,0,True,selected_diversity_capped
a7al2k_13de92a317b7dce5,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(Rank(Mean(kline_taker_buy_quote_share,4)),Neg(Rank(Delta(index_close,48))))",index_close|kline_taker_buy_quote_share,liquidity|price,Add|Delta|Mean|Neg|Rank,4|48,derived_rolling,False,True,,expr-296021f065fe22af,skeleton-82623fafdfe62074,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|48,0,2,2,0,True,selected_diversity_capped
a7al2k_03b9932969f62f8e,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_count,24)),Neg(ZScore(Mean(trade_count,48))))",trade_count,liquidity,Add|Delta|Mean|Neg|ZScore,24|48,derived_rolling,False,True,,expr-759a03231b3ee65b,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::24|48,0,1,1,0,True,selected_diversity_capped
a7al2k_0e6bddbb88c841ba,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(Rank(Mean(trade_count,48)),Neg(ZScore(Delta(mark_close,504))))",mark_close|trade_count,liquidity|price,Add|Delta|Mean|Neg|Rank|ZScore,48|504,derived_rolling,False,True,,expr-80a824d949de2ac4,skeleton-586a4c1ce516523d,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::48|504,0,2,2,0,True,selected_diversity_capped
a7al2k_064dfa44208b312e,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_volume,336)),Sign(Delta(trade_volume,72)))",trade_volume,liquidity,Delta|Mean|Mul|Rank|Sign,72|336,derived_rolling,False,True,,expr-c77debf556678543,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::72|336,0,1,1,0,True,selected_diversity_capped
a7al2k_09cae3ca5311f674,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_quote_volume,720))",trade_quote_volume,liquidity,Delta|Rank,720,derived_rolling,False,True,,expr-b92915fdc429995b,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::720,0,1,1,0,True,selected_diversity_capped
a7al2k_058a95cc65e1f3ca,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Abs(ZScore(Mean(trade_quote_volume,336))),Abs(ZScore(Mean(trade_quote_volume,720))))",trade_quote_volume,liquidity,Abs|Mean|Sub|ZScore,336|720,derived_rolling,False,True,,expr-a1f943adb8d8771f,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::336|720,0,1,1,0,True,selected_diversity_capped
a7al2k_114543f1c8bd1db9,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,336)),Abs(ZScore(Mean(trade_volume,48))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,48|336,derived_rolling,False,True,,expr-c051670ae23b67e3,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|336,0,1,1,0,True,selected_diversity_capped
a7al2k_2a6cf782463ec602,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_volume,96))),Rank(Mean(trade_volume,336)))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,96|336,derived_rolling,False,True,,expr-dd330202e69d8b1c,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|336,0,1,1,0,True,selected_diversity_capped
a7al2k_187d342ac0be92cc,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(taker_buy_quote_volume,96))),Rank(Mean(taker_buy_quote_volume,48)))",taker_buy_quote_volume,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,48|96,derived_rolling,False,True,,expr-68c35a010500368b,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|96,0,1,1,0,True,selected_diversity_capped
a7al2k_164c7990078603c2,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(kline_taker_buy_quote_share,48)),Rank(Mean(kline_taker_buy_quote_share,48)))",kline_taker_buy_quote_share,liquidity,Mean|Rank|Sub,48,derived_rolling,False,True,,expr-3b75c908c0d9fc61,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48,0,1,1,0,True,selected_diversity_capped
a7al2k_37e71c39ec069059,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_count,48))),Rank(Mean(trade_count,48)))",trade_count,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,48,derived_rolling,False,True,,expr-857c3c3a5873544c,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48,0,1,1,0,True,selected_diversity_capped
a7al2k_2cde688f9f23dffa,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_count,24))),Rank(Mean(trade_count,48)))",trade_count,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,24|48,derived_rolling,False,True,,expr-406725c65ed19de2,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::24|48,0,1,1,0,True,selected_diversity_capped
a7al2k_090cf2887ed0ccba,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_count,96))),Rank(Mean(trade_count,504)))",trade_count,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,96|504,derived_rolling,False,True,,expr-5f090968ee0e6a4a,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|504,0,1,1,0,True,selected_diversity_capped
a7al2k_0f31fb0b6693cefe,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_quote_volume,12)),ZScore(Delta(mark_close,720)))",mark_close|trade_quote_volume,liquidity|price,Delta|Mean|Mul|Rank|ZScore,12|720,derived_rolling,False,True,,expr-e44c972b3d8bd661,skeleton-ded8d0d5aade90e2,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::12|720,0,2,2,0,True,selected_diversity_capped
a7al2k_143fc6b8eb95165e,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(kline_taker_buy_quote_share,96)),Neg(ZScore(Mean(kline_taker_buy_quote_share,504))))",kline_taker_buy_quote_share,liquidity,Add|Delta|Mean|Neg|ZScore,96|504,derived_rolling,False,True,,expr-1f29dd2eb79b3199,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|504,0,1,1,0,True,selected_diversity_capped
a7al2k_0be92023f804423d,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(ZScore(Delta(trade_volume,4)),Sign(Delta(mark_close,168)))",mark_close|trade_volume,liquidity|price,Delta|Mul|Sign|ZScore,4|168,derived_rolling,False,True,,expr-3be8cc9724ab843b,skeleton-ff1eaff68680e766,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|168,0,2,2,0,True,selected_diversity_capped
a7al2k_0d96c1c6ac35a9e5,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_count,12))",trade_count,liquidity,Delta|Rank,12,derived_rolling,False,True,,expr-d9c6d4c4a3549bab,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12,0,1,1,0,True,selected_diversity_capped
a7al2k_0295ee6a8887c9fb,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(trade_quote_volume,96)),Rank(Mean(trade_quote_volume,8)))",trade_quote_volume,liquidity,Mean|Rank|Sub,8|96,derived_rolling,False,True,,expr-a39d77b83732d588,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::8|96,0,1,1,0,True,selected_diversity_capped
a7al2k_4508683b99835802,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(kline_taker_buy_quote_share,48))),Rank(Mean(kline_taker_buy_quote_share,504)))",kline_taker_buy_quote_share,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,48|504,derived_rolling,False,True,,expr-82b7958cb07a0407,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|504,0,1,1,0,True,selected_diversity_capped
a7al2k_05d6c180aad8e803,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(kline_taker_buy_quote_share,336)),Abs(ZScore(Mean(kline_taker_buy_quote_share,504))))",kline_taker_buy_quote_share,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,336|504,derived_rolling,False,True,,expr-704595be434ddf16,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::336|504,0,1,1,0,True,selected_diversity_capped
a7al2k_245c15d5f6515558,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(trade_quote_volume,504)),Rank(Mean(trade_quote_volume,720)))",trade_quote_volume,liquidity,Mean|Rank|Sub,504|720,derived_rolling,False,True,,expr-d119040e7bce8621,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::504|720,0,1,1,0,True,selected_diversity_capped
a7al2k_2c62fcf54bc11ca0,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(trade_count,336)),Rank(Mean(trade_count,96)))",trade_count,liquidity,Mean|Rank|Sub,96|336,derived_rolling,False,True,,expr-05a6f0cacca0b786,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|336,0,1,1,0,True,selected_diversity_capped
a7al2k_290ee1d4c70134e0,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(trade_count,48)),Rank(Mean(trade_count,96)))",trade_count,liquidity,Mean|Rank|Sub,48|96,derived_rolling,False,True,,expr-36c704b6ce4bc1af,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|96,0,1,1,0,True,selected_diversity_capped
a7al2k_04b667d428097fdb,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(Rank(Mean(kline_taker_buy_quote_share,336)),Neg(ZScore(Delta(mark_close,72))))",kline_taker_buy_quote_share|mark_close,liquidity|price,Add|Delta|Mean|Neg|Rank|ZScore,72|336,derived_rolling,False,True,,expr-0919f6b247af7f1f,skeleton-586a4c1ce516523d,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::72|336,0,2,2,0,True,selected_diversity_capped
a7al2k_0c50153b00e65084,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_volume,72)),ZScore(Delta(mark_close,4)))",mark_close|trade_volume,liquidity|price,Delta|Mean|Mul|Rank|ZScore,4|72,derived_rolling,False,True,,expr-236077e1d9b8537c,skeleton-ded8d0d5aade90e2,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|72,0,2,2,0,True,selected_diversity_capped
a7al2k_1ff2e875cb3ca627,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(taker_buy_quote_volume,504)),Rank(Mean(taker_buy_quote_volume,12)))",taker_buy_quote_volume,liquidity,Mean|Rank|Sub,12|504,derived_rolling,False,True,,expr-8f97d3cbf970c794,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|504,0,1,1,0,True,selected_diversity_capped
a7al2k_01be0e117ca2b7cc,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(Rank(Mean(trade_volume,8)),Neg(Rank(Delta(index_close,4))))",index_close|trade_volume,liquidity|price,Add|Delta|Mean|Neg|Rank,4|8,derived_rolling,False,True,,expr-7bb9d86ed4402888,skeleton-82623fafdfe62074,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|8,0,2,2,0,True,selected_diversity_capped
a7al2k_182ee16db3abed03,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(kline_taker_buy_quote_share,48))),Rank(Mean(kline_taker_buy_quote_share,336)))",kline_taker_buy_quote_share,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,48|336,derived_rolling,False,True,,expr-50f824ae876e1318,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|336,0,1,1,0,True,selected_diversity_capped
a7al2k_1072102e500a1f81,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_volume,24))),Rank(Mean(trade_volume,48)))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,24|48,derived_rolling,False,True,,expr-97f26e63f9571cdd,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::24|48,0,1,1,0,True,selected_diversity_capped
a7al2k_00d4b085276e6c71,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Delta(trade_quote_volume,12)),Rank(Mean(trade_close,720)))",trade_close|trade_quote_volume,liquidity|price,Delta|Mean|Rank|Sub,12|720,derived_rolling,False,True,,expr-d4059840b0965018,skeleton-ff26b5e7dc6c23b7,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::12|720,0,2,2,0,True,selected_diversity_capped
a7al2k_131f050c70307c4d,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,12)),Abs(ZScore(Mean(trade_volume,504))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,12|504,derived_rolling,False,True,,expr-5ac30d1c14ca1694,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|504,0,1,1,0,True,selected_diversity_capped
a7al2k_0d66e82ac0e7da62,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(kline_taker_buy_quote_share,96)),Sign(Delta(kline_taker_buy_quote_share,504)))",kline_taker_buy_quote_share,liquidity,Delta|Mean|Mul|Rank|Sign,96|504,derived_rolling,False,True,,expr-152967236f32e74e,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::96|504,0,1,1,0,True,selected_diversity_capped
a7al2k_014eb9d7e2eac459,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"ZScore(Mean(Delta(taker_buy_quote_volume,168),72))",taker_buy_quote_volume,liquidity,Delta|Mean|ZScore,72|168,derived_rolling,False,True,,expr-05221a066c917aa3,skeleton-8136d338878cf964,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::72|168,0,1,1,0,True,selected_diversity_capped
a7al2k_0e6e855f62515019,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Sign(Delta(trade_volume,96)),Abs(ZScore(Mean(trade_volume,48))))",trade_volume,liquidity,Abs|Delta|Mean|Mul|Sign|ZScore,48|96,derived_rolling,False,True,,expr-1903d93696c7fb02,skeleton-118c1f2487c7c606,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|96,0,1,1,0,True,selected_diversity_capped
a7al2k_26f5081f25e77f1a,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(trade_count,4))),Rank(Mean(trade_count,336)))",trade_count,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,4|336,derived_rolling,False,True,,expr-bed6b57478fad7d4,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::4|336,0,1,1,0,True,selected_diversity_capped
a7al2k_11c8b5488ad77626,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(trade_count,12)),Neg(ZScore(Mean(trade_count,168))))",trade_count,liquidity,Add|Delta|Mean|Neg|ZScore,12|168,derived_rolling,False,True,,expr-2c8ac90003d5ae76,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|168,0,1,1,0,True,selected_diversity_capped
a7al2k_07c61b022f355aab,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Delta(trade_count,96)),Rank(Mean(index_close,168)))",index_close|trade_count,liquidity|price,Delta|Mean|Rank|Sub,96|168,derived_rolling,False,True,,expr-0a209b34ae907a5b,skeleton-ff26b5e7dc6c23b7,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::96|168,0,2,2,0,True,selected_diversity_capped
a7al2k_1e63715f51c014c1,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Rank(Mean(trade_quote_volume,96)),Rank(Mean(trade_quote_volume,4)))",trade_quote_volume,liquidity,Mean|Rank|Sub,4|96,derived_rolling,False,True,,expr-0cddb91ef362f1a2,skeleton-612ffe194eccb811,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::4|96,0,1,1,0,True,selected_diversity_capped
a7al2k_22eb2200c2b70b08,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Rank(Delta(trade_count,48))",trade_count,liquidity,Delta|Rank,48,derived_rolling,False,True,,expr-d4dc52f38101fa11,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48,0,1,1,0,True,selected_diversity_capped
a7al2k_09188b9a77611dba,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(ZScore(Delta(taker_buy_quote_volume,72)),Sign(Delta(mark_close,48)))",mark_close|taker_buy_quote_volume,liquidity|price,Delta|Mul|Sign|ZScore,48|72,derived_rolling,False,True,,expr-d254b495744eea25,skeleton-ff1eaff68680e766,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::48|72,0,2,2,0,True,selected_diversity_capped
a7al2k_0ec6a7c92c014d57,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"ZScore(Mean(Delta(kline_taker_buy_quote_share,336),48))",kline_taker_buy_quote_share,liquidity,Delta|Mean|ZScore,48|336,derived_rolling,False,True,,expr-b9cf65e31cd58503,skeleton-8136d338878cf964,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|336,0,1,1,0,True,selected_diversity_capped
a7al2k_10b9d737f183854f,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Abs(ZScore(Mean(taker_buy_quote_volume,4))),Abs(ZScore(Mean(taker_buy_quote_volume,336))))",taker_buy_quote_volume,liquidity,Abs|Mean|Sub|ZScore,4|336,derived_rolling,False,True,,expr-b88256e996489497,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::4|336,0,1,1,0,True,selected_diversity_capped
a7al2k_1ca905bcd3e3b119,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Abs(ZScore(Delta(taker_buy_quote_volume,336))),Rank(Mean(taker_buy_quote_volume,48)))",taker_buy_quote_volume,liquidity,Abs|Delta|Mean|Mul|Rank|ZScore,48|336,derived_rolling,False,True,,expr-47ffc112af73178d,skeleton-a81f167754c70eb9,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::48|336,0,1,1,0,True,selected_diversity_capped
a7al2k_126630f9b3348d90,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(Rank(Mean(taker_buy_quote_volume,48)),Neg(Rank(Delta(mark_close,4))))",mark_close|taker_buy_quote_volume,liquidity|price,Add|Delta|Mean|Neg|Rank,4|48,derived_rolling,False,True,,expr-3e29ef7f9f45e318,skeleton-82623fafdfe62074,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|48,0,2,2,0,True,selected_diversity_capped
a7al2k_06188102ca912109,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Add(ZScore(Delta(kline_taker_buy_quote_share,168)),Neg(ZScore(Mean(kline_taker_buy_quote_share,168))))",kline_taker_buy_quote_share,liquidity,Add|Delta|Mean|Neg|ZScore,168,derived_rolling,False,True,,expr-fba495508eaffcf8,skeleton-35edb41b49f7651a,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::168,0,1,1,0,True,selected_diversity_capped
a7al2k_05da82714df2f27d,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Mul(Rank(Mean(trade_count,4)),ZScore(Delta(mark_close,96)))",mark_close|trade_count,liquidity|price,Delta|Mean|Mul|Rank|ZScore,4|96,derived_rolling,False,True,,expr-8a63f45c3ec576b8,skeleton-ded8d0d5aade90e2,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity|price::4|96,0,2,2,0,True,selected_diversity_capped
a7al2k_10fc02db2718d9c1,J2_liquidity_lifecycle,derived_liquidity_lifecycle,"Sub(Abs(ZScore(Mean(trade_count,12))),Abs(ZScore(Mean(trade_count,336))))",trade_count,liquidity,Abs|Mean|Sub|ZScore,12|336,derived_rolling,False,True,,expr-57935e1fcf1711b9,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_liquidity_lifecycle::liquidity::12|336,0,1,1,0,True,selected_diversity_capped
