candidate_id,control_id,control_mode,matched_cell,matched_family,required_for_replay_preflight
a7al2k_030fef922a646233,a7al2k_030fef922a646233__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_030fef922a646233,a7al2k_030fef922a646233__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_030fef922a646233,a7al2k_030fef922a646233__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_030fef922a646233,a7al2k_030fef922a646233__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_20ca4eb634536f7a,a7al2k_20ca4eb634536f7a__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_025ac01b980a86cc,a7al2k_025ac01b980a86cc__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a2f531abe5d0a2d,a7al2k_0a2f531abe5d0a2d__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_007c5c23a4c6cd40,a7al2k_007c5c23a4c6cd40__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a247ec03472983b,a7al2k_0a247ec03472983b__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_044783ba1cbfd694,a7al2k_044783ba1cbfd694__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c908d17328f29c0,a7al2k_0c908d17328f29c0__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0069e96637457c4a,a7al2k_0069e96637457c4a__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_037e5d9984c6e2b0,a7al2k_037e5d9984c6e2b0__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01dfbbff3e3bd1d5,a7al2k_01dfbbff3e3bd1d5__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07dc2760e79701ad,a7al2k_07dc2760e79701ad__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08461415672de297,a7al2k_08461415672de297__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0421160ace132052,a7al2k_0421160ace132052__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_08eeb62b2c1048ee,a7al2k_08eeb62b2c1048ee__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0921de6d276f700b,a7al2k_0921de6d276f700b__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0467238a002efe8a,a7al2k_0467238a002efe8a__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b0ef3c5177371f,a7al2k_03b0ef3c5177371f__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0bf45eeec3469b59,a7al2k_0bf45eeec3469b59__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_085979bf8549d078,a7al2k_085979bf8549d078__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b82abeb278182f8,a7al2k_0b82abeb278182f8__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01fd39d5f1e98e05,a7al2k_01fd39d5f1e98e05__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b591e0132f649e,a7al2k_03b591e0132f649e__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06f4b47460a9d948,a7al2k_06f4b47460a9d948__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0a45b808a76789df,a7al2k_0a45b808a76789df__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b38ef791ee838d,a7al2k_06b38ef791ee838d__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_04665658b6f42dd6,a7al2k_04665658b6f42dd6__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_2d8de9d230cf6c23,a7al2k_2d8de9d230cf6c23__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00bcab30ba15045d,a7al2k_00bcab30ba15045d__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07f37817dba47a61,a7al2k_07f37817dba47a61__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_039ac200174128f5,a7al2k_039ac200174128f5__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07b2bcae65519188,a7al2k_07b2bcae65519188__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
