label_family,horizon_h,representative_rows,median_control_ratio,median_validation_spread,median_test_spread,median_recent_spread
L7_ranked_future_return,4,5,0.6716994597085293,0.0185042109361665,0.0240426598544373,0.028574420974347
L7_ranked_future_return,1,3,0.603110571917048,0.0149600437272409,0.0163892821190386,0.0176457392613175
