field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,control_ratio_premay_max,lag_ok,premay_all_positive,resolution,semantic_role,enforcement_status,promotion_decision
mark_index_basis_bps,basis_premium,mark_index_premium,raw_source,delta_24h,L0_raw_forward_return,1,0.7857862638470475,True,True,resolved,ordinary_signal_candidate,OK_ORDINARY_ALPHA,PROMOTE_ORDINARY_ALPHA_SEED
mark_index_basis_bps,basis_premium,mark_index_premium,raw_source,delta_24h,L1_cross_sectional_relative_return,1,0.7857862638470471,True,True,resolved,ordinary_signal_candidate,OK_ORDINARY_ALPHA,PROMOTE_ORDINARY_ALPHA_SEED
