blueprint_id,expression,a7input_queue,semantic_pair,motif,skeleton_key,production_key,row_count,label_family_count,horizon_count,dominant_decision,dominant_decision_share,median_control_ratio,min_control_ratio,median_positive_split_count,max_positive_split_count,max_recent_spread,max_cost5_recent,best_label_family,best_label_horizon_h,best_decision
a7ff24r_55434e3c45f77aed,"SafeDiv(Delta(premium_close_bps,12),Abs(trade_return_1h))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_136259b72205469f,prod_8e87c703a37cadc2,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,2.030642075742585,0.9997201062119764,1.5,3,0.022887912837144,0.021887912837144,L5_vol_adjusted,1,HOLD_CORE56_STALE_LAG_FRAGILE
a7ff24r_892545e2049b6eba,"SafeDiv(mark_index_basis_bps,Abs(Delta(trade_return_1h,12)))",interaction_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_233d14bbceb38e69,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.4525926780018406,1.0039388994057683,1.0,3,0.0221729469335259,0.0211729469335259,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_6550f4a63c432aa1,"Mul(realized_vol_24h,Delta(trade_return_1h,12))",interaction_alpha,price_like|volatility_like,mul,skel_f8484b844efd270f,prod_305d6ee451a09cc4,16,4,4,HOLD_CORE56_CONTROL_DOMINATED,0.4375,1.7031707814347998,0.9999358780475212,3.0,3,0.0218827505680792,0.0208827505680792,L5_vol_adjusted,4,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_c223ee324263786f,"SafeDiv(premium_close_bps,Abs(realized_vol_168h))",interaction_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,prod_86561cfc21421df6,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.443559158794422,1.0282748747327453,1.0,3,0.0214472425195878,0.0204472425195878,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_931e020ea7a720ae,"Mul(Delta(premium_close_bps,8),Sign(realized_vol_24h))",ordinary_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_20e424455c5db278,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.0466148846648498,1.0022527489918869,2.0,3,0.0210759608258856,0.0200759608258856,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_7eeaa9c128fa6743,"Delta(trade_return_1h,8)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_ebded46e0d4fb081,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.5625,3.044920593937428,1.0,2.0,3,0.0204091125711379,0.0194091125711379,L5_vol_adjusted,8,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_28c1f862a15e5d51,"SafeDiv(premium_close_bps,Abs(realized_vol_24h))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,prod_63bc51b389bc678f,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.5227972616356313,0.9941162921694192,1.0,3,0.0193260817434551,0.0183260817434551,L5_vol_adjusted,1,HOLD_CORE56_STALE_LAG_FRAGILE
a7ff24r_459673618ff9012b,"Sub(Delta(premium_close_bps,12),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_b1ec89a4d73284bc,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.5663895469174023,1.0,2.0,3,0.019167719593384,0.018167719593384,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_7b8607bc81201fb8,"Mul(Delta(premium_close_bps,12),Sign(realized_vol_168h))",ordinary_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_ec52c567bec899a6,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,2.2357103150099524,1.0073392463293735,1.5,3,0.0190070405165654,0.0180070405165654,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_869faa31d6dfbd84,"Mean(Mul(Delta(mark_index_basis_bps,2),realized_vol_24h),4)",interaction_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_1898ad696b8bd82f,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.643025647816731,1.0,1.0,3,0.0185765163325518,0.0175765163325518,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_4f5fad181e850eac,"Mul(realized_vol_168h,Sign(ZScore(Mean(trade_return_1h,2))))",ordinary_alpha,price_like|volatility_like,gated_sign,skel_c80f62c274b367a9,prod_985537387377ccad,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.625,1.1205365190731684,1.0,2.0,3,0.0184505520005229,0.0174505520005229,L5_vol_adjusted,8,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_809e5867ebe18c47,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,8))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_37db91ba8b5e0dfa,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.496769795723856,1.1288843852716937,0.5,3,0.0182382456283698,0.0172382456283698,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_b74c05b6f58309a0,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,12))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_421a06b03688067d,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.7521825446927144,0.9796781079016126,0.0,3,0.0181068436245958,0.0171068436245958,L5_vol_adjusted,1,HOLD_CORE56_STALE_LAG_FRAGILE
a7ff24r_60b14efa22cf7892,"Delta(trade_return_1h,12)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_13d4cdb746fbb1de,16,4,4,HOLD_CORE56_CONTROL_DOMINATED,0.5625,1.1814284413081402,1.0009271921533467,3.0,3,0.0177307189074518,0.0167307189074518,L5_vol_adjusted,4,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_14bb4d389b4b94f0,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",ordinary_alpha,basis_premium_like|basis_premium_like,sub,skel_97ea9710bb50e137,prod_5715bd27823c1613,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,2.1376960403438057,1.0,1.0,3,0.0173522159954395,0.0163522159954395,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_6163e52de2669daa,"SafeDiv(premium_close_bps,Abs(Mean(trade_return_1h,12)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_f329d21415865770,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.2812140929828697,1.0252279432657525,1.0,3,0.0158570153713033,0.0148570153713033,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_62921caa01dbd001,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(realized_vol_168h,12))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_f25dd6ce5450850a,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.842285433257726,1.11393971343655,0.0,3,0.0154121153303796,0.0144121153303796,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_11fa3c5fb7024604,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,4))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_77ff33d337c7267b,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.5003405570137684,1.0684339524610855,1.0,3,0.0148049919251386,0.0138049919251386,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_87748aaea3a33f95,"SafeDiv(premium_close_bps,Abs(Mean(trade_return_1h,4)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_b9fec36c7051b01f,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.314753580389684,1.0910755634776583,1.0,3,0.0143902668152708,0.0133902668152708,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_245bcd7f2daa1c4b,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,1)))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_fb5e11b2d7d85683,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.7040214337258075,1.1789624647495731,1.0,3,0.0140869104656541,0.0130869104656541,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_6ee58ad6bd22a0c8,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(realized_vol_168h,8))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_76d27af027b1891a,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.8041847085425733,1.0962589942894665,1.0,3,0.0132595720164493,0.0122595720164493,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_89f2b5ee0732b53d,"SafeDiv(premium_close_bps,Abs(trade_return_1h))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_d9d4f69744bac825,prod_d2587fbb8ac49b28,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.2498209051420748,1.0154961415716477,1.0,3,0.0128208231999728,0.0118208231999728,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_6ce726b8ca680a9f,"Mul(Delta(premium_close_bps,12),realized_vol_24h)",ordinary_alpha,basis_premium_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_91446afae28c0412,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.2265568460772458,0.9990403432545696,2.0,3,0.0119446712667845,0.0109446712667845,L5_vol_adjusted,1,HOLD_CORE56_STALE_LAG_FRAGILE
a7ff24r_11b45eb2efc95436,"SafeDiv(premium_close_bps,Abs(Delta(trade_return_1h,4)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_c7564376a83b54d4,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.6887168152658227,1.03902508275573,1.0,3,0.011494213893913,0.010494213893913,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_7d744fc000dfdcf5,"SafeDiv(premium_close_bps,Abs(Mean(trade_return_1h,8)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_3f94980ccdaf5e7a,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.3362959995910213,1.0331407390283094,1.0,3,0.0108053727446911,0.0098053727446911,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_9f5ad1ba0f787f3a,"Delta(trade_return_1h,168)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_9d530cad45296b5f,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.5625,1.001234196893947,1.000398263645466,2.0,3,0.0107294838291472,0.0097294838291472,L5_vol_adjusted,4,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_10ad944f30aeb343,"SafeDiv(premium_close_bps,Abs(Delta(trade_return_1h,2)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_c397eb09fa2f1a9d,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.4564467390328582,1.116854798292376,1.0,3,0.0100981426482014,0.0090981426482014,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_1dcae0e3eed3132f,"Sub(Delta(realized_vol_168h,4),trade_return_1h)",ordinary_alpha,price_like|volatility_like,sub,skel_0994b3a36a4d53ba,prod_79dfc08d69ff7430,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.625,1.0110725296025858,1.0,2.0,3,0.0091265687166223,0.0081265687166223,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_70759f8bb3140991,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,2))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_708c90da2600b51b,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.606239282194173,1.1288519209172443,1.0,3,0.0086982096441454,0.0076982096441454,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_c664fcaa61a714a7,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(realized_vol_168h,12))))",interaction_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_d71d2e39e176d72a,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,2.6390167164535594,1.2543623120306422,0.0,3,0.0083561402013852,0.0073561402013852,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_03cd39a6d935072c,"Sub(Delta(realized_vol_168h,2),trade_return_1h)",ordinary_alpha,price_like|volatility_like,sub,skel_0994b3a36a4d53ba,prod_827c1e751582c231,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.625,1.0,1.0,2.0,3,0.0081116135532085,0.0071116135532085,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_4d5b01aa819013af,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,8)))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_19fb403e8af8c2ae,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.5006783185711676,1.1195156241417743,1.0,3,0.0077558125411092,0.0067558125411092,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_0f7490654a6a7b63,"Mean(Mul(Delta(mark_index_basis_bps,12),realized_vol_168h),4)",ordinary_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_34ffa3942e1a2488,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.625,5.962425214698294,1.0,2.0,3,0.0076118392583402,0.0066118392583402,L5_vol_adjusted,8,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_10608d38dd469cef,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(realized_vol_168h,4))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_0c7a5faf1cedc438,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,2.0551154586560303,1.2196205067179815,0.0,3,0.0072273451261514,0.0062273451261514,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_86accfda9738361b,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(realized_vol_168h,2))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_99d790ecd4fc61e7,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,2.120951976009737,1.2241723257213075,0.0,3,0.0070977206216527,0.0060977206216527,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_990deb5022329468,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(realized_vol_168h,8))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_0c73e54a9f5d4885,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,2.673250688203316,1.2454774561622193,0.0,3,0.0070487221045604,0.0060487221045604,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_991da4c8efd5befa,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,4)))",interaction_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_61fc8fee6240162c,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.9375,1.4221284240916257,1.0974138309440915,1.0,3,0.0064604114065059,0.0054604114065059,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_563cb7e7f836889d,"Mean(Mul(Delta(mark_index_basis_bps,4),realized_vol_168h),4)",ordinary_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_7170ca606444519c,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.8221174378168992,1.0,1.0,3,0.0053757811043378,0.0043757811043378,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_8931a4d48577eac9,"Mean(Mul(Delta(mark_index_basis_bps,8),realized_vol_168h),4)",interaction_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_61bd5c408a9974ff,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,0.8125,1.901031378221617,1.0,2.0,3,0.0052991855580659,0.0042991855580659,L5_vol_adjusted,1,HOLD_CORE56_CONTROL_DOMINATED
a7ff24r_b6c425eb5d65f76a,"Mul(premium_close_bps,Mean(trade_return_1h,2))",ordinary_alpha,basis_premium_like|price_like,mul,skel_f8484b844efd270f,prod_5e8fc3151eb21a7e,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,7.094667751888574,1.8715411951650052,1.0,2,0.0767719546440182,0.0757719546440182,L5_vol_adjusted,24,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_b8f107bc73b71bc4,"Sub(CSRank(trade_high),CSRank(trade_volume))",ordinary_alpha,liquidity_like|volatility_like,spread_rank,skel_293cae94cfd91548,prod_dd73820905f67152,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,1.3682890676353487,1.1126252237001537,1.0,2,0.0398795515975304,0.0388795515975304,L5_vol_adjusted,24,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_ce8b14f4223a0409,"Mul(Sub(CSRank(trade_high),CSRank(trade_volume)),Sign(trade_volume))",ordinary_alpha,liquidity_like|volatility_like,signed_spread,skel_e001e287e8d9140a,prod_70da997fa1570ac8,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,1.7662527549968539,1.1098681570009723,1.0,2,0.0397993159791747,0.0387993159791747,L5_vol_adjusted,24,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_6851231817646ddc,"Mul(Mean(mark_index_basis_bps,4),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,mul,skel_0994b3a36a4d53ba,prod_819675e297b6320e,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,2.370643335572916,1.001940149660992,1.5,2,0.0381396456348964,0.0371396456348964,L5_vol_adjusted,24,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_8109a8c7568833d5,"Mul(Mean(mark_index_basis_bps,12),trade_return_1h)",interaction_alpha,basis_premium_like|price_like,mul,skel_0994b3a36a4d53ba,prod_f2ad23fb73587f25,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,2.3049023244514366,1.0034756811487064,1.5,2,0.0218050709405935,0.0208050709405935,L5_vol_adjusted,24,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_560d55755f939c3f,"ZScore(Mean(realized_vol_168h,168))",ordinary_alpha,volatility_like,single,skel_a311ee3fdacdeca2,prod_eecf6435c368be54,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,1.4190788875785074,1.0,1.0,2,0.0135552225603145,0.0125552225603145,L5_vol_adjusted,8,HOLD_CORE56_PREMAY_UNSTABLE
a7ff24r_2f65452feb520b77,"Delta(trade_return_1h,72)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_3be52db0e10959ae,16,4,4,HOLD_CORE56_PREMAY_UNSTABLE,1.0,1.822177088292738,1.0002202641618578,0.0,1,0.000836545550538,-0.0001634544494619,L5_vol_adjusted,1,HOLD_CORE56_PREMAY_UNSTABLE
