family_id,candidate_count,survivor_count,median_control_ratio,median_net_spread,dominant_failure
F1a_aggtrades_flow_microstructure,7,0,0.7473794226608086,-0.0001835656653333,direction_or_orientation_mismatch_with_control_clean_response
F1b_taker_flow_market_panel,6,1,2.529041176277511,-9.440003626375112e-05,control_dominated_bounded_replay
F2a_basis_funding_independent,8,0,2.548240629398616,-7.988652761721076e-05,control_dominated_bounded_replay
