second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,priority_wave,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,h2_repair_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L0_raw_forward_return,1,-1.0,1,False,18.938410383780703,-0.00014378399826571608,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,718,-0.00018018945656754175,-1.1525234218125113,-1.1525234218125113,-1.1525234218125113,0.4958217270194986,719,1.1852810865620882e-05,0.13051841523990154,0.13051841523990154,0.13051841523990154,0.5034770514603616,719,5.035868709074124e-05,0.4773665068550575,0.4773665068550575,0.4773665068550575,0.4951321279554937,719,-0.00032569841569409034,-2.450480896365367,-2.450480896365367,-2.450480896365367,0.45479833101529904,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L1_cross_sectional_relative_return,1,-1.0,1,False,18.938410383780653,-0.00014378399826571602,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,718,-0.00018018945656754184,-1.1525234218125116,-1.1525234218125116,-1.1525234218125116,0.4958217270194986,719,1.1852810865620916e-05,0.13051841523990193,0.13051841523990193,0.13051841523990193,0.5034770514603616,719,5.035868709074124e-05,0.4773665068550575,0.4773665068550575,0.4773665068550575,0.4951321279554937,719,-0.00032569841569409034,-2.450480896365367,-2.450480896365367,-2.450480896365367,0.45479833101529904,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L3_liquidity_tier_relative_return,1,-1.0,1,False,15.27527400139908,-9.964447808655893e-05,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,718,-0.000147021031717092,-1.0075202945229234,-1.0075202945229234,-1.0075202945229234,0.48746518105849584,719,1.5984220051251694e-05,0.18740705761544085,0.18740705761544085,0.18740705761544085,0.48956884561891517,719,3.5737874672725714e-05,0.35730122564451416,0.35730122564451416,0.35730122564451416,0.49235048678720444,719,-0.00032112919350353765,-2.491658892045559,-2.491658892045559,-2.491658892045559,0.4575799721835883,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L5_vol_adjusted_return,1,-1.0,1,False,184.89764076153293,-0.01657898468591865,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,718,-0.01673569100320348,-1.6571006493943028,-1.6571006493943028,-1.6571006493943028,0.49164345403899723,719,0.0017659018830020999,0.18656626690268283,0.18656626690268283,0.18656626690268283,0.48400556328233657,719,0.00014311461485125464,0.013121591012906183,0.013121591012906183,0.013121591012906183,0.49791376912378305,719,-0.04090679501171726,-2.968574283168559,-2.968574283168559,-2.968574283168559,0.4561891515994437,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L0_raw_forward_return,4,-1.0,2,False,4.50271686066609,-0.0001689370492289691,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,715,-0.000404628308673754,-1.2623347236337437,-0.8259744394436443,-1.0824061360189785,0.4825174825174825,716,2.214759492167117e-05,0.11679747299646893,0.12613844754281964,-0.815313602193569,0.5013966480446927,716,-0.00012793074646222602,-0.5712907998551232,-0.32545429242486557,-0.9947528298574495,0.473463687150838,716,-0.0001318155611152069,-0.48761618692415143,-0.6181199930405239,-1.1980283757157326,0.4818435754189944,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L1_cross_sectional_relative_return,4,-1.0,2,False,4.50271686066609,-0.00016893704922896923,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,715,-0.0004046283086737541,-1.262334723633744,-0.8259744394436446,-1.0824061360189783,0.4825174825174825,716,2.2147594921671147e-05,0.1167974729964688,0.12613844754281997,-0.8153136021935695,0.5013966480446927,716,-0.00012793074646222605,-0.5712907998551233,-0.32545429242486545,-0.9947528298574496,0.473463687150838,716,-0.0001318155611152069,-0.48761618692415143,-0.6181199930405239,-1.1980283757157328,0.4818435754189944,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L3_liquidity_tier_relative_return,4,-1.0,2,False,5.4406775769814715,-0.00019404824851972102,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,715,-0.00044832811143718544,-1.5226114229279064,-0.9744069503200721,-0.9912679426306612,0.45874125874125876,716,7.276167498216934e-05,0.41389647514463046,0.19618199685676857,-0.7350099733132521,0.505586592178771,716,-0.00010386485423913591,-0.5017141600933945,-0.2876380572465531,-0.4247222574642933,0.47067039106145253,716,-0.0001119727609226538,-0.4381934510914891,-0.3978680285187905,-1.8437841358930411,0.4650837988826816,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L5_vol_adjusted_return,4,-1.0,2,False,6.643341402624958,-0.012901886197160956,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,715,-0.020563137718191314,-0.9862590238266117,-0.4559169357772313,-1.0679451888234495,0.49230769230769234,716,0.000957707755443525,0.04854113043441258,0.16035536840904385,-1.0867837878432312,0.4664804469273743,716,-0.016255289879686694,-0.6447336663978717,-0.5414596610514031,-0.7993937439387455,0.4790502793296089,716,-0.012534275034658366,-0.42438726602709964,-0.6915219732989828,-0.7669396118894544,0.48044692737430167,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L0_raw_forward_return,8,-1.0,2,False,16.366919385016132,-0.0004065190425584681,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,711,-0.000628318666629668,-1.4937516601776823,-0.8264652299955895,-1.6307330143047183,0.4641350210970464,712,0.0001341389940610352,0.521099244611598,0.29921417332616884,-1.374132086897267,0.5140449438202247,712,-2.284214078521235e-05,-0.07411707578074173,0.23189702236409016,-1.2196810043504847,0.4859550561797753,712,-5.0830999326981896e-05,-0.1406544491015205,-0.08364964314937379,-1.055647275423437,0.48314606741573035,94.93333333333334,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,level,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_level,L1_cross_sectional_relative_return,8,-1.0,2,False,16.366919385016146,-0.00040651904255846797,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,711,-0.000628318666629668,-1.4937516601776823,-0.8264652299955892,-1.630733014304719,0.4641350210970464,712,0.00013413899406103516,0.5210992446115977,0.2992141733261685,-1.3741320868972662,0.5140449438202247,712,-2.284214078521235e-05,-0.07411707578074173,0.23189702236408993,-1.2196810043504849,0.4859550561797753,712,-5.0830999326981856e-05,-0.1406544491015204,-0.08364964314937379,-1.055647275423437,0.48314606741573035,94.93333333333334,
