candidate_id,queue_index,root_subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,semantic_bucket,motif_bucket,formula_gen_gate,gate_mode,gate_allowed,gate_reason,ordinary_alpha_allowed,ordinary_alpha_reject_reason,uses_raw_expression_construction,uses_may,authorizes_numeric,authorizes_replay,authorizes_search
a7ffcore5_d3dcfeaed9d617dd23,255,sg_51e26b0ef77334b0,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_0bdd1da071681996aa,256,sg_9f5daf538dc04719,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_14f2f5387b343188b0,257,sg_ce0d9428ad77062e,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8b4cf68eb62bafb470,258,sg_ce70ffac14cd47de,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(age_x_volatility)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9cec1e6c5e8a9aed63,259,sg_e682f84f78d9e4e5,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(age_x_volatility,8)))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_7e4b101e65cffbb0f8,260,sg_025348adf18c064f,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Delta(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_d8acd71a3e8d460648,261,sg_03f3ed0bc6c63989,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,24))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_91c3aed702cbcd9a39,262,sg_0c47f651f6c240f1,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(age_x_volatility,24)))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_be25f14d8486943119,263,sg_11d57ba5c72f582a,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(realized_vol_168h,8)))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_ed8b2cc1994c84e6f8,264,sg_1346213e7397e7cc,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(realized_vol_168h,8))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3b188beca787ca4eaa,265,sg_1a4e117a4a8524e0,"Mul(Delta(Delta(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_0ae06327f8a927812b,266,sg_1efe58bca8eb1e53,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,24))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9a00d5c09e2b78bcf3,267,sg_1fe0baebeff8dd1c,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(ZScore(Mean(trade_low,8)))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_d8366e9e4ea638fb4c,268,sg_2b8eeca5031c1650,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Mean(trade_low,4))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_6811a8ba3c54e1cb95,269,sg_3b39af326b42e78e,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(ZScore(Mean(trade_low,8)))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_1b0249a63c7eb51b4a,270,sg_440c0e533879b578,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(ZScore(Mean(trade_low,4)))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_5934a1fa07ac9807c1,271,sg_6e2e0f5812dc1a94,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(age_x_volatility)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_14759ff77dabeb2f21,272,sg_6f1471cf39fd1f85,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(realized_vol_168h,8))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_d1d5ae3a01806caa0e,273,sg_807c7489e9aeaa36,"Mul(Delta(Delta(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_694b7af2d12b30886d,274,sg_81a912b17919054f,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Delta(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3c890024a156d3409a,275,sg_85c6d20f841fc7a9,"Mul(Delta(Delta(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_348798e4296c247a44,276,sg_9d0c0be4c6227bd7,"Mul(Delta(Delta(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_4c8077f6b2e4512a99,277,sg_a05144bc64db7130,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(realized_vol_168h,4)))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b494bb7e321053769b,278,sg_a25488c917b8e191,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(realized_vol_168h,4))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_13842c1c1ffcfbd35f,279,sg_a26babae213a052a,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_fdf59fd2df557e292b,280,sg_ad1cac800e2786d5,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Mean(trade_low,8))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_fb4b75000c8bb39aa0,281,sg_b869f9861e7c886d,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Mean(trade_low,4))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9060e9392bf0747e07,282,sg_bd3a09a549541a0f,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(ZScore(Mean(trade_low,4)))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_477502b64833c6be9d,283,sg_d1b6555d86accfdd,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f595c6dfdefd982e11,284,sg_dd4ba97f4fbe6695,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(realized_vol_168h,4))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8bb6b24678ecba44c9,285,sg_e286c8bc46594f71,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Mean(trade_low,8))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e0aac1c1dd20c13e6d,286,sg_f2069a9ba6a7405f,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Mean(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_d14e32fd02faffae0e,287,sg_f758005367b23ff7,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(realized_vol_168h)))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9250297c1f6446516e,288,sg_fc874ce92d141037,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(age_x_volatility,8))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8029ed23d84c908df6,289,sg_0a46304d3e888d9b,"Mul(Delta(Delta(trade_count,8),24),Abs(ZScore(Delta(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_a860b4de209cc74679,290,sg_0ada63ec516e9433,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Delta(realized_vol_168h,4))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8be9506b501a6e461e,291,sg_161fab9d77a19c01,"Mul(Delta(Delta(trade_count,4),24),Abs(ZScore(Delta(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_69bfdff5caa28a9fe2,292,sg_1efa05e19347bab5,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(ZScore(Mean(trade_high,4)))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_6a0de4cdf04224f4d8,293,sg_2e48f808b81d3f4d,"Mul(Delta(Delta(trade_count,8),24),Abs(ZScore(ZScore(Mean(trade_low,8)))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_5304b8b6740d77cc18,294,sg_36f95ba0c05d2d38,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(realized_vol_168h,8))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_de3228d7e0cd1b9057,295,sg_3deaf71be30ed844,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Delta(trade_low,8))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_1102b41551d9060704,296,sg_3f81d4dd7bbeccd4,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(Mean(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_69e94f1d9fea40a82b,297,sg_431c6fa38c6013b2,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(ZScore(Mean(trade_high,4)))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_4a7afc360e1eed66c1,298,sg_4613723ef1bb26ff,"Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Mean(trade_low,24))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_925d8ea1c5c6ee479f,299,sg_48df1245c8289e26,"Mul(Delta(Delta(trade_count,24),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_59dbf146b23e462623,300,sg_78d6f5b9acd92892,open_interest_last,open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_86815dcd4d1b3aaf37,301,sg_84e9d513e91e0776,open_interest_mean,open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e3f73d36ad964e7cff,302,sg_5bee1092db44b6dc,"Mean(open_interest_mean,8)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e676edae1bf852b6ee,303,sg_9882c7f0f588c6a0,"Mean(open_interest_last,4)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8aa2e3e5eb6bca610c,304,sg_c2f22fb1b3ddcaed,"Mean(open_interest_mean,4)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_fd0732140fe41a3292,305,sg_d8873141d3a6c570,"Mean(open_interest_last,8)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_7ddcbec0b282962e12,306,sg_374035170a28e6c5,"Delta(open_interest_mean,4)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f6083e6233ac2be280,307,sg_384b8221a0d8163b,"Delta(open_interest_last,4)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3d81d9a5ae054ace1c,308,sg_677617067abd1520,"Delta(open_interest_mean,8)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_dcffcbb7734441fb8e,309,sg_92ac72023cd18b98,"Mean(open_interest_last,24)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_a0b3f829635a6f7914,310,sg_bac71b1837f08b7e,"Mean(open_interest_mean,24)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_ed22e1b9ec4f5d73b1,311,sg_baf96e112aecc3a1,"Delta(open_interest_last,8)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_a8001dcaf7a47947c8,312,sg_2243ba0624ad441f,"Delta(open_interest_mean,24)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_7b3f61a2d4de6da71c,313,sg_e198e96b1ffa8649,"Delta(open_interest_last,24)",open_interest_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like,delta_x_divergence,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
