subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,semantic_bucket,motif_bucket,raw_input_count,expr_len
sg_7be557932ea2f33b,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_872718ef58ec88fb,"Mul(Mean(taker_buy_quote_volume,8),Sign(Mean(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_8c0aa4b85e533e9b,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_a5177f0e69b5f9e5,"Mul(Mean(taker_buy_quote_volume,8),Sign(Delta(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_a5b56107d6819dec,"Mul(Mean(taker_buy_quote_volume,8),Sign(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_a960d1899cc23b31,"Mul(Mean(taker_buy_quote_volume,8),Sign(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_abdcbfe8e0655d68,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_ac360e23e7007661,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_b21ba3eac9ac82e8,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_high,4)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_b2554ad737f3fd5e,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(index_close,8))))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_b2fd3efc30e8f454,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(mark_close,24))))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_b92e33cb406a551c,"Mul(Delta(taker_buy_quote_volume,24),Sign(Mean(mark_high,4)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_c44179aafaced4d8,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(mark_low,24)))",mark_low;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_c9c38619007510b8,"Mul(Mean(taker_buy_quote_volume,4),Sign(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_d94a62b16fd985a3,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_ddac852686148a29,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_de05f22516398610,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_de944fa6969bc4a9,"Mul(Mean(taker_buy_quote_volume,4),Sign(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_e0054beab61c8c7c,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_e6af861adc81fcb2,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Sign(index_close))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_ede6a228d89089e0,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_high,4)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_f6387d59f7946765,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_f73e0502e7898d4c,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,61
sg_056ff012caf08ce0,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_0b8ac1b3bb52e7c1,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_15cf2df672b89a0a,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_25deb92a47e1d024,"Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,8)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_2a09a1bfba6220a8,"Mul(Delta(taker_buy_quote_volume,24),Sign(Delta(mark_high,4)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_2e6ad1d4d15ab541,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_32a1ba3caffeb842,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_3534dd27104de63b,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_3cfe55f0e306daa7,"Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_50279b379cf0a881,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_5c99d4ed7b118e0c,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_6b4984bf5c7c96f2,"Mul(Delta(taker_buy_quote_volume,24),Sign(Mean(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_6c7a94ceeaa31623,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_763a0b38b9ace4d6,"Mul(Mean(taker_buy_quote_volume,4),Sign(Mean(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_76ac5bf0037a33e2,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_7d67b894b7c7d558,"Mul(Delta(taker_buy_quote_volume,24),Sign(Mean(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_9361bada62c96f52,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_a24156f429a693a1,"Mul(Mean(taker_buy_quote_volume,8),Sign(Delta(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_a560619b7c114d67,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_ab8e8e63d3d7e8d0,"Mul(Delta(taker_buy_quote_volume,24),Sign(Delta(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_acfa808101753ce3,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_adafe8e6fe05da38,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_b1b733d04ca9e30a,"Mul(Mean(taker_buy_quote_volume,8),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_b332a366b42f9c1b,"Mul(Mean(taker_buy_quote_volume,8),Sign(Mean(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_b3c103bc6c15300c,"Mul(Mean(taker_buy_quote_volume,8),Sign(mark_index_basis_bps))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_b9d1f55e429738e1,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(index_close,24))))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_c4efddc235311748,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_d407447e39526142,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_e0815dddc1ddc33c,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_e4638369920f7511,"Mul(Mean(taker_buy_quote_volume,8),Sign(Delta(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_e833cfa6f9abc0bc,"Mul(Delta(taker_buy_quote_volume,24),Sign(Mean(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_ecfa0d2955faaca2,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Sign(index_close))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_ee855f29375afa5a,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(mark_close,4)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_f39d09424425291c,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_f67f3719aedc6c6e,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_f9635fd27fc5590d,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_ff3eb6b6d3e17eba,"Mul(Mean(taker_buy_quote_volume,4),Sign(mark_index_basis_bps))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,62
sg_113b3d21baf54397,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_1c220953b5604ea6,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_2306604e22ef60e4,"Mul(Delta(taker_buy_quote_volume,8),Sign(mark_index_basis_bps))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_23bd0fbd7151e1ff,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_2da977609e02d1f9,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_4822e46013fb3e49,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_51208b62421de402,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_51d2a12a4780b5fb,"Mul(taker_buy_quote_volume,Sign(Delta(mark_index_basis_bps,4)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_5e30664562cdc078,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_6091aa996493d780,"Mul(Delta(taker_buy_quote_volume,4),Sign(mark_index_basis_bps))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_7831abb4ef0b0091,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_9081adc5fba2c463,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_9dfb9fabe8541b41,"Mul(Delta(taker_buy_quote_volume,24),Sign(Delta(mark_high,24)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_9ebbcfeb13ba9c7f,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_a6fdbd6b8408c218,"Mul(Mean(taker_buy_quote_volume,4),Sign(Delta(index_close,24)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_b65c563d72b95e57,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_c2ddf495426b1e95,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_c4bcd7a6f81f43e6,"Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,24)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only,taker_flow_like|basis_premium_like,gated_sign,2,63
sg_10e69b6c27822d6d,"Mul(ZScore(taker_buy_quote_volume),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,64
sg_a879f6603debe2d4,"Mul(ZScore(taker_buy_quote_volume),Delta(open_interest_last,24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,64
sg_2ce4643295450afe,"Mul(ZScore(taker_buy_quote_volume),Delta(open_interest_value_mean,24))",open_interest_value_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,70
sg_c6e26410bc8503b4,"Mul(ZScore(taker_buy_quote_volume),Delta(open_interest_value_last,24))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,70
sg_0f96559eda70a4e1,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage;smooth_mul,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_26fc92303d7ee79d,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_280f8e8c5e16099c,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_last,8),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_2bb33a73afa1bd39,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(open_interest_last,24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage;smooth_mul,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_378b21cbdb4da239,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_mean,4),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_45bbdad3c176a4b1,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_mean,8),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_7af593fabd559b45,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_last,24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage;smooth_mul,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_aacf0074066d96d4,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage;smooth_mul,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,72
sg_08bc418028b5f398,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_last,8),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,73
sg_293db0fb9f4ae57d,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(open_interest_last,24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,73
sg_3511baf8a0038247,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_last,24),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,73
sg_4e3571ef76877a69,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage;smooth_mul,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,73
sg_897d623908c4ebbc,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(open_interest_last,24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,taker_flow_like|open_interest_like,flow_x_leverage,2,73
