replay_candidate_id,family_id,dataset,motif,operator,primary_field,partner_field,train_median_net_spread,train_median_control_ratio,oos_split_pass_count,oos_min_split_net_spread,oos_worst_control_ratio,failure_reason
a7ffcore33_016,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,TSRank,agg_large_notional_ratio_100k_plus,agg_price_range_bps,0.0027186920512692,0.3463884992785472,1,-0.0033947135794065,3.0853329674528878,oos_split_balance_fail
a7ffcore33_015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,agg_signed_aggressor_notional,mark_index_basis_bps,0.0023893069100227,0.8302648169642681,0,-0.0045683786723183,1.0338230528355086,oos_split_balance_fail
a7ffcore33_017,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,TSRank,agg_large_notional_ratio_100k_plus,premium_index_bps,0.0004440605671184,0.9721452228875234,0,-0.005380048696628,0.5482049430111858,oos_split_balance_fail
