authorizes_alpha_proof,authorizes_search,authorizes_shadow_paper_live,blockers,decision,executes_generation,executes_numeric_probe,executes_replay,executes_search,generated_at,hours_per_split,input_blueprint_count,label_response_rows,labels,materialized_activity_ok_count,missing_numeric_fields,non_l7_numeric_clue_rows,plan,portfolio_queue_count,queue_limit,queue_offset,queue_path,queue_total_rows,rank_label_diagnostic_clue_rows,selected_portfolio_queue_count,stage,uses_may,writes_control_detail,manifest_path,shard_id
False,False,False,[],PASS_A7LS29a7ls29_num_s000_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T18:55:32Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],964,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",352,512,0,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,335,24,A7LS-29-a7ls29_num_s000,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s000\a7ls29_a7ls29_num_s000_manifest.json,a7ls29_num_s000
False,False,False,[],PASS_A7LS29a7ls29_num_s001_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T11:51:30Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],1056,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",345,512,512,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,321,24,A7LS-29-a7ls29_num_s001,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s001\a7ls29_a7ls29_num_s001_manifest.json,a7ls29_num_s001
False,False,False,[],PASS_A7LS29a7ls29_num_s002_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T11:53:44Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],977,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",294,512,1024,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,256,24,A7LS-29-a7ls29_num_s002,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s002\a7ls29_a7ls29_num_s002_manifest.json,a7ls29_num_s002
False,False,False,[],PASS_A7LS29a7ls29_num_s003_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T12:22:18Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],268,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",131,512,1536,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,14,13,A7LS-29-a7ls29_num_s003,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s003\a7ls29_a7ls29_num_s003_manifest.json,a7ls29_num_s003
False,False,False,[],PASS_A7LS29a7ls29_num_s004_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T18:53:46Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],734,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",301,512,2048,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,142,30,A7LS-29-a7ls29_num_s004,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s004\a7ls29_a7ls29_num_s004_manifest.json,a7ls29_num_s004
False,False,False,[],PASS_A7LS29a7ls29_num_s005_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T12:20:48Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],690,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",301,512,2560,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,5,17,A7LS-29-a7ls29_num_s005,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s005\a7ls29_a7ls29_num_s005_manifest.json,a7ls29_num_s005
False,False,False,[],PASS_A7LS29a7ls29_num_s006_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T12:20:48Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],486,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",224,512,3072,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,4,17,A7LS-29-a7ls29_num_s006,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s006\a7ls29_a7ls29_num_s006_manifest.json,a7ls29_num_s006
False,False,False,[],PASS_A7LS29a7ls29_num_s007_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T19:42:33Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],1015,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",320,512,3584,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,698,35,A7LS-29-a7ls29_num_s007,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s007\a7ls29_a7ls29_num_s007_manifest.json,a7ls29_num_s007
False,False,False,[],PASS_A7LS29a7ls29_num_s008_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T19:41:20Z,2160,512,10240,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",512,[],965,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",417,512,4096,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,1340,24,A7LS-29-a7ls29_num_s008,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s008\a7ls29_a7ls29_num_s008_manifest.json,a7ls29_num_s008
False,False,False,[],PASS_A7LS29a7ls29_num_s009_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,False,True,False,False,2026-06-09T12:55:35Z,2160,512,10120,"['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return']",506,[],1338,"{'control_probe_cap': 256, 'controls': ['wrong_lag_future', 'wrong_lag_stale', 'time_shuffle', 'symbol_shuffle', 'sign_flip', 'same_family_placebo'], 'deep_audit_cap': 64, 'fast_numeric_probe_cap': 256, 'horizons': ['1h', '4h', '8h', '24h'], 'input_blueprint_source': 'runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_expanded_blueprint_pool.csv', 'labels': ['L0_raw_forward_return', 'L1_cross_sectional_relative_return', 'L3_liquidity_tier_relative_return', 'L5_vol_adjusted_return', 'L7_ranked_future_return_diagnostic_only'], 'materialize_cap': 384, 'portfolio_marginal_probe_cap': 128, 'promotion_blockers': ['L7-only cannot promote', 'control_ratio >= 1.0 blocks', 'single semantic_pair > 35pct blocks', 'single skeleton > 15pct blocks', 'numeric replay required before any search authorization'], 'required_outputs': ['a7ff8_materialization_metrics.csv', 'a7ff8_label_response_metrics.csv', 'a7ff8_control_dominance_metrics.csv', 'a7ff8_nonoverlap_stats.csv', 'a7ff8_portfolio_marginal_proxy.csv', 'a7ff8_decision_record.json'], 'selected_blueprints': 384, 'stage': 'A7FF-8', 'status': 'contract_only_not_executed'}",407,512,4608,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls29_productive_numeric_wave_20260609\a7ls29_productive_family_queue.csv,6144,1298,37,A7LS-29-a7ls29_num_s009,False,False,G:\AlphaFactory_CryptoData\company_pullback\a7ls29_productive_numeric_wave_20260610\unzipped\shards\a7ls29_num_s009\a7ls29_a7ls29_num_s009_manifest.json,a7ls29_num_s009
