queue_rank,second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,second_pass_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error,lag_bonus,non_l5_bonus,selection_score,queue_role
30,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,mark_trade_basis_bps,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,4,-1.0,3,True,0.8677228405642773,-0.0089669372280497,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,692,-0.0249779458069403,-1.2493686221435445,-0.6957256861957991,-1.8186755196885724,0.4927745664739884,716,-0.0325096915679898,-1.472957145699453,-0.8237851096554945,-1.3206643824422328,0.4804469273743016,716,-0.0754622206700608,-2.297628528366488,-1.1300594424265031,-2.147202581575152,0.4636871508379888,716,-0.0373657985824939,-1.0682433672798397,-0.4429147843904038,-1.889677508019224,0.473463687150838,95.46666666666668,,0.0,0.0,-0.8677228405642773,strict_candidate
31,H3_cross_family_bridge,trade_quote_volume,liquidity,mark_trade_basis_bps,basis_premium,zscore_168h,zscore_168h,Mul,core16he_H3_cross_family_bridge_trade_quote_volume_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.8815820511263992,-0.0272266310898828,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,696,-0.0266532725642106,-2.297529071720803,-2.297529071720803,-2.297529071720803,0.4525862068965517,719,-0.0493180678516279,-4.4380948261454725,-4.4380948261454725,-4.4380948261454725,0.3852573018080668,719,-0.0507582015698303,-3.2506029117539925,-3.2506029117539925,-3.2506029117539925,0.4269819193324061,719,-0.0277751087846699,-1.2925746227207724,-1.2925746227207724,-1.2925746227207724,0.4728789986091794,95.86666666666666,,0.0,0.0,-0.8815820511263992,strict_candidate
32,H3_cross_family_bridge,median_quote_volume_168h,liquidity,mark_trade_basis_bps,basis_premium,zscore_168h,zscore_168h,Mul,core16he_H3_cross_family_bridge_median_quote_volume_168h_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.908359673552983,-0.0227146404105084,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,696,-0.0264863111820664,-2.3569980472616394,-2.3569980472616394,-2.3569980472616394,0.4497126436781609,719,-0.036446302011919,-3.659913965057736,-3.659913965057736,-3.659913965057736,0.4367176634214186,719,-0.108150422929816,-7.71605967535427,-7.71605967535427,-7.71605967535427,0.3699582753824756,719,-0.0269502914034431,-1.490451266068637,-1.490451266068637,-1.490451266068637,0.4798331015299026,95.86666666666666,,0.0,0.0,-0.908359673552983,strict_candidate
33,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.2148228453109753,0.0003686291535871,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003892891891473,2.439532840056939,2.439532840056939,2.439532840056939,0.5488505747126436,719,0.0006396016884376,6.630589573828502,6.630589573828502,6.630589573828502,0.655076495132128,719,0.0009136336537374,7.437279213057778,7.437279213057778,7.437279213057778,0.6564673157162726,719,0.0010924472248084,4.404728841306352,4.404728841306352,4.404728841306352,0.5841446453407511,95.86666666666666,,1.0,1.0,14.785177154689025,strict_candidate
34,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.2606169610840458,0.0004222197241998,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003610947822915,2.177904714246765,2.177904714246765,2.177904714246765,0.5502873563218391,719,0.0006374146373702,6.274175578572887,6.274175578572887,6.274175578572887,0.6244784422809457,719,0.0009155807855304,7.18163501148686,7.18163501148686,7.18163501148686,0.650904033379694,719,0.0010815063843047,4.292298286535271,4.292298286535271,4.292298286535271,0.5869262865090403,95.86666666666666,,1.0,1.0,14.739383038915955,strict_candidate
35,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.2606169610840459,0.0004222197241998,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003610947822915,2.177904714246765,2.177904714246765,2.177904714246765,0.5502873563218391,719,0.0006374146373702,6.274175578572887,6.274175578572887,6.274175578572887,0.6244784422809457,719,0.0009155807855304,7.181635011486858,7.181635011486858,7.181635011486858,0.650904033379694,719,0.0010815063843047,4.292298286535271,4.292298286535271,4.292298286535271,0.5869262865090403,95.86666666666666,,1.0,1.0,14.739383038915953,strict_candidate
36,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.3269683184075866,0.0006473664511918,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004446149588701,2.837649384730748,2.837649384730748,2.837649384730748,0.5359195402298851,719,0.0005829955865432,6.021321425940205,6.021321425940205,6.021321425940205,0.6356050069541029,719,0.0010061455799847,7.465589196135811,7.465589196135811,7.465589196135811,0.6648122392211405,719,0.0012241783329274,4.763571340436638,4.763571340436638,4.763571340436638,0.6036161335187761,95.86666666666666,,1.0,1.0,14.673031681592413,strict_candidate
37,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.3655987238959564,0.0006956361897136,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004077140159191,2.442296445103153,2.442296445103153,2.442296445103153,0.5502873563218391,719,0.0005826010957721,5.693975593955489,5.693975593955489,5.693975593955489,0.6244784422809457,719,0.0010157388727047,7.203333252688791,7.203333252688791,7.203333252688791,0.6411682892906815,719,0.0012153181524548,4.625180965800575,4.625180965800575,4.625180965800575,0.5897079276773296,95.86666666666666,,1.0,1.0,14.634401276104043,strict_candidate
38,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.3655987238959565,0.0006956361897136,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004077140159191,2.442296445103153,2.442296445103153,2.442296445103153,0.5502873563218391,719,0.0005826010957721,5.693975593955488,5.693975593955488,5.693975593955488,0.6244784422809457,719,0.0010157388727047,7.203333252688791,7.203333252688791,7.203333252688791,0.6411682892906815,719,0.0012153181524548,4.625180965800575,4.625180965800575,4.625180965800575,0.5897079276773296,95.86666666666666,,1.0,1.0,14.634401276104043,strict_candidate
39,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.380191888447061,0.0006460893329111,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004243436807945,2.524893768010876,2.524893768010876,2.524893768010876,0.5445402298850575,719,0.0005507728251268,5.209041319200995,5.209041319200995,5.209041319200995,0.5994436717663422,719,0.0009457424014543,6.727520062883703,6.727520062883703,6.727520062883703,0.6369958275382476,719,0.0011489400861593,4.551676461137879,4.551676461137879,4.551676461137879,0.5980528511821975,95.86666666666666,,1.0,1.0,14.619808111552938,strict_candidate
40,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.380191888447061,0.0006460893329111,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004243436807945,2.5248937680108767,2.5248937680108767,2.5248937680108767,0.5445402298850575,719,0.0005507728251268,5.209041319200995,5.209041319200995,5.209041319200995,0.5994436717663422,719,0.0009457424014543,6.727520062883703,6.727520062883703,6.727520062883703,0.6369958275382476,719,0.0011489400861593,4.551676461137879,4.551676461137879,4.551676461137879,0.5980528511821975,95.86666666666666,,1.0,1.0,14.619808111552938,strict_candidate
41,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.4161094901398381,0.0005951486960059,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0004449545423416,2.8129872083818097,2.8129872083818097,2.8129872083818097,0.5474137931034483,719,0.0005528202212511,5.496974748773896,5.496974748773896,5.496974748773896,0.6133518776077886,719,0.0009432736456377,7.035520445653911,7.035520445653911,7.035520445653911,0.6578581363004172,719,0.0011515334460456,4.636941769866477,4.636941769866477,4.636941769866477,0.5924895688456189,95.86666666666666,,1.0,1.0,14.583890509860161,strict_candidate
42,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.4599116547391887,0.0003667278471187,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003992157424515,2.4862648549076782,2.4862648549076782,2.4862648549076782,0.5502873563218391,719,0.0002973614094681,3.125980511035031,3.125980511035031,3.125980511035031,0.5563282336578581,719,0.000730700697225,6.03961781591443,6.03961781591443,6.03961781591443,0.6147426981919333,719,0.0009006651033781,4.155607759629943,4.155607759629943,4.155607759629943,0.5799721835883171,95.86666666666666,,1.0,1.0,14.540088345260811,strict_candidate
43,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.4702035102284908,0.0003777075957819,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003591224043301,2.012841690353855,2.012841690353855,2.012841690353855,0.5402298850574713,719,0.0003073778918271,3.144717308342009,3.144717308342009,3.144717308342009,0.5507649513212796,719,0.0007119266184538,5.568699663688875,5.568699663688875,5.568699663688875,0.6050069541029207,719,0.0008193890119738,3.613484683405933,3.613484683405933,3.613484683405933,0.564673157162726,95.86666666666666,,1.0,1.0,14.52979648977151,strict_candidate
44,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.470203510228491,0.0003777075957819,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0003591224043301,2.0128416903538544,2.0128416903538544,2.0128416903538544,0.5402298850574713,719,0.0003073778918271,3.144717308342009,3.144717308342009,3.144717308342009,0.5507649513212796,719,0.0007119266184538,5.568699663688874,5.568699663688874,5.568699663688874,0.6050069541029207,719,0.0008193890119738,3.613484683405933,3.613484683405933,3.613484683405933,0.564673157162726,95.86666666666666,,1.0,1.0,14.52979648977151,strict_candidate
45,H1_I5_deconcentration,liquidity_rank_active_universe,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.505481480508812,0.0002565677563402,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0003669142930989,-2.017379213616598,-2.017379213616598,-2.017379213616598,0.4655797101449275,719,-0.0005367214453298,-5.268545263218139,-5.268545263218139,-5.268545263218139,0.3991655076495132,719,-0.0007454065061923,-6.12820504197478,-6.12820504197478,-6.12820504197478,0.3894297635605007,719,-0.0008119965953331,-2.986335460084448,-2.986335460084448,-2.986335460084448,0.4394993045897079,95.86666666666666,,1.0,1.0,14.494518519491187,strict_candidate
46,H1_I5_deconcentration,liquidity_rank_active_universe,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L0_raw_forward_return,1,-1.0,3,True,0.5131929153206655,0.0002600583750472,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0003587450048699,-1.8245128165244069,-1.8245128165244069,-1.8245128165244069,0.4583333333333333,719,-0.0005369877924529,-5.094084801872624,-5.094084801872624,-5.094084801872624,0.411682892906815,719,-0.0007803247530287,-5.961937132210359,-5.961937132210359,-5.961937132210359,0.3699582753824756,719,-0.0008534946339759,-3.053156487706048,-3.053156487706048,-3.053156487706048,0.4394993045897079,95.86666666666666,,1.0,1.0,14.486807084679334,strict_candidate
47,H1_I5_deconcentration,liquidity_rank_active_universe,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L1_cross_sectional_relative_return,1,-1.0,3,True,0.5131929153206655,0.0002600583750472,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0003587450048699,-1.824512816524408,-1.824512816524408,-1.824512816524408,0.4583333333333333,719,-0.0005369877924529,-5.094084801872627,-5.094084801872627,-5.094084801872627,0.411682892906815,719,-0.0007803247530287,-5.961937132210358,-5.961937132210358,-5.961937132210358,0.3699582753824756,719,-0.0008534946339759,-3.053156487706048,-3.053156487706048,-3.053156487706048,0.4394993045897079,95.86666666666666,,1.0,1.0,14.486807084679334,strict_candidate
48,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.5350854398226623,0.0004019432702393,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0005717248792869,3.425374943366777,3.425374943366777,3.425374943366777,0.5833333333333334,719,0.0004121276461628,3.882324144682193,3.882324144682193,3.882324144682193,0.5841446453407511,719,0.0006660208213741,4.590836159843895,4.590836159843895,4.590836159843895,0.6175243393602226,719,0.0011227609492692,4.642608457194566,4.642608457194566,4.642608457194566,0.60778859527121,95.86666666666666,,1.0,1.0,14.464914560177338,strict_candidate
49,H1_I5_deconcentration,median_quote_volume_168h,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Sub,core16he_H1_I5_deconcentration_median_quote_volume_168h_tsrank_168h_Sub_mark_index_basis_bps_zscore_168h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.5387374872203414,0.0004302667413751,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,0.000429219791086,2.524405043034863,2.524405043034863,2.524405043034863,0.5688405797101449,719,0.0005684731670099,5.642087246795294,5.642087246795294,5.642087246795294,0.6216968011126565,719,0.000953455986085,7.772769303873645,7.772769303873645,7.772769303873645,0.674547983310153,719,0.0007898577678422,3.134974563659859,3.134974563659859,3.134974563659859,0.5771905424200278,95.86666666666666,,1.0,1.0,14.461262512779658,strict_candidate
50,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,trade_return_1h,price_return,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.5511205587988399,0.0007491259835352,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.00082225428684,3.331977133577197,3.331977133577197,3.331977133577197,0.5804597701149425,719,0.0002246430475602,1.3366181280242904,1.3366181280242904,1.3366181280242904,0.5702364394993046,719,0.0006320239862035,3.3827107503832514,3.3827107503832514,3.3827107503832514,0.6050069541029207,719,0.0010120437386182,3.024166314696345,3.024166314696345,3.024166314696345,0.6216968011126565,95.86666666666666,,1.0,1.0,14.44887944120116,strict_candidate
51,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,trade_return_1h,price_return,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.5511205587988401,0.0007491259835352,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.00082225428684,3.331977133577197,3.331977133577197,3.331977133577197,0.5804597701149425,719,0.0002246430475602,1.3366181280242904,1.3366181280242904,1.3366181280242904,0.5702364394993046,719,0.0006320239862035,3.3827107503832514,3.3827107503832514,3.3827107503832514,0.6050069541029207,719,0.0010120437386182,3.024166314696344,3.024166314696344,3.024166314696344,0.6216968011126565,95.86666666666666,,1.0,1.0,14.44887944120116,strict_candidate
52,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.5553186909556819,0.0004472601755858,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0005684592785912,3.201919140543966,3.201919140543966,3.201919140543966,0.5574712643678161,719,0.0004209103966947,3.736884704278908,3.736884704278908,3.736884704278908,0.5785813630041725,719,0.0006661917817227,4.496875815262529,4.496875815262529,4.496875815262529,0.6147426981919333,719,0.0011617768793817,4.685075814626013,4.685075814626013,4.685075814626013,0.60778859527121,95.86666666666666,,1.0,1.0,14.444681309044318,strict_candidate
53,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.555318690955682,0.0004472601755858,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0005684592785912,3.201919140543965,3.201919140543965,3.201919140543965,0.5574712643678161,719,0.0004209103966947,3.736884704278907,3.736884704278907,3.736884704278907,0.5785813630041725,719,0.0006661917817227,4.496875815262528,4.496875815262528,4.496875815262528,0.6147426981919333,719,0.0011617768793817,4.685075814626014,4.685075814626014,4.685075814626014,0.60778859527121,95.86666666666666,,1.0,1.0,14.444681309044318,strict_candidate
54,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,trade_return_1h,price_return,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.5572324529857349,0.0006468741427702,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0008391010753042,3.844133216618051,3.844133216618051,3.844133216618051,0.603448275862069,719,0.0002468284953961,1.545745957165039,1.545745957165039,1.545745957165039,0.5702364394993046,719,0.0006459773374613,3.656286416899244,3.656286416899244,3.656286416899244,0.5994436717663422,719,0.0009401650635839,2.990646364214131,2.990646364214131,2.990646364214131,0.6119610570236439,95.86666666666666,,1.0,1.0,14.442767547014265,strict_candidate
55,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L0_raw_forward_return,1,1.0,3,True,0.5617584536333404,0.0004908178262368,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0006353745520183,3.4890860663541843,3.4890860663541843,3.4890860663541843,0.5747126436781609,719,0.0003815420210712,3.3168901986695176,3.3168901986695176,3.3168901986695176,0.588317107093185,719,0.0007052210467475,4.837215990570194,4.837215990570194,4.837215990570194,0.6133518776077886,719,0.0011182363601561,4.43167175461328,4.43167175461328,4.43167175461328,0.6008344923504868,95.86666666666666,,1.0,1.0,14.43824154636666,strict_candidate
56,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L1_cross_sectional_relative_return,1,1.0,3,True,0.5617584536333405,0.0004908178262368,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0006353745520183,3.4890860663541856,3.4890860663541856,3.4890860663541856,0.5747126436781609,719,0.0003815420210712,3.3168901986695176,3.3168901986695176,3.3168901986695176,0.588317107093185,719,0.0007052210467475,4.837215990570194,4.837215990570194,4.837215990570194,0.6133518776077886,719,0.0011182363601561,4.43167175461328,4.43167175461328,4.43167175461328,0.6008344923504868,95.86666666666666,,1.0,1.0,14.43824154636666,strict_candidate
57,H0_I3_deconcentration,global_long_short_account_ratio_last,positioning,mark_index_basis_bps,basis_premium,zscore_168h,zscore_72h,Sub,core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.5766645037091886,0.0004520731040705,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0006236046766758,3.782269212903966,3.782269212903966,3.782269212903966,0.5689655172413793,719,0.0003878512016458,3.5410673481287462,3.5410673481287462,3.5410673481287462,0.5966620305980529,719,0.0007045365458055,5.008309514540311,5.008309514540311,5.008309514540311,0.6397774687065368,719,0.0011130150798832,4.541131864673354,4.541131864673354,4.541131864673354,0.6050069541029207,95.86666666666666,,1.0,1.0,14.423335496290811,strict_candidate
58,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,premium_close_bps,basis_premium,spread_short_long,shock_24h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_premium_close_bps_shock_24h,L0_raw_forward_return,1,1.0,3,True,0.5976712429010611,0.0005796174626589,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,672,0.0004371049129568,2.7204198372637123,2.7204198372637123,2.7204198372637123,0.5625,719,9.1351430301115e-05,0.8880861377871199,0.8880861377871199,0.8880861377871199,0.5187760778859527,719,0.000348164903661,2.7176252109240355,2.7176252109240355,2.7176252109240355,0.5674547983310153,719,0.0006964617881649,2.680487931683092,2.680487931683092,2.680487931683092,0.5368567454798331,95.86666666666666,,1.0,1.0,14.402328757098939,strict_candidate
59,H0_I3_deconcentration,top_long_short_position_ratio_last,positioning,premium_close_bps,basis_premium,spread_short_long,shock_24h,Sub,core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_premium_close_bps_shock_24h,L1_cross_sectional_relative_return,1,1.0,3,True,0.5976712429010617,0.0005796174626589,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,672,0.0004371049129568,2.7204198372637127,2.7204198372637127,2.7204198372637127,0.5625,719,9.135143030111496e-05,0.8880861377871196,0.8880861377871196,0.8880861377871196,0.5187760778859527,719,0.000348164903661,2.7176252109240355,2.7176252109240355,2.7176252109240355,0.5674547983310153,719,0.0006964617881649,2.680487931683092,2.680487931683092,2.680487931683092,0.5368567454798331,95.86666666666666,,1.0,1.0,14.402328757098939,strict_candidate
60,H0_I3_deconcentration,top_long_short_account_ratio_last,positioning,trade_return_1h,price_return,spread_short_long,zscore_72h,Sub,core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h,L3_liquidity_tier_relative_return,1,1.0,3,True,0.5995249267247645,0.0006848244457668,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,696,0.0009890226968307,4.620749153565057,4.620749153565057,4.620749153565057,0.6235632183908046,719,0.0002276427559862,1.4380857539545655,1.4380857539545655,1.4380857539545655,0.5716272600834492,719,0.0005776068727096,3.2820349252611565,3.2820349252611565,3.2820349252611565,0.5910987482614742,719,0.0010010911910468,3.1200892509451625,3.1200892509451625,3.1200892509451625,0.6119610570236439,95.86666666666666,,1.0,1.0,14.400475073275235,strict_candidate
