queue_rank,second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,second_pass_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error,lag_bonus,non_l5_bonus,selection_score,queue_role
11,H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_4h,delta_4h,Mul,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_Mul_median_quote_volume_168h_delta_4h,L0_raw_forward_return,1,-1.0,3,True,1.0114124588254487,0.0018906910203459,True,False,True,A7FFCORE16HE_NEAR_MISS_CONTROL_MARGIN,8,-0.0020907021662676,-0.7101694506353857,-0.7101694506353857,-0.7101694506353857,0.5,26,-0.0003348210587137,-0.8357082744299881,-0.8357082744299881,-0.8357082744299881,0.5,39,-0.000302115980904,-0.697462630293945,-0.697462630293945,-0.697462630293945,0.4871794871794871,3,-0.0008310860178971,-0.6058223193136411,-0.6058223193136411,-0.6058223193136411,0.3333333333333333,95.86666666666666,,,,,forensic_near_miss_not_alpha_seed
12,H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_4h,delta_4h,Mul,core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_Mul_median_quote_volume_168h_delta_4h,L5_vol_adjusted_return,1,-1.0,3,True,1.0208243877347547,0.1096231692939129,True,False,True,A7FFCORE16HE_NEAR_MISS_CONTROL_MARGIN,8,-0.0705738561163623,-0.6767765598377563,-0.6767765598377563,-0.6767765598377563,0.375,26,-0.0440729708531754,-1.0294795369174543,-1.0294795369174543,-1.0294795369174543,0.4615384615384615,39,-0.0312601314268617,-0.6795452366300302,-0.6795452366300302,-0.6795452366300302,0.5128205128205128,3,-0.1688854737217904,-2.580313986037521,-2.580313986037521,-2.580313986037521,0.0,95.86666666666666,,,,,forensic_near_miss_not_alpha_seed
13,H3_cross_family_bridge,top_long_short_position_ratio_last,positioning,open_interest_value_last,open_interest,spread_short_long,zscore_168h,SafeDiv,core16he_H3_cross_family_bridge_top_long_short_position_ratio_last_spread_short_long_SafeDiv_open_interest_value_last_zscore_168h,L0_raw_forward_return,24,1.0,3,True,0.6974625475030997,0.0035480483693524,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,672,0.0013894346164043,2.255462677914515,0.4358039312539751,-2.094355040391492,0.5119047619047619,696,0.0009832696729154,2.5979918518542924,0.4271070631252521,-0.2013734427809845,0.5459770114942529,696,0.0019348645023085,3.362515220935911,0.8002065957906074,-0.5910820906486409,0.5574712643678161,696,0.003652073582074,5.136829717675303,1.0925125255408743,-0.3452562073261581,0.5675287356321839,92.8,,1.0,1.0,14.3025374524969,strict_candidate
14,H3_cross_family_bridge,top_long_short_position_ratio_last,positioning,open_interest_value_last,open_interest,spread_short_long,zscore_168h,SafeDiv,core16he_H3_cross_family_bridge_top_long_short_position_ratio_last_spread_short_long_SafeDiv_open_interest_value_last_zscore_168h,L1_cross_sectional_relative_return,24,1.0,3,True,0.6974625475030999,0.0035480483693524,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,672,0.0013894346164043,2.2554626779145144,0.4358039312539752,-2.094355040391493,0.5119047619047619,696,0.0009832696729154,2.597991851854292,0.427107063125252,-0.2013734427809851,0.5459770114942529,696,0.0019348645023085,3.36251522093591,0.8002065957906077,-0.5910820906486408,0.5574712643678161,696,0.003652073582074,5.136829717675303,1.0925125255408743,-0.3452562073261586,0.5675287356321839,92.8,,1.0,1.0,14.3025374524969,strict_candidate
15,H3_cross_family_bridge,top_long_short_position_ratio_last,positioning,open_interest_value_last,open_interest,spread_short_long,zscore_168h,SafeDiv,core16he_H3_cross_family_bridge_top_long_short_position_ratio_last_spread_short_long_SafeDiv_open_interest_value_last_zscore_168h,L3_liquidity_tier_relative_return,24,1.0,3,True,0.7057943697854729,0.0024646222058365,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,672,0.001965379333589,3.277252091269768,0.7623154451276084,-1.6304395335688162,0.5431547619047619,696,0.0012222794740706,3.368878972083809,0.5754823810286,-0.090443853980127,0.5431034482758621,696,0.0024747339939918,4.6157761457000905,1.1437027660834556,-0.3841543580635848,0.5646551724137931,696,0.0025139797286471,3.641317217675059,0.6883623836363432,-0.6150783812670175,0.5488505747126436,92.8,,1.0,1.0,14.294205630214528,strict_candidate
16,H3_cross_family_bridge,taker_buy_sell_volume_ratio_last,taker_flow,mark_trade_basis_bps,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.7596278166348326,9.477115679001078e-05,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,-0.0001929704006277,-1.5077674065376852,-1.5077674065376852,-1.5077674065376852,0.4762589928057554,719,-0.0001693537303932,-1.8831363993632264,-1.8831363993632264,-1.8831363993632264,0.474269819193324,719,-0.0002724916893288,-2.197323753123884,-2.197323753123884,-2.197323753123884,0.4464534075104311,719,-0.0002992600033998,-1.5711188094193078,-1.5711188094193078,-1.5711188094193078,0.4575799721835883,95.86666666666666,,1.0,1.0,14.240372183365167,strict_candidate
17,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L3_liquidity_tier_relative_return,8,1.0,3,True,0.7724834718015949,0.0028895243828515,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,688,0.0009006267202499,1.9520068214226127,0.618628915494909,-0.1473207152732586,0.5174418604651163,712,0.000323660485794,1.075523978757492,0.4021547741851504,-0.0472009951768369,0.5168539325842697,712,0.0012991645059895,3.533709772982528,1.1003431642316244,0.6682674710961677,0.5449438202247191,712,0.0029186249711756,4.516601790837409,1.6265959318587844,1.1516940465873928,0.5182584269662921,94.93333333333334,,1.0,1.0,14.227516528198406,strict_candidate
18,H3_cross_family_bridge,taker_buy_sell_volume_ratio_last,taker_flow,mark_trade_basis_bps,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h,L0_raw_forward_return,1,-1.0,3,True,0.8025590136193692,9.369809431652658e-05,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,-0.0001985823903266,-1.4539181964544674,-1.4539181964544674,-1.4539181964544674,0.4776978417266187,719,-0.0001770176984428,-1.9344110546280875,-1.9344110546280875,-1.9344110546280875,0.4840055632823365,719,-0.0002850429015696,-2.2376716717047422,-2.2376716717047422,-2.2376716717047422,0.4422809457579972,719,-0.0003312172787465,-1.7116875627562895,-1.7116875627562895,-1.7116875627562895,0.454798331015299,95.86666666666666,,1.0,1.0,14.19744098638063,strict_candidate
19,H3_cross_family_bridge,taker_buy_sell_volume_ratio_last,taker_flow,mark_trade_basis_bps,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h,L1_cross_sectional_relative_return,1,-1.0,3,True,0.8025590136193692,9.369809431652662e-05,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,-0.0001985823903266,-1.4539181964544672,-1.4539181964544672,-1.4539181964544672,0.4776978417266187,719,-0.0001770176984428,-1.9344110546280875,-1.9344110546280875,-1.9344110546280875,0.4840055632823365,719,-0.0002850429015696,-2.2376716717047427,-2.2376716717047427,-2.2376716717047427,0.4422809457579972,719,-0.0003312172787465,-1.7116875627562889,-1.7116875627562889,-1.7116875627562889,0.454798331015299,95.86666666666666,,1.0,1.0,14.19744098638063,strict_candidate
20,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L0_raw_forward_return,8,1.0,3,True,0.8065148925193107,0.0028250887487168,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,688,0.0010421141113044,2.174325830789301,0.6789548406564463,-0.0875176091005132,0.5159883720930233,712,0.0003884155548251,1.2644165882001697,0.4833600763716394,0.0098199172530781,0.5210674157303371,712,0.0014839827369843,3.780998600285714,1.2366585675191404,0.803894300228436,0.5617977528089888,712,0.0028728226909097,4.062804511043434,1.467527175889633,1.032090652492654,0.4985955056179775,94.93333333333334,,1.0,1.0,14.19348510748069,strict_candidate
21,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L1_cross_sectional_relative_return,8,1.0,3,True,0.8065148925193107,0.0028250887487168,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,688,0.0010421141113044,2.174325830789302,0.6789548406564465,-0.0875176091005126,0.5159883720930233,712,0.0003884155548251,1.2644165882001706,0.4833600763716398,0.0098199172530778,0.5210674157303371,712,0.0014839827369843,3.780998600285714,1.2366585675191404,0.8038943002284364,0.5617977528089888,712,0.0028728226909097,4.062804511043433,1.467527175889633,1.032090652492654,0.4985955056179775,94.93333333333334,,1.0,1.0,14.19348510748069,strict_candidate
22,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L0_raw_forward_return,4,1.0,3,True,0.8964218718927963,0.0013934023515213,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,692,0.0003654941275237,1.054937749740819,0.3987149943098924,0.1994048657481496,0.5130057803468208,716,0.0002991065281759,1.375154007751514,0.6572429873241984,0.4133917696220742,0.5139664804469274,716,0.0007644386464816,2.5603183619533283,1.2660983561354584,1.0036059632658794,0.5363128491620112,716,0.0014615354346623,2.944645069051876,1.4466173068354025,0.8956994308469889,0.5097765363128491,95.46666666666668,,1.0,1.0,14.103578128107204,strict_candidate
23,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L1_cross_sectional_relative_return,4,1.0,3,True,0.8964218718927964,0.0013934023515213,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,692,0.0003654941275237,1.0549377497408194,0.3987149943098924,0.1994048657481498,0.5130057803468208,716,0.0002991065281759,1.3751540077515132,0.6572429873241984,0.413391769622074,0.5139664804469274,716,0.0007644386464816,2.560318361953327,1.2660983561354584,1.0036059632658791,0.5363128491620112,716,0.0014615354346623,2.944645069051876,1.4466173068354025,0.8956994308469891,0.5097765363128491,95.46666666666668,,1.0,1.0,14.103578128107204,strict_candidate
24,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L1_cross_sectional_relative_return,1,1.0,3,True,0.9650525138376392,0.0003374610438534,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,7.847477546891621e-05,0.441048558024062,0.441048558024062,0.441048558024062,0.479136690647482,719,8.083680026305181e-05,0.725344254017116,0.725344254017116,0.725344254017116,0.5243393602225312,719,0.0002119384810678,1.4318002026274357,1.4318002026274357,1.4318002026274357,0.5285118219749653,719,0.0003766126662812,1.4837036150719916,1.4837036150719916,1.4837036150719916,0.5146036161335188,95.86666666666666,,1.0,1.0,14.03494748616236,strict_candidate
25,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L0_raw_forward_return,1,1.0,3,True,0.96505251383764,0.0003374610438534,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,7.84747754689162e-05,0.4410485580240619,0.4410485580240619,0.4410485580240619,0.479136690647482,719,8.083680026305179e-05,0.7253442540171157,0.7253442540171157,0.7253442540171157,0.5243393602225312,719,0.0002119384810678,1.4318002026274357,1.4318002026274357,1.4318002026274357,0.5285118219749653,719,0.0003766126662812,1.483703615071991,1.483703615071991,1.483703615071991,0.5146036161335188,95.86666666666666,,1.0,1.0,14.034947486162359,strict_candidate
26,H3_cross_family_bridge,liquidity_rank_active_universe,liquidity,basis_abs_168h,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h,L3_liquidity_tier_relative_return,4,1.0,3,True,0.995165267222292,0.0014077910113028,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,692,0.000266847008999,0.8048639985820936,0.2544473883014014,0.0651726120433154,0.5,716,0.0002730821545393,1.2721071355457003,0.607374597520414,0.374307016922876,0.4930167597765363,716,0.0006740624910886,2.416898334602242,1.24390688161135,0.8991379661803534,0.5349162011173184,716,0.001466453074008,3.179170832346782,1.5935207462228915,0.9493219150747536,0.5251396648044693,95.46666666666668,,1.0,1.0,14.004834732777708,strict_candidate
27,H3_cross_family_bridge,taker_buy_sell_volume_ratio_last,taker_flow,mark_trade_basis_bps,basis_premium,spread_short_long,zscore_168h,Mul,core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.866424595613338,0.01523602243111,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,695,-0.0096427382616667,-1.0655228069712517,-1.0655228069712517,-1.0655228069712517,0.4820143884892086,719,-0.0210461127215768,-2.228420628011589,-2.228420628011589,-2.228420628011589,0.4784422809457579,719,-0.021948320444353,-1.7613496946488385,-1.7613496946488385,-1.7613496946488385,0.4589707927677329,719,-0.0318994999153173,-1.8561205557019755,-1.8561205557019755,-1.8561205557019755,0.4394993045897079,95.86666666666666,,1.0,0.0,9.133575404386661,strict_candidate
28,H3_cross_family_bridge,median_quote_volume_168h,liquidity,mark_trade_basis_bps,basis_premium,zscore_168h,zscore_168h,Mul,core16he_H3_cross_family_bridge_median_quote_volume_168h_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,4,-1.0,3,True,0.4732472838770628,0.0079435260721147,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,693,-0.034025180316234,-1.6331246763607086,-1.0834154758284538,-1.8579770064164045,0.4848484848484848,716,-0.0354108074711703,-1.8333096165452023,-1.1042819097354004,-1.961556833849884,0.4539106145251396,716,-0.1206286825831642,-4.606743753562313,-2.257364290510853,-3.034721290571321,0.435754189944134,716,-0.0445397808955147,-1.246468488453879,-0.1126275046106087,-2.598090560528944,0.505586592178771,95.46666666666668,,0.0,0.0,-0.4732472838770628,strict_candidate
29,H3_cross_family_bridge,trade_count,liquidity,mark_trade_basis_bps,basis_premium,zscore_168h,zscore_168h,Mul,core16he_H3_cross_family_bridge_trade_count_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.8544533386510281,-0.0359582023670738,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,696,-0.0217979385301938,-1.8098626672995173,-1.8098626672995173,-1.8098626672995173,0.4655172413793103,719,-0.0410525206998025,-3.910581649888696,-3.910581649888696,-3.910581649888696,0.4005563282336578,719,-0.0491671648001227,-3.219315890235036,-3.219315890235036,-3.219315890235036,0.4144645340751043,719,-0.0338415608734715,-1.5404526547109998,-1.5404526547109998,-1.5404526547109998,0.4575799721835883,95.86666666666666,,0.0,0.0,-0.8544533386510281,strict_candidate
