static_selector_rank,candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
324,a7ab3_35b6dd6c60cc1f63,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Winsor(ZScore(premium_close_bps),3),12)",skeleton_6914c509e2ef8a2e,prod_e9b6e189fbd62953,decay_atom,True,False,A7AB4_materialization_preflight_only
325,a7ab3_26ab556f83cef65c,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Rank(Delta(mark_index_basis_bps,24)),Decay(ZScore(mark_index_basis_bps),12)))",skeleton_f2a1f4fc989ed2f7,prod_0b979a4895650dbb,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
326,a7ab3_0c251ff970b71ec7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,24))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
327,a7ab3_f8e361ed5c7d2970,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(TSRank(Delta(mark_index_basis_bps,4),72),Clip(Delta(mark_index_basis_bps,4),-3,3)),-3,3)",skeleton_9e297cdfa8071e81,prod_2e925d1b85986198,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
328,a7ab3_e8522ab970982f68,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Decay(ZScore(premium_close_bps),4),Mul(Rank(Mean(premium_close_bps,72)),ZScore(Delta(premium_close_bps,24)))),3)",skeleton_dbcc3589a0dbe876,prod_e48c3f73ca1b4522,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
329,a7ab3_e4d8cc7849d85751,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Sub(TSRank(mark_index_basis_bps,72),Rank(mark_index_basis_bps))",skeleton_b1cbe6cc6bad4f18,prod_afb2037cd7062dba,single_atom,True,False,A7AB4_materialization_preflight_only
330,a7ab3_87c3ee594944936f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(ZScore(Mean(premium_close_bps,4)),ZScore(premium_close_bps)))",skeleton_6574be5f6db7bce2,prod_b591949fd3b4092b,rank_atom,True,False,A7AB4_materialization_preflight_only
331,a7ab3_e91a8e618d382208,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Mul(Rank(mark_index_basis_bps),ZScore(Delta(mark_index_basis_bps,24))))",skeleton_cc27571b1f17020e,prod_2884f42460d1b2b6,zscore_atom,True,False,A7AB4_materialization_preflight_only
332,a7ab3_8bc8fce987c6a209,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),Sub(TSRank(premium_close_bps,168),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
333,a7ab3_ec947c985256e401,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Sub(Mean(mark_index_basis_bps,24),Mean(mark_index_basis_bps,72)),Mean(Delta(mark_index_basis_bps,4),72))",skeleton_9d763470c3811caf,prod_921b3427b24c8e76,self_interaction,True,False,A7AB4_materialization_preflight_only
334,a7ab3_ed8e5d9878c45329,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,72),TSRank(premium_close_bps,168)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
335,a7ab3_c903f30be990f0a6,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,24)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
336,a7ab3_5666c2ec1ce1fcdf,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Mean(Delta(premium_close_bps,4),72),12)",skeleton_791a3cbc00bffd5b,prod_7e27d039c1db427a,decay_atom,True,False,A7AB4_materialization_preflight_only
337,a7ab3_6fbaddca47de5483,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),4),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),168))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
338,a7ab3_2d803f7ff47e4083,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(TSRank(Mean(premium_close_bps,168),168),Clip(ZScore(premium_close_bps),-3,3)))",skeleton_98d9fdb977d26ca6,prod_a5c2a96181877ca3,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
339,a7ab3_39c5404c3600ef1d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(ZScore(Delta(Mean(mark_index_basis_bps,168),4)),Sub(ZScore(Mean(mark_index_basis_bps,4)),ZScore(mark_index_basis_bps))),-3,3)",skeleton_b76f814c406fe774,prod_fc1a2762412818c8,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
340,a7ab3_fe9de10b27c135cc,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,72))),Decay(Delta(premium_close_bps,24),12)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
341,a7ab3_23820b477fd5da2d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,24)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
342,a7ab3_d49ebefba18748df,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Clip(Delta(premium_close_bps,4),-3,3))",skeleton_3f55f7b241c017b0,prod_f28ab002848add8b,rank_atom,True,False,A7AB4_materialization_preflight_only
343,a7ab3_5013c8a3314a824b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Winsor(Delta(mark_index_basis_bps,24),3))",skeleton_7d48c4b2a2648ef2,prod_65ad2b7895f015b6,zscore_atom,True,False,A7AB4_materialization_preflight_only
344,a7ab3_6406fc0cf7ff3b35,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Clip(Mean(premium_close_bps,24),-3,3),Rank(premium_close_bps))",skeleton_db44ca1a799bf920,prod_33d5176ca39ed498,horizon_spread,True,False,A7AB4_materialization_preflight_only
345,a7ab3_6403cbe7b873b73b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Winsor(Mean(mark_index_basis_bps,24),3),Winsor(ZScore(mark_index_basis_bps),3))",skeleton_e25be550185307eb,prod_19d95d075d7a5c2f,self_interaction,True,False,A7AB4_materialization_preflight_only
346,a7ab3_9f9e5a37ead5605c,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Rank(Mean(Delta(premium_close_bps,24),24)),-3,3)",skeleton_929d58856d54a847,prod_6cb587eea10ace50,clip_atom,True,False,A7AB4_materialization_preflight_only
347,a7ab3_0ec11b8f07b0f3e5,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(ZScore(Decay(Delta(mark_index_basis_bps,1),12)),3)",skeleton_631f433b0ee241f4,prod_6bde1a4ee922c95f,winsor_atom,True,False,A7AB4_materialization_preflight_only
348,a7ab3_193e43c457f063f8,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),24),Rank(Delta(premium_close_bps,24))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
349,a7ab3_f1abc78a2df1ec96,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Mul(Rank(Mean(mark_index_basis_bps,72)),ZScore(Delta(mark_index_basis_bps,24))),Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(mark_index_basis_bps,24)))))",skeleton_4cc6aa92a92e6b32,prod_3b6cb4750631eba6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
350,a7ab3_5bf92cebea20b065,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(Mul(TSRank(premium_close_bps,24),ZScore(Mean(premium_close_bps,168))),Rank(Clip(ZScore(premium_close_bps),-3,3))))",skeleton_e52f279333afdc9d,prod_ba2e16fd3bd51956,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
351,a7ab3_9d9d758365bd7848,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Mul(Decay(mark_index_basis_bps,12),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
352,a7ab3_675c481091e0113f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Sub(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(premium_close_bps,4))),Rank(Delta(premium_close_bps,24))),3)",skeleton_2c7cd176105b2194,prod_c3c16ec26c67627f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
353,a7ab3_25c95d0d1feefd7d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Sub(ZScore(Delta(mark_index_basis_bps,1)),ZScore(Delta(mark_index_basis_bps,4)))",skeleton_85fc7254db9ccb56,prod_34b591858fb04fe0,single_atom,True,False,A7AB4_materialization_preflight_only
354,a7ab3_db425196e6b15b0a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,12)),Rank(Decay(premium_close_bps,4))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
355,a7ab3_d19e3f2373cced6b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,24)),24))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
356,a7ab3_6ed42477b89ed721,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),12),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
357,a7ab3_f8e1560d786c4722,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Winsor(Delta(premium_close_bps,1),3)),ZScore(Decay(Delta(premium_close_bps,1),12))))",skeleton_272214a507ab883c,prod_078043cd9e73f2a8,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
358,a7ab3_9470f4a6c08d0507,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,4),24)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
359,a7ab3_21965449b297b3c4,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Mul(Rank(Delta(premium_close_bps,24)),TSRank(Mean(premium_close_bps,168),72)),ZScore(Clip(Delta(premium_close_bps,24),-3,3))),3)",skeleton_43e74ec1ca3f49da,prod_df0ebe2ba3270d66,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
360,a7ab3_daa0d33f34ceb455,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(mark_index_basis_bps,72))",skeleton_8196f9d0a18000c7,prod_db6cbe7d2e1f2e44,zscore_atom,True,False,A7AB4_materialization_preflight_only
361,a7ab3_4b7887a40c61d294,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,4),Decay(premium_close_bps,12))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
362,a7ab3_52366dc0bab08f30,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),168),Rank(Delta(mark_index_basis_bps,24))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
363,a7ab3_a0c888f26532b36a,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Rank(Delta(mark_index_basis_bps,24)),Decay(ZScore(mark_index_basis_bps),24)))",skeleton_f2a1f4fc989ed2f7,prod_0b979a4895650dbb,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
364,a7ab3_f6469069c7b1232a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,4),Decay(premium_close_bps,24))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
365,a7ab3_d30fdc851fd7ac44,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(TSRank(Delta(mark_index_basis_bps,4),168),Clip(Delta(mark_index_basis_bps,4),-3,3)),-3,3)",skeleton_9e297cdfa8071e81,prod_2e925d1b85986198,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
366,a7ab3_a58773894c21d255,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Sub(TSRank(mark_index_basis_bps,168),Rank(mark_index_basis_bps))",skeleton_b1cbe6cc6bad4f18,prod_afb2037cd7062dba,single_atom,True,False,A7AB4_materialization_preflight_only
367,a7ab3_39e2cf80d4b57fa7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),Sub(TSRank(premium_close_bps,24),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
368,a7ab3_53e70c3f6ecd1a12,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Sub(Mean(mark_index_basis_bps,24),Mean(mark_index_basis_bps,168)),Mean(Delta(mark_index_basis_bps,4),72))",skeleton_9d763470c3811caf,prod_921b3427b24c8e76,self_interaction,True,False,A7AB4_materialization_preflight_only
369,a7ab3_442b4a3ed9445826,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,24),TSRank(premium_close_bps,72)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
370,a7ab3_209db83affacfa08,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,12)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
371,a7ab3_db14f60dc8ae10c2,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),4),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),24))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
372,a7ab3_c24df9814cf90a21,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(TSRank(Mean(premium_close_bps,168),24),Clip(ZScore(premium_close_bps),-3,3)))",skeleton_98d9fdb977d26ca6,prod_a5c2a96181877ca3,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
373,a7ab3_d79091c635d8c61b,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,4))),Decay(Delta(premium_close_bps,24),24)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
374,a7ab3_3ed79f238f5c8699,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,12)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
375,a7ab3_7a6b71bcd9334c50,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),72),Rank(Delta(premium_close_bps,1))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
376,a7ab3_67b90030bf3d1b08,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(Mul(TSRank(premium_close_bps,72),ZScore(Mean(premium_close_bps,168))),Rank(Clip(ZScore(premium_close_bps),-3,3))))",skeleton_e52f279333afdc9d,prod_ba2e16fd3bd51956,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
377,a7ab3_f3de3749090daea2,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Sub(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(premium_close_bps,72))),Rank(Delta(premium_close_bps,24))),3)",skeleton_2c7cd176105b2194,prod_c3c16ec26c67627f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
378,a7ab3_0caf6e64238a4009,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,12)),Rank(Decay(premium_close_bps,24))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
379,a7ab3_8931d3efe0e4efdb,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,168)),168))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
380,a7ab3_664c0a0ae9d6e626,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,168)),12),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
381,a7ab3_3144de7015d18195,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)),-3,3),Rank(Winsor(ZScore(mark_index_basis_bps),3)))",skeleton_aee8e5fc677d3eb9,prod_98c0d0faebaff24f,self_interaction,True,False,A7AB4_materialization_preflight_only
382,a7ab3_6fcd40f1f4078498,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Winsor(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),3),-3,3)",skeleton_7ca490bb03c28445,prod_6c343dd91aafca21,clip_atom,True,False,A7AB4_materialization_preflight_only
383,a7ab3_6dd06b876d2a31a0,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Winsor(Delta(premium_close_bps,1),3)),ZScore(Decay(Delta(premium_close_bps,1),4))))",skeleton_272214a507ab883c,prod_078043cd9e73f2a8,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
384,a7ab3_464377ed6d25c32b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,4),4)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
385,a7ab3_04fa489d5082c4c7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Mul(Rank(Delta(premium_close_bps,24)),TSRank(Mean(premium_close_bps,168),168)),ZScore(Clip(Delta(premium_close_bps,24),-3,3))),3)",skeleton_43e74ec1ca3f49da,prod_df0ebe2ba3270d66,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
386,a7ab3_2851ccb20396dab9,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,24),Decay(premium_close_bps,4))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
387,a7ab3_8731dcd587e374f1,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),168),Rank(Delta(mark_index_basis_bps,1))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
388,a7ab3_9430a0ac795ff85c,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(TSRank(Delta(mark_index_basis_bps,4),24),Clip(Delta(mark_index_basis_bps,4),-3,3)),-3,3)",skeleton_9e297cdfa8071e81,prod_2e925d1b85986198,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
389,a7ab3_831fe469fa93a899,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Decay(ZScore(premium_close_bps),24),Mul(Rank(Mean(premium_close_bps,72)),ZScore(Delta(premium_close_bps,24)))),3)",skeleton_dbcc3589a0dbe876,prod_e48c3f73ca1b4522,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
390,a7ab3_c195fd750d22aec1,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),4),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),72))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
391,a7ab3_823ebb83969f44ad,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(TSRank(Mean(premium_close_bps,168),72),Clip(ZScore(premium_close_bps),-3,3)))",skeleton_98d9fdb977d26ca6,prod_a5c2a96181877ca3,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
392,a7ab3_eccb544d48227c2c,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,4))),Decay(Delta(premium_close_bps,24),12)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
393,a7ab3_7a79c71c552e8123,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),168),Rank(Delta(premium_close_bps,1))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
394,a7ab3_20adfebf2277f81f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Sub(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(premium_close_bps,24))),Rank(Delta(premium_close_bps,24))),3)",skeleton_2c7cd176105b2194,prod_c3c16ec26c67627f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
395,a7ab3_7c9e97f50db2a285,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,72)),12),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
396,a7ab3_15788e46c9ecd139,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,4),4)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,4)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
397,a7ab3_e796c147e070a18e,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,24))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
398,a7ab3_d5ad4f0cb666ee54,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),24),Rank(Delta(mark_index_basis_bps,24))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
399,a7ab3_af6ff4278c3c9d02,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Rank(Delta(mark_index_basis_bps,24)),Decay(ZScore(mark_index_basis_bps),4)))",skeleton_f2a1f4fc989ed2f7,prod_0b979a4895650dbb,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
400,a7ab3_bcd5597777ef3a40,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,4),Decay(premium_close_bps,12))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
401,a7ab3_70f5090041bf6fb6,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),Sub(TSRank(premium_close_bps,72),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
402,a7ab3_cd6c416e188d925a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,168),TSRank(premium_close_bps,24)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
