symbol,search_eligibility,history_tier,liquidity_rank,liquidity_tier,median_hourly_quote_volume,is_core12,is_major,contract_format,meme_contract_group,is_meme_token,is_multiplier_contract,contract_unit_multiplier,btc_beta_train,btc_corr_train,btc_beta_obs_train,eth_beta_train,eth_corr_train,eth_beta_obs_train,major_beta_proxy_abs_corr,requires_beta_residual_audit
ONTUSDT,hold_quality_or_short_history,full_2024_2026apr,272,tail,250535.154635,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1897265455189607,0.5971987231616351,8783,1.0388020969354492,0.6366014770655346,8783,0.6366014770655346,True
GLMUSDT,listing_aware,listed_by_2025H1,273,tail,247801.493525,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.166004344329832,0.4751520382225877,7525,0.9923948706441144,0.5011361761749694,7525,0.5011361761749694,True
CETUSUSDT,listing_aware,listed_by_2025H1,274,tail,247732.522105,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4473180772468526,0.4369595625786374,1329,1.355638034745997,0.5450996920638257,1329,0.5450996920638257,True
TSTUSDT,listing_aware,recent_only,275,tail,246832.9928,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
EDUUSDT,strict_full_history,full_2024_2026apr,276,tail,244139.01855,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2327082959206308,0.530855065838076,8783,1.114082574379,0.5857282008611729,8783,0.5857282008611729,True
HYPERUSDT,listing_aware,recent_only,277,tail,243601.1091,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HMSTRUSDT,listing_aware,listed_by_2025H1,278,tail,242197.5752882,False,False,plain_contract,meme_plain_contract,True,False,1,1.4146682510416402,0.4199370101837684,2315,1.2993363791448898,0.5012737126684025,2315,0.5012737126684025,True
SIGNUSDT,listing_aware,recent_only,279,tail,241625.52664,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HIGHUSDT,strict_full_history,full_2024_2026apr,280,tail,240986.79315,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2777957964555784,0.5218797035408732,8783,1.1553771232016912,0.5760972758880618,8783,0.5760972758880618,True
DUSKUSDT,strict_full_history,full_2024_2026apr,281,tail,240717.453265,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3176580896160066,0.5562447260791975,8783,1.192178547036892,0.6144231659797261,8783,0.6144231659797261,True
WALUSDT,listing_aware,recent_only,282,tail,240714.1089,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
LABUSDT,listing_aware,short_history,283,tail,240593.132645,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
YFIUSDT,strict_full_history,full_2024_2026apr,284,tail,240584.4125,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0062980188609045,0.5905963541879048,8783,0.920010711443114,0.6592044544670498,8783,0.6592044544670498,True
ORCAUSDT,listing_aware,listed_by_2025H1,285,tail,239188.8231,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5265613535823463,0.4518333057695172,608,1.3145817887395694,0.5318376474721518,608,0.5318376474721518,True
C98USDT,strict_full_history,full_2024_2026apr,286,tail,236782.63925,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2987125543321192,0.6330039619131713,8783,1.1805249288947832,0.7024762689448366,8783,0.7024762689448366,True
COWUSDT,listing_aware,listed_by_2025H1,287,tail,235029.3312,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1924290390965728,0.25373737086003617,1330,1.1880717767122577,0.3366235366039358,1330,0.3366235366039358,True
CHRUSDT,strict_full_history,full_2024_2026apr,288,tail,234252.5344,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2734317496990115,0.5399083121543065,8783,1.1419905114293725,0.5911122248150011,8783,0.5911122248150011,True
BABYUSDT,listing_aware,recent_only,289,tail,233649.69793,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
POLYXUSDT,strict_full_history,full_2024_2026apr,290,tail,233531.78683,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2826402835830315,0.5482348166449731,8783,1.0725597716788133,0.5596884525714576,8783,0.5596884525714576,True
BATUSDT,strict_full_history,full_2024_2026apr,291,tail,232444.76585,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1288277029575096,0.6453828703019835,8783,0.9886432312954907,0.6900689365729601,8783,0.6900689365729601,True
SKRUSDT,listing_aware,short_history,292,tail,230124.7759065,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
NFPUSDT,strict_full_history,full_2024_2026apr,293,tail,229527.12914,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4822471177924676,0.5759842439861516,8783,1.354964562565346,0.6428076423780602,8783,0.6428076423780602,True
WOOUSDT,strict_full_history,full_2024_2026apr,294,tail,229492.4821,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.439969636974252,0.666016984535231,8783,1.3134657112745682,0.741675298744441,8783,0.741675298744441,True
ONEUSDT,strict_full_history,full_2024_2026apr,295,tail,228914.39651,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4302814893353628,0.6374191907318891,8783,1.2742354552540227,0.693292348590222,8783,0.693292348590222,True
SKLUSDT,strict_full_history,full_2024_2026apr,296,tail,228423.053035,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2804407251351684,0.5485996414135345,8783,1.1825105986184383,0.6185348702619244,8783,0.6185348702619244,True
USTCUSDT,hold_quality_or_short_history,full_2024_2026apr,297,tail,228051.7421195,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2375929223630837,0.49903521900489395,8783,1.1075880878217037,0.5452488540606845,8783,0.5452488540606845,True
BROCCOLI714USDT,listing_aware,recent_only,298,tail,228023.66556,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
WETUSDT,listing_aware,short_history,299,tail,226196.37973,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ARKUSDT,strict_full_history,full_2024_2026apr,300,tail,225921.6476,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1361135734025056,0.5141658819642622,8783,0.9756396431918912,0.5390562068559048,8783,0.5390562068559048,True
DEXEUSDT,listing_aware,listed_by_2025H1,301,tail,225633.23447,False,False,plain_contract,non_meme_plain_contract,False,False,1,0.8733481920395363,0.19978735788361873,180,0.8510199013409274,0.21841035905131556,180,0.21841035905131556,True
STGUSDT,strict_full_history,full_2024_2026apr,302,tail,224189.37165,False,False,plain_contract,non_meme_plain_contract,False,False,1,0.9667093661293564,0.48114373653306247,8783,0.876280777388703,0.5324579315207363,8783,0.5324579315207363,True
NMRUSDT,strict_full_history,full_2024_2026apr,303,tail,220823.04985,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2808299422205953,0.5761095084324411,8783,1.149541763996742,0.631250058470139,8783,0.631250058470139,True
2ZUSDT,listing_aware,short_history,304,tail,220818.209905,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SOLVUSDT,listing_aware,recent_only,305,tail,217870.051845,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TUTUSDT,listing_aware,recent_only,306,tail,217268.36017,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MAVUSDT,strict_full_history,full_2024_2026apr,307,tail,216411.2662,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3842369069533798,0.5761444026636334,8783,1.2751979420205881,0.6479800446215288,8783,0.6479800446215288,True
AGLDUSDT,strict_full_history,full_2024_2026apr,308,tail,213863.6,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1812234935799286,0.36184275301500235,8783,1.029864081974442,0.38515081413498087,8783,0.38515081413498087,True
CUSDT,listing_aware,short_history,309,tail,213021.26705,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GMXUSDT,strict_full_history,full_2024_2026apr,310,tail,212467.460935,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2709347562306554,0.6512479422733174,8783,1.2216285216687508,0.764232278701269,8783,0.764232278701269,True
ATHUSDT,listing_aware,recent_only,311,tail,211827.19378,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SKYUSDT,listing_aware,short_history,312,tail,209863.45739,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CATIUSDT,listing_aware,listed_by_2025H1,313,tail,209533.8584,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5385415120325316,0.4457946718028876,2460,1.4702134122513562,0.5537403878857549,2460,0.5537403878857549,True
BELUSDT,strict_full_history,full_2024_2026apr,314,tail,208559.1621,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2425874031757735,0.5533221716662204,8783,1.1323636972668232,0.6156022089640006,8783,0.6156022089640006,True
BREVUSDT,listing_aware,short_history,315,tail,208438.9115,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
STOUSDT,listing_aware,recent_only,316,tail,207942.973315,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
OPENUSDT,listing_aware,short_history,317,tail,207347.3385,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
APRUSDT,listing_aware,short_history,318,tail,205946.77883,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XVGUSDT,strict_full_history,full_2024_2026apr,319,tail,205770.8167415,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2719255709293646,0.4552250907741287,8783,1.1298338837405948,0.49367620326280787,8783,0.49367620326280787,True
IOTXUSDT,strict_full_history,full_2024_2026apr,320,tail,204920.71692,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3004505012026115,0.5809202106529008,8783,1.1584838449645773,0.6317943638996806,8783,0.6317943638996806,True
DRIFTUSDT,listing_aware,listed_by_2025H1,321,tail,203848.5937,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2700763232248629,0.34884892986032473,1280,1.1424204756643372,0.41289624669455033,1280,0.41289624669455033,True
NOMUSDT,listing_aware,short_history,322,tail,202281.2429755,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GPSUSDT,listing_aware,recent_only,323,tail,201313.53306,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ANKRUSDT,strict_full_history,full_2024_2026apr,324,tail,200838.93752,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.307319769247217,0.632123796282054,8783,1.1422218769307473,0.6742700827989629,8783,0.6742700827989629,True
TAKEUSDT,listing_aware,short_history,325,tail,199551.0678,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GTCUSDT,strict_full_history,full_2024_2026apr,326,tail,196737.36465,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2747618837873906,0.5730809141802579,8783,1.161587689687305,0.6375319907027863,8783,0.6375319907027863,True
HOTUSDT,strict_full_history,full_2024_2026apr,327,tail,196062.413992,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3169271630418191,0.607675596974066,8783,1.1575566216886106,0.6521017865164448,8783,0.6521017865164448,True
OGUSDT,listing_aware,recent_only,328,tail,196038.5984,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KAIAUSDT,listing_aware,listed_by_2025H1,329,tail,194622.5319,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.576030199824738,0.6344730686512716,657,1.3798679580266031,0.7265108492541223,657,0.7265108492541223,True
ASTRUSDT,strict_full_history,full_2024_2026apr,330,tail,194132.5474905,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1992988976190535,0.6222880679248839,8783,1.0373177808720289,0.6571113476582152,8783,0.6571113476582152,True
SOPHUSDT,listing_aware,recent_only,331,tail,193872.598221,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TREEUSDT,listing_aware,short_history,332,tail,193235.96545,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SPELLUSDT,strict_full_history,full_2024_2026apr,333,tail,191387.0989238,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3302018945466654,0.5191494312978782,8783,1.1734953865614817,0.5591383914600455,8783,0.5591383914600455,True
RVNUSDT,strict_full_history,full_2024_2026apr,334,tail,189500.780995,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2713602697048925,0.6401197459027339,8783,1.1109028251370294,0.6828601442965102,8783,0.6828601442965102,True
AIOTUSDT,listing_aware,recent_only,335,tail,189102.36949,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BSVUSDT,strict_full_history,full_2024_2026apr,336,tail,188782.5155,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2928981019574899,0.6706072924974522,8783,1.0332565394263717,0.654297471735159,8783,0.6706072924974522,True
BUSDT,listing_aware,recent_only,337,tail,188027.47425,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BLESSUSDT,listing_aware,short_history,338,tail,187757.88482,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SHELLUSDT,listing_aware,recent_only,339,tail,186785.8203,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
AUSDT,listing_aware,recent_only,340,tail,186712.675005,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
NAORISUSDT,listing_aware,short_history,341,tail,186434.97705,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
REDUSDT,listing_aware,recent_only,342,tail,184184.67965,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KMNOUSDT,listing_aware,listed_by_2025H1,343,tail,182364.5634,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3061660385537004,0.6036102242905789,268,1.080417538708016,0.6439658329095138,268,0.6439658329095138,True
QUSDT,listing_aware,short_history,344,tail,181607.191694,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
1000CHEEMSUSDT,listing_aware,listed_by_2025H1,345,tail,181466.6332639,False,False,multiplier_contract,meme_multiplier_contract,True,True,1000,1.3001666972416006,0.31005102310600713,876,1.1244777337468228,0.3529870604482265,876,0.3529870604482265,True
HOLOUSDT,listing_aware,short_history,346,tail,180117.92788,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
DEEPUSDT,listing_aware,recent_only,347,tail,178433.297135,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
NILUSDT,listing_aware,recent_only,348,tail,178160.90568,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PROVEUSDT,listing_aware,short_history,349,tail,178100.33053,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TAUSDT,listing_aware,short_history,350,tail,176022.2017,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ILVUSDT,strict_full_history,full_2024_2026apr,351,tail,175979.46665000002,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.364621983521974,0.6693832307918339,8783,1.2724325926400288,0.7620094467834124,8783,0.7620094467834124,True
NEWTUSDT,listing_aware,recent_only,352,tail,175193.74745,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ICNTUSDT,listing_aware,recent_only,353,tail,174537.5829,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ARPAUSDT,strict_full_history,full_2024_2026apr,354,tail,172040.097365,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.164069791450698,0.5006760050378486,8783,1.0684342027543199,0.5610333097550293,8783,0.5610333097550293,True
AIAUSDT,hold_quality_or_short_history,short_history,355,tail,171925.47323,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
STBLUSDT,listing_aware,short_history,356,tail,171178.13017,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
DOLOUSDT,listing_aware,recent_only,357,tail,170120.338061,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
OGNUSDT,strict_full_history,full_2024_2026apr,358,tail,169440.30255,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1977150525478286,0.5495208850784119,8783,1.0958736496664645,0.6138387279501286,8783,0.6138387279501286,True
KGENUSDT,listing_aware,short_history,359,tail,168636.276515,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BANKUSDT,listing_aware,recent_only,360,tail,168349.10328749998,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BANDUSDT,strict_full_history,full_2024_2026apr,361,tail,167400.43779,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2429466686236974,0.6314366844884151,8783,1.1149597240805955,0.6915118073049865,8783,0.6915118073049865,True
FHEUSDT,listing_aware,recent_only,362,tail,167390.91026,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
YBUSDT,listing_aware,short_history,363,tail,165462.81655,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XNYUSDT,listing_aware,short_history,364,tail,164737.561183,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TUSDT,strict_full_history,full_2024_2026apr,365,tail,164404.96071,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1598524657461498,0.5405323253336414,8783,0.9984844694259686,0.5680981052097042,8783,0.5680981052097042,True
METISUSDT,listing_aware,listed_by_2025H1,366,tail,164140.1113,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.39268899087721,0.6630110934619011,7071,1.2953678414521792,0.7690380062495329,7071,0.7690380062495329,True
INUSDT,listing_aware,short_history,367,tail,164086.80578499998,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MOVRUSDT,strict_full_history,full_2024_2026apr,368,tail,161499.50427,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.340173213700133,0.5644953695938277,8783,1.208610371210521,0.6215110761865426,8783,0.6215110761865426,True
TWTUSDT,strict_full_history,full_2024_2026apr,369,tail,161491.0852,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0625997325312324,0.6175295240561641,8783,0.9385902371350573,0.6659278252427783,8783,0.6659278252427783,True
IOSTUSDT,strict_full_history,full_2024_2026apr,370,tail,161132.985408,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1538063392476063,0.6566225503336364,8783,1.030755744791409,0.716146283455751,8783,0.716146283455751,True
PLAYUSDT,listing_aware,short_history,371,tail,160937.01927,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CTSIUSDT,strict_full_history,full_2024_2026apr,372,tail,160254.92845,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2124835609514217,0.5480866462590636,8783,1.0997666832363822,0.6069277940469363,8783,0.6069277940469363,True
AGTUSDT,listing_aware,recent_only,373,tail,159957.9128245,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HOMEUSDT,listing_aware,recent_only,374,tail,159616.471035,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
RONINUSDT,listing_aware,listed_by_2025H1,375,tail,159153.39327,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1778323445100651,0.6447337187750347,7915,1.0712115797251693,0.7257114324379902,7915,0.7257114324379902,True
ZKCUSDT,listing_aware,short_history,376,tail,158814.33323,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KNCUSDT,strict_full_history,full_2024_2026apr,377,tail,158412.25410000002,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1563883864327025,0.6369299605704661,8783,1.033935605526605,0.6952556929626861,8783,0.6952556929626861,True
ICXUSDT,strict_full_history,full_2024_2026apr,378,tail,157640.11865000002,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2021335744972124,0.6764537360748067,8783,1.0548837735135417,0.7246913716484832,8783,0.7246913716484832,True
MIRAUSDT,listing_aware,short_history,379,tail,156002.22785,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
RLCUSDT,strict_full_history,full_2024_2026apr,380,tail,154873.48978,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2326166716063847,0.5376917299831657,8783,1.09185371426154,0.5814774548105169,8783,0.5814774548105169,True
IRYSUSDT,listing_aware,short_history,381,tail,153273.0965515,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
UBUSDT,listing_aware,short_history,382,tail,153096.2858375,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HANAUSDT,listing_aware,short_history,383,tail,152857.13176,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BTRUSDT,listing_aware,short_history,384,tail,152638.133965,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SCRUSDT,listing_aware,listed_by_2025H1,385,tail,152350.608825,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.207451794447661,0.37987883363483743,1693,1.3128657199605052,0.5430980604138722,1693,0.5430980604138722,True
BANUSDT,listing_aware,listed_by_2025H1,386,tail,152138.78985,False,False,plain_contract,meme_plain_contract,True,False,1,1.7385532662069347,0.3839682893561075,1044,1.5010591422684483,0.44423656414425605,1044,0.44423656414425605,True
EDENUSDT,listing_aware,short_history,387,tail,150524.01454,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SXTUSDT,listing_aware,recent_only,388,tail,149561.33736499998,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HFTUSDT,strict_full_history,full_2024_2026apr,389,tail,149007.111645,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3119304256264952,0.6430760608563224,8783,1.1907305734930982,0.7125710091273766,8783,0.7125710091273766,True
GUAUSDT,listing_aware,short_history,390,tail,147643.0823,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SYNUSDT,listing_aware,listed_by_2025H1,391,tail,147365.64140000002,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5535527542539243,0.5237264296942011,3299,1.4470466109256117,0.6183156107200352,3299,0.6183156107200352,True
HAEDALUSDT,listing_aware,recent_only,392,tail,146796.263816,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BLUAIUSDT,listing_aware,short_history,393,tail,144890.863503,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
EPICUSDT,listing_aware,recent_only,394,tail,143279.06817500002,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
EVAAUSDT,listing_aware,short_history,395,tail,143127.164735,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CELRUSDT,strict_full_history,full_2024_2026apr,396,tail,142168.50302,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3067289255558086,0.6143097389695716,8783,1.1927745560509746,0.6845786768582499,8783,0.6845786768582499,True
ARIAUSDT,listing_aware,short_history,397,tail,139194.7758,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SUNUSDT,listing_aware,listed_by_2025H1,398,tail,138661.714401,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2478739780575157,0.4502473506154131,3154,1.0719577588323248,0.49553244621305464,3154,0.49553244621305464,True
PHAUSDT,listing_aware,listed_by_2025H1,399,tail,138083.86561,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,36,,,36,0.0,True
EULUSDT,listing_aware,short_history,400,tail,137887.991985,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MTLUSDT,strict_full_history,full_2024_2026apr,401,tail,135419.3518,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0920309294588038,0.5294122277783172,8783,0.9664907313654546,0.5720313463327598,8783,0.5720313463327598,True
SQDUSDT,listing_aware,recent_only,402,tail,133904.61453999998,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XANUSDT,listing_aware,short_history,403,tail,133635.22029,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
POWRUSDT,strict_full_history,full_2024_2026apr,404,tail,133605.85405,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1018676339352476,0.4814924661619163,8783,0.9573904761917033,0.5107545901983874,8783,0.5107545901983874,True
ERAUSDT,listing_aware,short_history,405,tail,132360.991,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MAGMAUSDT,listing_aware,short_history,406,tail,131227.10951,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SIRENUSDT,listing_aware,recent_only,407,tail,130907.59763,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BICOUSDT,strict_full_history,full_2024_2026apr,408,tail,130668.05359,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3102187526595093,0.5660502980959438,8783,1.1768982855856454,0.6207450259426536,8783,0.6207450259426536,True
ESPORTSUSDT,listing_aware,short_history,409,tail,130160.244975,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TLMUSDT,strict_full_history,full_2024_2026apr,410,tail,129914.421264,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3523820061482181,0.5757254729164814,8783,1.2147020541155948,0.6313191062070345,8783,0.6313191062070345,True
USDCUSDT,strict_full_history,full_2024_2026apr,411,tail,128268.151772,False,False,plain_contract,non_meme_plain_contract,False,False,1,-0.0004331104505628512,-0.020178208958859425,8783,0.0006348759884118267,0.03611070436410312,8783,0.03611070436410312,True
BMTUSDT,listing_aware,recent_only,412,tail,128231.53564,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
JOEUSDT,strict_full_history,full_2024_2026apr,413,tail,128106.024755,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3845380982583575,0.6223041927698622,8783,1.2328451953557933,0.6765025982373872,8783,0.6765025982373872,True
JCTUSDT,listing_aware,short_history,414,tail,127640.772222,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SKYAIUSDT,listing_aware,recent_only,415,tail,127320.88026,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XPINUSDT,listing_aware,short_history,416,tail,127089.065606,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MBOXUSDT,listing_aware,listed_by_2025H1,417,tail,126146.28961,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4758389197426196,0.6060288570715701,3014,1.3444852131661233,0.705615515131737,3014,0.705615515131737,True
FUSDT,listing_aware,recent_only,418,tail,125893.4537245,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PROMPTUSDT,listing_aware,recent_only,419,tail,124736.26029,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
RPLUSDT,listing_aware,listed_by_2025H1,420,tail,123882.9828,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3912719411644854,0.5946890794737196,2723,1.325593753342903,0.7260053486579436,2723,0.7260053486579436,True
1000XECUSDT,strict_full_history,full_2024_2026apr,421,tail,123878.9736,False,False,multiplier_contract,non_meme_multiplier_contract,False,True,1000,1.3024528613504183,0.6282001520105202,8783,1.0557367247851162,0.621662624737748,8783,0.6282001520105202,True
