split,split_label,train_start,train_end,validation_start,validation_end,test_start,test_end,recent_oos_start,recent_oos_end,symbol,search_eligibility,liquidity_tier,history_tier,is_core12,is_major,rows,active,split_expected_hours,symbol_active_expected_hours,window_coverage_ratio,active_span_coverage_ratio
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BTCUSDT,strict_full_history,top20,full_2024_2026apr,True,True,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ETHUSDT,strict_full_history,top20,full_2024_2026apr,True,True,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SOLUSDT,strict_full_history,top20,full_2024_2026apr,True,True,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,XRPUSDT,strict_full_history,top20,full_2024_2026apr,True,True,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,DOGEUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000PEPEUSDT,strict_full_history,top20,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SUIUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BNBUSDT,strict_full_history,top20,full_2024_2026apr,True,True,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,HYPEUSDT,listing_aware,top20,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,WIFUSDT,strict_full_history,top20,full_2024_2026apr,False,False,8362,True,8784,8362,0.951958,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ADAUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,FARTCOINUSDT,listing_aware,top20,listed_by_2025H1,False,False,270,True,8784,270,0.030738,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,AVAXUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ENAUSDT,listing_aware,top20,listed_by_2025H1,False,False,6564,True,8784,6564,0.747268,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LINKUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,WLDUSDT,strict_full_history,top20,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TRUMPUSDT,listing_aware,top20,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PUMPUSDT,hold_quality_or_short_history,top20,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ASTERUSDT,listing_aware,top20,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LTCUSDT,strict_full_history,top20,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,RIVERUSDT,listing_aware,top50,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BCHUSDT,strict_full_history,top50,full_2024_2026apr,True,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,NEARUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,FILUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,DOTUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,AAVEUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000SHIBUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TIAUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000BONKUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ORDIUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TAOUSDT,listing_aware,top50,listed_by_2025H1,False,False,6346,True,8784,6346,0.72245,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ARBUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PENGUUSDT,listing_aware,top50,listed_by_2025H1,False,False,344,True,8784,344,0.039162,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,OPUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,UNIUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ONDOUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8315,True,8784,8315,0.946607,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,APTUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,CRVUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,FETUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,XPLUSDT,listing_aware,top50,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,VIRTUALUSDT,listing_aware,top50,listed_by_2025H1,False,False,516,True,8784,516,0.058743,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,WLFIUSDT,listing_aware,top50,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,INJUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ETCUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TRXUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,NEIROUSDT,listing_aware,top50,listed_by_2025H1,False,False,2557,True,8784,2557,0.291097,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PNUTUSDT,listing_aware,top50,listed_by_2025H1,False,False,1212,True,8784,1212,0.137978,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SEIUSDT,strict_full_history,top50,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ETHFIUSDT,listing_aware,top50,listed_by_2025H1,False,False,6921,True,8784,6921,0.78791,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PAXGUSDT,listing_aware,top50,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GALAUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TONUSDT,listing_aware,top100,listed_by_2025H1,False,False,7332,True,8784,7332,0.834699,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LDOUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,POPCATUSDT,listing_aware,top100,listed_by_2025H1,False,False,3155,True,8784,3155,0.359176,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000FLOKIUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,HBARUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000SATSUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,EIGENUSDT,listing_aware,top100,listed_by_2025H1,False,False,2202,True,8784,2202,0.250683,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,XLMUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ATOMUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BOMEUSDT,listing_aware,top100,listed_by_2025H1,False,False,6972,True,8784,6972,0.793716,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,JUPUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8046,True,8784,8046,0.915984,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PENDLEUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BEATUSDT,listing_aware,top100,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PEOPLEUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ICPUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,DYDXUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TRBUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GIGGLEUSDT,listing_aware,top100,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,RENDERUSDT,listing_aware,top100,listed_by_2025H1,False,False,3806,True,8784,3806,0.433288,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ENSUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MOODENGUSDT,listing_aware,top100,listed_by_2025H1,False,False,1622,True,8784,1622,0.184654,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,JTOUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,TURBOUSDT,listing_aware,top100,listed_by_2025H1,False,False,5169,True,8784,5169,0.588456,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ZROUSDT,listing_aware,top100,listed_by_2025H1,False,False,4666,True,8784,4666,0.531193,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,STXUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,APEUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SPXUSDT,listing_aware,top100,listed_by_2025H1,False,False,516,True,8784,516,0.058743,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SANDUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,RUNEUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,KITEUSDT,listing_aware,top100,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BERAUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,IPUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MYXUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ALGOUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,STRKUSDT,listing_aware,top100,listed_by_2025H1,False,False,7567,True,8784,7567,0.861453,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ARKMUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,AIXBTUSDT,listing_aware,top100,listed_by_2025H1,False,False,270,True,8784,270,0.030738,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,KAITOUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,POLUSDT,listing_aware,top100,listed_by_2025H1,False,False,2628,True,8784,2628,0.29918,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,NOTUSDT,listing_aware,top100,listed_by_2025H1,False,False,5506,True,8784,5506,0.626821,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,HUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PYTHUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MEMEUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ARUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,CFXUSDT,strict_full_history,top100,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PIPPINUSDT,listing_aware,top100,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,WUSDT,listing_aware,top100,listed_by_2025H1,False,False,6537,True,8784,6537,0.744194,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,0GUSDT,listing_aware,top100,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LITUSDT,hold_quality_or_short_history,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,XMRUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MONUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ZECUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GMTUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,AXSUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,POWERUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,JASMYUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,AVNTUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000RATSUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BIOUSDT,listing_aware,top200,listed_by_2025H1,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,IOUSDT,listing_aware,top200,listed_by_2025H1,False,False,4882,True,8784,4882,0.555783,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,CHZUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GOATUSDT,listing_aware,top200,listed_by_2025H1,False,False,1643,True,8784,1643,0.187045,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ARCUSDT,listing_aware,top200,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SAGAUSDT,listing_aware,top200,listed_by_2025H1,False,False,6398,True,8784,6398,0.72837,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MOVEUSDT,listing_aware,top200,listed_by_2025H1,False,False,538,True,8784,538,0.061248,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GRTUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,CAKEUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,THETAUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ZKUSDT,listing_aware,top200,listed_by_2025H1,False,False,4741,True,8784,4741,0.539731,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,VETUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,IMXUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,USELESSUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MANAUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MASKUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SYRUPUSDT,listing_aware,top200,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BIGTIMEUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ZENUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ALTUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8194,True,8784,8194,0.932832,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SUSHIUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,1000LUNCUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,NEOUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,RESOLVUSDT,listing_aware,top200,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LPTUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,DOGSUSDT,listing_aware,top200,listed_by_2025H1,False,False,3060,True,8784,3060,0.348361,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ENSOUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,XAIUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8578,True,8784,8578,0.976548,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,KASUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,USUALUSDT,listing_aware,top200,listed_by_2025H1,False,False,323,True,8784,323,0.036771,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,FLOWUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,RAYSOLUSDT,listing_aware,top200,listed_by_2025H1,False,False,516,True,8784,516,0.058743,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LINEAUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,STABLEUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,CELOUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MUSDT,listing_aware,top200,recent_only,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BLURUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,NIGHTUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,COMPUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,PIEVERSEUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,BBUSDT,listing_aware,top200,listed_by_2025H1,False,False,5580,True,8784,5580,0.635246,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,SNXUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8784,True,8784,8784,1.0,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,GRASSUSDT,listing_aware,top200,listed_by_2025H1,False,False,1281,True,8784,1281,0.145833,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,MANTAUSDT,strict_full_history,top200,full_2024_2026apr,False,False,8362,True,8784,8362,0.951958,1.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,LIGHTUSDT,listing_aware,top200,short_history,False,False,0,False,8784,0,0.0,0.0
train,train_2024,2024-01-01T00:00:00,2024-12-31T23:00:00,,,,,,,ACTUSDT,listing_aware,top200,listed_by_2025H1,False,False,1212,True,8784,1212,0.137978,1.0
