candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z2_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid
a7al2z1_18a6b78a193210db,"Sub(Rank(Mean(mark_trade_basis_bps,168)),Rank(Mean(funding_rate,168)))",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium|funding,funding_rate|mark_trade_basis_bps,Mean|Rank|Sub,168,skeleton-612ffe194eccb811,a7al2z1::Z0_funding_basis_premium_dislocation::funding_rate|mark_trade_basis_bps::Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_19b6336bd472bdd9,"Sub(Rank(Mean(mark_trade_basis_bps,72)),Rank(Mean(funding_rate,72)))",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium|funding,funding_rate|mark_trade_basis_bps,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z0_funding_basis_premium_dislocation::funding_rate|mark_trade_basis_bps::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_1fa487e13f578276,"Rank(Abs(ZScore(Delta(premium_close_bps,168))))",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium,premium_close_bps,Abs|Delta|Rank|ZScore,168,skeleton-8a6cec079a5f7997,a7al2z1::Z0_funding_basis_premium_dislocation::premium_close_bps::Abs|Delta|Rank|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_23cc7365fa741d7c,"Rank(Abs(ZScore(Mean(premium_close_bps,72))))",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium,premium_close_bps,Abs|Mean|Rank|ZScore,72,skeleton-6ebd7d4c1e06c9bc,a7al2z1::Z0_funding_basis_premium_dislocation::premium_close_bps::Abs|Mean|Rank|ZScore::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_2785f094943ec26b,"GroupNeutralize(Rank(Delta(mark_trade_basis_bps,72)),R5_basis_premium_dislocation_state)",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R5_basis_premium_dislocation_state|mark_trade_basis_bps,Delta|GroupNeutralize|Rank,72,skeleton-93ce4b9755fbcc1f,a7al2z1::Z0_funding_basis_premium_dislocation::R5_basis_premium_dislocation_state|mark_trade_basis_bps::Delta|GroupNeutralize|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_2a30bd2ef1694609,"Mul(Winsor(ZScore(Delta(mark_index_basis_bps,336))),Winsor(ZScore(Delta(funding_rate,336))))",Z0_funding_basis_premium_dislocation,a7al2z1_broader_non_oi_dry_generation,basis_premium|funding,funding_rate|mark_index_basis_bps,Delta|Mul|Winsor|ZScore,336,skeleton-0f95d494e3163e7b,a7al2z1::Z0_funding_basis_premium_dislocation::funding_rate|mark_index_basis_bps::Delta|Mul|Winsor|ZScore::336,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0137caa89f7a1268,"SafeDiv(Mean(Sub(trade_high,trade_low),72),Mean(trade_close,72))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price|range,trade_close|trade_high|trade_low,Mean|SafeDiv|Sub,72,skeleton-42a2a88aea7a43d9,a7al2z1::Z1_price_range_volatility_structure::trade_close|trade_high|trade_low::Mean|SafeDiv|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_028db6316a60db86,"Rank(Abs(ZScore(Delta(mark_close,72))))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close,Abs|Delta|Rank|ZScore,72,skeleton-8a6cec079a5f7997,a7al2z1::Z1_price_range_volatility_structure::mark_close::Abs|Delta|Rank|ZScore::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_066701faa05eebbc,"Mul(Winsor(ZScore(Delta(trade_close,72))),Neg(Winsor(ZScore(Delta(mark_close,72)))))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close|trade_close,Delta|Mul|Neg|Winsor|ZScore,72,skeleton-2f7931a1701c8dd4,a7al2z1::Z1_price_range_volatility_structure::mark_close|trade_close::Delta|Mul|Neg|Winsor|ZScore::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_07116c7a8a24208e,"Sub(Rank(Delta(mark_close,24)),Rank(Delta(trade_close,24)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close|trade_close,Delta|Rank|Sub,24,skeleton-8ad46b9059e6381f,a7al2z1::Z1_price_range_volatility_structure::mark_close|trade_close::Delta|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_084c5de0fd767b63,"Sub(Rank(Mean(mark_close,72)),Rank(Mean(trade_close,72)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close|trade_close,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z1_price_range_volatility_structure::mark_close|trade_close::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_086296df472ad4ae,"Neg(Rank(Delta(index_close,168)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,index_close,Delta|Neg|Rank,168,skeleton-0e746cb1116b151b,a7al2z1::Z1_price_range_volatility_structure::index_close::Delta|Neg|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_09ec291c3c80efca,"Sub(Rank(Mean(trade_close,72)),Rank(Mean(index_close,72)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,index_close|trade_close,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z1_price_range_volatility_structure::index_close|trade_close::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0b6494a3a4ef9490,"GroupNeutralize(Rank(Mean(Sub(trade_high,trade_low),24)),R1_market_volatility_state)",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,range|state,R1_market_volatility_state|trade_high|trade_low,GroupNeutralize|Mean|Rank|Sub,24,skeleton-6a0cf455a6085492,a7al2z1::Z1_price_range_volatility_structure::R1_market_volatility_state|trade_high|trade_low::GroupNeutralize|Mean|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0e268536d1126a2d,"Sub(Rank(Mean(index_close,12)),Rank(Mean(trade_close,12)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,index_close|trade_close,Mean|Rank|Sub,12,skeleton-612ffe194eccb811,a7al2z1::Z1_price_range_volatility_structure::index_close|trade_close::Mean|Rank|Sub::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0f752369161ae869,"Sub(Rank(Delta(mark_close,336)),Rank(Delta(index_close,336)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,index_close|mark_close,Delta|Rank|Sub,336,skeleton-8ad46b9059e6381f,a7al2z1::Z1_price_range_volatility_structure::index_close|mark_close::Delta|Rank|Sub::336,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_1026fb4689800bcc,"Sub(Rank(Mean(trade_close,72)),Rank(Mean(mark_close,72)))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close|trade_close,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z1_price_range_volatility_structure::mark_close|trade_close::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_10d47299f1a5d1ee,"Rank(Abs(ZScore(Delta(index_close,24))))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,index_close,Abs|Delta|Rank|ZScore,24,skeleton-8a6cec079a5f7997,a7al2z1::Z1_price_range_volatility_structure::index_close::Abs|Delta|Rank|ZScore::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_18a394084ddac9b5,"Mul(Rank(Mean(Sub(mark_high,mark_low),24)),Neg(Rank(Delta(trade_close,24))))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price|range,mark_high|mark_low|trade_close,Delta|Mean|Mul|Neg|Rank|Sub,24,skeleton-237f4484d8782cda,a7al2z1::Z1_price_range_volatility_structure::mark_high|mark_low|trade_close::Delta|Mean|Mul|Neg|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_1919cb4f0227005e,"Rank(Delta(mark_close,72))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,price,mark_close,Delta|Rank,72,skeleton-377d45dadd905908,a7al2z1::Z1_price_range_volatility_structure::mark_close::Delta|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_2d6e3bd57d32e9b1,"Rank(Delta(Sub(trade_high,trade_low),24))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,range,trade_high|trade_low,Delta|Rank|Sub,24,skeleton-a00bec3381f16e2c,a7al2z1::Z1_price_range_volatility_structure::trade_high|trade_low::Delta|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_48338dedf315f7a2,"Rank(Mean(Sub(mark_high,mark_low),72))",Z1_price_range_volatility_structure,a7al2z1_broader_non_oi_dry_generation,range,mark_high|mark_low,Mean|Rank|Sub,72,skeleton-6f8455dd7afde698,a7al2z1::Z1_price_range_volatility_structure::mark_high|mark_low::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0115d3dbe93c2618,"GroupNeutralize(Rank(Delta(taker_buy_sell_volume_ratio_last,24)),R3_liquidity_cycle_state)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last,Delta|GroupNeutralize|Rank,24,skeleton-93ce4b9755fbcc1f,a7al2z1::Z2_liquidity_taker_microstructure_lite::R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last::Delta|GroupNeutralize|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_031574ff37957433,"Rank(Delta(kline_taker_buy_quote_share,168))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,kline_taker_buy_quote_share,Delta|Rank,168,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::kline_taker_buy_quote_share::Delta|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_03845c7516491252,"GroupNeutralize(Rank(Delta(taker_buy_quote_volume,24)),R3_liquidity_cycle_state)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_quote_volume,Delta|GroupNeutralize|Rank,24,skeleton-93ce4b9755fbcc1f,a7al2z1::Z2_liquidity_taker_microstructure_lite::R3_liquidity_cycle_state|taker_buy_quote_volume::Delta|GroupNeutralize|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_04308808db9785c7,"Rank(Delta(kline_taker_buy_quote_share,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,kline_taker_buy_quote_share,Delta|Rank,12,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::kline_taker_buy_quote_share::Delta|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_05bbcd80f3bb1f84,"Rank(Mean(taker_buy_sell_volume_ratio_last,6))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,taker_buy_sell_volume_ratio_last,Mean|Rank,6,skeleton-361a8342adc82420,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_sell_volume_ratio_last::Mean|Rank::6,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_06158e66c283198d,"Mul(Winsor(ZScore(Delta(trade_quote_volume,12))),Neg(Winsor(ZScore(Delta(trade_close,12)))))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity|price,trade_close|trade_quote_volume,Delta|Mul|Neg|Winsor|ZScore,12,skeleton-2f7931a1701c8dd4,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_close|trade_quote_volume::Delta|Mul|Neg|Winsor|ZScore::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_06179c2b2c6fa22c,"Rank(Delta(taker_buy_sell_volume_ratio_last,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,taker_buy_sell_volume_ratio_last,Delta|Rank,12,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_sell_volume_ratio_last::Delta|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0713ad23e3e4f1a1,"Mul(Winsor(ZScore(Delta(trade_quote_volume,168))),Neg(Winsor(ZScore(Delta(trade_close,24)))))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity|price,trade_close|trade_quote_volume,Delta|Mul|Neg|Winsor|ZScore,24|168,skeleton-2f7931a1701c8dd4,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_close|trade_quote_volume::Delta|Mul|Neg|Winsor|ZScore::24|168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_07b10f27debc2020,"Rank(Delta(trade_quote_volume,24))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity,trade_quote_volume,Delta|Rank,24,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_quote_volume::Delta|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0a1bb022b33cf015,"Rank(Mean(trade_count,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity,trade_count,Mean|Rank,12,skeleton-361a8342adc82420,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_count::Mean|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0a75fb1c32beed6e,"GroupNeutralize(Rank(Delta(taker_buy_sell_volume_ratio_last,12)),R3_liquidity_cycle_state)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last,Delta|GroupNeutralize|Rank,12,skeleton-93ce4b9755fbcc1f,a7al2z1::Z2_liquidity_taker_microstructure_lite::R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last::Delta|GroupNeutralize|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0cee318f9177279a,"Rank(Mean(taker_buy_quote_volume,168))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,taker_buy_quote_volume,Mean|Rank,168,skeleton-361a8342adc82420,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_quote_volume::Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_0ee6ab4ec3285d14,"Rank(Abs(ZScore(Delta(kline_taker_buy_quote_share,168))))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,kline_taker_buy_quote_share,Abs|Delta|Rank|ZScore,168,skeleton-8a6cec079a5f7997,a7al2z1::Z2_liquidity_taker_microstructure_lite::kline_taker_buy_quote_share::Abs|Delta|Rank|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_1af0afda743e28ac,"Sub(Rank(Delta(trade_volume,48)),Rank(Delta(trade_close,24)))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity|price,trade_close|trade_volume,Delta|Rank|Sub,24|48,skeleton-8ad46b9059e6381f,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_close|trade_volume::Delta|Rank|Sub::24|48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z1_29d77b76d08d3067,"SafeDiv(taker_buy_quote_volume,trade_quote_volume)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,taker_buy_quote_volume|trade_quote_volume,SafeDiv,,skeleton-50d91eb323c86baa,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_quote_volume|trade_quote_volume::SafeDiv::,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
