blueprint_id,expression,semantic_pair,skeleton_key,label_family,arbitration_score,decision,reason
a7ls15_5919da659ee5d124,"Mul(Sub(CSRank(Abs(ZScore(Mean(age_x_liquidity,72)))),CSRank(TSRank(premium_abs_state,504))),Sign(TSRank(premium_abs_state,504)))",listing_age_like|basis_premium_like,skel_77f16279f08ff4ad,L5_vol_adjusted_return,175.7973403552316,CAP_REJECT,basis_premium_cap
a7ls15_36cbacf4ea886177,"Sub(CSRank(premium_close_bps),CSRank(funding_rate_state_last_ffill_8h))",basis_premium_like|funding_state_like,skel_293cae94cfd91548,L5_vol_adjusted_return,175.4900174987771,CAP_REJECT,basis_premium_cap
a7ls15_478059eaad3c2fb3,"Sub(ZScore(Mean(basis_abs_168h,48)),ZScore(Mean(trade_return_1h,2)))",basis_premium_like|price_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,175.0516370335353,CAP_REJECT,skeleton_cap;basis_premium_cap
a7ls15_ab183097380af35d,"Mul(Delta(Decay(premium_close_bps,48),4),ZScore(Abs(ZScore(Mean(age_percentile_active_universe,8)))))",basis_premium_like|listing_age_like,skel_bd3c50a4e2306348,L5_vol_adjusted_return,173.15379935394728,CAP_REJECT,basis_premium_cap
a7ls15_da8436227f88f74a,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,3))),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,4)))))",basis_premium_like|positioning_like,skel_86b735fd698ebcfa,L5_vol_adjusted_return,173.12673018750877,CAP_REJECT,basis_premium_cap
a7ls15_98943ea026fb8296,"Sub(CSRank(premium_close_bps),CSRank(taker_buy_sell_volume_ratio_last))",basis_premium_like|taker_flow_like,skel_293cae94cfd91548,L5_vol_adjusted_return,172.10278106029423,CAP_REJECT,basis_premium_cap
a7ls15_a944eccfb79b7bdf,"Mean(Mul(ZScore(Mean(sqrt_listing_age_days,336)),Delta(mark_index_basis_bps,3)),4)",listing_age_like|basis_premium_like,skel_5e59fd0ac881977f,L5_vol_adjusted_return,170.20817530847128,CAP_REJECT,basis_premium_cap
a7ls15_a66681ee71dd946d,"Mul(Delta(Delta(premium_abs_state,6),4),ZScore(Delta(account_position_divergence,720)))",basis_premium_like|positioning_like,skel_effc632350c0cac6,L5_vol_adjusted_return,166.46813314246415,CAP_REJECT,basis_premium_cap
a7ls15_674b94475ffb3c77,"Mul(Sub(CSRank(Decay(age_x_liquidity,336)),CSRank(TSRank(premium_close_bps,720))),Sign(TSRank(premium_close_bps,720)))",listing_age_like|basis_premium_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,166.25278742636272,CAP_REJECT,basis_premium_cap
a7ls15_5ee166b0970d6441,"Mul(Sub(CSRank(Abs(ZScore(Mean(mark_trade_basis_bps,3)))),CSRank(TSRank(premium_close_bps,16))),Sign(TSRank(premium_close_bps,16)))",basis_premium_like,skel_77f16279f08ff4ad,L5_vol_adjusted_return,163.69762548356485,CAP_REJECT,basis_premium_cap
