triage_bucket,count,median_control_ratio,median_cost10,median_score_no_may
rank_label_diagnostic_only,14,0.6411336091129485,0.0313835450419456,37.945886349937524
priority_non_l7_control_clean,13,0.6484990571595705,0.1246240836787347,132.22216313855418
watchlist_control_margin_weak,8,0.8888007658426949,0.12450988855937735,131.6311136683057
watchlist_cost_or_overlap_weak,5,0.9689691584035868,-0.0011606659407367,6.031030841596413
