candidate_id,objective_family,label_horizon_h,variant,split,n_dates,avg_n_obs,mean_spread,naive_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_spread_rate
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,original,train_2024,707,96.0,9.05832592685598e-05,0.5307909996260483,0.5307909996260483,0.5307909996260483,0.4893917963224894
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,original,validation_2025H1,719,96.0,8.596588007783193e-05,0.6637340537390142,0.6637340537390142,0.6637340537390142,0.5090403337969402
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,original,test_2025H2,719,96.0,-3.182325418493511e-06,-0.02403883864330928,-0.02403883864330928,-0.02403883864330928,0.5062586926286509
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,original,recent_oos_2026JanApr,719,96.0,7.721934656876368e-05,0.39391656456352026,0.39391656456352026,0.39391656456352026,0.521557719054242
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,original,known_may2026_stress,599,96.0,-3.254780737199806e-05,-0.24745048700558445,-0.24745048700558445,-0.24745048700558445,0.4724540901502504
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,one_bar_lag,train_2024,706,96.0,0.00010182469088767935,0.6542195883666277,0.6542195883666277,0.6542195883666277,0.5
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,one_bar_lag,validation_2025H1,719,96.0,0.00011069747609047588,0.8937097848657025,0.8937097848657025,0.8937097848657025,0.5034770514603616
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,one_bar_lag,test_2025H2,719,96.0,-2.107373963427165e-05,-0.15413328649497274,-0.15413328649497274,-0.15413328649497274,0.5048678720445062
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,one_bar_lag,recent_oos_2026JanApr,719,96.0,-0.0001748235533603364,-0.8367453160520123,-0.8367453160520123,-0.8367453160520123,0.46870653685674546
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,one_bar_lag,known_may2026_stress,599,96.0,-7.23453920086423e-05,-0.488837021104651,-0.488837021104651,-0.488837021104651,0.4741235392320534
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,time_shuffle,train_2024,717,96.0,9.017914784963776e-05,0.5993644275817723,0.5993644275817723,0.5993644275817723,0.502092050209205
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,time_shuffle,validation_2025H1,716,96.0,0.00014439843355293103,1.3516892819025326,1.3516892819025326,1.3516892819025326,0.520949720670391
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,time_shuffle,test_2025H2,714,96.0,-6.352756851901736e-05,-0.5448583516648449,-0.5448583516648449,-0.5448583516648449,0.4943977591036415
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,time_shuffle,recent_oos_2026JanApr,717,96.0,5.176364281603364e-05,0.28598289812137456,0.28598289812137456,0.28598289812137456,0.49511854951185497
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,time_shuffle,known_may2026_stress,598,96.0,-0.0002300907319012984,-1.5534283241426214,-1.5534283241426214,-1.5534283241426214,0.47324414715719065
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,symbol_shuffle,train_2024,707,96.0,0.0002509090472083816,1.9555234289165495,1.9555234289165495,1.9555234289165495,0.5431400282885431
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,symbol_shuffle,validation_2025H1,719,96.0,6.625301831275378e-05,0.7786031272393877,0.7786031272393877,0.7786031272393877,0.5132127955493742
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,symbol_shuffle,test_2025H2,719,96.0,0.00010637701318489191,0.9677337053809149,0.9677337053809149,0.9677337053809149,0.5159944367176634
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,symbol_shuffle,recent_oos_2026JanApr,719,96.0,-0.00013752078402919578,-0.7826203251002155,-0.7826203251002155,-0.7826203251002155,0.48261474269819193
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,symbol_shuffle,known_may2026_stress,599,96.0,7.577363236368901e-05,0.6483251327565347,0.6483251327565347,0.6483251327565347,0.4991652754590985
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,same_family_random,train_2024,719,96.0,-0.00010186530839484413,-0.809108642392703,-0.809108642392703,-0.809108642392703,0.4659248956884562
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,same_family_random,validation_2025H1,719,96.0,-4.859275003616513e-05,-0.39177863766495763,-0.39177863766495763,-0.39177863766495763,0.48817802503477054
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,same_family_random,test_2025H2,719,96.0,0.00023892241547612635,2.295662845417171,2.295662845417171,2.295662845417171,0.521557719054242
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,same_family_random,recent_oos_2026JanApr,719,96.0,-0.000222439659906595,-1.4283624917728948,-1.4283624917728948,-1.4283624917728948,0.4714881780250348
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,same_family_random,known_may2026_stress,599,96.0,0.00020804892382152566,1.6625815111558475,1.6625815111558475,1.6625815111558475,0.5242070116861436
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_future_24h,train_2024,707,96.0,0.000764723034213406,4.316055801148299,4.316055801148299,4.316055801148299,0.5586987270155587
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_future_24h,validation_2025H1,719,96.0,0.00030449148119598664,2.253395393280713,2.253395393280713,2.253395393280713,0.521557719054242
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_future_24h,test_2025H2,719,96.0,0.0003419978784772026,2.3956068097230685,2.3956068097230685,2.3956068097230685,0.5396383866481224
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_future_24h,recent_oos_2026JanApr,719,96.0,0.001361368962256645,4.9417687028530795,4.9417687028530795,4.9417687028530795,0.5744089012517385
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_future_24h,known_may2026_stress,576,96.0,0.0007870023870283983,4.470960189706899,4.470960189706899,4.470960189706899,0.5607638888888888
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_stale_168h,train_2024,539,96.0,2.770108345544777e-05,0.16727142631431127,0.16727142631431127,0.16727142631431127,0.5139146567717996
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_stale_168h,validation_2025H1,719,96.0,8.231003305771197e-06,0.07083063633406897,0.07083063633406897,0.07083063633406897,0.4937413073713491
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_stale_168h,test_2025H2,719,96.0,-1.5051524456346965e-05,-0.1189485614640986,-0.1189485614640986,-0.1189485614640986,0.48261474269819193
a7al2z7_01cba4970c25369f,M1_price_range_smoothed_reversal,1,wrong_lag_stale_168h,recent_oos_2026JanApr,719,96.0,-0.00022613115103317622,-1.4109117268358904,-1.4109117268358904,-1.4109117268358904,0.49791376912378305
