candidate_id,root_subgraph_id,expression,semantic_bucket,motif_bucket,raw_inputs,status,error,missing_field_count,label_or_may_token,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std
a7ffcore5_7d951586c4309f099e,sg_10d876d8a3e715c4,"Delta(age_x_liquidity,4)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6636852,6636852,312744,0,6636852,0.954998,0.954998,0.0403130484
a7ffcore5_92db7fbbf4ecb5dc59,sg_140b96c3588cd96a,"Mean(trade_count_168h,4)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6633312,0.95507,0.954489,34873.409626788
a7ffcore5_665b3b7dceea657326,sg_1b3fc3829f61c238,"Mean(trade_count_168h,8)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6631356,0.954783,0.954207,34757.5227173162
a7ffcore5_b2bd1788aad7b328ea,sg_1b41ee9109e27351,"Delta(age_x_liquidity,8)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6634860,6634860,314736,0,6634860,0.954712,0.954712,0.0659560822
a7ffcore5_6d019c4514dd72a304,sg_c281fdc147dfffa8,"Mean(age_x_liquidity,72)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6651294,6651294,298302,0,6651294,0.957076,0.957076,1.6740883738
a7ffcore5_1dd52951f6fbc613b6,sg_dbc5b2065e1f57df,"Mean(age_x_liquidity,24)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,1.6764875417
a7ffcore5_9a750a2bc9ed7cc8e3,sg_6dbaf2ef46412fd0,"Mean(trade_count_168h,72)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6651294,6651294,298302,0,6647436,0.957076,0.956521,35100.0648754058
a7ffcore5_9e69ded257077436b4,sg_7e1add09d9e8ce7c,"Delta(trade_count_168h,8)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6634860,6634860,314736,0,6630666,0.954712,0.954108,2268.2297224363
a7ffcore5_e49d337ef1ee3b625c,sg_97782f911f8fe920,"Delta(age_x_liquidity,24)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6626892,6626892,322704,0,6626892,0.953565,0.953565,0.1539615436
a7ffcore5_8921e8139d9ea67f1f,sg_e05096acb6fb3ec8,"Delta(trade_count_168h,4)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6636852,6636852,312744,0,6632421,0.954998,0.954361,1238.5576362035
a7ffcore5_5454ed6b0a68e84777,sg_e227898ba2a2bc02,"Mean(trade_count_168h,24)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6623532,0.953637,0.953082,34348.2022839879
a7ffcore5_f438072ac6cb585dfa,sg_fce5110964b5271e,"Delta(age_x_liquidity,72)",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6602988,6602988,346608,0,6602988,0.950125,0.950125,0.3604287754
a7ffcore5_76619930abe970adca,sg_3e4ecd2e2443289d,"Mean(trade_quote_volume,4)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6947604,6947604,1992,0,6943359,0.999713,0.999103,62806425.30193589
a7ffcore5_42a4864e57943a337b,sg_6d4a124fb7453893,"Mean(trade_quote_volume,8)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6945612,6945612,3984,0,6941403,0.999427,0.998821,59437727.60186573
a7ffcore5_9e4293913b29d39f8d,sg_7c1e0f52799cd010,"Delta(trade_count_168h,24)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6626892,6626892,322704,0,6622982,0.953565,0.953002,5651.5998354793
a7ffcore5_abd21a5a171736e21e,sg_e50525d06fd5073e,"Delta(trade_count_168h,72)",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6602988,6602988,346608,0,6599546,0.950125,0.94963,13017.2248597483
a7ffcore5_a8829ed0da897adb55,sg_339385e68bfc44db,"Delta(trade_quote_volume,4)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6947106,6947106,2490,0,6942870,0.999642,0.999032,61756293.82486741
a7ffcore5_e368341017f6f23363,sg_3bb8897336f358f3,"Delta(trade_quote_volume,8)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6945114,6945114,4482,0,6940914,0.999355,0.998751,66597471.33254778
a7ffcore5_b1222bfe36ea7dca4e,sg_53afb9d3180af45e,"Mean(trade_quote_volume,72)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6938142,6938142,11454,0,6934077,0.998352,0.997767,52649414.94835161
a7ffcore5_e17b797cd4adee472d,sg_a75df10dd9f79542,"Mean(trade_quote_volume,24)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6937644,6937644,11952,0,6933579,0.99828,0.997695,55023739.94377284
a7ffcore5_0a14b1586eec86ae71,sg_36705b7f925a91dd,"Delta(trade_quote_volume,72)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6913242,6913242,36354,0,6909618,0.994769,0.994247,65374894.00914599
a7ffcore5_e5f0824ff31954db96,sg_56cf62fd6e3203a1,"ZScore(Mean(trade_volume,4))",liquidity_like,single,trade_volume,ok,,0,False,6949596,6947604,6947604,1992,0,6947604,0.999713,0.999713,0.9984861021
a7ffcore5_e20bf2c054550f6fbc,sg_b2363a23b7807343,volume_volatility_ratio_168h,liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6622554,6622554,327042,0,6621807,0.952941,0.952833,11757.8600239808
a7ffcore5_c8912357125e1827b6,sg_e21f7ed07cbcea53,"Delta(trade_quote_volume,24)",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6937146,6937146,12450,0,6933090,0.998209,0.997625,61775995.32061106
a7ffcore5_ce06a834326d765a83,sg_ed350c1bf038829e,"ZScore(Mean(trade_volume,8))",liquidity_like,single,trade_volume,ok,,0,False,6949596,6945612,6945612,3984,0,6945612,0.999427,0.999427,0.998485956
a7ffcore5_96eb30b999e08be98b,sg_35c3e7e036b89033,"ZScore(Mean(trade_volume,24))",liquidity_like,single,trade_volume,ok,,0,False,6949596,6937644,6937644,11952,0,6937644,0.99828,0.99828,0.9984853706
a7ffcore5_b3b43c822cc046aa76,sg_467d1a8650a90179,"Mean(log_quote_volume_168h,4)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6632565,0.95507,0.954381,1.7927301734
a7ffcore5_74d3bb42173fdf0044,sg_f16379fb4c3dd7ab,"Mean(log_quote_volume_168h,8)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6630609,0.954783,0.9541,1.7923058064
a7ffcore5_d68d2032d86e528927,sg_0f0ea689a355af52,"Mean(log_quote_volume_168h,24)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6622785,0.953637,0.952974,1.7904328879
a7ffcore5_b3e4f76e4149723f58,sg_1cc99b77edbf5714,"Delta(log_quote_volume_168h,8)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6634860,6634860,314736,0,5946106,0.954712,0.855605,0.070810222
a7ffcore5_4e1c6c3cfd38dd5232,sg_b28be3e385e74c93,"Mean(log_quote_volume_168h,72)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6651294,6651294,298302,0,6646689,0.957076,0.956414,1.7906865472
a7ffcore5_80d06d253dc3695141,sg_b60379fd26fe9612,liquidity_rank_active_universe,liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6638844,6638844,310752,0,6638844,0.955285,0.955285,0.2886741505
a7ffcore5_ede32a6ef1324c7037,sg_b8b11cdd6e5fbc8e,"Delta(log_quote_volume_168h,4)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6636852,6636852,312744,0,5253823,0.954998,0.75599,0.0440883801
a7ffcore5_736118f153d95df58b,sg_52aecc73d864952d,"Delta(log_quote_volume_168h,24)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6626892,6626892,322704,0,6441227,0.953565,0.926849,0.1579302122
a7ffcore5_dd71e4ee57db00d4b4,sg_9f61e62fa7630a89,"ZScore(Mean(age_x_liquidity,8))",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6635358,6635358,314238,0,6635358,0.954783,0.954783,0.9984621255
a7ffcore5_becaae42e4fbdc0b9e,sg_c846f4da35aca698,"Delta(log_quote_volume_168h,72)",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6602988,6602988,346608,0,6574069,0.950125,0.945964,0.3598805149
a7ffcore5_f76134489c07503f34,sg_e16ddf8ae4310694,"ZScore(Mean(age_x_liquidity,4))",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6637350,6637350,312246,0,6637350,0.95507,0.95507,0.9984622856
a7ffcore5_23828f191d1669ac81,sg_11ba2b62454f69e8,"ZScore(Mean(trade_count_168h,4))",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6637350,0.95507,0.95507,0.9984622856
a7ffcore5_5d5159257b28c0c4ba,sg_2764fa5e8798c534,"Mean(median_quote_volume_168h,4)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6632565,0.95507,0.954381,36957709.439861275
a7ffcore5_cbd0d568ece29f2e44,sg_73adf1003b73379a,"ZScore(Mean(age_x_liquidity,24))",liquidity_like,single,age_x_liquidity,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,0.9984614841
a7ffcore5_3fb9af5710f672faa3,sg_8677d5f1836b96a4,"ZScore(Mean(trade_count_168h,8))",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6635358,0.954783,0.954783,0.9984621255
a7ffcore5_7a982145d2238342b5,sg_c07cb549a83bdf08,"Mean(median_quote_volume_168h,8)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6630609,0.954783,0.9541,36956608.15180288
a7ffcore5_0ac3a38a1fda9f5d96,sg_0a7c74d18a94c4f5,"Mean(median_quote_volume_168h,24)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6622785,0.953637,0.952974,36948580.26654979
a7ffcore5_3c7aebc96545c83d1b,sg_39a96a72d1e99f53,"ZScore(Mean(trade_count_168h,24))",liquidity_like,single,trade_count_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,0.9984614841
a7ffcore5_c6ee24cb206e6f436f,sg_5ef158a5408b3bd1,"Mean(median_quote_volume_168h,72)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6651294,6651294,298302,0,6646689,0.957076,0.956414,36870019.225460835
a7ffcore5_b8e2ef8729f85d8231,sg_7ea1eeeb26f51c16,"Delta(median_quote_volume_168h,8)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6634860,6634860,314736,0,5946106,0.954712,0.855605,1421277.7731748824
a7ffcore5_49e40a4024acdfb83a,sg_cf9509798d1f6124,"Delta(median_quote_volume_168h,4)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6636852,6636852,312744,0,5253823,0.954998,0.75599,875772.9440949206
a7ffcore5_ca5583339cfd34b63d,sg_57d399865f9dd70c,"ZScore(Mean(trade_quote_volume,8))",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6945612,6945612,3984,0,6945612,0.999427,0.999427,0.998485956
a7ffcore5_c948b92b9de18a9dc0,sg_8a1cb4296dce09f4,"Delta(median_quote_volume_168h,72)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6602988,6602988,346608,0,6574069,0.950125,0.945964,7143885.33396645
a7ffcore5_e0c419c12c567811dc,sg_bec0a9182f2f9c22,"Delta(median_quote_volume_168h,24)",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6626892,6626892,322704,0,6441227,0.953565,0.926849,3143580.464131718
a7ffcore5_e76818d89c6e981b65,sg_fe6623726f24d3e1,"ZScore(Mean(trade_quote_volume,4))",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6947604,6947604,1992,0,6947604,0.999713,0.999713,0.9984861021
a7ffcore5_8c815c2f5716293bd2,sg_3a52eaa5ba5e6894,"ZScore(Mean(trade_quote_volume,24))",liquidity_like,single,trade_quote_volume,ok,,0,False,6949596,6937644,6937644,11952,0,6937644,0.99828,0.99828,0.9984853706
a7ffcore5_48fa877813e47c4d52,sg_c4f59fc289bf8772,"Mean(volume_volatility_ratio_168h,8)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6619068,6619068,330528,0,6618384,0.952439,0.952341,11744.073238787
a7ffcore5_3898380e392f208258,sg_f84541e845697900,"Mean(volume_volatility_ratio_168h,4)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6621060,6621060,328536,0,6620340,0.952726,0.952622,11751.8612380791
a7ffcore5_369c574960f5fc8505,sg_25e5e43ff837d0cc,"ZScore(Mean(log_quote_volume_168h,8))",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6635358,0.954783,0.954783,0.9984621255
a7ffcore5_d0f3c594aa320bb38b,sg_44b52576f95e4fe0,"ZScore(Mean(log_quote_volume_168h,4))",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6637350,0.95507,0.95507,0.9984622856
a7ffcore5_d89912ba4d94d8b775,sg_71c2ea03ae09409f,"Delta(volume_volatility_ratio_168h,8)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6618570,6618570,331026,0,6617895,0.952368,0.95227,908.6835615747
a7ffcore5_29a500015db9b7fa7b,sg_805a64c640bd577b,"Mean(volume_volatility_ratio_168h,72)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6635004,6635004,314592,0,6634464,0.954732,0.954655,11728.3260585409
a7ffcore5_8c3facf424f8c65aa1,sg_a282529cbe361d89,"Delta(volume_volatility_ratio_168h,4)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6620562,6620562,329034,0,6619833,0.952654,0.952549,613.9116710143
a7ffcore5_a35762605f51d9942c,sg_efb29e17f52f3ed7,"Mean(volume_volatility_ratio_168h,24)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6611100,6611100,338496,0,6610560,0.951293,0.951215,11711.1077118753
a7ffcore5_8c7c11499d3e2148bd,sg_19e73259186f5296,"Delta(volume_volatility_ratio_168h,24)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6610602,6610602,338994,0,6610071,0.951221,0.951145,1688.6805673486
a7ffcore5_cd0764718569c80f36,sg_3ac77b9ba6c6e35b,"Mean(liquidity_rank_active_universe,4)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6637350,6637350,312246,0,6637350,0.95507,0.95507,0.2886511948
a7ffcore5_2ccf08fdd00add02ba,sg_763ec2c672e1b6cd,"Delta(volume_volatility_ratio_168h,72)",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6586698,6586698,362898,0,6586599,0.947781,0.947767,3044.7620158744
a7ffcore5_adb79df2c16aea7dd0,sg_7cc1f604508a518e,"Mean(liquidity_rank_active_universe,8)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6635358,6635358,314238,0,6635358,0.954783,0.954783,0.2886176907
a7ffcore5_43e09fd1ebd64615ae,sg_9c9098ce93e29943,"ZScore(Mean(log_quote_volume_168h,24))",liquidity_like,single,log_quote_volume_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,0.9984614841
a7ffcore5_c63cb44023486c15b4,sg_24faf636dfea8538,"Delta(liquidity_rank_active_universe,4)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6636852,6636852,312744,0,4391738,0.954998,0.631941,0.0074883302
a7ffcore5_d0cafdff2a70204471,sg_5c2e87f9f0e9e183,"Mean(liquidity_rank_active_universe,72)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6651294,6651294,298302,0,6651294,0.957076,0.957076,0.2879090904
a7ffcore5_972b3f1b1f8e162f4a,sg_67f6a417d7f6b1b3,"Mean(liquidity_rank_active_universe,24)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,0.2884393428
a7ffcore5_0c062d7124dd6725c7,sg_d096de912619edc1,"Delta(liquidity_rank_active_universe,8)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6634860,6634860,314736,0,5197386,0.954712,0.747869,0.0122005763
a7ffcore5_5fec3e5c3dff806270,sg_2c99d716cfdf3979,"ZScore(Mean(median_quote_volume_168h,4))",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6637350,6637350,312246,0,6637350,0.95507,0.95507,0.9984622856
a7ffcore5_60c56e15d7d48a000e,sg_7c2c3de7549dd95e,"ZScore(Mean(median_quote_volume_168h,8))",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6635358,6635358,314238,0,6635358,0.954783,0.954783,0.9984621255
a7ffcore5_06a90dcf7ba344e978,sg_8d4b5212065641ff,"Delta(liquidity_rank_active_universe,72)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6602988,6602988,346608,0,6409792,0.950125,0.922326,0.0660560183
a7ffcore5_033def37038701a6d0,sg_a1155be753a41e56,"Delta(liquidity_rank_active_universe,24)",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6626892,6626892,322704,0,6040652,0.953565,0.869209,0.0282856726
a7ffcore5_b5e16aa38f56d783eb,sg_cc5a84c0914b09e8,"ZScore(Mean(median_quote_volume_168h,24))",liquidity_like,single,median_quote_volume_168h,ok,,0,False,6949596,6627390,6627390,322206,0,6627390,0.953637,0.953637,0.9984614841
a7ffcore5_7f4d82b7fbf7890e67,sg_5287055579ed44be,"ZScore(Mean(volume_volatility_ratio_168h,8))",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6619068,6619068,330528,0,6619068,0.952439,0.952439,0.9984602291
a7ffcore5_a52bf60ba799906ba6,sg_a781f336d6b73f62,"ZScore(Mean(volume_volatility_ratio_168h,4))",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6621060,6621060,328536,0,6621060,0.952726,0.952726,0.9984603902
a7ffcore5_43ad9309c49ce99d69,sg_142b4f8e32465516,"ZScore(Mean(volume_volatility_ratio_168h,24))",liquidity_like,single,volume_volatility_ratio_168h,ok,,0,False,6949596,6611100,6611100,338496,0,6611100,0.951293,0.951293,0.9984595838
a7ffcore5_b10df18096910f2729,sg_99dbe71c0ec1f543,"ZScore(Mean(liquidity_rank_active_universe,4))",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6637350,6637350,312246,0,6631573,0.95507,0.954239,0.9984622856
a7ffcore5_2d6e1911cc917fb882,sg_e323d3a692948415,"ZScore(Mean(liquidity_rank_active_universe,8))",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6635358,6635358,314238,0,6632602,0.954783,0.954387,0.9984621255
a7ffcore5_fe3e03f775ccfd48e4,sg_2e6429a8a04fbef0,"ZScore(Mean(liquidity_rank_active_universe,24))",liquidity_like,single,liquidity_rank_active_universe,ok,,0,False,6949596,6627390,6627390,322206,0,6626665,0.953637,0.953532,0.9984614841
a7ffcore5_a0a4e5305bdaff2423,sg_9ad48ccaeda9d19c,realized_vol_168h,liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6626394,6626394,323202,0,6622554,0.953493,0.952941,0.0081680876
a7ffcore5_e02e04b88efb9213c7,sg_4aa484ded8aac3c7,"Mean(realized_vol_168h,4)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6624900,6624900,324696,0,6621087,0.953278,0.95273,0.0081527471
a7ffcore5_8355e79e781bac2196,sg_705b04e4d3447aa1,"Mean(realized_vol_168h,8)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6622908,6622908,326688,0,6619131,0.952992,0.952448,0.0081331883
a7ffcore5_c0a1717103dfa241aa,sg_3d6381109080b9da,"Delta(realized_vol_168h,8)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6622410,6622410,327186,0,6618605,0.95292,0.952373,0.0014353075
a7ffcore5_ece090a1eaa36a6dd9,sg_6da7ed64121609aa,"Mean(realized_vol_168h,24)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6614940,6614940,334656,0,6611307,0.951845,0.951322,0.0080525341
a7ffcore5_acefe1f9445279c817,sg_71e69d0e38166bbe,"Delta(realized_vol_168h,4)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6624402,6624402,325194,0,6620342,0.953207,0.952623,0.0009718609
a7ffcore5_c9d694b8d10cbddcb0,sg_d3565dc44cec8d4d,"Delta(realized_vol_168h,24)",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h,ok,,0,False,6949596,6614442,6614442,335154,0,6610814,0.951774,0.951252,0.0026973356
