candidate_id,root_subgraph_id,expression,semantic_bucket,motif_bucket,raw_inputs,status,error,missing_field_count,label_or_may_token,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std
a7ffcore5_8973f86f2ee4f6022c,sg_ad984ea9ddb11f22,"ZScore(Mean(taker_buy_volume,4))",taker_flow_like,single,taker_buy_volume,ok,,0,False,6949596,6947604,6947604,1992,0,6947604,0.999713,0.999713,0.9984861021
a7ffcore5_3eeb1792c34533bf91,sg_78424e2f4a92fb52,"ZScore(Mean(taker_buy_volume,24))",taker_flow_like,single,taker_buy_volume,ok,,0,False,6949596,6937644,6937644,11952,0,6937644,0.99828,0.99828,0.9984853706
a7ffcore5_f705fad1a710ad28f0,sg_5354a2a056ccb156,"Mean(taker_buy_sell_volume_ratio_last,4)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6941281,6941281,8315,0,6941278,0.998804,0.998803,519.8603841175
a7ffcore5_cc640529861c49f97b,sg_86f325cfbab2b0b1,"Mean(taker_buy_sell_volume_ratio_last,8)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6938525,6938525,11071,0,6938525,0.998407,0.998407,367.6757525622
a7ffcore5_48f8e0d7e697ed8581,sg_dcac2086b7525a8e,"Mean(taker_buy_sell_volume_ratio_mean,4)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6941281,6941281,8315,0,6941281,0.998804,0.998804,1483.6977349228
a7ffcore5_6695074813549a8bc9,sg_e58e26c2d98fff59,"Mean(taker_buy_sell_volume_ratio_mean,8)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6938525,6938525,11071,0,6938525,0.998407,0.998407,1049.3471899948
a7ffcore5_5a0eb1293d5ed37629,sg_08f6a4d92e9c9d7e,"Mean(taker_buy_sell_volume_ratio_last,24)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6927501,6927501,22095,0,6927501,0.996821,0.996821,212.4535734841
a7ffcore5_0d158448d1a01b324d,sg_0e2e8b3fa24b4e06,"Delta(taker_buy_sell_volume_ratio_mean,4)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6940592,6940592,9004,0,6940591,0.998704,0.998704,4196.7106470669
a7ffcore5_2b46573dd56cadfafc,sg_14bb305035367bea,"Delta(taker_buy_sell_volume_ratio_mean,8)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6937836,6937836,11760,0,6937836,0.998308,0.998308,4197.5460661843
a7ffcore5_e150c9b8e60f09f485,sg_26d7e126c24cb48c,"Mean(taker_buy_sell_volume_ratio_mean,24)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6927501,6927501,22095,0,6927501,0.996821,0.996821,613.910068658
a7ffcore5_22f94c55c49a93d48b,sg_3c52c17a556491d5,"Delta(taker_buy_sell_volume_ratio_last,4)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6940592,6940592,9004,0,6940518,0.998704,0.998694,1470.4296800319
a7ffcore5_e47c061c959d628ecb,sg_9950a9b72bdaa196,"Mean(taker_buy_sell_volume_ratio_last,72)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6933870,6933870,15726,0,6933870,0.997737,0.997737,122.6111842358
a7ffcore5_fe463430faa60b809b,sg_ac0894388f9ce0ff,"Delta(taker_buy_sell_volume_ratio_last,8)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6937836,6937836,11760,0,6937786,0.998308,0.998301,1470.7357972371
a7ffcore5_0ffec02c144a1676e2,sg_c844a658dc179dbe,"Mean(taker_buy_sell_volume_ratio_mean,72)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6933870,6933870,15726,0,6933870,0.997737,0.997737,361.2748052142
a7ffcore5_8b72a7346c6767a627,sg_028e224b46a5ae57,"Delta(taker_buy_sell_volume_ratio_mean,24)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6929420,6929420,20176,0,6929419,0.997097,0.997097,4200.0553552066
a7ffcore5_a9fcffd50c32f8b796,sg_59f15f074d78fbf6,"Delta(taker_buy_sell_volume_ratio_mean,72)",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6905516,6905516,44080,0,6905515,0.993657,0.993657,4207.3569311668
a7ffcore5_c50f6e97fe917f4167,sg_ee23a01dd8f6c8de,"Delta(taker_buy_sell_volume_ratio_last,24)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6929420,6929420,20176,0,6929357,0.997097,0.997088,1471.6294298117
a7ffcore5_077f4b9ce9ec17d99b,sg_fada7d84e7b56875,"Delta(taker_buy_sell_volume_ratio_last,72)",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6905516,6905516,44080,0,6905487,0.993657,0.993653,1474.1739720562
a7ffcore5_70f543b65dc325a4f0,sg_5399f844bb197b1b,"ZScore(Mean(taker_buy_sell_volume_ratio_last,4))",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6941281,6941281,8315,0,6941281,0.998804,0.998804,0.9984855877
a7ffcore5_2a30c5c7f0252b47af,sg_609be66f9aae11c7,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,8))",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6938525,6938525,11071,0,6938525,0.998407,0.998407,0.9984855631
a7ffcore5_e5babf4cc9966f2062,sg_618bfbeee2e5dcb9,"ZScore(Mean(taker_buy_sell_volume_ratio_last,8))",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6938525,6938525,11071,0,6938525,0.998407,0.998407,0.9984855631
a7ffcore5_cde68611af3d892fb2,sg_bfcb20ff6a1da7cf,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,4))",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6941281,6941281,8315,0,6941281,0.998804,0.998804,0.9984855877
a7ffcore5_c2e2738c703aaf84d1,sg_5232e560094c7838,"ZScore(Mean(taker_buy_sell_volume_ratio_last,24))",taker_flow_like,single,taker_buy_sell_volume_ratio_last,ok,,0,False,6949596,6927501,6927501,22095,0,6927501,0.996821,0.996821,0.9984854644
a7ffcore5_2ade87bc92e070841b,sg_c1b0f7df502c63b1,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,24))",taker_flow_like,single,taker_buy_sell_volume_ratio_mean,ok,,0,False,6949596,6927501,6927501,22095,0,6927501,0.996821,0.996821,0.9984854644
a7ffcore5_5beb7989ccee06ccd5,sg_2cebbe803c897d5b,"Mul(taker_buy_quote_volume,Sign(mark_low))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6946888,6946888,2708,0,6942374,0.99961,0.998961,34808543.99269614
a7ffcore5_e2630cf3e2192e03b6,sg_feb575811087ba83,"Mul(taker_buy_quote_volume,Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6946888,6946888,2708,0,6942374,0.99961,0.998961,34808543.99269614
a7ffcore5_f8ea0a5e951d9eddbd,sg_f2dd098603d46898,"Mul(taker_buy_quote_volume,Sign(mark_close))",taker_flow_like|basis_premium_like,gated_sign,mark_close;taker_buy_quote_volume,ok,,0,False,6949596,6946888,6946888,2708,0,6942374,0.99961,0.998961,34808543.99269614
a7ffcore5_f561e897ad4e4b4a27,sg_1d2653b6cfbc2508,"Mul(taker_buy_quote_volume,Sign(index_close))",taker_flow_like|basis_premium_like,gated_sign,index_close;taker_buy_quote_volume,ok,,0,False,6949596,6939162,6939162,10434,0,6935176,0.998499,0.997925,34827263.40991891
a7ffcore5_ed3b02cffff3ec8ce9,sg_2b2ad96731be4bc2,"Mul(taker_buy_quote_volume,Sign(Mean(mark_low,4)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6945379,6945379,4217,0,6940892,0.999393,0.998748,34808743.58172482
a7ffcore5_f1ffd46887f482f1bf,sg_6a0e017c7fa3b6d8,"Mul(taker_buy_quote_volume,Sign(Mean(mark_low,8)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6943367,6943367,6229,0,6938917,0.999104,0.998463,34810697.62944865
a7ffcore5_f5f0b18322b9630f1f,sg_ee0041b1e3b0e0a7,"Mul(Mean(taker_buy_quote_volume,4),Sign(mark_low))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6945394,6945394,4202,0,6941149,0.999395,0.998785,31056053.415257093
a7ffcore5_bdc5c1d9776f658e80,sg_1498852a192b8cd5,"Mul(Delta(taker_buy_quote_volume,8),Sign(mark_low))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6942904,6942904,6692,0,6938704,0.999037,0.998433,32961529.852700196
a7ffcore5_3927e79222cb832559,sg_2a45c2d4a7a711f0,"Mul(taker_buy_quote_volume,Sign(Mean(mark_high,4)))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6945379,6945379,4217,0,6940892,0.999393,0.998748,34808743.58172482
a7ffcore5_8668dadff101d57f59,sg_37fb7101ecbb9e1d,"Mul(taker_buy_quote_volume,Sign(Delta(mark_low,4)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6944882,6944882,4714,0,6925417,0.999322,0.996521,34973486.05743702
a7ffcore5_53eb76de1b2f9a49ad,sg_845395b1effc9b2a,"Mul(taker_buy_quote_volume,Sign(Mean(mark_low,24)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6935319,6935319,14277,0,6931013,0.997946,0.997326,34806551.37790831
a7ffcore5_119d0f31c938e2209b,sg_8ca29150ae6168f6,"Mul(Delta(taker_buy_quote_volume,4),Sign(mark_low))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6944896,6944896,4700,0,6940660,0.999324,0.998714,30564610.628392264
a7ffcore5_b335efe58f0ef8b6a9,sg_aacf38e2d6398f3d,"Mul(taker_buy_quote_volume,Sign(Mean(mark_high,8)))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6943367,6943367,6229,0,6938917,0.999104,0.998463,34810697.62944865
a7ffcore5_d14f50d090318e6ef7,sg_b9193814fd5aa8f6,"Mul(Mean(taker_buy_quote_volume,4),Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6945394,6945394,4202,0,6941149,0.999395,0.998785,31056053.415257093
a7ffcore5_7ce755e5b5f285dc7b,sg_c44114fb2bf22563,"Mul(taker_buy_quote_volume,Sign(Delta(mark_low,8)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6942878,6942878,6718,0,6929257,0.999033,0.997073,34974751.17774398
a7ffcore5_a6e737f9e3341f6361,sg_fd38b583bb70c7d1,"Mul(Mean(taker_buy_quote_volume,8),Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6943402,6943402,6194,0,6939193,0.999109,0.998503,29398081.43407426
a7ffcore5_bad432aaff3551da32,sg_35efa7a7af591d98,"Mul(taker_buy_quote_volume,Sign(Mean(mark_high,24)))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6935319,6935319,14277,0,6931013,0.997946,0.997326,34806551.37790831
a7ffcore5_dd89496c616203aa37,sg_3ed063e3d92e8e25,"Mul(taker_buy_quote_volume,Sign(Delta(mark_high,8)))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6942878,6942878,6718,0,6932018,0.999033,0.997471,34975106.75672465
a7ffcore5_2a7584f75bd4dc0468,sg_479664258efd6dbc,"Mul(taker_buy_quote_volume,Sign(Delta(mark_low,24)))",taker_flow_like|basis_premium_like,gated_sign,mark_low;taker_buy_quote_volume,ok,,0,False,6949596,6934862,6934862,14734,0,6926047,0.99788,0.996611,34968486.07657499
a7ffcore5_75a85e109cd6d2b19f,sg_502282af70eaa12f,"Mul(Delta(taker_buy_quote_volume,8),Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6942904,6942904,6692,0,6938704,0.999037,0.998433,32961529.852700196
a7ffcore5_4aaecd6a7fe428e290,sg_6616768c5091523a,"Mul(taker_buy_quote_volume,Sign(Mean(mark_close,4)))",taker_flow_like|basis_premium_like,gated_sign,mark_close;taker_buy_quote_volume,ok,,0,False,6949596,6945379,6945379,4217,0,6940892,0.999393,0.998748,34808743.58172482
a7ffcore5_3f804604d4256e8b2e,sg_6a0e485476db05ed,"Mul(taker_buy_quote_volume,Sign(Delta(mark_high,4)))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6944882,6944882,4714,0,6930752,0.999322,0.997288,34972904.925803155
a7ffcore5_0ce74525fff990557f,sg_895a9fe1f966a841,"Mul(Mean(taker_buy_quote_volume,8),Sign(mark_close))",taker_flow_like|basis_premium_like,gated_sign,mark_close;taker_buy_quote_volume,ok,,0,False,6949596,6943402,6943402,6194,0,6939193,0.999109,0.998503,29398081.43407426
a7ffcore5_0be6efb4d56ef4136b,sg_bf6ba5f9880f074e,"Mul(taker_buy_quote_volume,Sign(Mean(mark_close,8)))",taker_flow_like|basis_premium_like,gated_sign,mark_close;taker_buy_quote_volume,ok,,0,False,6949596,6943367,6943367,6229,0,6938917,0.999104,0.998463,34810697.62944865
a7ffcore5_9875066d5df1eec8b5,sg_dd6638d294bfb998,"Mul(Delta(taker_buy_quote_volume,4),Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6944896,6944896,4700,0,6940660,0.999324,0.998714,30564610.628392264
a7ffcore5_da596cabdbc51ec449,sg_e12e0fc33e2c970f,"Mul(Mean(taker_buy_quote_volume,24),Sign(mark_high))",taker_flow_like|basis_premium_like,gated_sign,mark_high;taker_buy_quote_volume,ok,,0,False,6949596,6935434,6935434,14162,0,6931369,0.997962,0.997377,27220870.928773537
