candidate_id,root_subgraph_id,expression,semantic_bucket,motif_bucket,raw_inputs,status,error,missing_field_count,label_or_may_token,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std
a7ffcore5_0bdd1da071681996aa,sg_9f5daf538dc04719,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,4))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6624900,6624900,324696,0,6620857,0.953278,0.952697,112685.1878176874
a7ffcore5_14f2f5387b343188b0,sg_ce0d9428ad77062e,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,4))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6624900,6624900,324696,0,6620540,0.953278,0.952651,124518.419801965
a7ffcore5_8b4cf68eb62bafb470,sg_ce70ffac14cd47de,"Mul(Delta(ZScore(Mean(trade_count,8)),24),Abs(ZScore(age_x_volatility)))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6626394,6626394,323202,0,6626394,0.953493,0.953493,2.3363723058
a7ffcore5_9cec1e6c5e8a9aed63,sg_e682f84f78d9e4e5,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(age_x_volatility,8)))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6622908,6622908,326688,0,6617289,0.952992,0.952183,139663.4634444227
a7ffcore5_7e4b101e65cffbb0f8,sg_025348adf18c064f,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Delta(age_x_volatility,8))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6622410,6622410,327186,0,6618412,0.95292,0.952345,131218.575755448
a7ffcore5_d8acd71a3e8d460648,sg_03f3ed0bc6c63989,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,24))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6614940,6614940,334656,0,6610760,0.951845,0.951244,112224.6044427349
a7ffcore5_91c3aed702cbcd9a39,sg_0c47f651f6c240f1,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(age_x_volatility,24)))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6614940,6614940,334656,0,6609465,0.951845,0.951057,132493.6570784564
a7ffcore5_be25f14d8486943119,sg_11d57ba5c72f582a,"Mul(Delta(trade_count,24),Abs(ZScore(ZScore(Mean(realized_vol_168h,8)))))",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h;trade_count,ok,,0,False,6949596,6622908,6622908,326688,0,6617289,0.952992,0.952183,153302.5031523202
a7ffcore5_ed8b2cc1994c84e6f8,sg_1346213e7397e7cc,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(realized_vol_168h,8))))",liquidity_like|volatility_like,liquidity_shock,realized_vol_168h;trade_count,ok,,0,False,6949596,6622908,6622908,326688,0,6618901,0.952992,0.952415,119992.2992106672
a7ffcore5_3b188beca787ca4eaa,sg_1a4e117a4a8524e0,"Mul(Delta(Delta(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,4))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6624900,6624900,324696,0,6619879,0.953278,0.952556,160928.9469937758
a7ffcore5_0ae06327f8a927812b,sg_1efe58bca8eb1e53,"Mul(Delta(Mean(trade_count,8),24),Abs(ZScore(Mean(age_x_volatility,24))))",liquidity_like|volatility_like,liquidity_shock,age_x_volatility;trade_count,ok,,0,False,6949596,6614940,6614940,334656,0,6611077,0.951845,0.951289,101474.7694897037
a7ffcore5_9a00d5c09e2b78bcf3,sg_1fe0baebeff8dd1c,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(ZScore(Mean(trade_low,8)))))",liquidity_like|volatility_like,liquidity_shock,trade_count;trade_low,ok,,0,False,6949596,6935652,6935652,13944,0,6931047,0.997994,0.997331,122651.7860560832
