panel_id,arm,strict,exact,clusters,n_eff,top1,top3,near_miss,survivors,positive_net_lcb,hypotheses,cross_panel_ranked
bbo_micro,GLOBAL_TOP_K_CONTROL,96,96,82,41.89090909090909,0.11458333333333333,0.17708333333333334,1,0,1,3,False
bbo_micro,STRATIFIED_ADMISSION,96,96,91,82.28571428571429,0.041666666666666664,0.08333333333333333,0,0,0,3,False
main,GLOBAL_TOP_K_CONTROL,1051,1051,752,266.104794025536,0.022835394862036156,0.058991436726926735,54,0,1,29,False
main,STRATIFIED_ADMISSION,809,809,590,257.1634577603143,0.023485784919653894,0.05315203955500618,29,0,0,30,False
