arm,proposal_id,panel_id,lane_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,algorithm,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_scalar,feedback_stability_lcb,feedback_positive_block_fraction,survivor_near_miss,development_survivor,candidate_promotion,feedback_persisted,pack_status
STRATIFIED_ADMISSION,epoch-candidate:787a0c323d721b1ed673dbd7,main,typed_random,exact-signal:c064987f2e96f59b5e158628,activation:ad5d12957339082604d2b586,behaviour-cluster:902be0367f7aa731f8bca024,volatility_burst_continuation,volatility_regime,typed_random,0.994535519125683,8736,0.004174133635946501,-0.0023958835489272176,1.5611836434659738e-05,-3.243851351301168e-05,-7.772040933410113e-05,-1.4040818153177141,-6.303092455373462e-05,0.0,0.8410534840540439,0.09610069989534285,4.8050349947671416e-05,0.1527822747688819,0.11034311270634971,2,4.5096377592665275,4.611734165379473e-05,-2.058824533552202e-05,0.0010616085267058832,0.0029030681055104415,True,,4.334252763208758,-0.47205659953665746,-9.503190829891871e-05,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:969299d5ba236508f6df8182,main,typed_ast,exact-signal:c17de3b394d69996e1bf79c8,activation:fab5318aab2165a23379af12,behaviour-cluster:907ffb4118031257ac02ef18,funding_event_age_decay,funding_dynamics,typed_ast,0.9848588342440802,8651,0.004436809688173468,-0.002261133978255396,-5.11980106784568e-06,-9.433235196112719e-05,-0.00014079507980219093,-3.9793490058584617,-0.00012962793684831054,0.0,0.7959072523382066,0.178425101786563,8.92125508932815e-05,0.1527777777777778,0.11033950617283952,3,4.405498990859024,-1.3178398770592927e-05,-7.994070871340716e-05,0.0006283124302679156,0.005377657155671207,True,,3.909657590557421,-3.710115987206116,-0.00016811223887054335,0.16666666666666666,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:e500353c5185a9c4388b6316,main,typed_ast,exact-signal:1b8f726c57c112fc01d52ed2,activation:eaa7e2a9e36a7ab94e1e2692,behaviour-cluster:1dc088c895f67e918a2edff2,mark_index_dislocation,mark_index_deviation,typed_ast,0.9870218579234973,8670,0.0003994436135096045,-0.006252529128409679,2.5913595927869115e-05,1.4695817889384906e-06,-4.5535930761607006e-05,0.06127750023408722,-6.463784947148081e-05,0.25,0.6446707700779877,0.048888028277861255,2.444401413893062e-05,0.15383065127428625,0.11053338516967864,3,6.697034247666484,8.294366756355834e-05,7.0990173813349045e-06,0.00013429305722482233,0.00030293652157731407,True,,6.932806497143696,0.11014542984574022,-8.05007007789082e-05,0.5,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:4edaa7b8cb31f688eb698922,main,typed_ast,exact-signal:161524d128cd13d3b1bd0b18,activation:c8adf4ec84bfa0a6feffa5c3,behaviour-cluster:d57cf213f3f4fff9c69b3c9b,oi_price_divergence,oi_inventory,typed_ast,0.9907786885245902,8703,-0.004999617638670704,-0.011583844794417462,-3.0715073965932664e-06,-6.666710723740392e-05,-0.00011168479436857214,-2.902582040800657,-8.40913796973663e-05,0.0,0.8573314585047029,0.1271911996816213,6.359559984081064e-05,0.15517644387054522,0.10921147130296073,2,6.697034247666484,1.1853201676820624e-05,-6.090519899389374e-05,0.0006875311789461176,0.005163278097089294,True,,6.293175905430774,-3.581280834348548,-0.00010028066133669272,0.0,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:3939953e378e631183144bed,main,typed_ast,exact-signal:5318df5613cd82d59c8eeda0,activation:0ad452cf00cee16847710ac9,behaviour-cluster:f4ccb93b78ea43df530afc8f,aggressive_flow_exhaustion,taker_imbalance,typed_ast,0.9888433515482696,8686,-0.0014396755679135455,-0.008258398214593687,1.854435720347102e-05,-4.291149768434339e-05,-9.117609977357612e-05,-1.7426132573477955,-8.668946373739222e-05,0.25,0.6863807377081393,0.12291170977562883,6.145585488781442e-05,0.1527777777777778,0.11033950617283952,3,5.09252245356844,3.64186415375453e-05,-3.993991778379018e-05,0.00010866324826852469,0.0008955122386004382,True,,5.089142031702715,-0.6508401037538052,-0.00012424165533534044,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:4456173c7859644478067c48,main,typed_ast,exact-signal:c9b50e8bcc3c1acb0a8000d3,activation:b753f9f92619b53231d1b68d,behaviour-cluster:aeffda1cb4d231876cb6f4c5,volatility_burst_continuation,volatility_regime,typed_ast,0.9757513661202186,8571,0.006886144698229786,0.00023681237496298285,1.0346474286550198e-05,-7.495234819670684e-05,-0.00012211797758894576,-3.114696111523084,-9.77022699613929e-05,0.0,0.8384001701950314,0.17059764496651406,8.529882248325702e-05,0.16010019784472498,0.10811701763936249,2,6.697034247666484,6.925224460965027e-06,-5.639796839191559e-05,0.001626887068401055,0.006758592296658001,True,,6.321584035373787,-3.708352138358694,-0.00011916340828228562,0.0,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:690f8b4279f69cab92be8d11,main,typed_ast,exact-signal:26cde5849699cea26b5b15c7,activation:8ded333c090420aadf4b4895,behaviour-cluster:8a5f26fc78d858a97a173387,volatility_burst_continuation,volatility_regime,typed_ast,0.9863387978142076,8664,0.007930521140862394,0.001261094157628032,3.874493227747876e-05,2.0742598225975717e-05,-2.728978514334602e-05,0.8464183884091633,-1.013221219185138e-05,0.75,0.8146107135259112,0.03600466810300611,1.8002334051503044e-05,0.15277777777777776,0.11033950617283952,3,5.600888051493568,0.00010109451906872345,3.657910806526343e-05,0.00324398508103103,0.00791285984025739,True,,6.475353141625109,0.5048870855720693,-5.574156779026929e-05,0.5833333333333334,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:f2a29613721eaab66d99c7c2,main,typed_ast,exact-signal:b1f23f180d48de8a9ab9b6b9,activation:2e20aba32998a49028d29955,behaviour-cluster:65764e56c11bb2bc8fab9404,state_transition,temporal_state_path,typed_ast,0.988615664845173,8684,0.007044596430131752,0.0004514576862488084,-5.090324153114511e-06,-0.00014532543086277219,-0.00019100168994282802,-6.236015169101394,-0.00020163812997722313,0.0,0.7224109593239704,0.2804702134193152,0.00014023510670965763,0.1528097650852142,0.11036567889861304,2,4.911428644012807,-6.564407898217269e-05,-0.00012682488437097626,0.0022506609156615494,0.004865305453044403,True,,4.148784562805721,-4.519942499117549,-0.00022214383336909,0.0,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:a3a366ae7b9dc58062f6de63,main,cem,exact-signal:a84c8a1c5272705e3bb0e9c7,activation:816d24f97aebe67407122e1e,behaviour-cluster:8bb34fc122a8a77eab81036b,basis_dislocation_reversal,basis_dislocation_convergence,cem,0.9863387978142076,8664,0.0018801991490998812,-0.004687837009288962,2.1032717940440553e-06,-1.864064041646033e-05,-6.490557839131343e-05,-0.7897050512878862,-7.737592036010177e-05,0.5,0.7269967472385523,0.041487824421008776,2.0743912210504383e-05,0.15406056328310358,0.10947216137069918,2,6.005120873555468,6.17112804262874e-05,-4.350065515682259e-07,0.0002060703663119956,0.0015091189131799373,True,,6.4048896226169045,-0.09479456517993701,-8.41582137521805e-05,0.4166666666666667,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:3e301c398ea6e308025f31fd,main,cem,exact-signal:1e6851324731ce8d80db291d,activation:04a35dd33222800e535388b4,behaviour-cluster:b71631bd0cbaf688eae2b158,basis_funding_divergence,basis_dislocation_convergence,cem,0.9808743169398907,8616,0.0009363488112488892,-0.005895493705978011,-8.376253206920931e-06,-2.5650316964271612e-05,-7.462703857704388e-05,-1.0265003371900174,-4.7498654300272645e-05,0.0,0.8438888266098921,0.03454812751470138,1.7274063757350684e-05,0.1527777777777778,0.11033950617283952,2,6.697034247666484,5.829628385925639e-05,-6.73709928337176e-06,0.0018990278050737405,0.0011097872256237368,True,,6.562337733464464,-0.16520937031612482,-9.648503462361972e-05,0.4166666666666667,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:d35aae71b11e3796a30e6e53,main,cem,exact-signal:f74d0b79515f1c524596dc66,activation:6e171438f980aa6e2b35f799,behaviour-cluster:a9f7752090a4419e6d68eba3,oi_contraction_unwind,oi_inventory,cem,0.9960154826958105,8749,0.021853036777928523,0.014853350981697749,-2.7367521420919935e-07,-9.36440854037754e-06,-5.519903018645259e-05,-0.4004449056188883,-4.67960761309133e-05,0.25,0.6886800375515683,0.018181466652336695,9.090733326168345e-06,0.1527833458152147,0.11034631608046595,2,6.005120873555468,6.893275181058512e-05,4.756022059502804e-06,0.007342931744433317,0.021836893845113642,True,,6.278336735647256,0.23770809802981857,-8.503741802961405e-05,0.5833333333333334,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:f2b727dbd40ef61d0204ce57,main,cem,exact-signal:e9eddbe680e5d50a30ababa3,activation:4a2288d8f034a228a6d3755b,behaviour-cluster:a92093198925317e9dc96192,session_transition,session_time,cem,0.9903233151183971,8699,0.006164291711320681,-0.00027712277868146597,2.492009754655769e-05,-4.7997515680286506e-05,-9.14556792578893e-05,-2.1647286260813243,-0.00010391630722707131,0.25,0.6468407102418379,0.1458352264536884,7.29176132268442e-05,0.1528018637427765,0.11035967512736874,3,4.405498990859024,3.089246601154253e-05,-3.200555520927578e-05,0.000666707226672588,0.006977097726098285,True,,4.398620320604206,-0.5739998775913588,-0.00014048081654092785,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:d8eb97bf1bdaf11437ddbf85,main,cem,exact-signal:519dad0acefdc348cab42300,activation:0efcf2a7b23d2e14e897b279,behaviour-cluster:fa45921b7d10834f20f04ff2,mark_index_dislocation,mark_index_deviation,cem,0.9956739526411658,8746,0.008902200711645589,0.0025740787229637605,-2.5207491255385004e-06,-6.013004104914698e-05,-0.00010563009148670149,-2.590214281588001,-0.00015549781055960023,0.0,0.6382974298262185,0.11521858384721695,5.760929192360847e-05,0.15493086299276285,0.11118175443291839,3,6.697034247666484,1.833599493727205e-05,-4.017856709973012e-05,0.003179145360953336,0.008670672829251946,True,,6.402369638107448,-0.5725680570718149,-0.0001285016023991425,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:ba44f85c0173c6a4291c2410,main,cem,exact-signal:583751d8a47173d20f0c80ca,activation:19caa39740322e66ee445701,behaviour-cluster:48179b2c5e5af541b4654745,oi_contraction_unwind,oi_inventory,cem,0.9907786885245902,8703,-0.0010340588000094448,-0.007558195362006892,-2.4083210789047234e-06,-3.0516878536337002e-05,-7.501379459559295e-05,-1.3442073570125233,-7.996841400667495e-05,0.0,0.7728064263634734,0.05621711491486459,2.8108557457432292e-05,0.1538025416586432,0.10880785278410258,2,6.697034247666484,4.768910915321161e-05,-2.453171029298109e-05,0.0023694340856348383,0.0013521202542933755,True,,6.5050381644784805,-0.47280460259814117,-0.00011106320724698607,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:1bb1327af002100b7d27ac2d,main,cem,exact-signal:e4944dd129be355a07a84fbf,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74,volatility_burst_continuation,volatility_regime,cem,0.9863387978142076,8664,0.007998013024686087,0.001398024194661428,1.4586562766880865e-05,-2.8611134411831852e-06,-5.074172647014353e-05,-0.11712010331461722,-2.9463595070247007e-05,0.25,0.7358953710525595,0.034895352416128095,1.7447676208064038e-05,0.15277777777777776,0.11033950617283952,3,4.758504205908793,7.749080740156456e-05,1.4966434722659446e-05,0.005201660044221136,0.0073066883651587144,True,,5.01560595945783,0.27983329595397655,-5.95898948608003e-05,0.5,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:78ea8e094f6b00bb8da3bdef,main,cem,exact-signal:eae18215106850e6d361c408,activation:ac462f0724f5d1383e1cfe31,behaviour-cluster:5b06af0016d27d779ebfc5fd,basis_funding_divergence,basis_dislocation_convergence,cem,0.9877049180327869,8676,0.0026432600380142585,-0.0036988248040981633,1.910351049648065e-06,-2.1900316217104975e-05,-6.47502138237259e-05,-1.0017438123094435,-2.874760501979056e-05,0.0,0.9543793230223903,0.04762133453350611,2.3810667266753046e-05,0.15277828089895862,0.1103401962402023,2,4.146791037594643,5.758564215044948e-05,-3.2591648634252294e-06,0.0013134033857497372,0.002293803597141619,True,,4.026181125557206,-0.21507939768939321,-8.548679226864063e-05,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:ff359c4f4eb8c2addbbee34e,main,cem,exact-signal:9636bac1fcffc1a0632fa285,activation:673eaac83de0071e4607be95,behaviour-cluster:d1f504b0b1bb04434b758a8b,session_cross_section,session_time,cem,0.9855418943533698,8657,0.0014106531213470067,-0.005487105497711621,2.7480691440102173e-05,5.582024673346169e-06,-4.465898591488355e-05,0.21776569045212749,-2.8040592017529322e-05,0.75,0.8285723970189554,0.04379733353351201,2.1898666766756004e-05,0.15416748176957124,0.11019852491159912,2,6.697034247666484,8.685397139981377e-05,7.785193387657593e-06,0.000322390832585889,0.0010181907231120715,True,,7.452457721431832,0.18443535833453042,-7.096003907219693e-05,0.5,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:df4c9ed278e764a39b3ab9d7,main,cem,exact-signal:d96a74732ba3866d93744d15,activation:6a47212781c6bfbab6da3050,behaviour-cluster:e1f78463c39eed8fecd1fa0d,oi_price_divergence,oi_inventory,cem,0.9918032786885246,8712,-0.0007046609925483874,-0.007370300949683375,-2.9200555994799197e-05,-5.2423603851204346e-05,-9.773974500542719e-05,-2.2674098220030285,-7.807994007449698e-05,0.0,0.8331264444955748,0.046446095712810324,2.3223047856405153e-05,0.15308975547645354,0.1089030633349426,2,6.697034247666484,2.6348658630111166e-05,-3.121050432473686e-05,0.002530315994195687,0.0009670699719982279,True,,6.40727925255707,-3.3014032315094206,-0.00010441454018523901,0.08333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:1b7039ad79d40c33ef0b7c25,main,cem,exact-signal:dcf88bd4d2a921809e4aafd3,activation:0cacdef6b84371915d91fb67,behaviour-cluster:822c65073f3f09e8bab55660,orthogonal_flow,orthogonal_exile,cem,0.9713114754098361,8532,0.008493517193666821,0.0016218684414754268,2.6295297386332846e-05,4.358275976737577e-06,-4.601436258040138e-05,0.169580573086637,-4.079628515921145e-05,0.5,0.7536615291535628,0.043874042819190565,2.1937021409595275e-05,0.1527777777777778,0.11033950617283952,3,6.697034247666484,9.331899797136877e-05,3.1001717284052775e-05,0.0015985145340664578,0.008549449026242132,True,,7.249287793884142,-0.10958321781756816,-0.00012303934583659422,0.3333333333333333,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:46b14e699801e62e3d1dff79,main,cem,exact-signal:3453e40d560acbf7ba9fd3cd,activation:4c27eadce2f24652986c0432,behaviour-cluster:cbc1d5bba20bbccf282d69cb,oi_expansion_confirmation,oi_inventory,cem,0.9948770491803278,8739,0.0021026127318840467,-0.004353854445598643,7.669331596084982e-06,-2.6142822215935315e-05,-7.300666562207222e-05,-1.0933787717574026,-5.50527862874434e-05,0.25,0.7906773213297144,0.06762430762404059,3.38121538120203e-05,0.15789940014426343,0.11022562506857242,1,6.697034247666484,5.224916036427369e-05,-1.5602200393637113e-05,0.0007585960477911626,0.0015940221069209474,True,,6.80129753693351,-0.28131112134620645,-7.960633131533308e-05,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:13a7b50a7db52a9d0a6c8143,main,cem,exact-signal:d13fec04f392a347fea8936d,activation:cbf267790f456ed6c9d06fb8,behaviour-cluster:c8d5c76aa61737aefadebf71,orthogonal_volatility,orthogonal_exile,cem,0.9756375227686703,8570,0.0122635013085779,0.005535231624404922,4.3176679285516076e-05,1.592653138821705e-05,-3.149619914535842e-05,0.6582497711472849,-3.455485339424266e-05,0.5,0.6691085561052015,0.05450029579459808,2.7250147897299037e-05,0.15788571463543294,0.1100964366637862,3,6.697034247666484,9.813708021416602e-05,3.982031681160948e-05,0.0069663053254873505,0.012312755214990796,True,,7.322095453300712,0.2881521593486015,-6.701479805391362e-05,0.4166666666666667,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:ac2e2cc1e1a081b0a8d8bec2,main,cem,exact-signal:7f6e60f9be1b7a2076b24358,activation:e5f6a30ebd1027fd5ab4db6e,behaviour-cluster:c79470d385fc83edde847924,aggressive_flow_continuation,taker_imbalance,cem,0.9821265938069217,8627,0.008006663992050706,0.0008645820527663313,7.638020612528747e-06,-2.3733126818662747e-05,-7.563269879227347e-05,-0.8962873256109193,-4.3476569502775323e-05,0.25,0.8172763859633955,0.06274229486238303,3.137114743119151e-05,0.1527777777777778,0.11033950617283952,2,5.31443674842792,5.875347196404815e-05,2.8947217663230693e-06,0.002299279695936186,0.00878028026913485,True,,5.478023951101098,-0.21494897555514816,-0.00011479853763078006,0.4166666666666667,True,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:245d29ba215007764a539e5a,main,cem,exact-signal:bac3dd8e777e034281863002,activation:7e1e08fd0ff849658b47b4fd,behaviour-cluster:1af9c4c504bf4704d8972613,oi_contraction_unwind,oi_inventory,cem,0.9785974499089253,8596,0.0008684601388631493,-0.005840394252944122,7.964899027863628e-06,-3.6625132913209636e-05,-8.501620570910425e-05,-1.483440154605975,-9.60841546880286e-05,0.25,0.6874319925302927,0.08918006388214653,4.459003194107325e-05,0.15718865491472947,0.10834748238812719,3,6.697034247666484,4.33938282710028e-05,-3.5663808763116964e-05,0.0014599003687201986,0.0019246900900711983,True,,6.735205843236886,-0.3640752781685769,-0.00012052942563279767,0.4166666666666667,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
