arm,proposal_id,panel_id,lane_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,algorithm,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_scalar,feedback_stability_lcb,feedback_positive_block_fraction,survivor_near_miss,development_survivor,candidate_promotion,feedback_persisted,pack_status
STRATIFIED_ADMISSION,epoch-candidate:5b479e7b50b89cd555cefcdf,main,typed_random,exact-signal:fcf900feb63925d26ecaa5f8,activation:5f38eb64891e91a89da604a4,behaviour-cluster:d60438fe7c68dfd564a55dfa,market_confirmation,cross_asset_confirmation,typed_random,0.9902094717668488,8698,-0.002629701029718848,-0.010082705824264064,3.9968483276088914e-05,-4.9180363202028694e-05,-0.00010486224730252302,-1.7311467353009427,-6.992617800095707e-05,0.0,0.8310472774286581,0.17829769295623524,8.914884647811763e-05,0.1527777777777778,0.11033950617283952,1,4.311409067459929,2.9718688388822148e-05,-5.8241568738214415e-05,0.00011260942788910183,0.003395920667661682,True,,4.030807117246752,-0.7581462446268701,-0.00013669362552953362,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:b7bcd3dbe0c0882c06992f04,main,typed_random,exact-signal:0b986d2d1df681b96508f36e,activation:e657b1bea2d4247cb4d83c20,behaviour-cluster:b0a34a7fcf625aba32f0e1f3,funding_surprise_reversal,funding_dynamics,typed_random,0.9863387978142076,8664,-0.0052374730038911976,-0.011819047939853533,1.879442826529781e-05,-3.2047135430999127e-06,-4.7055766931708356e-05,-0.14324031144272487,-3.692102286664714e-05,0.25,0.7788559007285708,0.043998283616795475,2.1999141808397735e-05,0.15342909457543133,0.1097961336786694,2,6.697034247666484,7.714720729964781e-05,1.0432000951892317e-05,6.755819561158202e-05,0.0053048557221772015,True,,6.89366611153385,0.069817425669629,-6.540635055530964e-05,0.4166666666666667,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:1bd4821b5f02f289cd17519b,main,typed_random,exact-signal:8568ba5a68c07c4a705c3c36,activation:8ded333c090420aadf4b4895,behaviour-cluster:f2f85c86f8b81e348b96e2a3,session_transition,session_time,typed_random,0.9863387978142076,8664,-0.0033359095519730196,-0.010777198209123666,3.956503426410103e-05,-4.9808619167724194e-05,-0.00010544078177918451,-1.754828304097395,-7.2902251277796e-05,0.0,0.8257262438590878,0.17874730686365048,8.937365343182521e-05,0.1527777777777778,0.11033950617283952,3,4.626197553180167,3.054330167502353e-05,-5.7838666044582474e-05,4.075576337982309e-05,0.004145591359658934,True,,4.3408298985461675,-0.7596241663363503,-0.0001367612236590596,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:80e4b5bd585b046f8391edab,main,typed_random,exact-signal:7a96d81fd3e50ce7e245b705,activation:82ae139054e9599b362a1d04,behaviour-cluster:055151d7039f3dbc40060910,volatility_mean_reversion,volatility_regime,typed_random,0.9988615664845173,8774,0.013995319372256556,0.0074914831010688175,2.4409513761418458e-05,-8.103460142739702e-05,-0.0001225906820387222,-3.822011519402366,-0.00010378780041320695,0.0,0.8450005162363716,0.21088823037763096,0.00010544411518881549,0.1527777777777778,0.11033950617283952,2,5.600888051493568,-2.818969932386677e-06,-7.097838710647522e-05,0.009842784734375727,0.012785268494186158,True,,5.16713003333225,-3.7597418473754978,-0.0001277113687541645,0.0,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:e35dcac8b78833e206e553da,main,typed_random,exact-signal:06ac4df9f2c16f52e73c9ede,activation:e59955b0c8d7814d91ec0eef,behaviour-cluster:5fef872ada65e99437244096,orthogonal_volatility,orthogonal_exile,typed_random,0.9733606557377049,8550,0.0023282533890844983,-0.004206213251095447,2.2979431187036635e-05,-3.775036103192576e-05,-8.282049307257995e-05,-1.6416794065709266,-4.6962902183675486e-05,0.0,0.9174869010348936,0.1214595844379248,6.072979221896239e-05,0.15812657141937517,0.11267031887659534,3,6.697034247666484,4.6496671743860376e-05,-2.3141678499025912e-05,0.0032069091965494134,0.002422519771790166,True,,6.486826796284087,-0.5673439050829578,-0.00010803008821553902,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:0b192362e2e8486a5989d031,main,typed_random,exact-signal:10e2b6d09802598c70f510df,activation:decb4fc2607885da71671f5c,behaviour-cluster:0f52577c89a5b976eaa0d607,state_persistence,temporal_state_path,typed_random,0.9871357012750456,8671,0.0006266725991859602,-0.005728299199850641,-5.3167820257664635e-05,-0.00014254306049815777,-0.00018778147171915442,-6.175822515330017,-0.00021094277263624325,0.0,0.6608432111145752,0.17875048048098632,8.937524024049315e-05,0.16597713641987316,0.10505208222194379,2,6.697034247666484,-6.200383554978773e-05,-0.0001269899275963403,2.5749483243546856e-05,0.00022969011142050076,True,,5.92061134771369,-4.458344956283746,-0.00021814044032794332,0.0,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:795c1a6b0d67f32811fb67e8,main,typed_random,exact-signal:22e80c5aec04bad3492b313a,activation:ee0794ec421d8fa10d536e86,behaviour-cluster:181cbb1062d9c3f27db1e21b,volatility_burst_continuation,volatility_regime,typed_random,0.9215619307832422,8095,0.0038555228244957795,-0.0027844249401938292,3.8822347559439686e-05,-1.2960281346618298e-05,-6.313527164677637e-05,-0.5062711778798658,-3.6053684773846305e-05,0.25,0.7805883396254824,0.10356525781211598,5.178262890605798e-05,0.16547774196188444,0.12152457021517946,4,6.697034247666484,7.520882041428459e-05,7.110990206031745e-06,0.0003682479658011441,0.004932614167437911,True,,6.887202157433148,-0.22553415038268831,-0.0001410334176987121,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:066beb222799069967852985,main,typed_random,exact-signal:c9999a6002483e2696d0fa6f,activation:a7f17830a25079ff81197195,behaviour-cluster:df257a28039de189cd52ea5a,mark_index_convergence,mark_index_deviation,typed_random,0.987363387978142,8673,0.005030124032844559,-0.0017102881846045546,-1.361933693211032e-05,-7.335081275829785e-05,-0.00012224871513071532,-2.94015869865536,-0.00011157913432090983,0.25,0.6725531978159076,0.11946295165237504,5.973147582618752e-05,0.1560168773848314,0.11183385177758161,2,6.697034247666484,5.873368108456964e-06,-4.97402684217394e-05,0.0009912625844474513,0.005282898764040444,True,,6.590463809058171,-0.8674457141503473,-0.00014274986649307267,0.25,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:70155920acaed86a2e8c434b,main,typed_random,exact-signal:4f9d09b34619da73bad90098,activation:8ded333c090420aadf4b4895,behaviour-cluster:894a9d90cb469dde8db0d611,oi_price_divergence,oi_inventory,typed_random,0.9863387978142076,8664,-0.005865067938999197,-0.01287606516148676,-1.397342700157295e-05,-2.8859417562771255e-05,-7.980027962481915e-05,-1.110394605300044,-0.0001316739872977703,0.25,0.5896204371261748,0.029771981122396676,1.4885990561198329e-05,0.1527777777777778,0.11033950617283952,3,6.697034247666484,5.1492503279976465e-05,-2.5549314665439588e-05,0.004779764758341304,0.005271960376743039,True,,6.757452612768973,-0.41929583708376006,-0.00012630055081499136,0.3333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:2c721bf1f4070987446ce70b,main,typed_random,exact-signal:9076a49e326e0a9963d63b59,activation:87ff3a0785c6d001cbf1f8b6,behaviour-cluster:a5f8c3fe006086b36a7ef7a3,session_transition,session_time,typed_random,0.9980646630236795,8767,0.006334392695975468,-9.69085428551399e-05,3.680563732329997e-05,-9.748329871262574e-05,-0.0001425266644179363,-4.2418514354982975,-0.00017556323169084,0.0,0.6858588418275516,0.26857787207185135,0.0001342889360359257,0.1536360735950733,0.11083811071337173,2,6.697034247666484,-1.9079123755199815e-05,-8.763611420196533e-05,0.001461571216081509,0.004377872947728669,True,,6.171396462139676,-3.9074822750957843,-0.00016755853305711163,0.08333333333333333,False,False,False,False,FROZEN_DEVELOPMENT_NO_PROMOTION
