panel_id,arm,proposal_id,candidate_promotion
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:02bc627822a416e397a49791,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:10098b9be81d413eb9bde37b,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:10205edec11964a36a5ac20e,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:1378d78a2e832bc2f5782c4a,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:14099c9299457cd6e92c91d6,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:16214a3014601e2081dbc7f0,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:183af08ece078ce0801cd1aa,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:1aa480993d5b6c91b0ce8247,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:22d3a3e8f3ac54a85c7ee1ca,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:2fe101f2e203bbfc9fa7f5e4,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:46bc722159757842befdbc37,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:4d699a35f30eda0d016fc233,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:542e462ba1535e0a3e76123d,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:6b584fab4e09bd856a08d796,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:78d7667416c9c809845f2fa5,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:7af6028588a11be3bc217188,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:822088f333daf682a4ece9d2,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:84f8a3cc894c985e414e0ed3,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:85f31823d40bbf2f13a764fb,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:8f547bf159f93909901f9fa8,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:956a2586bb842db454490bd6,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:99bcc3bb6a96882ebbc63c8a,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:aa2c053e13973a9e563e2a7d,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:c8bfcee2eacbbac63e2b16bf,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:e9601f02e55cb876469147aa,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:10098b9be81d413eb9bde37b,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:10205edec11964a36a5ac20e,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:1378d78a2e832bc2f5782c4a,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:14099c9299457cd6e92c91d6,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:16214a3014601e2081dbc7f0,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:1d1525c53842a4fb3428d76c,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:2fe101f2e203bbfc9fa7f5e4,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:3f97d5f3aba683938d9091be,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:46bc722159757842befdbc37,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:4745724ca1b2c5c01b920a01,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:496ecdaf733d47f5d970b702,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:542e462ba1535e0a3e76123d,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:564bf759db82bf42e3d1e8ef,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:5f5c6b770b951475ad07ec91,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:6b584fab4e09bd856a08d796,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:6b8868a5519c9d18f0b47564,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:78d7667416c9c809845f2fa5,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:7af6028588a11be3bc217188,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:85f31823d40bbf2f13a764fb,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:93215cefb84eeb2c780a4bf5,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:956a2586bb842db454490bd6,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:9b9a1c591137e3574ac8be8e,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:a0a64631dda937929f3528cb,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:b94087f13a44ba7c96bede68,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:bac89bae7a27d39ebc564688,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:c8bfcee2eacbbac63e2b16bf,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:ed90c73067b1974d7f43d722,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:006293b6378d9a067c4e565a,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:00ea25e2f615134c2dd9b0f2,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:024e7d0e1e836b6eac997947,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:04c4a395afff84e513c391ac,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:04ea9b9d552dbb7ee33d88c7,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:056ace6f48be1a0c2bd40e95,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:062715c68a5e8c18b7663a80,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:078247a1204017af5bcd1733,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:07d8c23bfcff3500ee550f7a,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0829155f0358aa95c159a06b,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:093abed9cf972cf4a16bf463,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:098dfa2589e34ad10c295724,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:09a02453697e043809f3e5b8,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0a46cda7d04dd3dcf3ad2270,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0aceb057baa31a06fac1c2e9,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0bc023e633c741d6d9db1008,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0c95d1c770b589876945a1db,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0dc5170b8ff9724172e8031a,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0dcff8bdbb4dafd7e1dda681,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0e8a21cace38d1525b7e8c91,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0f0121d4ae4fdb7edaaa08da,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:11b2a375dc5c3f694dc11c32,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:12956bf5fe894ee64b5dedf6,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:13a7b50a7db52a9d0a6c8143,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:143c18d209cb8b994b667e75,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:15096780a31bbe3d3c928192,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:168b484d723dd0a13cac4060,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:17172f0486773a50292c1af6,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:17a43d1672f76ac389536685,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:19b13240d2440ce837607a35,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1bb1327af002100b7d27ac2d,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1cd0b5a6cc8dd9a0c31d1df2,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1e31cb3aec860e9d5bde5914,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1e46952c98bdc8415949240d,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1ed0e3509470278055dca0ff,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1fe0c94f1462643b72b9cb9c,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:207c86e28d6b531975d666cf,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:20f0032148d231dec1345c83,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:21a7982620f74cd1dfb4c407,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2461d7eb8a1aaa08db84c7c4,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:247ef43edd7b936fb09bcd85,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:24ca2059f48d13e935f46a7e,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:26aeb4f24ec76bdffea58d69,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:27e4d3dc855450335f9c1c07,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:28cfdb482bf369f13a4b4f37,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2a3f1110bcad6384f7cadd95,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2a7d801b83f3fccaf032e2ae,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2ababac8ba162ba7dcd089e8,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2ada9cc71474de875b0c1ddf,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2b57f73f20476b289f7760ad,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2d684dec3ca8d6f9ab399086,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2e62ba0fb47bbee88d8faa61,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:33a9b9b73c3bbb9dcc4ae6c4,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:34657a15fb545e3d61e19884,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:361d4732d3e2a23b590512b3,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:372046234cf14a2f59a5c4c3,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:3889165fd312390fecf845c1,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:3cb256f4e9128798da878ae4,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:3ce870ae581aefeb89a9f2c4,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:3d48f853e13c2bbcfb38713c,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:3e301c398ea6e308025f31fd,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:41b6588a3d43d3e255b662f1,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:427573124144f47e4d1abf12,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:434cc11679cef9ea53103e8c,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:44d41d4d6cc63ec4b0f2ff56,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:45221f61b308f5cf4c3502fc,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:45bd3d30f88a92599271918d,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:45f671aca84ca1408f0adee7,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:46b14e699801e62e3d1dff79,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:46b6fe55cc58d927318de9b6,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:47c3a618524fa7b2cb106d09,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:47c66cd0bf1dac50499986f3,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:48c78c25602726ca842f2d98,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:4c3f61eb03852a7c8d37a9e0,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:4e69f0ab786a141e47c74b52,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:4f5d0d22b60a6a1263a6e1c7,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:517b690a71504e2ee53597e5,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:52496a41adc250f3b3daaafb,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:53fe8d371b3d62f8a8359370,False
