decision,label_family,count
A7LS21s000_NUMERIC_CLUE,L0_raw_forward_return,1
A7LS21s000_NUMERIC_CLUE,L1_cross_sectional_relative_return,1
A7LS21s000_NUMERIC_CLUE,L3_liquidity_tier_relative_return,1
A7LS21s000_NUMERIC_CLUE,L5_vol_adjusted_return,3
A7LS21s000_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,2
A7LS21s001_NUMERIC_CLUE,L5_vol_adjusted_return,3
A7LS21s001_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,1
A7LS21s002_NUMERIC_CLUE,L0_raw_forward_return,1
A7LS21s002_NUMERIC_CLUE,L1_cross_sectional_relative_return,3
A7LS21s002_NUMERIC_CLUE,L3_liquidity_tier_relative_return,3
A7LS21s002_NUMERIC_CLUE,L5_vol_adjusted_return,3
A7LS21s002_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,6
A7LS21s003_NUMERIC_CLUE,L1_cross_sectional_relative_return,1
HOLD_A7LS21s000_CONTROL_DOMINATED,L0_raw_forward_return,8
HOLD_A7LS21s000_CONTROL_DOMINATED,L1_cross_sectional_relative_return,8
HOLD_A7LS21s000_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,7
HOLD_A7LS21s000_CONTROL_DOMINATED,L5_vol_adjusted_return,11
HOLD_A7LS21s000_CONTROL_DOMINATED,L7_ranked_future_return,12
HOLD_A7LS21s000_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,4
HOLD_A7LS21s000_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,4
HOLD_A7LS21s000_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,4
HOLD_A7LS21s000_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,5
HOLD_A7LS21s000_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,9
HOLD_A7LS21s000_PRE_MAY_UNSTABLE,L0_raw_forward_return,35
HOLD_A7LS21s000_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,35
HOLD_A7LS21s000_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,36
HOLD_A7LS21s000_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,29
HOLD_A7LS21s000_PRE_MAY_UNSTABLE,L7_ranked_future_return,25
HOLD_A7LS21s001_CONTROL_DOMINATED,L0_raw_forward_return,12
HOLD_A7LS21s001_CONTROL_DOMINATED,L1_cross_sectional_relative_return,12
HOLD_A7LS21s001_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,11
HOLD_A7LS21s001_CONTROL_DOMINATED,L5_vol_adjusted_return,7
HOLD_A7LS21s001_CONTROL_DOMINATED,L7_ranked_future_return,6
HOLD_A7LS21s001_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,16
HOLD_A7LS21s001_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,16
HOLD_A7LS21s001_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,16
HOLD_A7LS21s001_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,21
HOLD_A7LS21s001_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,27
HOLD_A7LS21s001_PRE_MAY_UNSTABLE,L0_raw_forward_return,20
HOLD_A7LS21s001_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,20
HOLD_A7LS21s001_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,21
HOLD_A7LS21s001_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,17
HOLD_A7LS21s001_PRE_MAY_UNSTABLE,L7_ranked_future_return,14
HOLD_A7LS21s002_CONTROL_DOMINATED,L0_raw_forward_return,15
HOLD_A7LS21s002_CONTROL_DOMINATED,L1_cross_sectional_relative_return,13
HOLD_A7LS21s002_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,12
HOLD_A7LS21s002_CONTROL_DOMINATED,L5_vol_adjusted_return,11
HOLD_A7LS21s002_CONTROL_DOMINATED,L7_ranked_future_return,11
HOLD_A7LS21s002_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,12
HOLD_A7LS21s002_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,12
HOLD_A7LS21s002_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,12
HOLD_A7LS21s002_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,13
HOLD_A7LS21s002_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,15
HOLD_A7LS21s002_PRE_MAY_UNSTABLE,L0_raw_forward_return,20
HOLD_A7LS21s002_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,20
HOLD_A7LS21s002_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,21
HOLD_A7LS21s002_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,21
HOLD_A7LS21s002_PRE_MAY_UNSTABLE,L7_ranked_future_return,16
HOLD_A7LS21s003_CONTROL_DOMINATED,L0_raw_forward_return,9
HOLD_A7LS21s003_CONTROL_DOMINATED,L1_cross_sectional_relative_return,8
HOLD_A7LS21s003_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,3
HOLD_A7LS21s003_CONTROL_DOMINATED,L5_vol_adjusted_return,5
HOLD_A7LS21s003_CONTROL_DOMINATED,L7_ranked_future_return,14
HOLD_A7LS21s003_PRE_MAY_UNSTABLE,L0_raw_forward_return,39
HOLD_A7LS21s003_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,39
HOLD_A7LS21s003_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,45
HOLD_A7LS21s003_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,43
HOLD_A7LS21s003_PRE_MAY_UNSTABLE,L7_ranked_future_return,34
