candidate_id,family,expression,horizon,source_fields,feature_available_lag_bars,replay_scope
a7ad1_F3_cross_symbol_relative_strength_24_af78de0fcc28,F3_cross_symbol_relative_strength,CrossSymbolRank(ret_24),24,ret_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_24_f6abf388e45c,F3_cross_symbol_relative_strength,CrossSymbolRank(open_interest_value_zscore_168h),24,open_interest_value_zscore_168h,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_24_56c2e12ee4d4,F3_cross_symbol_relative_strength,CrossSymbolRank(quote_volume_mean_24),24,quote_volume_mean_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_24_00b4dee2a51f,F3_cross_symbol_relative_strength,CrossSymbolRank(realized_vol_24),24,realized_vol_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_24_c8a1eca0553f,F3_cross_symbol_relative_strength,"Mul(CrossSymbolRank(ret_24),CrossSymbolRank(open_interest_value_zscore_168h))",24,open_interest_value_zscore_168h;ret_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_24_ecc15c895d78,F3_cross_symbol_relative_strength,"Mul(Neg(CrossSymbolRank(realized_vol_24)),CrossSymbolRank(ret_24))",24,realized_vol_24;ret_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_af78de0fcc28,F3_cross_symbol_relative_strength,CrossSymbolRank(ret_24),48,ret_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_f6abf388e45c,F3_cross_symbol_relative_strength,CrossSymbolRank(open_interest_value_zscore_168h),48,open_interest_value_zscore_168h,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_56c2e12ee4d4,F3_cross_symbol_relative_strength,CrossSymbolRank(quote_volume_mean_24),48,quote_volume_mean_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_00b4dee2a51f,F3_cross_symbol_relative_strength,CrossSymbolRank(realized_vol_24),48,realized_vol_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_c8a1eca0553f,F3_cross_symbol_relative_strength,"Mul(CrossSymbolRank(ret_24),CrossSymbolRank(open_interest_value_zscore_168h))",48,open_interest_value_zscore_168h;ret_24,1,core48_common_window_only
a7ad1_F3_cross_symbol_relative_strength_48_ecc15c895d78,F3_cross_symbol_relative_strength,"Mul(Neg(CrossSymbolRank(realized_vol_24)),CrossSymbolRank(ret_24))",48,realized_vol_24;ret_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_e07b6322525c,F4_volatility_liquidity_capped,"Mul(Rank(quote_asset_volume),Rank(realized_vol_24))",24,quote_asset_volume;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_ae2576ee8bff,F4_volatility_liquidity_capped,"Mul(Neg(Rank(quote_asset_volume)),Rank(realized_vol_24))",24,quote_asset_volume;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_9de0a97808d4,F4_volatility_liquidity_capped,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",24,quote_volume_mean_24;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_4c499e2fe4fc,F4_volatility_liquidity_capped,"Mul(Neg(Rank(quote_volume_mean_24)),Rank(realized_vol_24))",24,quote_volume_mean_24;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_c1f41d6f4381,F4_volatility_liquidity_capped,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",24,number_of_trades;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_dfa4e2980df0,F4_volatility_liquidity_capped,"Mul(Neg(Rank(number_of_trades)),Rank(realized_vol_24))",24,number_of_trades;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_3aa22e494ac3,F4_volatility_liquidity_capped,"Mul(Rank(open_interest_value_zscore_168h),Rank(realized_vol_24))",24,open_interest_value_zscore_168h;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_24_c644abec893b,F4_volatility_liquidity_capped,"Mul(Neg(Rank(open_interest_value_zscore_168h)),Rank(realized_vol_24))",24,open_interest_value_zscore_168h;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_e07b6322525c,F4_volatility_liquidity_capped,"Mul(Rank(quote_asset_volume),Rank(realized_vol_24))",48,quote_asset_volume;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_ae2576ee8bff,F4_volatility_liquidity_capped,"Mul(Neg(Rank(quote_asset_volume)),Rank(realized_vol_24))",48,quote_asset_volume;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_9de0a97808d4,F4_volatility_liquidity_capped,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",48,quote_volume_mean_24;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_4c499e2fe4fc,F4_volatility_liquidity_capped,"Mul(Neg(Rank(quote_volume_mean_24)),Rank(realized_vol_24))",48,quote_volume_mean_24;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_c1f41d6f4381,F4_volatility_liquidity_capped,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",48,number_of_trades;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_dfa4e2980df0,F4_volatility_liquidity_capped,"Mul(Neg(Rank(number_of_trades)),Rank(realized_vol_24))",48,number_of_trades;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_3aa22e494ac3,F4_volatility_liquidity_capped,"Mul(Rank(open_interest_value_zscore_168h),Rank(realized_vol_24))",48,open_interest_value_zscore_168h;realized_vol_24,1,core48_common_window_only
a7ad1_F4_volatility_liquidity_capped_48_c644abec893b,F4_volatility_liquidity_capped,"Mul(Neg(Rank(open_interest_value_zscore_168h)),Rank(realized_vol_24))",48,open_interest_value_zscore_168h;realized_vol_24,1,core48_common_window_only
