candidate_id,family,candidate_recent_ann_10bps_lag0,max_control_recent_ann_10bps_lag0,control_research_like_count,dominance_clean
a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e,F0_low_turnover_price_basis,-1.2799582153253481,-4.638887879602663,0,True
a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724,F0_low_turnover_price_basis,-5.798547620908125,-1.2799582153253481,0,False
a7ad1_F0_low_turnover_price_basis_12_fa07e78012ef,F0_low_turnover_price_basis,-0.2847963281385928,-4.242225870576666,0,True
a7ad1_F0_low_turnover_price_basis_12_11e5ccc194d6,F0_low_turnover_price_basis,-4.884865406701225,-0.2847963281385928,0,False
a7ad1_F0_low_turnover_price_basis_12_b72c51499f9c,F0_low_turnover_price_basis,-9.25972054461964,-6.80117440801326,0,False
a7ad1_F0_low_turnover_price_basis_12_ba5a41f37c00,F0_low_turnover_price_basis,-6.80117440801326,-7.6116095153037095,0,True
a7ad1_F0_low_turnover_price_basis_12_0448b6e3a86d,F0_low_turnover_price_basis,-8.782999315905633,-7.67627607743977,0,False
a7ad1_F0_low_turnover_price_basis_12_4efcb1ae23a7,F0_low_turnover_price_basis,-8.54268226099453,-8.782999315905633,0,True
a7ad1_F0_low_turnover_price_basis_12_85c297a2ba4a,F0_low_turnover_price_basis,-0.13179008949142965,0.020102984734450255,0,False
a7ad1_F0_low_turnover_price_basis_12_79056322f096,F0_low_turnover_price_basis,-1.7909384603989242,-0.13179008949142965,0,False
a7ad1_F0_low_turnover_price_basis_12_27d6652ef160,F0_low_turnover_price_basis,-5.222587935278458,-5.770137534536065,0,True
a7ad1_F0_low_turnover_price_basis_12_2c0af9a958df,F0_low_turnover_price_basis,-5.147671142217983,-4.992094415121991,0,False
a7ad1_F0_low_turnover_price_basis_12_7d2dc5ca46f5,F0_low_turnover_price_basis,-4.438750130174215,-6.970012935411336,0,True
a7ad1_F0_low_turnover_price_basis_12_359a3692e866,F0_low_turnover_price_basis,-4.976623722449299,-6.002573635608617,0,True
a7ad1_F0_low_turnover_price_basis_24_1288a65aeb2e,F0_low_turnover_price_basis,-0.2589350605335827,-4.2447858264087515,0,True
a7ad1_F0_low_turnover_price_basis_24_c5cfdd82e724,F0_low_turnover_price_basis,-6.819570775699891,-0.2589350605335827,0,False
