blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,core59_shard,is_non_l7,is_l7
a7ff24r_41bb8c4f64c57222,"Mul(realized_vol_168h,realized_vol_24h)",volatility_like|volatility_like,mul,L7_ranked_future_return,24,-1.0,3,True,0.8264185689188658,0.1004743541134525,True,1.3889696635243027,1.6861538390640285,True,0.1016271259046402,0.1010271259046402,0.1000271259046402,92.8,A7FFCORE59S01_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0917231235366113,-9.510549304808409,-2.083906027193595,-2.7160324249511283,0.3175287356321839,696,-0.0735963940772669,-6.558286468349699,-1.3889696635243027,-1.6861538390640285,0.4137931034482758,696,-0.0763237015751383,-10.755188522809382,-2.2436575868912336,-3.111457661782464,0.3477011494252873,696,-0.1020271259046402,-11.84227097275742,-2.475328302766477,-3.14544530609544,0.3290229885057471,0.0,106.2007073357214,skel_337820bc5afcf6cc,0.8273484630853203,1.0,s01,False,True
a7ff24r_430b607aca8d7292,"Mean(Mul(realized_vol_168h,realized_vol_24h),4)",volatility_like|volatility_like,smooth_mul,L7_ranked_future_return,24,-1.0,3,True,0.829779636636437,0.1006559473446147,True,1.324358161612199,1.7873646102511866,True,0.1012892161558109,0.1006892161558109,0.0996892161558109,92.8,A7FFCORE59S01_RANK_LABEL_DIAGNOSTIC_CLUE,693,-0.0882923981882315,-9.231103969817438,-1.9840724386747053,-2.728191909007112,0.3116883116883117,696,-0.0738147383194976,-6.585940390686017,-1.324358161612199,-1.7873646102511866,0.4281609195402299,696,-0.0745579901021711,-10.37691172423615,-2.120321549658077,-3.2112397556374352,0.3462643678160919,696,-0.1016892161558109,-11.886628359050569,-2.371676399952486,-2.976062690521505,0.3290229885057471,0.0,105.85943651917454,skel_356a5f3fab58eb27,0.8264866417696064,1.0,s01,False,True
a7ff24r_4406baa85f52f7be,"Mul(realized_vol_168h,Sign(realized_vol_24h))",volatility_like|volatility_like,gated_sign,L7_ranked_future_return,1,-1.0,3,True,0.8794980260372742,0.0347141734919899,True,2.586084465755415,2.586084465755415,True,0.03575368889404,0.03515368889404,0.03415368889404,95.86666666666666,A7FFCORE59S01_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0361796862926904,-3.863790256067084,-3.863790256067084,-3.863790256067084,0.4297635605006954,719,-0.0245258493020141,-2.586084465755415,-2.586084465755415,-2.586084465755415,0.4492350486787204,719,-0.0289143389738834,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.4255910987482614,719,-0.03615368889404,-4.955279609354727,-4.955279609354727,-4.955279609354727,0.4172461752433936,0.0,40.2741908680028,skel_d9d4f69744bac825,0.8273484630853203,1.0,s01,False,True
a7ff24r_45543c1709930636,"Mean(Mul(realized_vol_168h,ZScore(Mean(realized_vol_24h,2))),4)",volatility_like|volatility_like,smooth_mul,L7_ranked_future_return,1,-1.0,3,True,0.9989447626783784,0.0306038479369494,True,1.85187591649852,1.85187591649852,True,0.0327357370061299,0.0321357370061299,0.0311357370061299,95.86666666666666,A7FFCORE59S01_RANK_LABEL_DIAGNOSTIC_CLUE,715,-0.0385223225848225,-4.214043256697028,-4.214043256697028,-4.214043256697028,0.4293706293706293,719,-0.0156356243239066,-1.85187591649852,-1.85187591649852,-1.85187591649852,0.4714881780250348,719,-0.0204465918456704,-2.816150473788841,-2.816150473788841,-2.816150473788841,0.4492350486787204,719,-0.0331357370061299,-5.257270689541795,-5.257270689541795,-5.257270689541795,0.4200278164116829,0.0,37.13679224345153,skel_44a246af570899bb,0.8261993679977018,1.0,s01,False,True
a7ff24r_3496a1298342607b,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,2))),CSRank(realized_vol_168h))",basis_premium_like|volatility_like,spread_rank,L7_ranked_future_return,24,1.0,3,True,0.8543782321205824,0.0671822541748906,True,0.699068421962912,-0.037826864779501,True,0.0620943346600584,0.0614943346600584,0.0604943346600584,92.8,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,695,0.0619668318375602,7.759836411074605,1.405666514370178,0.8544602507645898,0.641726618705036,696,0.0310983094837261,3.3968409403812387,0.699068421962912,-0.037826864779501,0.5488505747126436,696,0.0605814868633654,8.723909895366845,1.6865892415275483,0.5643850840467994,0.6091954022988506,696,0.0624943346600584,8.370140466476604,1.7392960767638392,0.931156485258017,0.6163793103448276,0.0,66.63995642793785,skel_206e713fb3d9a164,0.8270611893134157,0.9890152830844045,s02,False,True
a7ff24r_514fcdab7bdb47c8,"Mean(Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12))),4)",basis_premium_like|basis_premium_like,smooth_mul,L7_ranked_future_return,8,-1.0,3,True,0.5439741780306563,0.0495121657823553,True,0.7413021815536388,2.270575609062937,True,0.0538243744798168,0.0532243744798168,0.0522243744798168,94.93333333333334,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,698,-0.0147993108617213,-2.572630886461689,-1.0236487389251927,-1.698087043421914,0.4699140401146132,712,-0.0339068352059925,-6.821370937590615,-2.3958787512988824,-3.556649238543822,0.3932584269662921,712,-0.0149970414585934,-2.4376261608198173,-0.7413021815536388,-2.270575609062937,0.4396067415730337,712,-0.0542243744798168,-9.06218644384346,-3.16395523571343,-3.856593265129508,0.348314606741573,0.0,58.68040030178623,skel_44a246af570899bb,0.9956908934214306,0.9997505529909598,s02,False,True
a7ff24r_130f31863e20ac2b,"Mean(Mul(premium_close_bps,realized_vol_168h),4)",basis_premium_like|volatility_like,smooth_mul,L7_ranked_future_return,24,1.0,3,True,0.8358081209327733,0.0549328547894902,True,1.104565489479585,-0.2536857773418691,True,0.0518978123385948,0.0512978123385948,0.0502978123385948,92.8,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,693,0.0242889627674981,4.160563223119865,0.887838608536208,-0.2088269420380543,0.5743145743145743,696,0.0407233889198516,7.543392570376669,1.631644833173236,-0.120031403793827,0.6048850574712644,696,0.0359738785104715,5.672320450472103,1.104565489479585,-0.2536857773418691,0.5833333333333334,696,0.0522978123385948,8.409070973168896,1.8239965423551203,-0.0018455826914644,0.6192528735632183,0.0,56.462004217662106,skel_356a5f3fab58eb27,0.8264866417696064,0.9230571486502144,s02,False,True
a7ff24r_516b5dc381463784,"Sub(CSRank(Mean(premium_close_bps,8)),CSRank(trade_return_1h))",basis_premium_like|price_like,spread_rank,L7_ranked_future_return,1,1.0,3,True,0.2864998819868485,0.0176706469832773,True,4.5367648328297525,4.5367648328297525,True,0.0441208268943491,0.0435208268943491,0.0425208268943491,95.86666666666666,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0490289607510025,7.94515197081992,7.94515197081992,7.94515197081992,0.6095505617977528,719,0.0281281810776986,4.5367648328297525,4.5367648328297525,4.5367648328297525,0.5924895688456189,719,0.0395657724673719,6.403351550298749,6.403351550298749,6.403351550298749,0.5716272600834492,719,0.0445208268943491,7.101276391680542,7.101276391680542,7.101276391680542,0.6105702364394993,0.0,49.2343270123623,skel_51c2bb588b20fa9e,0.9974145360528583,0.9879122263824884,s02,False,True
a7ff24r_2eeca26f488d723a,"Mean(Mul(Mean(mark_index_basis_bps,12),ZScore(Mean(trade_return_1h,12))),4)",basis_premium_like|price_like,smooth_mul,L7_ranked_future_return,8,1.0,3,True,0.5155079938316877,0.0393572975187265,True,2.15327483595012,0.979360771443996,True,0.0408030534748231,0.0402030534748231,0.0392030534748231,94.93333333333334,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,698,0.0019752202058792,0.289504979629815,0.1261368995500634,-0.5284452709479085,0.5200573065902578,712,0.0820123933624635,12.174847999877098,4.379099607199771,3.5751593100340293,0.6853932584269663,712,0.0607892478152309,9.865659760457476,3.3642365729957646,2.88825019698198,0.6558988764044944,712,0.0412030534748231,6.320918102054574,2.15327483595012,0.979360771443996,0.5997191011235955,0.0,45.687545480991446,skel_bb02868db9f6b779,0.9913817868428612,1.0,s02,False,True
a7ff24r_1897e3e44a9baba5,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,2)),ZScore(Mean(premium_close_bps,8))),4)",basis_premium_like|basis_premium_like,smooth_mul,L7_ranked_future_return,1,-1.0,3,True,0.7576681193799305,0.0102691334415082,True,1.8828614312880207,1.8828614312880207,True,0.022484149796528,0.021884149796528,0.020884149796528,95.86666666666666,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,709,-0.0022318047066812,-0.4172349178936041,-0.4172349178936041,-0.4172349178936041,0.4950634696755994,719,-0.011671946633699,-2.263784033231867,-2.263784033231867,-2.263784033231867,0.4520166898470097,719,-0.0111582766702724,-1.8828614312880207,-1.8828614312880207,-1.8828614312880207,0.4812239221140473,719,-0.022884149796528,-4.077404823919368,-4.077404823919368,-4.077404823919368,0.4339360222531293,0.0,27.126481677148163,skel_23144da521f368b4,0.9968399885090492,1.0,s02,False,True
