candidate_id,family,candidate_recent_ann_10bps_lag0,max_control_recent_ann_10bps_lag0,control_research_like_count,dominance_clean,expression,horizon,raw_validation_2025H1_ann_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_ann_20bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag1,reject_reasons
a7ad1_F2_metrics_crowding_oi_interaction_48_594bcd22578e,F2_metrics_crowding_oi_interaction,26.46021877493773,29.93332794071687,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(realized_vol_24))",48,30.84681561014604,26.46021877493773,24.97448624091356,26.43573201035766,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_e286a5ba0381,F2_metrics_crowding_oi_interaction,20.73037225067253,27.03219915054264,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(ret_24))",48,12.118484426670536,20.73037225067253,18.719439216617012,20.65047191455631,;negative_control_not_dominated
a7ad1_F4_volatility_liquidity_capped_48_3aa22e494ac3,F4_volatility_liquidity_capped,16.250629766199033,14.530226883812938,1,False,"Mul(Rank(open_interest_value_zscore_168h),Rank(realized_vol_24))",48,7.168381856305312,16.250629766199033,14.995015955650493,16.057962570201813,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_afc30c00e56f,F2_metrics_crowding_oi_interaction,15.514079327322827,15.95911752145402,1,False,"Mul(ZScore(open_interest_zscore_168h),Rank(realized_vol_24))",48,21.221051815412935,15.514079327322827,14.185397709173811,15.424186968791393,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_105456a9a4c3,F2_metrics_crowding_oi_interaction,15.450642289327751,28.48775723105272,1,False,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",48,19.90141269919978,15.450642289327751,13.051891966965206,16.127665603623488,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_0860c4f1ca07,F2_metrics_crowding_oi_interaction,14.792209088685876,12.323987976698506,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(premium_index))",48,3.076166866235482,14.792209088685876,9.969030768235353,14.580313881370692,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_c8c698935a31,F2_metrics_crowding_oi_interaction,14.58423464486258,31.90279109002167,1,False,"Mul(ZScore(open_interest_change_24h),Rank(realized_vol_24))",48,18.739117681657188,14.58423464486258,12.642862612704226,15.28729741946444,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_48e6f7e4cc77,F2_metrics_crowding_oi_interaction,14.48264768821625,13.630292570136955,1,False,"Mul(ZScore(open_interest_zscore_168h),Rank(ret_24))",48,15.708869421465,14.48264768821625,12.55588471819804,14.237838385439874,;negative_control_not_dominated
a7ad1_F3_cross_symbol_relative_strength_48_f6abf388e45c,F3_cross_symbol_relative_strength,13.57928179478423,10.915836710324706,1,False,CrossSymbolRank(open_interest_value_zscore_168h),48,8.270991180369059,13.57928179478423,12.259549052106088,13.416470431547,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_a0589f0c7d54,F2_metrics_crowding_oi_interaction,13.53841632932321,11.28106441838834,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(mark_index_ratio))",48,4.098865577547072,13.53841632932321,9.043780391984711,13.27891661959219,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_713d50344766,F2_metrics_crowding_oi_interaction,13.100922217310504,13.31562504751738,1,False,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",48,0.9197182767642282,13.100922217310504,7.961116663504925,13.108781231907022,;negative_control_not_dominated
a7ad1_F3_cross_symbol_relative_strength_48_c8a1eca0553f,F3_cross_symbol_relative_strength,12.576394049028998,19.00084247232849,1,False,"Mul(CrossSymbolRank(ret_24),CrossSymbolRank(open_interest_value_zscore_168h))",48,0.5442191282173704,12.576394049028998,10.440168927207184,12.582893044105912,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_24_594bcd22578e,F2_metrics_crowding_oi_interaction,12.516174700427015,11.961664633540844,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(realized_vol_24))",24,13.63866307371798,12.516174700427015,11.030442166402857,12.089114757337542,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_2305747e3836,F2_metrics_crowding_oi_interaction,11.99278098288858,13.051340806625028,1,False,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",48,0.2857586712439224,11.99278098288858,6.531585585009564,11.977032424969584,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_24_e286a5ba0381,F2_metrics_crowding_oi_interaction,9.191578907326925,8.819861591962841,1,False,"Mul(ZScore(open_interest_value_zscore_168h),Rank(ret_24))",24,4.055678457024179,9.191578907326925,7.180645873271401,8.61765660835522,;negative_control_not_dominated
a7ad1_F4_volatility_liquidity_capped_24_3aa22e494ac3,F4_volatility_liquidity_capped,8.382376550660727,6.182851565877509,1,False,"Mul(Rank(open_interest_value_zscore_168h),Rank(realized_vol_24))",24,4.1253860240312665,8.382376550660727,7.12676274011219,8.08543865667961,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_24_afc30c00e56f,F2_metrics_crowding_oi_interaction,7.783979044674638,6.364824564324014,1,False,"Mul(ZScore(open_interest_zscore_168h),Rank(realized_vol_24))",24,11.327011922930636,7.783979044674638,6.455297426525616,7.456213116880617,;negative_control_not_dominated
a7ad1_F2_metrics_crowding_oi_interaction_48_d7481036181c,F2_metrics_crowding_oi_interaction,7.548069681193012,1.4389183628776183,1,False,"Mul(ZScore(open_interest_zscore_168h),Rank(mark_index_ratio))",48,5.944404825251293,7.548069681193012,3.1691806534250166,7.230858080569434,;negative_control_not_dominated
