candidate_id,objective_family,expression,fields,operator_signature,skeleton_key,orientation_from_train,train_oriented_spread,pre_may_sign_pattern,pre_may_positive_splits,pre_may_negative_splits,pre_may_missing_splits,validation_oriented_spread,test_oriented_spread,recent_oriented_spread,validation_oriented_tstat,test_oriented_tstat,recent_oriented_tstat,validation_oriented_nonoverlap_min_tstat,test_oriented_nonoverlap_min_tstat,recent_oriented_nonoverlap_min_tstat,one_bar_recent_oriented_spread,one_bar_recent_retention,cost10_recent_proxy,max_control_ratio_premay,max_control_variant,max_control_split,may_oriented_spread,may_stress_clean,x7_decision,failure_root
a7al2x3_9add29eae207e174,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R5_basis_premium_dislocation_state)",open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,skeleton-048cc31a2e098314,1.0,0.0046605744047671,+/-/-,1,2,0,0.0002758380477033,-0.0016099077058817,-0.0014808683248776,0.4602560037292864,-2.2090308584727496,-1.4307858607622708,-0.5937602798713714,-0.827190993083917,-0.96616754132943,-0.001280965286668,0.8650095792776694,-0.0034808683248776,13.607934135518077,wrong_lag_future_24h,validation_2025H1,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_d294deb3ca25cf27,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R4_leverage_crowding_state)",open_interest_last|R4_leverage_crowding_state,Delta|GroupNeutralize|Rank,skeleton-0f5d6f26a06bb698,1.0,0.0046605744047671,+/-/-,1,2,0,0.0002758380477033,-0.0016099077058817,-0.0014808683248776,0.4602560037292864,-2.2090308584727496,-1.4307858607622708,-0.5937602798713714,-0.827190993083917,-0.96616754132943,-0.001280965286668,0.8650095792776694,-0.0034808683248776,13.607934135518077,wrong_lag_future_24h,validation_2025H1,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_c23082c0a63a46bd,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R3_liquidity_cycle_state)",open_interest_last|R3_liquidity_cycle_state,Delta|GroupNeutralize|Rank,skeleton-2ebf4840176bb556,1.0,0.0046605744047671,+/-/-,1,2,0,0.0002758380477033,-0.0016099077058817,-0.0014808683248776,0.4602560037292864,-2.2090308584727496,-1.4307858607622708,-0.5937602798713714,-0.827190993083917,-0.96616754132943,-0.001280965286668,0.8650095792776694,-0.0034808683248776,13.607934135518077,wrong_lag_future_24h,validation_2025H1,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_5e16028aa4a04eb5,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R2_market_breadth_state)",open_interest_last|R2_market_breadth_state,Delta|GroupNeutralize|Rank,skeleton-3195b31f3372552b,1.0,0.0046605744047671,+/-/-,1,2,0,0.0002758380477033,-0.0016099077058817,-0.0014808683248776,0.4602560037292864,-2.2090308584727496,-1.4307858607622708,-0.5937602798713714,-0.827190993083917,-0.96616754132943,-0.001280965286668,0.8650095792776694,-0.0034808683248776,13.607934135518077,wrong_lag_future_24h,validation_2025H1,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_eeff378890468230,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,24)),R5_basis_premium_dislocation_state)",open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,skeleton-048cc31a2e098314,1.0,0.0023508721079885,+/-/-,1,2,0,0.0018392607108138,-0.0001679450743363,-0.0033270847596735,3.891534722951156,-0.2593740780284302,-3.634148561118007,-0.2437849592037847,-1.0525349781126343,-1.5956108573436194,-0.0036028048427681,1.0828713732924728,-0.0053270847596735,35.51239405270489,wrong_lag_future_24h,test_2025H2,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_49640239a5937d81,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,336)),R5_basis_premium_dislocation_state)",open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,skeleton-048cc31a2e098314,1.0,0.0003917233279325,+/-/+,2,1,0,0.0036250245761306,-0.0026399095274623,0.0003623426060265,7.173984006718653,-3.6762139926046182,0.4415682656323864,0.5947119652658134,-1.1991682198522935,-0.6760810478609411,0.0004742499751247,1.3088440808145416,-0.0016376573939734,47.075190844549496,wrong_lag_future_24h,recent_oos_2026JanApr,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_2fce75f307a1b1c7,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,48)),R5_basis_premium_dislocation_state)",open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,skeleton-048cc31a2e098314,1.0,0.0045883091466351,+/-/-,1,2,0,0.0046280707606988,-0.0037702706738597,-0.0045611776907766,8.190700395876853,-6.0077088427732175,-5.099222596522111,0.4354113190534841,-2.7372305356535724,-1.6451365253292909,-0.0045684845190303,1.0016019608857765,-0.0065611776907766,6.852824009435817,wrong_lag_future_24h,recent_oos_2026JanApr,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_54f5361a609798fc,F5_OI_upper_regime_interaction,"GroupNeutralize(Rank(Delta(open_interest_last,72)),R5_basis_premium_dislocation_state)",open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,skeleton-048cc31a2e098314,1.0,0.0054489587031803,+/-/-,1,2,0,0.0031997960028931,-0.0005334091416016,-0.00517394465193,5.058900361275668,-0.7117262070882447,-5.9176959520752686,0.3216390733240615,-0.8125489313718937,-2.4376545643854604,-0.0047795338784345,0.923769812004391,-0.00717394465193,4.914684299917023,wrong_lag_stale_168h,test_2025H2,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_6425856b9df4b997,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,168)),StateMask(is_major,True))",open_interest_last|is_major,Delta|Mul|Rank|StateMask,skeleton-39f3dd949289b52b,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_f726e8031e11a5c6,F6_OI_latent_state_interaction,"Mul(Sign(Delta(open_interest_last,168)),StateMask(is_major,False))",open_interest_last|is_major,Delta|Mul|Sign|StateMask,skeleton-66b3253ae522e3d5,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_bc8ed4094566ea5e,F6_OI_latent_state_interaction,"Sub(Rank(Delta(open_interest_last,168)),GroupNeutralize(Rank(Delta(open_interest_last,168)),is_major))",open_interest_last|is_major,Delta|GroupNeutralize|Rank|Sub,skeleton-742d4bd40731bb92,-1.0,4.476558807685234e-05,NA/-/NA,0,1,2,,-0.0002464263983422,,,-0.078952781300178,,,,,,,,45.98847213177236,wrong_lag_future_24h,test_2025H2,-0.0004982010356154,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_67d3a9b6da05c211,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,168)),StateMask(liquidity_tier,top100))",open_interest_last|liquidity_tier,Delta|Mul|Rank|StateMask,skeleton-8a943b95ccc9e0da,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_3cb1db3cafe85fa0,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,24)),StateMask(is_major,True))",open_interest_last|is_major,Delta|Mul|Rank|StateMask,skeleton-39f3dd949289b52b,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_aaa82dfd8a7c3555,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,336)),StateMask(is_major,True))",open_interest_last|is_major,Delta|Mul|Rank|StateMask,skeleton-39f3dd949289b52b,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_c73e0ebc3866e01e,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,48)),StateMask(is_major,True))",open_interest_last|is_major,Delta|Mul|Rank|StateMask,skeleton-39f3dd949289b52b,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_42246afae2fc6cd4,F6_OI_latent_state_interaction,"Mul(Rank(Delta(open_interest_last,72)),StateMask(is_major,True))",open_interest_last|is_major,Delta|Mul|Rank|StateMask,skeleton-39f3dd949289b52b,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
