control_id,base_candidate_id,family,control_mode,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_may_2026_stress_ann_10bps_lag0,raw_may_2026_stress_sharpe_10bps_lag0,raw_may_2026_stress_sum_10bps_lag0,raw_may_2026_stress_active_hours_10bps_lag0,control_research_like
a7af1_G0_basis_premium_dynamic_24_45b5ca565883__time_shuffle,a7af1_G0_basis_premium_dynamic_24_45b5ca565883,G0_basis_premium_dynamic,time_shuffle,-11.10000217320024,-22.94425979154992,-5.4929805274912145,4335,-11.772248416683912,-29.690565293199516,-9.784673598387622,7281,-11.278449323376956,-42.83097154155724,-0.6463220959286795,502,False
a7af1_G0_basis_premium_dynamic_24_45b5ca565883__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_45b5ca565883,G0_basis_premium_dynamic,wrong_lag_stale_24h,-9.16457283758436,-16.945060169854496,-4.544623790692518,4344,-9.606412313735277,-21.803126884531604,-8.000957105138422,7296,-9.32532670692227,-32.12633626150858,-0.5365256461516923,504,False
a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68__sign_flip,a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68,G0_basis_premium_dynamic,sign_flip,-11.525327478716509,-22.24923479833714,-5.715299379856679,4344,-10.390944412059078,-23.871034740801708,-8.65437561990674,7296,-12.710286136023653,-46.04502911188862,-0.7312767365931416,504,False
a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68__row_shuffle,a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68,G0_basis_premium_dynamic,row_shuffle,-12.609101199654432,-29.04610365405686,-6.252732375719047,4344,-11.61122813172311,-34.72583524085233,-9.670721512448836,7296,-10.466535097160092,-44.34237894338428,-0.6021842110694847,504,False
a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68__time_shuffle,a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68,G0_basis_premium_dynamic,time_shuffle,-11.310573648353522,-22.277956948478863,-5.5907287554076195,4330,-11.622521384668879,-28.65781200295154,-9.668186453205722,7287,-13.94767547057166,-50.106276632844285,-0.8008767992805417,503,False
a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68,G0_basis_premium_dynamic,wrong_lag_stale_24h,-10.401271561627297,-19.24577591051099,-5.1578908291905226,4344,-9.53172345881012,-21.662872157006532,-7.938750497200758,7296,-11.124431020730194,-38.13485979705689,-0.6400357573570796,504,False
a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951__sign_flip,a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951,G0_basis_premium_dynamic,sign_flip,-7.8810670494254085,-15.420210887399646,-3.9081455779342438,4344,-9.750139196255056,-23.161680040726562,-8.12066387852476,7296,-10.003304729108939,-38.10712881735677,-0.5755326008528431,504,False
a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951__row_shuffle,a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951,G0_basis_premium_dynamic,row_shuffle,-12.260309536983343,-28.437414511090118,-6.0797699347780405,4344,-12.59965638997633,-37.70154655828083,-10.493960390555628,7296,-12.163857553202247,-46.591454724639334,-0.69983837977328,504,False
a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951__time_shuffle,a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951,G0_basis_premium_dynamic,time_shuffle,-11.877959506768633,-24.339878099002203,-5.886098426813087,4341,-10.864254032702224,-28.047845339572536,-9.03742227583346,7287,-13.24683380943866,-49.11620609125778,-0.7606344070944802,503,False
a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951,G0_basis_premium_dynamic,wrong_lag_stale_24h,-11.04293778396119,-21.867740825315536,-5.476086955882124,4344,-10.407971129980506,-24.847566328198575,-8.668556776750886,7296,-11.89974544183108,-44.002981648851325,-0.6846428884341169,504,False
a7af1_G0_basis_premium_dynamic_24_34f0c66594e8__sign_flip,a7af1_G0_basis_premium_dynamic_24_34f0c66594e8,G0_basis_premium_dynamic,sign_flip,-12.87851154538734,-25.221610956435867,-6.38633038278112,4344,-10.374584196964792,-24.6233629765339,-8.64074957774602,7296,-11.050691305701848,-42.068574273684455,-0.6357931984102434,504,False
a7af1_G0_basis_premium_dynamic_24_34f0c66594e8__row_shuffle,a7af1_G0_basis_premium_dynamic_24_34f0c66594e8,G0_basis_premium_dynamic,row_shuffle,-11.525384625167005,-26.868612236758956,-5.715327718233501,4344,-12.135345267156922,-36.373358484688744,-10.10724646908412,7296,-12.28052293733384,-48.883742209654834,-0.7065506347507141,504,False
a7af1_G0_basis_premium_dynamic_24_34f0c66594e8__time_shuffle,a7af1_G0_basis_premium_dynamic_24_34f0c66594e8,G0_basis_premium_dynamic,time_shuffle,-11.663207971536691,-23.92591596719294,-5.775684495493854,4338,-11.36094530107189,-29.362350298622367,-9.450594567227267,7287,-13.461853034493432,-48.91314289082811,-0.772980830633584,503,False
a7af1_G0_basis_premium_dynamic_24_34f0c66594e8__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_34f0c66594e8,G0_basis_premium_dynamic,wrong_lag_stale_24h,-9.717490515563082,-19.239037098660862,-4.81881036525183,4344,-9.721174179384478,-23.19480128236007,-8.096539590501045,7296,-8.977494086608482,-33.02980360496983,-0.5165133584076113,504,False
a7af1_G0_basis_premium_dynamic_24_98a5afb82379__sign_flip,a7af1_G0_basis_premium_dynamic_24_98a5afb82379,G0_basis_premium_dynamic,sign_flip,-7.54381590400907,-14.105352320720174,-3.7409059688373745,4344,-9.343427487881332,-22.21932792991952,-7.781923167988836,7296,-10.288376517211296,-42.09035359392127,-0.5919339914011978,504,False
a7af1_G0_basis_premium_dynamic_24_98a5afb82379__row_shuffle,a7af1_G0_basis_premium_dynamic_24_98a5afb82379,G0_basis_premium_dynamic,row_shuffle,-12.272393272477505,-29.035903758732733,-6.08576214333816,4344,-12.066706613432778,-36.62578705468608,-10.050078932831685,7296,-11.816619573066744,-46.56174360032108,-0.67986030420384,504,False
a7af1_G0_basis_premium_dynamic_24_98a5afb82379__time_shuffle,a7af1_G0_basis_premium_dynamic_24_98a5afb82379,G0_basis_premium_dynamic,time_shuffle,-12.044663593261163,-23.87213754754313,-5.971458217526624,4343,-11.139529350755991,-28.107559131210998,-9.277854582547455,7296,-9.792885819376698,-36.552543785807686,-0.5634263074161936,504,False
a7af1_G0_basis_premium_dynamic_24_98a5afb82379__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_98a5afb82379,G0_basis_premium_dynamic,wrong_lag_stale_24h,-8.93336728214741,-16.731418180775197,-4.429971172790907,4344,-8.55753583071262,-20.24996091324091,-7.127372308319552,7296,-8.096012620158362,-30.07610960479497,-0.46579798636527564,504,False
a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336__sign_flip,a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336,G0_basis_premium_dynamic,sign_flip,-12.082678890953982,-22.626345644021207,-5.991684600719646,4344,-8.645683457846378,-20.523783345007494,-7.200788414206297,7296,-9.18081816606325,-37.48380036768589,-0.5282114561296665,504,False
a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336__row_shuffle,a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336,G0_basis_premium_dynamic,row_shuffle,-10.56056115882566,-24.1726000364969,-5.236881013006697,4344,-12.155325690763279,-36.477016777606536,-10.12388769860832,7296,-11.949389300442865,-48.25718942138746,-0.6874991104364387,504,False
a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336__time_shuffle,a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336,G0_basis_premium_dynamic,time_shuffle,-11.201584620334218,-23.34679027621771,-5.554758400768476,4344,-11.18437041209565,-28.35502777342908,-9.31392490368011,7295,-13.028526178495751,-51.73099847409237,-0.7495864376668788,504,False
a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336__wrong_lag_stale_24h,a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336,G0_basis_premium_dynamic,wrong_lag_stale_24h,-10.691037077849677,-20.043427681730368,-5.301582770111757,4344,-9.435264075934688,-22.37356502247391,-7.858411723518206,7296,-11.305160311205546,-41.681495250914544,-0.6504338809186752,504,False
a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5,G1_crowding_x_basis_dynamic,sign_flip,-8.424791369481634,-11.262717883021189,-4.177773254455276,4344,-2.4333078580453718,-4.014604353357437,-2.026645448892584,7296,-12.744083465229034,-30.775763152397886,-0.7332212404652321,504,False
a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5,G1_crowding_x_basis_dynamic,row_shuffle,-14.461516509019058,-28.910449639272247,-7.171327364746437,4344,-13.601523239925264,-33.976756373318075,-11.328391958732276,7296,-13.079374700092279,-45.422834273042,-0.752511969046405,504,False
a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5,G1_crowding_x_basis_dynamic,time_shuffle,-12.982231920537247,-19.2412857377058,-6.428872382567418,4338,-12.401288697086107,-22.790365655764216,-10.316003508637724,7287,-14.128883087303484,-36.83841442473646,-0.809668870984743,502,False
a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-7.733755490220736,-10.8199230245392,-3.835095188301242,4344,-5.482692358745464,-9.279923110726244,-4.566406786461975,7296,4.707075071489004,11.413978064944228,0.27081801781169607,504,False
a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e,G1_crowding_x_basis_dynamic,sign_flip,-8.313953793477442,-10.899179985447734,-4.122809963340869,4344,-2.053554717073397,-3.334549392143855,-1.7103579013433226,7296,-13.680037396986965,-32.833604658574274,-0.7870706447581541,504,False
a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e,G1_crowding_x_basis_dynamic,row_shuffle,-13.726274131497433,-26.2254846374431,-6.806727720002837,4344,-13.04816792384611,-32.978314926786396,-10.867515202326624,7296,-14.700290166514852,-48.14430486670231,-0.8457701191693476,504,False
a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e,G1_crowding_x_basis_dynamic,time_shuffle,-14.181351926901497,-20.416764353887885,-7.014588801285866,4333,-13.275955270498388,-22.81338915829675,-11.039047738619892,7284,-12.497253806116849,-35.07603614592521,-0.719020081995764,504,False
a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-7.43467686250022,-10.176286747030584,-3.6867849646918898,4344,-5.428474430700666,-9.106422911390565,-4.521249936802747,7296,5.666431083868605,13.757003004715761,0.3260138431814814,504,False
a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545,G1_crowding_x_basis_dynamic,sign_flip,-8.664011591912056,-11.860145661995116,-4.296400268865978,4344,-2.9166606569652975,-4.994086482213216,-2.429218738951919,7296,-10.039283952558131,-26.17312760721274,-0.5776026383663583,504,False
a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545,G1_crowding_x_basis_dynamic,row_shuffle,-12.953660862251457,-26.38578362601621,-6.423596208404147,4344,-12.994097928718766,-32.49968922205756,-10.822481562549328,7296,-13.994679632053133,-55.38809565395306,-0.805173348693468,504,False
a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545,G1_crowding_x_basis_dynamic,time_shuffle,-11.55539062252357,-18.027176389470295,-5.723611862001116,4339,-12.491783779903892,-22.846175594202045,-10.388429775867564,7285,-11.652047232989373,-33.12821509038114,-0.6703917586103475,504,False
a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_030ccc9f4545,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-7.345555002929822,-10.34359081842503,-3.6425902891241035,4344,-5.386108999542321,-9.505358431344828,-4.485964755783193,7296,3.479718403178719,8.60301007164735,0.20020297662124137,504,False
a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de,G1_crowding_x_basis_dynamic,sign_flip,-6.782635375849704,-9.517071833060863,-3.363443843914511,4344,-2.09026297712361,-3.627944992488676,-1.7404541272990424,7294,-15.419244385041727,-35.113535546720044,-0.8871346084544556,504,False
a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de,G1_crowding_x_basis_dynamic,row_shuffle,-12.353108287289972,-24.782677105290496,-6.125787945204069,4344,-14.605713589164974,-36.35462680835935,-12.161424077553576,7294,-12.196047311924932,-42.55845013436343,-0.7016903932888316,504,False
a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de,G1_crowding_x_basis_dynamic,time_shuffle,-13.835802710765416,-20.38539780518303,-6.845247596855858,4334,-12.26846942728455,-22.323149690909187,-10.202716869608214,7285,-12.38872614173035,-35.905274901675085,-0.7127760245927051,504,False
a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_c34a78c4f4de,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-8.838936252920229,-13.806329565216108,-4.383143730900168,4344,-5.224943627532765,-9.353112765514686,-4.350540961098629,7294,5.0354549450969825,11.543808663873717,0.28971110643023734,504,False
a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559,G1_crowding_x_basis_dynamic,sign_flip,-6.512057158134208,-8.852504864113655,-3.229266700335046,4344,-2.016790404501832,-3.4450389697436767,-1.6792773071274385,7294,-16.151201527576397,-36.00634101020931,-0.9292472111756284,504,False
a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559,G1_crowding_x_basis_dynamic,row_shuffle,-12.90016089080423,-25.199228414774986,-6.397066085576892,4344,-12.717825969553736,-31.78539887350876,-10.589477468256273,7294,-11.63116616581491,-44.33619471854158,-0.6691903821427757,504,False
a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559,G1_crowding_x_basis_dynamic,time_shuffle,-11.973537032236662,-17.948684534919945,-5.918426409769948,4330,-12.25165750715323,-22.246810503390325,-10.185938541620658,7283,-13.860244545838942,-36.79896832227504,-0.7958565075978297,503,False
a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_11344efd1559,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-8.512285258847665,-12.78426755340632,-4.22116063520939,4344,-5.13803342883865,-9.027426640540481,-4.278175323053552,7294,5.7590043153038835,13.016790554834976,0.33133997430515494,504,False
a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7,G1_crowding_x_basis_dynamic,sign_flip,-6.465451580555387,-9.156183672478829,-3.2061554413165068,4344,-2.3102441478780906,-4.187817740172264,-1.9236210975596797,7294,-12.316587033036102,-29.869356538470843,-0.7086255553253648,504,False
a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7,G1_crowding_x_basis_dynamic,row_shuffle,-13.482629900047431,-24.55678786097314,-6.685906881941329,4344,-12.736627640219726,-32.48519077508176,-10.605132649287977,7294,-14.105963487627788,-50.998625173218876,-0.8115759814799549,504,False
a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7,G1_crowding_x_basis_dynamic,time_shuffle,-14.35210160030547,-21.97204817431883,-7.112154457411649,4341,-13.30881126349368,-24.577312871860194,-11.070925533913066,7287,-12.667208944643418,-37.9812385843282,-0.728798322842498,504,False
a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_726363f1b1b7,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-8.531701232223908,-13.37444224257768,-4.230788830226102,4344,-5.176512999524004,-9.695992602235364,-4.310215276087681,7294,4.445170179400488,10.008723931609696,0.25574951717098704,504,False
a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80,G1_crowding_x_basis_dynamic,sign_flip,-0.7962076588081629,-1.2714159259005204,-0.3948317431350068,4344,-3.4833141993656036,-8.108502483026756,-2.901171278375736,7296,-5.397502502335615,-16.578170182215636,-0.31054123986040527,504,False
a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80,G1_crowding_x_basis_dynamic,row_shuffle,-13.825903891654209,-26.554213944297583,-6.856133162710718,4344,-13.275190895094063,-33.06186951377568,-11.056597348242725,7296,-13.345473423296664,-40.2992514585275,-0.76782175860063,504,False
a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80,G1_crowding_x_basis_dynamic,time_shuffle,-13.576860126169194,-24.84160785900607,-6.7264352679879345,4340,-12.361901996886854,-27.973546695751583,-10.281828533027124,7286,-12.13495667630986,-42.88676080605444,-0.6967903205689338,503,False
a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_4c04054bcb80,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-7.683720741740051,-12.708659620411328,-3.810283436314929,4344,-3.976165519849261,-9.178659591627712,-3.3116556658470557,7296,-8.72524033484495,-36.917631447350225,-0.5020001288540931,504,False
a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1,G1_crowding_x_basis_dynamic,sign_flip,-0.013498617732184668,-0.02144900648660843,-0.006693835094590206,4344,-3.946862936485644,-8.765624982238961,-3.287250226552427,7296,-4.348300674123148,-13.98123790607818,-0.25017620316872907,504,False
a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1,G1_crowding_x_basis_dynamic,row_shuffle,-12.882586388833381,-24.76499411857228,-6.3883510585721694,4344,-13.393680422479472,-33.240415540178745,-11.155284516256875,7296,-13.077859318252067,-47.170920869949974,-0.7524247826939545,504,False
a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1,G1_crowding_x_basis_dynamic,time_shuffle,-13.13612336279124,-23.72222312582897,-6.5050802680123745,4338,-12.051504744128312,-27.186845078054304,-10.016781511643634,7281,-15.154159110069807,-43.25943585772776,-0.8701532000416795,503,False
a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_8e3e113815a1,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-8.274242027763945,-13.45294721966439,-4.103117279521299,4344,-2.938519665676275,-6.596832696650885,-2.447424598261884,7296,-8.422560616375884,-32.787233900770254,-0.4845856792983385,504,False
a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc,G1_crowding_x_basis_dynamic,sign_flip,-0.056523405149652164,-0.08957040305019612,-0.028029414608457648,4344,-4.098394286014343,-9.623625592485327,-3.413457158762631,7296,-5.8869398335109775,-17.694788366667673,-0.33870064795542615,504,False
a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc,G1_crowding_x_basis_dynamic,row_shuffle,-13.48959349491707,-26.07495518690673,-6.689360061862986,4344,-13.991468930820142,-35.50349994078179,-11.65316864375157,7296,-13.698787916861852,-46.19235480916392,-0.7881494417920518,504,False
a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc__time_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc,G1_crowding_x_basis_dynamic,time_shuffle,-12.308968860768008,-22.071063322325298,-6.098279093120223,4340,-12.950925828114096,-29.99253290069562,-10.774697195809992,7288,-13.926697809717513,-47.01412713202479,-0.8012620657645693,504,False
a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc__wrong_lag_stale_24h,a7af1_G1_crowding_x_basis_dynamic_24_3ef3d654f9fc,G1_crowding_x_basis_dynamic,wrong_lag_stale_24h,-8.200858470091005,-13.570096442101827,-4.066727076949237,4344,-4.046813404910883,-9.233422880886168,-3.37049664409016,7296,-9.04789633914589,-37.29762442014985,-0.520563898964558,504,False
a7af1_G1_crowding_x_basis_dynamic_24_34fa2585bb2b__sign_flip,a7af1_G1_crowding_x_basis_dynamic_24_34fa2585bb2b,G1_crowding_x_basis_dynamic,sign_flip,-12.585887374745608,-22.086000958930093,-6.241220862545083,4344,-13.145974527304325,-24.868847904784865,-10.948976044658945,7296,-15.519712892915638,-43.27358936891004,-0.89291498835953,504,False
a7af1_G1_crowding_x_basis_dynamic_24_34fa2585bb2b__row_shuffle,a7af1_G1_crowding_x_basis_dynamic_24_34fa2585bb2b,G1_crowding_x_basis_dynamic,row_shuffle,-14.436801458780753,-25.953186190941953,-7.159071408326894,4344,-12.79295470914815,-30.123433593592537,-10.65495405912613,7296,-12.791222599749059,-33.91992446236666,-0.7359333550540554,504,False
