blueprint_id,source_candidate_id,track_id,selector_tier,blueprint_family,variant_name,seed_field,interaction_field,field_family,feature_role,label_family,label_horizon_h,expression,skeleton,skeleton_key,production_key,static_ok,blocked_terms,uses_may,authorizes_numeric_replay,authorizes_formula_search
a7ag1_f40c01f5aa40918145,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,tsrank_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"TSRank(trade_return_1h,168)","TSRank(FIELDFIELD,)",763c8c8cd22e,ead1d119b1e7,True,,False,False,False
a7ag1_a4c565b5a91df0d4f9,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,winsor_rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Winsor(CSRank(trade_return_1h),0.01,0.99)","Winsor(CSRank(FIELDFIELD),,)",f5a2ebb44ff5,fea12ca9aced,True,,False,False,False
a7ag1_4477989350e40d4560,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,CSRank(liquidity_rank_active_universe))","Mul(FIELDFIELD,CSRank(FIELD))",4b2285b6c7fe,c0bd5c3fb756,True,,False,False,False
a7ag1_f00f7470c66da6a86a,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(trade_return_1h,CSRank(liquidity_rank_active_universe))","Sub(FIELDFIELD,CSRank(FIELD))",059364bfcd69,2af32864079c,True,,False,False,False
a7ag1_9a14666e79ae22f0a5,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELD)),))",d8c4d4e4947f,56726d208a8c,True,,False,False,False
a7ag1_d78aa6041927fb9c32,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELD,),))",9239eb89dc08,8a55205c73a8,True,,False,False,False
a7ag1_6bc97c9520d7a3b763,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,CSRank(premium_close_bps))","Mul(FIELDFIELD,CSRank(FIELD))",4b2285b6c7fe,3612e165aa69,True,,False,False,False
a7ag1_58425fb34fd19ccf8c,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(trade_return_1h,CSRank(premium_close_bps))","Sub(FIELDFIELD,CSRank(FIELD))",059364bfcd69,ce6b6745950f,True,,False,False,False
a7ag1_e3ab5bb73c99e672b9,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(premium_close_bps)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELD)),))",d8c4d4e4947f,f322a91d88ac,True,,False,False,False
a7ag1_bfc8749c8287a22dd3,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,ZScore(Delta(premium_close_bps,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELD,),))",9239eb89dc08,444623021189,True,,False,False,False
a7ag1_dd8978fc4cd872e094,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,CSRank(realized_vol_168h))","Mul(FIELDFIELD,CSRank(FIELDFIELD))",115d8645925d,a830de2fbed8,True,,False,False,False
a7ag1_54b7504c92d2e457b9,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(trade_return_1h,CSRank(realized_vol_168h))","Sub(FIELDFIELD,CSRank(FIELDFIELD))",e2b9a1040662,c5a73060a869,True,,False,False,False
a7ag1_19470e183e42300a33,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELDFIELD)),))",9b3b3d4cfdb9,a2ceff014926,True,,False,False,False
a7ag1_0d14a5c06694abc7fa,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(trade_return_1h,ZScore(Delta(realized_vol_168h,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELDFIELD,),))",1871676b1ee3,0ac07aeef55a,True,,False,False,False
a7ag1_781edd42eb75e504e8,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,CSRank(CSRank(trade_return_1h)),CSRank(CSRank(FIELDFIELD)),291d7f7b1c7e,85ca3d71404e,True,,False,False,False
a7ag1_88e1a52158884c6cd7,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,zscore_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"ZScore(CSRank(trade_return_1h),168)","ZScore(CSRank(FIELDFIELD),)",bd496bd895b8,68e672ada114,True,,False,False,False
a7ag1_51aaf2d0fc990bf59a,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,tsrank_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"TSRank(CSRank(trade_return_1h),168)","TSRank(CSRank(FIELDFIELD),)",6b60bbb3e7e1,ead1d119b1e7,True,,False,False,False
a7ag1_3c81e12be40d7a6227,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,winsor_rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Winsor(CSRank(CSRank(trade_return_1h)),0.01,0.99)","Winsor(CSRank(CSRank(FIELDFIELD)),,)",03527c011778,fea12ca9aced,True,,False,False,False
a7ag1_1191f3ccd5f7c96fde,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),CSRank(liquidity_rank_active_universe))","Mul(CSRank(FIELDFIELD),CSRank(FIELD))",414b09b8a011,c0bd5c3fb756,True,,False,False,False
a7ag1_52691377ae8e0b36c1,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(CSRank(trade_return_1h),CSRank(liquidity_rank_active_universe))","Sub(CSRank(FIELDFIELD),CSRank(FIELD))",2a131caa6993,2af32864079c,True,,False,False,False
a7ag1_98860f7cd4b7562cff,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(CSRank(trade_return_1h),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(CSRank(FIELDFIELD),Add(Abs(CSRank(FIELD)),))",d8d76d7e1e6e,56726d208a8c,True,,False,False,False
a7ag1_5e8541d511888034e8,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(CSRank(FIELDFIELD),ZScore(Delta(FIELD,),))",801934fedab6,8a55205c73a8,True,,False,False,False
a7ag1_b3e131999ace647c6f,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),CSRank(premium_close_bps))","Mul(CSRank(FIELDFIELD),CSRank(FIELD))",414b09b8a011,3612e165aa69,True,,False,False,False
a7ag1_036ccb4c6849f14435,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(CSRank(trade_return_1h),CSRank(premium_close_bps))","Sub(CSRank(FIELDFIELD),CSRank(FIELD))",2a131caa6993,ce6b6745950f,True,,False,False,False
a7ag1_29871dbd6b6b3b4ff3,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(CSRank(trade_return_1h),Add(Abs(CSRank(premium_close_bps)),0.01))","SafeDiv(CSRank(FIELDFIELD),Add(Abs(CSRank(FIELD)),))",d8d76d7e1e6e,f322a91d88ac,True,,False,False,False
a7ag1_af13e6bd97be46d20a,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),ZScore(Delta(premium_close_bps,24),168))","Mul(CSRank(FIELDFIELD),ZScore(Delta(FIELD,),))",801934fedab6,444623021189,True,,False,False,False
a7ag1_15f9de9501c393c696,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),CSRank(realized_vol_168h))","Mul(CSRank(FIELDFIELD),CSRank(FIELDFIELD))",aacb3e71994b,a830de2fbed8,True,,False,False,False
a7ag1_b8d29c491363b0a774,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Sub(CSRank(trade_return_1h),CSRank(realized_vol_168h))","Sub(CSRank(FIELDFIELD),CSRank(FIELDFIELD))",c05d48514b09,c5a73060a869,True,,False,False,False
a7ag1_2ad3f4390eed2aace9,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"SafeDiv(CSRank(trade_return_1h),Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(CSRank(FIELDFIELD),Add(Abs(CSRank(FIELDFIELD)),))",579a8f190716,a2ceff014926,True,,False,False,False
a7ag1_3356008375d6caf802,a7af1_queue_006,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"Mul(CSRank(trade_return_1h),ZScore(Delta(realized_vol_168h,24),168))","Mul(CSRank(FIELDFIELD),ZScore(Delta(FIELDFIELD,),))",3f2025ba5f0c,0ac07aeef55a,True,,False,False,False
a7ag1_b98a6911652eeb3746,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,CSRank(trade_return_1h),CSRank(FIELDFIELD),b5c1ac518295,85ca3d71404e,True,,False,False,False
a7ag1_21c39ab56c4df5c5cd,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,zscore_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"ZScore(trade_return_1h,168)","ZScore(FIELDFIELD,)",3ea464855ca6,68e672ada114,True,,False,False,False
a7ag1_7767f61915ce54146c,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,tsrank_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"TSRank(trade_return_1h,168)","TSRank(FIELDFIELD,)",763c8c8cd22e,ead1d119b1e7,True,,False,False,False
a7ag1_0e0a53ec9f2462e88e,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,winsor_rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Winsor(CSRank(trade_return_1h),0.01,0.99)","Winsor(CSRank(FIELDFIELD),,)",f5a2ebb44ff5,fea12ca9aced,True,,False,False,False
a7ag1_3efd8dab6c3872f284,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,CSRank(liquidity_rank_active_universe))","Mul(FIELDFIELD,CSRank(FIELD))",4b2285b6c7fe,c0bd5c3fb756,True,,False,False,False
a7ag1_8d2724eb32733ae64e,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Sub(trade_return_1h,CSRank(liquidity_rank_active_universe))","Sub(FIELDFIELD,CSRank(FIELD))",059364bfcd69,2af32864079c,True,,False,False,False
a7ag1_824900284b8a4517c1,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELD)),))",d8c4d4e4947f,56726d208a8c,True,,False,False,False
a7ag1_6a871684874a9f0ead,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,liquidity_rank_active_universe,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELD,),))",9239eb89dc08,8a55205c73a8,True,,False,False,False
a7ag1_ac4d39a2c990483fef,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,CSRank(premium_close_bps))","Mul(FIELDFIELD,CSRank(FIELD))",4b2285b6c7fe,3612e165aa69,True,,False,False,False
a7ag1_b97591e3088365ff43,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Sub(trade_return_1h,CSRank(premium_close_bps))","Sub(FIELDFIELD,CSRank(FIELD))",059364bfcd69,ce6b6745950f,True,,False,False,False
a7ag1_f0d07c1faebb413b74,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(premium_close_bps)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELD)),))",d8c4d4e4947f,f322a91d88ac,True,,False,False,False
a7ag1_65f10b0c34c47b75d5,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,premium_close_bps,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,ZScore(Delta(premium_close_bps,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELD,),))",9239eb89dc08,444623021189,True,,False,False,False
a7ag1_b54eaa7104d6b550f7,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,CSRank(realized_vol_168h))","Mul(FIELDFIELD,CSRank(FIELDFIELD))",115d8645925d,a830de2fbed8,True,,False,False,False
a7ag1_878d20b46d3f079a7b,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Sub(trade_return_1h,CSRank(realized_vol_168h))","Sub(FIELDFIELD,CSRank(FIELDFIELD))",e2b9a1040662,c5a73060a869,True,,False,False,False
a7ag1_49e34464232f7eb66c,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"SafeDiv(trade_return_1h,Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(FIELDFIELD,Add(Abs(CSRank(FIELDFIELD)),))",9b3b3d4cfdb9,a2ceff014926,True,,False,False,False
a7ag1_c02f8fd5b2e8457375,a7af1_queue_001,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,trade_return_1h,realized_vol_168h,price_return,beta_or_neutralized_signal_candidate,L3_liquidity_tier_relative_return,1,"Mul(trade_return_1h,ZScore(Delta(realized_vol_168h,24),168))","Mul(FIELDFIELD,ZScore(Delta(FIELDFIELD,),))",1871676b1ee3,0ac07aeef55a,True,,False,False,False
a7ag1_7a775e0ce65cf6eee7,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,rank,liquidity_rank_active_universe,,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,CSRank(liquidity_rank_active_universe),CSRank(FIELD),cc35d2ecde8b,85a12085efa8,True,,False,False,False
a7ag1_73aaef487f50efd97c,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,zscore_168h,liquidity_rank_active_universe,,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"ZScore(liquidity_rank_active_universe,168)","ZScore(FIELD,)",bf51815af053,691c9c28957b,True,,False,False,False
a7ag1_c5c04ef3a3fa9dc7a1,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,tsrank_168h,liquidity_rank_active_universe,,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"TSRank(liquidity_rank_active_universe,168)","TSRank(FIELD,)",3436aa265a44,0ae03a1452ae,True,,False,False,False
a7ag1_7972817d1428890f20,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,winsor_rank,liquidity_rank_active_universe,,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Winsor(CSRank(liquidity_rank_active_universe),0.01,0.99)","Winsor(CSRank(FIELD),,)",522561e54028,4c3830f71a8e,True,,False,False,False
a7ag1_32a209e518d7f558ac,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,liquidity_rank_active_universe,premium_close_bps,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Mul(liquidity_rank_active_universe,CSRank(premium_close_bps))","Mul(FIELD,CSRank(FIELD))",4f840c01d927,0d3f10081c0a,True,,False,False,False
a7ag1_41bb638fa9450e490c,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,liquidity_rank_active_universe,premium_close_bps,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Sub(liquidity_rank_active_universe,CSRank(premium_close_bps))","Sub(FIELD,CSRank(FIELD))",aafb14ceda8c,f3d14a04ed66,True,,False,False,False
a7ag1_8a3a0fb7098412a913,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,liquidity_rank_active_universe,premium_close_bps,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"SafeDiv(liquidity_rank_active_universe,Add(Abs(CSRank(premium_close_bps)),0.01))","SafeDiv(FIELD,Add(Abs(CSRank(FIELD)),))",4702a3e23740,aa9103c65a3c,True,,False,False,False
a7ag1_f2e1f1f832f4590bb6,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,liquidity_rank_active_universe,premium_close_bps,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Mul(liquidity_rank_active_universe,ZScore(Delta(premium_close_bps,24),168))","Mul(FIELD,ZScore(Delta(FIELD,),))",f670fefd75dc,10f139231f68,True,,False,False,False
a7ag1_e5fd35d8a41d3b8d4a,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,liquidity_rank_active_universe,realized_vol_168h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Mul(liquidity_rank_active_universe,CSRank(realized_vol_168h))","Mul(FIELD,CSRank(FIELDFIELD))",ca93f0caf936,cc920e5d66ac,True,,False,False,False
a7ag1_22371225c61cf030f4,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,liquidity_rank_active_universe,realized_vol_168h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Sub(liquidity_rank_active_universe,CSRank(realized_vol_168h))","Sub(FIELD,CSRank(FIELDFIELD))",7cec62405567,d65c483dac03,True,,False,False,False
a7ag1_3dca3e9e530525e9fe,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,liquidity_rank_active_universe,realized_vol_168h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"SafeDiv(liquidity_rank_active_universe,Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(FIELD,Add(Abs(CSRank(FIELDFIELD)),))",cef27d4e4c98,b89028bc76a9,True,,False,False,False
a7ag1_9ce391d9f85c636bd0,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_delta,liquidity_rank_active_universe,realized_vol_168h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Mul(liquidity_rank_active_universe,ZScore(Delta(realized_vol_168h,24),168))","Mul(FIELD,ZScore(Delta(FIELDFIELD,),))",1f8f40056065,7a636c9aefa6,True,,False,False,False
a7ag1_eb2aedf5a5103f273e,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,mul_rank,liquidity_rank_active_universe,trade_return_1h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Mul(liquidity_rank_active_universe,CSRank(trade_return_1h))","Mul(FIELD,CSRank(FIELDFIELD))",ca93f0caf936,088251b34b04,True,,False,False,False
a7ag1_0601a453271f7186d2,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,sub_rank,liquidity_rank_active_universe,trade_return_1h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"Sub(liquidity_rank_active_universe,CSRank(trade_return_1h))","Sub(FIELD,CSRank(FIELDFIELD))",7cec62405567,646aa633778a,True,,False,False,False
a7ag1_414476439912a9c65a,a7af1_queue_023,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,seed_interaction,div_rank,liquidity_rank_active_universe,trade_return_1h,liquidity,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,4,"SafeDiv(liquidity_rank_active_universe,Add(Abs(CSRank(trade_return_1h)),0.01))","SafeDiv(FIELD,Add(Abs(CSRank(FIELDFIELD)),))",cef27d4e4c98,af1a22b09a55,True,,False,False,False
