blueprint_id,expression,semantic_pair,motif,skeleton_key,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ff24r_18d238dbb46f8356,"Mul(Delta(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9985636311404769,0.6641823695818949,True,-2123.9480092613157,2232.507923890864,14.512950685635728,
a7ff24r_2aba0095eb16d0ce,"Mul(Mean(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9988509049123815,0.6643119068162209,True,-337.64078876860094,956.4165749285362,11.04166025321464,
a7ff24r_654bac19bfd68712,"Mul(Delta(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9962654409652398,0.6639093137254902,True,-2074.5076036970345,2243.854339580373,15.384320958335326,
a7ff24r_721fa669f6c5e4fa,"Mul(Mean(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.997701809824763,0.6641052404261445,True,-214.73340671717688,586.8076495963294,10.034585189810906,
a7ff24r_96d6f119dec2cfa2,"Mul(Mean(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9965527147371445,0.6640122033246854,True,-159.81343736422642,504.0038976784135,9.599445672161519,
a7ff24r_cd42b88abdb7431f,"Mul(Delta(mark_index_basis_bps,1),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9994254524561907,0.6643342196033343,True,-1862.7352586359634,2248.424744016522,12.494435331139337,
a7ff24r_e4aa857356712920,"Mul(Delta(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,True,0.9974145360528583,0.6638884888632872,True,-2120.9176010941655,2221.785211308895,15.463608059159588,
a7ff24r_0f268297ef2840ff,"Mul(ZScore(Mean(mark_index_basis_bps,2)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_51c2bb588b20fa9e,True,0.9994254524561907,0.6644839273737664,True,-9.382791580310615,9.678300745950867,0.8320925593365942,
a7ff24r_1d3f3101ab99b27f,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_51c2bb588b20fa9e,True,0.9988509049123815,0.6643208944492378,True,-9.497484812933367,9.662285023000624,0.831779076654966,
a7ff24r_2ab082367c1b62e6,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_51c2bb588b20fa9e,True,0.0,0.0,False,,,,
a7ff24r_2c0d6c573917da43,"Mul(ZScore(Mean(mark_index_basis_bps,8)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_51c2bb588b20fa9e,True,0.997701809824763,0.6641052404261445,True,-9.479011975633082,9.638868463157463,0.8335991731011804,
a7ff24r_bc32b0288dcab0a1,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_51c2bb588b20fa9e,True,0.9965527147371445,0.6640122033246854,True,-9.350191081838604,9.597089138750269,0.8366435755536632,
a7ff24r_1d2b1df468a7a96c,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,1)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9994254524561907,0.8118622448979592,True,-1043.8874414745292,2236.5719900454283,16.13297593319714,
a7ff24r_291a13ec6e55c045,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,4)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9985636311404769,0.8181818181818182,True,-489.00250525413026,2236.5719900454283,16.101922779445506,
a7ff24r_3e2fde77fbddbec6,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,2)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9991381786842861,0.8156327870423615,True,-665.5763611355636,2236.5719900454283,16.106810018012634,
a7ff24r_48f9f812cd8214e5,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.997701809824763,0.956365774066609,True,-172.2929320784816,2236.5719900454283,14.330997629680523,
a7ff24r_6b6636564de3dfde,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9962654409652398,0.8207420222991157,True,-840.2385813218038,2236.5719900454283,16.08104410537915,
a7ff24r_6c90b9509851a83f,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.0,0.0,False,,,,
a7ff24r_7621f8118c16f1ec,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9974145360528583,0.8191844278033794,True,-353.73749804103903,2236.5719900454283,16.09039305023588,
a7ff24r_b0d378e198b93b66,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9988509049123815,0.9082512462851117,True,-172.2929320784816,2236.5719900454283,14.244534694016407,
a7ff24r_c788201269d6553a,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9965527147371445,0.970119270683194,True,-172.2929320784816,2236.5719900454283,14.382364319782637,
a7ff24r_d34e5a1ebc8a9542,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,True,0.9994254524561907,0.8118981747628629,True,-108.3934881765658,2236.5719900454283,14.142101566320099,
a7ff24r_8df15a328689de4d,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,gated_sign,skel_af8c1327eb17d836,True,0.0,0.0,False,,,,
a7ff24r_b4fdfbf0e95cd293,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,gated_sign,skel_af8c1327eb17d836,True,0.0,0.0,False,,,,
a7ff24r_be3665cc85e43910,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,gated_sign,skel_af8c1327eb17d836,True,0.0,0.0,False,,,,
a7ff24r_03973baca083813c,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,gated_sign,skel_c80f62c274b367a9,True,0.9994254524561907,0.9874065823512503,True,-108.3934881765658,2236.5719900454283,16.533561935705695,
a7ff24r_09c2ead438b1c084,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,gated_sign,skel_c80f62c274b367a9,True,0.0,0.0,False,,,,
a7ff24r_9541ec8967117ee6,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,gated_sign,skel_c80f62c274b367a9,True,0.9988509049123815,0.98739933851021,True,-172.2929320784816,2236.5719900454283,16.601736317152074,
a7ff24r_be85852a429d432f,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",basis_premium_like|basis_premium_like,gated_sign,skel_c80f62c274b367a9,True,0.997701809824763,0.9873938237834725,True,-172.2929320784816,2236.5719900454283,16.655208493190692,
a7ff24r_db273ce127bc4c60,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,gated_sign,skel_c80f62c274b367a9,True,0.9965527147371445,0.9873852935524167,True,-172.2929320784816,2236.5719900454283,16.680831775852358,
a7ff24r_5abdbff8f1a9df35,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,skel_d9d4f69744bac825,True,0.9997127262280954,0.6631136254789272,True,-74.67285910842224,2236.5719900454283,14.094161297396575,
a7ff24r_4badde106bddfdc1,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9994254524561907,0.6643342196033343,True,-726585.2208304749,4851348.724353255,9790.341712703681,
a7ff24r_5179e095cab6585f,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9962654409652398,0.6639093137254902,True,-488310.1104654055,4841487.319923289,10852.4731404454,
a7ff24r_54ec30e5ce4353ba,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9994254524561907,0.6643881144006899,True,-4407.295137835298,2400100.082667935,6795.1601853484235,
a7ff24r_6b29e664c1bd0c20,"Mul(Mean(mark_index_basis_bps,1),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.0,0.0,False,,,,
a7ff24r_70844c64a1855f7e,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9965527147371445,0.6640122033246854,True,-12205.398396916189,605799.883310452,2261.277337345108,
a7ff24r_73ab58f0e33415cc,"Mul(Mean(mark_index_basis_bps,4),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9988509049123815,0.6643119068162209,True,-11440.713013667657,1194388.700189037,4304.144028070293,
a7ff24r_a7f6507488c8679a,"Mul(Mean(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.997701809824763,0.6641052404261445,True,-16404.086192663948,640967.7440256758,2700.6885679131237,
a7ff24r_ce09654946e809e8,"Mul(Delta(mark_index_basis_bps,2),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9991381786842861,0.6642946137626988,True,-524235.15908032266,4822235.172129999,10453.00213363845,
a7ff24r_f5661f59779baae3,"Mul(Delta(mark_index_basis_bps,4),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9985636311404769,0.6641823695818949,True,-291982.56200193154,4817005.549106735,10402.03699590865,
a7ff24r_f695d065dec8c1ad,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_0994b3a36a4d53ba,True,0.9974145360528583,0.6638884888632872,True,-290250.5931746341,4793869.521029933,10681.672975288868,
a7ff24r_038ab74762617034,"Mul(mark_index_basis_bps,premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_337820bc5afcf6cc,True,0.9997127262280954,0.6631136254789272,True,-6172.749758052705,4825774.444844563,10928.740102397309,
a7ff24r_0ae0838d44e5ced7,"Mul(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_97ea9710bb50e137,True,0.9988509049123815,0.6643208944492378,True,-532.7905888590981,20726.047992203978,94.19180404967993,
a7ff24r_439fc3b2a7da1540,"Mul(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_97ea9710bb50e137,True,0.9965527147371445,0.6640122033246854,True,-686.7827796537593,19562.51073603802,86.4997793882755,
a7ff24r_55922c6f5413e5e9,"Mul(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_97ea9710bb50e137,True,0.997701809824763,0.6641052404261445,True,-706.7915587112813,20374.633385025652,89.72133191766815,
a7ff24r_6fe4fb1cbcbf596c,"Mul(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_97ea9710bb50e137,True,0.9994254524561907,0.6644839273737664,True,-231.2659389944391,20859.75639525315,96.58885107474458,
a7ff24r_e9935605b6c5eeb4,"Mul(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,skel_97ea9710bb50e137,True,0.0,0.0,False,,,,
a7ff24r_04c6be3326e1dbcd,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",basis_premium_like|basis_premium_like,mul,skel_a2f58ee62d9e7ad2,True,0.9994254524561907,0.9874065823512503,True,-386.75884904985566,21655.365281439033,101.46326351975898,
a7ff24r_20a079fcfdf25411,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",basis_premium_like|basis_premium_like,mul,skel_a2f58ee62d9e7ad2,True,0.0,0.0,False,,,,
a7ff24r_23dbbce9866b4b2b,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,mul,skel_a2f58ee62d9e7ad2,True,0.997701809824763,0.9873938237834725,True,-685.1463390215223,21379.025217385934,96.21094194320358,
a7ff24r_83c39e0278e793ac,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",basis_premium_like|basis_premium_like,mul,skel_a2f58ee62d9e7ad2,True,0.9965527147371445,0.9873852935524167,True,-682.8429320080961,20819.873291194872,93.67032327294321,
a7ff24r_aea0496ef98b6808,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",basis_premium_like|basis_premium_like,mul,skel_a2f58ee62d9e7ad2,True,0.9988509049123815,0.98739933851021,True,-548.0433565397686,21584.05285351117,99.5247640627382,
a7ff24r_153150ce9f2b7614,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_32f3ba668bc38d03,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_45d7b4c784664282,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_565844b4b03d0c4e,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_5a5b2d36ce1bfa55,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_66c8dc3dfd71fb92,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_b49a82ab946f4f0c,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_c07a5893014d3870,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_c52d5fddec1c7cad,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_cf7da82540f43dfe,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,skel_eaa129218e1e1a2f,True,0.0,0.0,False,,,,
a7ff24r_05a1173de9489316,"Mul(mark_index_basis_bps,Mean(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9988509049123815,0.9082512462851117,True,-7628.060202379783,1206443.6112111406,4321.241131792897,
a7ff24r_425d86b74107cad4,"Mul(mark_index_basis_bps,Mean(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.997701809824763,0.956365774066609,True,-14471.007609590157,662535.9149388125,2701.179421232895,
a7ff24r_521e3200f879e3a6,"Mul(mark_index_basis_bps,Delta(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9991381786842861,0.8156327870423615,True,-498587.97771881486,4825774.444844563,10499.15395489494,
a7ff24r_52c515213fcc693a,"Mul(mark_index_basis_bps,Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9965527147371445,0.970119270683194,True,-11424.833512898716,598747.9790572756,2252.9964967673523,
a7ff24r_765592390d9684ae,"Mul(mark_index_basis_bps,Delta(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9962654409652398,0.8207420222991157,True,-515594.1722509102,4825774.444844563,10871.933923589228,
a7ff24r_8d906801b8dec4c0,"Mul(mark_index_basis_bps,Mean(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9994254524561907,0.8118981747628629,True,-7113.756235539827,2412887.2224222813,6823.01025448351,
a7ff24r_b2f18f309484feb5,"Mul(mark_index_basis_bps,Delta(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9994254524561907,0.8118622448979592,True,-660794.5541128329,4825774.444844563,9766.265805249564,
a7ff24r_b8a266498097ead6,"Mul(mark_index_basis_bps,Delta(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,True,0.9974145360528583,0.8191844278033794,True,-324465.79720297776,4821358.333450219,10747.930943133568,
