source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,lagged_fields,lag_hours,lag_target,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0003613881649370003,0.0002897436303712433,8.909522767996698,14.49653606346939,14.566881391704218,13.860917169314126,8.953013844935246,8.553021390752932,-0.04291771748923734,0.571969696969697,5.520268561533524e-05,0.11040537123067048,0.03274247048619525,0.04081678693593982,10595217.140214812,,0,none,-1.0,-0.0005165101917440652,0.00044228179281233915
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original::one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002878314433392679,0.00023744432567916477,7.168846855734694,11.025773704069673,10.389336438911904,8.182573440896292,6.754701155133095,5.543474112533005,-0.04615053561216409,0.5795454545454546,5.519471899489771e-05,0.11038943798979542,0.027415725988640206,0.032848773785063234,10741753.7386536,,0,none,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original::stale_168h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002850938327827383,0.0,8.489428482397484,15.032625428224696,16.60837001829845,10.998499906120557,8.634001735583752,6.811763054169532,-0.038896959954175525,0.42803030303030304,3.288329032661114e-05,0.06576658065322227,0.025558719940531802,0.033991431120433166,7318834.046901301,,0,none,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original::sign_flip,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,-0.0004717935361676708,-0.0003830249823031394,-11.601858359365162,-13.739922071169556,-13.695334194289096,-14.272754336378965,-11.618322024863506,-11.87391592729392,-0.14303050681937524,0.3787878787878788,5.5202685615335235e-05,0.11040537123067047,-0.032742470486195246,-0.04081678693593981,10595217.140214812,,0,none,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original::time_shuffle,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,-0.00032897458673479025,-0.00031082308092878614,-9.566988657924083,-11.450813006993348,-11.832289678192764,-17.435195184539822,-9.650606154621638,-16.177731999099308,-0.0890851193700507,0.3787878787878788,0.00032481809403202256,0.6496361880640451,-0.00031016133925175943,0.0005465342133009525,9034423.558857352,,0,none,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original::symbol_shuffle,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.00031132262475504864,0.0002569621122512113,8.414716072134828,14.247641583519405,15.796217608848803,9.130126965736885,8.980803496204427,5.6126038668041565,-0.0470824788530152,0.553030303030303,5.520268561533524e-05,0.11040537123067048,0.01986880658060213,0.014930460181221041,12326445.236621667,,0,none,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,all_risk_lag1h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002878314433392679,0.00023744432567916477,7.168846855734694,11.025773704069673,10.389336438911904,8.182573440896292,6.754701155133095,5.543474112533005,-0.04615053561216409,0.5795454545454546,5.519471899489771e-05,0.11038943798979542,0.027415725988640206,0.032848773785063234,10741753.7386536,funding_rate_delta_state_24h|open_interest_value_last,1,all_risk,-1.0,-0.0005084216454865258,0.0004341991017792606
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,all_risk_lag1h::one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.00023289935962561938,0.0002608669291523085,5.839078108322363,8.820969164095542,8.609694231675807,6.222511439908078,5.74552018316675,4.157892936612268,-0.04687498571609716,0.5416666666666666,5.5187425733157975e-05,0.11037485146631594,0.023325574341439673,0.027709316507457223,10363306.411067553,funding_rate_delta_state_24h|open_interest_value_last,1,all_risk,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,all_risk_lag1h::stale_168h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0002713246375771016,0.0,8.069314407664828,14.292952914015707,13.467329222884075,12.089192435906636,7.825729780064308,6.523085205226747,-0.042181311316573655,0.4318181818181818,3.266792048233504e-05,0.06533584096467007,0.024850816146433023,0.03490906495945316,6939017.770771962,funding_rate_delta_state_24h|open_interest_value_last,1,all_risk,,,
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,all_risk_lag1h::sign_flip,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,-0.0003982208813290631,-0.0003536150951389467,-9.895014665704661,-12.235594327205725,-11.751042088282606,-14.548267178374466,-9.381775433154717,-12.315907597807602,-0.1353995423787241,0.38636363636363635,5.5194718994897705e-05,0.1103894379897954,-0.027415725988640206,-0.03284877378506322,10741753.738653596,funding_rate_delta_state_24h|open_interest_value_last,1,all_risk,,,
