label_family,rows,blueprints,numeric_clues,strict_translations,non_l5_strict_translations,median_control_ratio,min_cost10,max_cost10,min_robust_floor
L5_vol_adjusted_return,28,7,9,8,0,1.8799023267408415,-0.6016905843677155,0.4425319907275736,-2.6256172219580978
L0_raw_forward_return,28,7,7,0,0,1.638473755756047,-0.0111799614700902,0.0011638821589084,-2.3190699065429774
L1_cross_sectional_relative_return,28,7,8,0,0,1.5165836599453315,-0.0111799614700902,0.0011638821589084,-2.319069906542977
L3_liquidity_tier_relative_return,28,7,6,0,0,1.4872157859156303,-0.0104917945946009,0.0009468793294863,-2.5923020124770617
L7_ranked_future_return,28,7,0,0,0,0.5128171853526406,-0.0164685072105151,0.0540405524957428,-2.1158571863237943
