source_blueprint_id,blueprint_id,horizon_h,formula,nonoverlap_floor_sortino_control_one_bar_lag,nonoverlap_floor_sortino_original,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_control_one_bar_lag,rankic_mean_original,rankic_mean_source_lag_1h,rankic_mean_source_lag_2h,rankic_mean_source_lag_4h,sortino_control_one_bar_lag,sortino_original,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,source_lag_gate,floor_retention_source_lag_1h,floor_retention_source_lag_2h,floor_retention_source_lag_4h
a7search6_84f74066182786e3,a7search6_84f74066182786e3,4,"SafeDiv(ZScore(Mean(open_interest_value_mean,8)),Abs(global_long_short_account_ratio_last))",-5.633034195996978,-4.984855992313402,-5.633034195996978,-5.415361727621049,-6.216279248705112,-0.0004233761414354389,0.00019651803212850883,-0.0004233761414354389,-0.0010180066994900066,-0.0022665234303960854,-5.0226249469987065,-4.8265267126868645,-5.0226249469987065,-5.236946124867985,-5.840055354890791,HOLD_SOURCE_LAG_FRAGILE,-1.1300294742080936,-1.0863627226085333,-1.2470328647990137
a7search6_9102c722a6bc3e6a,a7search6_9102c722a6bc3e6a,8,"Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(taker_buy_sell_volume_ratio_mean,336))))",-7.407927901944578,-7.585585100050692,-7.407927901944578,-5.510578621951241,-9.318951221043063,0.005432049499151617,0.010775460502317893,0.005432049499151617,0.0030600238191613935,-0.0029398076186041445,-3.554158937605378,-2.590403716792057,-3.554158937605378,-3.967099687910665,-5.655707631935963,HOLD_SOURCE_LAG_FRAGILE,-0.9765796315296855,-0.7264539978484212,-1.2285078999352057
a7search6_e7ee64f0ef980aca,a7search6_e7ee64f0ef980aca,8,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",-7.518626995247099,-7.678245723678887,-7.518626995247099,-6.042769423858369,-10.737927255371181,0.01994302146601465,0.027229875594749688,0.01994302146601465,0.017862262904778138,0.012275425031722574,-3.595139572737873,-1.6392341924066158,-3.595139572737873,-4.4891148501618785,-6.822700089592433,HOLD_SOURCE_LAG_FRAGILE,-0.9792115628782834,-0.7869987027405382,-1.398487055741986
a7search6_370b9d993902426e,a7search6_370b9d993902426e,8,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(Mean(taker_buy_sell_volume_ratio_last,72)))",-6.8338565902132675,-7.5864947904995645,-6.8338565902132675,-6.279477557888302,-9.083396982043858,0.01831680560525356,0.02415821328112405,0.01831680560525356,0.015662167585554658,0.011069069546063324,-4.418224518947445,-3.3081625702269335,-4.418224518947445,-5.009964341980926,-6.702497539069387,HOLD_SOURCE_LAG_FRAGILE,-0.9007923657670189,-0.827717902838605,-1.1973114373476983
a7ls30_32f8844234cc65fc,a7ls30_32f8844234cc65fc,4,"SafeDiv(ZScore(Mean(open_interest_value_last,504)),Abs(Mean(account_position_divergence,96)))",-6.404070417680269,-6.554879937810483,-6.404070417680269,-6.552618249256224,-6.088193414571138,-0.01086655495873588,-0.01096208080575442,-0.01086655495873588,-0.010889409546455743,-0.010968229815779983,-5.5492857480022995,-5.587663349339432,-5.5492857480022995,-5.543035384177647,-5.387942235764008,HOLD_SOURCE_LAG_FRAGILE,-0.9769927868151634,-0.9996549611013906,-0.9288031927865895
a7ls30_c94e306c3e19bd08,a7ls30_c94e306c3e19bd08,8,"SafeDiv(ZScore(Mean(open_interest_value_last,240)),Abs(Mean(account_position_divergence,72)))",-6.716038307747505,-6.616725176127797,-6.716038307747505,-6.82804036168642,-6.7613721772427215,-0.015968258421829105,-0.015730925792015432,-0.015968258421829105,-0.016163330555008536,-0.016474367505273736,-5.269174002666645,-5.263353389162045,-5.269174002666645,-5.257266278252504,-5.244832513155982,HOLD_SOURCE_LAG_FRAGILE,-1.0150094085784331,-1.0319365214564173,-1.0218608144156855
a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",-6.988789918999205,-7.371197987002916,-6.988789918999205,-7.081776896616915,-7.811385045127537,-0.005331676822652181,-0.006528923951246814,-0.005331676822652181,-0.0045317588298444,-0.0029200094447710064,-3.146341826086631,-3.670560354098074,-3.146341826086631,-2.631330333923844,-1.4447852024602288,HOLD_SOURCE_LAG_FRAGILE,-0.9481213137026054,-0.9607362207749247,-1.0597171665855087
a7ls30_32f8844234cc65fc,a7ls30_32f8844234cc65fc,8,"SafeDiv(ZScore(Mean(open_interest_value_last,504)),Abs(Mean(account_position_divergence,96)))",-7.414204533130957,-7.3241385511761035,-7.414204533130957,-7.338369716377447,-6.963677171131644,-0.0166619922467664,-0.01664670359825189,-0.0166619922467664,-0.01662079629653582,-0.01663629680514723,-5.669220137080471,-5.702205734786869,-5.669220137080471,-5.625619987324233,-5.589910932190483,HOLD_SOURCE_LAG_FRAGILE,-1.0122971433876535,-1.0019430496981871,-0.9507844673437291
a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",-7.120484197485424,-6.944535605547646,-7.120484197485424,-7.672978047734867,-5.054853314818152,-0.003347679562194971,-0.004280467951955941,-0.003347679562194971,-0.003057920120543024,-0.00017808125087399255,-5.80995046331507,-6.236949967430667,-5.80995046331507,-5.527319476649268,-3.799722529576407,HOLD_SOURCE_LAG_FRAGILE,-1.0253362646448556,-1.1048943347061688,-0.7278893221859327
a7ls30_c139d322017158f7,a7ls30_c139d322017158f7,8,"SafeDiv(SafeDiv(ZScore(Mean(open_interest_value_last,4)),Abs(Mean(account_position_divergence,96))),Abs(ZScore(Mean(open_interest_last,168))))",-8.444922227172459,-8.540888938279803,-8.444922227172459,-8.246330735679319,-8.232332649017497,-0.016220231944117314,-0.016267175373598806,-0.016220231944117314,-0.016161886245968777,-0.01625848666903816,-6.2109394836992715,-6.201399672004956,-6.2109394836992715,-6.198936137577578,-6.1949315253626525,HOLD_SOURCE_LAG_FRAGILE,-0.9887638497818152,-0.9655119970849533,-0.9638730474670648
a7ls30_32f8844234cc65fc,a7ls30_32f8844234cc65fc,24,"SafeDiv(ZScore(Mean(open_interest_value_last,504)),Abs(Mean(account_position_divergence,96)))",-9.410328517079789,-9.277772732082704,-9.410328517079789,-9.307136259295708,-9.035022911858,-0.041164073273177865,-0.04104959027492284,-0.041164073273177865,-0.04125425150910064,-0.04139261261641323,-6.218660981223388,-6.193704467344575,-6.218660981223388,-6.250304195601175,-6.28532588286393,HOLD_SOURCE_LAG_FRAGILE,-1.0142874576501215,-1.0031649327980912,-0.9738353344887107
a7search6_40090b5c3ec8edfc,a7search6_40090b5c3ec8edfc,8,"Mul(ZScore(top_long_short_account_ratio_last),Decay(taker_buy_sell_volume_ratio_mean,8))",-10.783857256672027,-10.448661931100164,-10.783857256672027,-10.830585815930537,-10.562539929353703,-0.020110345627619326,-0.01940999338606669,-0.020110345627619326,-0.020331776816689677,-0.021019005998476566,-8.119688280335815,-8.10994036284978,-8.119688280335815,-8.05899532930681,-8.183097453593692,HOLD_SOURCE_LAG_FRAGILE,-1.0320802154172644,-1.0365524205251189,-1.010898811637745
a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",-9.88493945054106,-9.154054171380496,-9.88493945054106,-11.337404519919811,-12.98159189793797,0.0039696294421276285,0.009611447979147803,0.0039696294421276285,0.0010761252048944441,-0.0048391986687402,-6.263903149900917,-4.613397411644835,-6.263903149900917,-7.348967729520296,-9.77979125928513,HOLD_SOURCE_LAG_FRAGILE,-1.0798427959324979,-1.2385118448791144,-1.418124871767091
a7search6_vp_a7search6_5be6987af4a13e67_canonical,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",-18.53126254050736,-16.763770476957472,-18.53126254050736,-16.658210113610807,-16.8948589040382,-0.03141119082535903,-0.027169329181324284,-0.03141119082535903,-0.027708932258977206,-0.025748934728506676,-15.472893005592082,-14.654816794371968,-15.472893005592082,-13.847834636534827,-13.555462805373757,HOLD_SOURCE_LAG_FRAGILE,-1.1054352340351703,-0.9937030655787275,-1.0078197459969351
