source_blueprint_id,blueprint_id,horizon_h,formula,nonoverlap_floor_sortino_control_one_bar_lag,nonoverlap_floor_sortino_original,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_control_one_bar_lag,rankic_mean_original,rankic_mean_source_lag_1h,rankic_mean_source_lag_2h,rankic_mean_source_lag_4h,sortino_control_one_bar_lag,sortino_original,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,source_lag_gate,floor_retention_source_lag_1h,floor_retention_source_lag_2h,floor_retention_source_lag_4h
a7search6_0bc40820e0608f51,a7search6_0bc40820e0608f51,8,"Mul(CSRank(open_interest_mean),Decay(premium_close_bps,168))",2.1802967567221416,1.8068520020369319,2.1802967567221416,2.173075434431916,1.6698610786706285,-0.0055854525155973785,-0.005968446835050234,-0.0055854525155973785,-0.005657053341573199,-0.006162815802310725,3.4001815225737575,3.3318497118964574,3.4001815225737575,3.343467547673158,2.9687780631641942,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,1.2066825364026559,1.2026859045356935,0.924182543334004
a7search6_8185d7e38fbfef0a,a7search6_8185d7e38fbfef0a,24,"Mul(CSRank(ZScore(Mean(open_interest_mean,12))),Sign(Decay(mark_index_basis_bps,336)))",-0.7421721543492885,-0.7597701569506131,-0.7421721543492885,-0.7587282534222561,-1.0721189828811002,0.00576022747166244,0.005958783037030787,0.00576022747166244,0.0051991778129444,0.004734524781301685,1.005814470732033,1.0638787227928355,1.005814470732033,0.9526911448561137,0.8785514372364011,HOLD_SOURCE_LAG_FRAGILE,-0.9768377285678668,-0.9986286595770769,-1.4111096271326573
a7search6_vp_a7search6_8d74bccf1d25af11_canonical,a7search6_vp_a7search6_8d74bccf1d25af11_canonical,8,"SafeDiv(Decay(top_long_short_account_ratio_last,12),Abs(ZScore(Mean(quote_volume_z_168h,504))))",-0.5159849147017044,-0.1302859008642891,-0.5159849147017044,-1.076078283823448,-0.6792651772188497,0.006983530698238161,0.008652664080212487,0.006983530698238161,0.005492191432898778,0.003009830830956321,1.2117195588990002,1.6025909092099895,1.2117195588990002,0.8003576276104809,0.0009073586762113972,HOLD_SOURCE_LAG_FRAGILE,-3.9604048579222284,-8.259360964501703,-5.213650692152783
a7search6_vp_a7search6_0159a7544af64b1d_canonical,a7search6_vp_a7search6_0159a7544af64b1d_canonical,24,"Sub(CSRank(ZScore(Mean(account_position_divergence,24))),CSRank(Decay(mark_index_basis_bps,336)))",-2.4996948653174673,-2.4682578018036203,-2.4996948653174673,-2.2879278392053455,-2.4673917837865145,0.0009757682846369825,0.00087087762539259,0.0009757682846369825,0.0011605569601211897,0.0013228068877341238,-0.37918702785039965,-0.38632078557111504,-0.37918702785039965,-0.3636200878907374,-0.35266654933155783,HOLD_SOURCE_LAG_FRAGILE,-1.0127365397126975,-0.9269403858598145,-0.9996491379399376
a7search6_351a19252c9ff820,a7search6_351a19252c9ff820,8,"SafeDiv(ZScore(TSRank(open_interest_value_last,336)),Abs(CSRank(ZScore(Mean(top_long_short_account_ratio_last,24)))))",-2.776859087188351,-1.7111462246589952,-2.776859087188351,-2.9952741199254387,-3.721130773732864,0.03384791057023423,0.03847130590780511,0.03384791057023423,0.03227972531463961,0.030096735850994358,0.10462968040496978,1.2140591258472253,0.10462968040496978,-0.030216187472282746,-1.0320009716453966,HOLD_SOURCE_LAG_FRAGILE,-1.622806424823066,-1.750448954485085,-2.174642190192967
a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",-3.4099965666224397,0.26409655362679374,-3.4099965666224397,-3.39160011990252,-7.155900047175545,0.02474787141544554,0.033135508210110784,0.02474787141544554,0.02042426304763784,0.011450758940654353,-0.6572521739705658,1.831265034649216,-0.6572521739705658,-1.7743072307317789,-5.177800945190279,HOLD_SOURCE_LAG_FRAGILE,-12.911931336450733,-12.842273302420056,-27.09577216705318
a7search6_vp_a7search6_370b9d993902426e_canonical,a7search6_vp_a7search6_370b9d993902426e_canonical,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(Mean(taker_buy_sell_volume_ratio_last,72)))",-4.375976296057811,-2.448815786884934,-4.375976296057811,-4.056308201573941,-8.036893121730731,0.023307620676629948,0.02988807065934468,0.023307620676629948,0.018874107666649893,0.011981756591607919,-2.901429460472413,-1.4951621142748992,-2.901429460472413,-3.753424545646381,-5.9577581077677255,HOLD_SOURCE_LAG_FRAGILE,-1.786976513094258,-1.6564366430901896,-3.2819508779605777
a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",-5.803631357729005,-3.377011776010132,-5.803631357729005,-4.735706402280659,-8.499456373135619,0.015989106479472416,0.0215181519132292,0.015989106479472416,0.011213602818445769,0.0024795853709870357,-2.458598704201988,-1.3398066708697287,-2.458598704201988,-3.6863320130181547,-7.981203054023773,HOLD_SOURCE_LAG_FRAGILE,-1.7185700680575868,-1.4023363601875845,-2.5168571911755504
a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",-5.290145607111964,-4.793810142153837,-5.290145607111964,-5.224508340210377,-5.985824154987918,-0.00024623352230455236,0.0004236051815495736,-0.00024623352230455236,-0.0006168587522922672,-0.0017938679187111926,-4.980540841043171,-4.739600364514645,-4.980540841043171,-5.059565104710265,-5.616447450825303,HOLD_SOURCE_LAG_FRAGILE,-1.1035367380517758,-1.0898446507652115,-1.2486569091154107
a7search6_54fa70ba1036adfc,a7search6_54fa70ba1036adfc,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(Decay(taker_buy_sell_volume_ratio_mean,72)))",-5.953432777586512,-4.030111262469364,-5.953432777586512,-5.279114539500569,-8.665849970073886,0.014844642194787712,0.019977606171249208,0.014844642194787712,0.01171208340369305,0.006181902483367899,-3.838597326071891,-2.5338897064447403,-3.838597326071891,-4.601620793112046,-6.759423412235338,HOLD_SOURCE_LAG_FRAGILE,-1.477237820461233,-1.30991781508928,-2.150275614168546
