gate,pass
may_excluded_from_score_components,True
strict_liquidity_volatility_share_lte_30pct,False
strict_field_families_gte_4,False
strict_engines_gte_4,True
strict_placebo_null_zero,True
deep_rc000_share_lte_35pct,False
deep_return_corr_clusters_gte_6,False
deep_field_families_gte_4,False
deep_engines_gte_4,True
deep_placebo_null_zero,True
