candidate_id,engine,source_field_families,operator_signature,horizon,expression,a7m_rank_score,a7n_regime_invariant_score,a7n_min_non_may_raw,a7n_min_non_may_residual_funding,a7n_min_non_may_cost20,a7n_min_non_may_lag1,candidate_decision,reject_reasons
e5_surrogate_prioritized_sampler_s3_00154,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,10.358921715900252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s2_00002,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",15.100042664660211,10.357771565242466,2.0,2.0,1.4886910539450164,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s1_00255,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",15.100042664660211,10.357771565242466,2.0,2.0,1.4886910539450164,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s3_00457,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",15.100042664660211,10.357771565242466,2.0,2.0,1.4886910539450164,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s4_00204,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",15.100042664660211,10.357771565242466,2.0,2.0,1.4886910539450164,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s2_00109,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank;ZScore,48,"Mul(Mul(Rank(realized_vol_6),ZScore(quote_volume_mean_6)),Rank(quote_asset_volume))",15.42969799221376,10.269369936411815,2.0,2.0,1.7471923237966973,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e1_formulagenv2_crypto_adapter_s3_01031,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e1_formulagenv2_crypto_adapter_s4_01406,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s2_00392,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s4_00156,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s1_00645,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e1_formulagenv2_crypto_adapter_s1_03081,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s3_00139,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s3_03123,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s2_04584,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s4_02690,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s4_04914,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s4_00594,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s3_00220,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e2_typed_ast_sampler_crypto_adapter_s1_00909,E2_typed_AST_sampler_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s1_00018,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s2_00473,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",15.560784827346138,10.204202422346924,2.0,2.0,1.8699325687691783,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s2_01473,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank;ZScore,48,"Mul(Mul(Rank(realized_vol_12),ZScore(realized_vol_6)),Rank(number_of_trades))",15.262403587018907,10.190807222959913,2.0,2.0,1.6510630547254763,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s3_00364,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e1_formulagenv2_crypto_adapter_s1_00397,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s3_04072,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s2_00617,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s1_00162,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e1_formulagenv2_crypto_adapter_s4_00478,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e2_typed_ast_sampler_crypto_adapter_s3_02519,E2_typed_AST_sampler_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e2_typed_ast_sampler_crypto_adapter_s1_00873,E2_typed_AST_sampler_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s4_00111,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s1_00689,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s3_00169,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_01053,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s2_00173,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s2_04076,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s2_00260,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s4_00177,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s1_04068,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s4_04080,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e4_cem_adaptive_grammar_crypto_s4_00974,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s1_00165,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s4_00594,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",15.124212386422869,10.011123802770346,2.0,2.0,1.692849275588523,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s1_00453,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_24))",15.438090556961845,9.82106075417857,2.0,2.0,1.8101880489061368,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s2_00200,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_24))",15.438090556961845,9.82106075417857,2.0,2.0,1.8101880489061368,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s4_00402,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_24))",15.438090556961845,9.82106075417857,2.0,2.0,1.8101880489061368,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e3_ast_failure_aware_repair_s3_00655,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_24))",15.438090556961845,9.82106075417857,2.0,2.0,1.8101880489061368,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e2_typed_ast_sampler_crypto_adapter_s1_02645,E2_typed_AST_sampler_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_6),Rank(realized_vol_24))",15.27439228760173,9.819512129057877,1.9301995089838837,2.0,1.6691658008311143,1.9202116298025813,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s4_00144,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_6))",15.27439228760173,9.819512129057877,1.9301995089838837,2.0,1.6691658008311143,1.9202116298025813,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s3_04081,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_6),Rank(realized_vol_24))",15.27439228760173,9.819512129057877,1.9301995089838837,2.0,1.6691658008311143,1.9202116298025813,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e2_typed_ast_sampler_crypto_adapter_s2_01408,E2_typed_AST_sampler_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_6))",15.27439228760173,9.819512129057877,1.9301995089838837,2.0,1.6691658008311143,1.9202116298025813,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e5_surrogate_prioritized_sampler_s1_04077,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_6),Rank(realized_vol_24))",15.27439228760173,9.819512129057877,1.9301995089838837,2.0,1.6691658008311143,1.9202116298025813,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
