blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_priority_rank,skeleton_key,production_key,company_numeric_shard,blocker_family
a7ls8_50cc48d1881cc235,"Mul(ZScore(Mean(age_x_volatility,24)),ZScore(Mean(basis_abs_168h,24)))",listing_age_like|regime_state,typed_interaction,L3_liquidity_tier_relative_return,8,-1.0,3,True,0.8229492029927157,0.0013597043389326,True,1.1103017132890858,1.4963565585569734,True,0.0010012686700705,0.0004012686700705,-0.0005987313299294,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,-0.0003359839867357,-1.1844160190355582,-0.4137266998599822,-0.5998392293620887,0.4805072804133396,2152,-0.000790385770113,-3.160043300465061,-1.1103017132890858,-1.4963565585569734,0.4860594795539033,2152,-0.0015651975395885,-4.992422661716375,-1.726002330124583,-2.115012324141833,0.4437732342007435,2152,-0.0014012686700705,-4.183818118950529,-1.4735343021539649,-1.6552885839435745,0.441449814126394,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_0cfe845a63b4fddc,prod_6e28c2a14ac733dc,a7ls8_s004,numeric_clue
a7ls8_50cc48d1881cc235,"Mul(ZScore(Mean(age_x_volatility,24)),ZScore(Mean(basis_abs_168h,24)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,24,-1.0,3,True,0.6165892896983689,0.0038465627493081,True,1.1050013241392118,1.425572088778587,True,0.003494558358581,0.002894558358581,0.001894558358581,94.93333333333334,A7LS8S004_NUMERIC_CLUE,2113,-0.0007869561621257,-1.6479120647518863,-0.3648424791791712,-0.5096308409270016,0.5002366303833412,2136,-0.0024383293177867,-5.510926638272091,-1.1050013241392118,-1.425572088778587,0.4555243445692883,2136,-0.0049850860085932,-8.525544181160322,-1.6468264322108597,-2.5133442052842647,0.4377340823970037,2136,-0.003894558358581,-7.047882545745048,-1.519326502765602,-2.290411985120787,0.4293071161048689,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_0cfe845a63b4fddc,prod_6e28c2a14ac733dc,a7ls8_s004,numeric_clue
a7ls8_50cc48d1881cc235,"Mul(ZScore(Mean(age_x_volatility,24)),ZScore(Mean(basis_abs_168h,24)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,24,-1.0,3,True,0.6256404507035064,0.0038465627493081,True,1.105001324139212,1.425572088778587,True,0.003494558358581,0.002894558358581,0.001894558358581,94.93333333333334,A7LS8S004_NUMERIC_CLUE,2113,-0.0007869561621257,-1.647912064751886,-0.3648424791791713,-0.5096308409270016,0.5002366303833412,2136,-0.0024383293177867,-5.510926638272091,-1.105001324139212,-1.425572088778587,0.4555243445692883,2136,-0.0049850860085932,-8.525544181160322,-1.6468264322108597,-2.513344205284264,0.4377340823970037,2136,-0.003894558358581,-7.04788254574505,-1.519326502765602,-2.290411985120787,0.4293071161048689,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_0cfe845a63b4fddc,prod_6e28c2a14ac733dc,a7ls8_s004,numeric_clue
a7ls8_50cc48d1881cc235,"Mul(ZScore(Mean(age_x_volatility,24)),ZScore(Mean(basis_abs_168h,24)))",listing_age_like|regime_state,typed_interaction,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.6831682519601986,0.0036189849531954,True,1.335553455904981,1.6515601037974756,True,0.0032609912154397,0.0026609912154397,0.0016609912154397,94.93333333333334,A7LS8S004_NUMERIC_CLUE,2113,-0.0018116843943472,-4.008380699705082,-0.7986307271499455,-1.0324603749128578,0.4746805489824893,2136,-0.002773087453115,-6.551173085266937,-1.335553455904981,-1.6515601037974756,0.4391385767790262,2136,-0.0049930223956701,-9.098933157863373,-1.8057830736182163,-2.439067379616793,0.4288389513108614,2136,-0.0036609912154397,-6.533768779441188,-1.3851670838387935,-2.16210501841418,0.4297752808988764,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_0cfe845a63b4fddc,prod_6e28c2a14ac733dc,a7ls8_s004,numeric_clue
a7ls8_6c90adb460732a85,"Mul(ZScore(Mean(age_percentile_active_universe,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,4,1.0,3,True,0.9790375593814205,0.0007009020077357,True,1.1071038115941274,1.0208767272483037,True,0.0003194894487144,-0.0002805105512855,-0.0012805105512855,95.82222222222222,A7LS8S004_NUMERIC_CLUE,2133,0.0001147728065639,0.423562092839913,0.1841733166275844,0.1484819809675028,0.516643225503985,2156,0.0006129545330746,2.92670136411219,1.4271389654935955,1.379485385385344,0.5333951762523191,2156,0.0005865272699746,2.1965197256283604,1.1071038115941274,1.0208767272483037,0.5398886827458256,2156,0.0007194894487144,3.120061512306496,1.550995407225728,1.3539689488526758,0.5593692022263451,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_16afc3075e647bf7,a7ls8_s004,numeric_clue
a7ls8_6c90adb460732a85,"Mul(ZScore(Mean(age_percentile_active_universe,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,4,1.0,3,True,0.9790375593814205,0.0007009020077357,True,1.1071038115941274,1.0208767272483033,True,0.0003194894487144,-0.0002805105512855,-0.0012805105512855,95.82222222222222,A7LS8S004_NUMERIC_CLUE,2133,0.0001147728065639,0.4235620928399126,0.1841733166275844,0.1484819809675026,0.516643225503985,2156,0.0006129545330746,2.92670136411219,1.4271389654935955,1.3794853853853433,0.5333951762523191,2156,0.0005865272699746,2.1965197256283595,1.1071038115941274,1.0208767272483033,0.5398886827458256,2156,0.0007194894487144,3.120061512306495,1.5509954072257284,1.3539689488526758,0.5593692022263451,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_16afc3075e647bf7,a7ls8_s004,numeric_clue
a7ls8_6c90adb460732a85,"Mul(ZScore(Mean(age_percentile_active_universe,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9235248254627936,0.001274965866345,True,0.9162434705271212,0.8223904714949922,True,0.0009394951532705,0.0003394951532705,-0.0006605048467294,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002801728287258,0.7841426332008431,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012731168730738,4.364668832414561,1.56742157826038,1.3707681222235084,0.5278810408921933,2152,0.0010439107480353,2.736872002005432,0.9162434705271212,0.8223904714949922,0.5627323420074349,2152,0.0013394951532705,4.166381973868864,1.4730926698024045,1.2936954256683004,0.5590148698884758,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_16afc3075e647bf7,a7ls8_s004,numeric_clue
a7ls8_6c90adb460732a85,"Mul(ZScore(Mean(age_percentile_active_universe,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,8,1.0,3,True,0.923524825462794,0.001274965866345,True,0.9162434705271212,0.8223904714949926,True,0.0009394951532705,0.0003394951532705,-0.0006605048467294,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002801728287258,0.7841426332008428,0.2900499615344678,0.0741372677144406,0.533583842179427,2152,0.0012731168730738,4.36466883241456,1.56742157826038,1.3707681222235084,0.5278810408921933,2152,0.0010439107480353,2.736872002005432,0.9162434705271212,0.8223904714949926,0.5627323420074349,2152,0.0013394951532705,4.166381973868864,1.4730926698024045,1.2936954256683009,0.5590148698884758,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_16afc3075e647bf7,a7ls8_s004,numeric_clue
a7ls8_72c4a92d4bce23b0,"Mul(ZScore(Mean(sqrt_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,4,1.0,3,True,0.9825963084855596,0.0006991836915764,True,1.0986603638047665,1.0237553014619167,True,0.0003233576475076,-0.0002766423524923,-0.0012766423524923,95.82222222222222,A7LS8S004_NUMERIC_CLUE,2133,0.0001148298996995,0.423772747558067,0.1843846161727763,0.1484819809675028,0.516643225503985,2156,0.0006111781616458,2.9190948563536945,1.4212383919857057,1.37592186652125,0.5333951762523191,2156,0.0005840554250914,2.1865580160528584,1.0986603638047665,1.0237553014619167,0.5394248608534323,2156,0.0007233576475076,3.13854411843176,1.5544860709694432,1.3863332151247438,0.5593692022263451,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8c276be6b571d807,prod_70adbf8b343c4ca7,a7ls8_s004,numeric_clue
a7ls8_72c4a92d4bce23b0,"Mul(ZScore(Mean(sqrt_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,4,1.0,3,True,0.9825963084855596,0.0006991836915764,True,1.0986603638047665,1.023755301461917,True,0.0003233576475076,-0.0002766423524923,-0.0012766423524923,95.82222222222222,A7LS8S004_NUMERIC_CLUE,2133,0.0001148298996995,0.4237727475580666,0.1843846161727765,0.1484819809675026,0.516643225503985,2156,0.0006111781616458,2.919094856353695,1.4212383919857057,1.3759218665212498,0.5333951762523191,2156,0.0005840554250914,2.186558016052858,1.0986603638047665,1.023755301461917,0.5394248608534323,2156,0.0007233576475076,3.13854411843176,1.5544860709694437,1.3863332151247436,0.5593692022263451,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8c276be6b571d807,prod_70adbf8b343c4ca7,a7ls8_s004,numeric_clue
a7ls8_72c4a92d4bce23b0,"Mul(ZScore(Mean(sqrt_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9270282116400472,0.0012746730815483,True,0.9079094182179176,0.8027068121243267,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217312,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.3643478453995277,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243267,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865834,1.3024848960843431,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8c276be6b571d807,prod_70adbf8b343c4ca7,a7ls8_s004,numeric_clue
a7ls8_72c4a92d4bce23b0,"Mul(ZScore(Mean(sqrt_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,8,1.0,3,True,0.9270282116400476,0.0012746730815483,True,0.9079094182179176,0.8027068121243265,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217307,0.2900499615344678,0.0741372677144406,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.364347845399527,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243265,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865836,1.3024848960843434,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8c276be6b571d807,prod_70adbf8b343c4ca7,a7ls8_s004,numeric_clue
a7ls8_82d57e01b30b8ad1,"Mul(ZScore(Mean(log1p_listing_age_days,24)),ZScore(Mean(volume_volatility_ratio_168h,24)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.5908199063489068,0.004925341592192,True,0.6010536375442689,0.3061062338428193,True,0.0046758565813299,0.0040758565813299,0.0030758565813299,94.93333333333334,A7LS8S005_NUMERIC_CLUE,2113,0.001403875302247,2.3634141703611213,0.4757002222107346,0.1840201696213657,0.5769048745858968,2136,0.0045390750374032,8.865373123603991,1.856006830694688,1.3092098374128565,0.5664794007490637,2136,0.0022643802119175,2.975494811224128,0.6010536375442689,0.3061062338428193,0.550561797752809,2136,0.0050758565813299,9.061428281614871,1.72822447422161,1.4023253840929495,0.6109550561797753,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_005\a7ls8_s005_label_response_metrics.csv,s005,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_c20a85f4c44fe6d3,a7ls8_s005,numeric_clue
