blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_priority_rank,skeleton_key,production_key,company_numeric_shard,blocker_family
a7ls8_9153f18cd12c78eb,"Mul(ZScore(Mean(premium_close_bps,168)),Sign(ZScore(Mean(realized_vol_168h,168))))",basis_premium_like|realized_vol_168h,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.880007073776643,0.0014171931131258,True,0.5817993701761744,-0.1931024978447369,True,0.0010130561963007,0.0004130561963007,-0.0005869438036992,94.93333333333334,A7LS8S000_NUMERIC_CLUE,2113,0.001331021394307,2.8506399163329457,0.5557478692561951,-0.0214823822042259,0.5466161855182206,2136,0.001293531192077,3.015643874025211,0.6028881168331666,-0.0830438707862724,0.5210674157303371,2136,0.0060324145860305,13.16243049864718,2.689291866725665,2.1620970776774358,0.6156367041198502,2136,0.0014130561963007,2.5451476844468583,0.5817993701761744,-0.1931024978447369,0.5594569288389513,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_000\a7ls8_s000_label_response_metrics.csv,s000,basis_vol_hybrid_expansion,A7LS8_E,a7ls6_4ec71bffe30b07a9,500,skel_f87bd98d9b482a28,prod_87951eab82f09a8b,a7ls8_s000,numeric_clue
a7ls8_ef1c40f8512847a6,"Mul(Delta(mark_index_basis_bps,24),ZScore(Mean(volume_volatility_ratio_168h,24)))",basis_premium_like|volume_volatility_ratio_168h,typed_interaction,L3_liquidity_tier_relative_return,1,1.0,3,True,0.3980793154037132,0.0002254938487453,True,3.903546161773364,3.903546161773364,True,0.0003824139971807,-0.0002175860028192,-0.0012175860028192,95.95555555555556,A7LS8S002_NUMERIC_CLUE,2135,9.682949482698942e-05,0.917297098346846,0.917297098346846,0.917297098346846,0.5011709601873536,2159,0.0003458182673766,3.903546161773364,3.903546161773364,3.903546161773364,0.5516442797591478,2159,0.000477393530281,4.169879522546725,4.169879522546725,4.169879522546725,0.5609078276980083,2159,0.0007824139971807,5.881370671692042,5.881370671692042,5.881370671692042,0.5734136174154701,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_002\a7ls8_s002_label_response_metrics.csv,s002,basis_vol_hybrid_expansion,A7LS8_E,a7ls6_4ec71bffe30b07a9,500,skel_20740eff4b16181a,prod_1ba5cca8046135ca,a7ls8_s002,numeric_clue
a7ls8_2367eb50a223457e,CSRank(age_x_liquidity),listing_age_like,rank,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8905570751670727,0.001310575744969,True,0.6700822451266237,0.9263747645542382,True,0.0009301333331332,0.0003301333331332,-0.0006698666668667,94.93333333333334,A7LS8S002_NUMERIC_CLUE,2136,-0.0027536268818869,-8.923680088085897,-1.7686794277469349,-2.4458145195860816,0.449438202247191,2136,-0.0008529445728187,-3.1365388145635897,-0.6700822451266237,-0.9263747645542382,0.4850187265917603,2136,-0.0016104589334599,-4.824008375618157,-0.9743978089847952,-1.4004840001279295,0.4555243445692883,2136,-0.0013301333331332,-4.422900988992397,-0.8946153564335598,-1.476726043863627,0.4648876404494382,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_002\a7ls8_s002_label_response_metrics.csv,s002,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_4c6b41d0ed49747b,prod_99cdb1078baf930e,a7ls8_s002,numeric_clue
a7ls8_0dddc36523b7f147,"Mul(ZScore(Mean(age_x_liquidity,168)),Sign(ZScore(Mean(volume_volatility_ratio_168h,168))))",listing_age_like|regime_state,typed_gate,L0_raw_forward_return,4,1.0,3,True,0.8199447516618776,0.0005377701274266,True,0.8160842114489997,0.7461681042804986,True,0.0001113579381029,-0.000488642061897,-0.001488642061897,95.82222222222222,A7LS8S003_NUMERIC_CLUE,2133,3.12951372580601e-05,0.1675150794407172,0.0857001650105753,0.0378514521191574,0.5297702766057196,2156,0.0002482766240719,1.6241795536481562,0.8160842114489997,0.7461681042804986,0.5255102040816326,2156,0.0003714500253556,2.680228903684222,1.308884133330256,1.2113663487045676,0.5204081632653061,2156,0.0005113579381029,3.282526294582349,1.632114182295597,1.5601243558446969,0.5176252319109462,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_7d76f6fef6e34471,prod_5127ddf299e8e4ee,a7ls8_s003,numeric_clue
a7ls8_0dddc36523b7f147,"Mul(ZScore(Mean(age_x_liquidity,168)),Sign(ZScore(Mean(volume_volatility_ratio_168h,168))))",listing_age_like|regime_state,typed_gate,L1_cross_sectional_relative_return,4,1.0,3,True,0.8199447516618775,0.0005377701274266,True,0.8160842114489997,0.7461681042804975,True,0.0001113579381029,-0.000488642061897,-0.001488642061897,95.82222222222222,A7LS8S003_NUMERIC_CLUE,2133,3.129513725806004e-05,0.1675150794407169,0.0857001650105754,0.0378514521191573,0.5297702766057196,2156,0.0002482766240719,1.6241795536481558,0.8160842114489997,0.7461681042804975,0.5255102040816326,2156,0.0003714500253556,2.6802289036842217,1.308884133330256,1.2113663487045685,0.5204081632653061,2156,0.0005113579381029,3.28252629458235,1.632114182295597,1.5601243558446964,0.5176252319109462,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_7d76f6fef6e34471,prod_5127ddf299e8e4ee,a7ls8_s003,numeric_clue
a7ls8_0dddc36523b7f147,"Mul(ZScore(Mean(age_x_liquidity,168)),Sign(ZScore(Mean(volume_volatility_ratio_168h,168))))",listing_age_like|regime_state,typed_gate,L0_raw_forward_return,8,1.0,3,True,0.834748986100149,0.0010662898971343,True,0.7789055034520928,0.5966348001790435,True,0.0006522645596149,5.226455961497827e-05,-0.000947735440385,95.64444444444445,A7LS8S003_NUMERIC_CLUE,2129,1.5898055101206264e-05,0.0642190444446208,0.0395388163923382,-0.1735652043333545,0.5270079849694692,2152,0.0004888613594364,2.21244776961178,0.7789055034520928,0.5966348001790435,0.5427509293680297,2152,0.0007529226315377,4.012544348873231,1.4361026237951393,1.149925733001793,0.5436802973977695,2152,0.0010522645596149,4.870363032631793,1.735556852234204,1.487464205651943,0.54182156133829,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_7d76f6fef6e34471,prod_5127ddf299e8e4ee,a7ls8_s003,numeric_clue
a7ls8_0dddc36523b7f147,"Mul(ZScore(Mean(age_x_liquidity,168)),Sign(ZScore(Mean(volume_volatility_ratio_168h,168))))",listing_age_like|regime_state,typed_gate,L1_cross_sectional_relative_return,8,1.0,3,True,0.834748986100149,0.0010662898971343,True,0.778905503452093,0.596634800179043,True,0.0006522645596149,5.226455961497827e-05,-0.000947735440385,95.64444444444445,A7LS8S003_NUMERIC_CLUE,2129,1.5898055101206146e-05,0.0642190444446204,0.0395388163923381,-0.1735652043333545,0.5270079849694692,2152,0.0004888613594364,2.21244776961178,0.778905503452093,0.596634800179043,0.5427509293680297,2152,0.0007529226315377,4.012544348873231,1.436102623795139,1.149925733001793,0.5436802973977695,2152,0.0010522645596149,4.870363032631793,1.7355568522342038,1.4874642056519431,0.54182156133829,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_7d76f6fef6e34471,prod_5127ddf299e8e4ee,a7ls8_s003,numeric_clue
a7ls8_2330deaba368f672,"Mul(ZScore(Mean(log1p_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,4,1.0,3,True,0.9825963084855596,0.0006991836915764,True,1.0986603638047665,1.023755301461917,True,0.0003233576475076,-0.0002766423524923,-0.0012766423524923,95.82222222222222,A7LS8S003_NUMERIC_CLUE,2133,0.0001148298996995,0.4237727475580666,0.1843846161727765,0.1484819809675026,0.516643225503985,2156,0.0006111781616458,2.919094856353695,1.4212383919857057,1.3759218665212498,0.5333951762523191,2156,0.0005840554250914,2.186558016052858,1.0986603638047665,1.023755301461917,0.5394248608534323,2156,0.0007233576475076,3.13854411843176,1.5544860709694437,1.3863332151247436,0.5593692022263451,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_ac049ebec9b8278c,a7ls8_s003,numeric_clue
a7ls8_2330deaba368f672,"Mul(ZScore(Mean(log1p_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9270282116400472,0.0012746730815483,True,0.9079094182179176,0.8027068121243267,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S003_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217312,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.3643478453995277,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243267,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865834,1.3024848960843431,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_ac049ebec9b8278c,a7ls8_s003,numeric_clue
a7ls8_2330deaba368f672,"Mul(ZScore(Mean(log1p_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L1_cross_sectional_relative_return,8,1.0,3,True,0.9270282116400476,0.0012746730815483,True,0.9079094182179176,0.8027068121243265,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S003_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217307,0.2900499615344678,0.0741372677144406,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.364347845399527,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243265,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865836,1.3024848960843434,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_ac049ebec9b8278c,a7ls8_s003,numeric_clue
